,POP_2015,community_space,education,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
359,166.986,2064,567,898,1368,4047.0,29.148812557467707,-3.373713591505364
360,169.206,2119,627,906,1424,4047.0,29.149811403096333,-3.3737135915053638
361,140.346,2255,649,833,1559,4047.0,29.150810248724962,-3.373713591505364
362,0.0,3852,227,2282,3156,4047.0,29.136841378983114,-3.374522897186018
363,14.168,3852,227,2282,3156,4047.0,29.137840225124894,-3.374522897186017
364,127.147,3506,530,1936,2810,4047.0,29.139837917408475,-3.374522897186017
365,188.178,1634,568,1167,938,4047.0,29.141835609692045,-3.3745228971860173
366,205.171,1428,362,961,732,4047.0,29.142834455833828,-3.3745228971860177
367,216.432,1490,272,871,794,4047.0,29.143833301975615,-3.3745228971860173
368,140.265,1431,327,701,736,4047.0,29.144832148117406,-3.374522897186017
369,156.532,1462,299,670,766,4047.0,29.14583099425919,-3.374522897186018
370,217.926,1764,478,809,1068,4047.0,29.146829840400972,-3.3745228971860177
371,198.309,1815,529,860,1119,4047.0,29.147828686542766,-3.3745228971860177
372,202.87,1915,518,849,1219,4047.0,29.148827532684553,-3.374522897186017
373,192.9,2128,663,960,1432,4047.0,29.149826378826337,-3.374522897186018
374,127.268,2128,663,960,1432,4047.0,29.150825224968116,-3.3745228971860173
375,0.525,3852,227,2282,3156,4047.0,29.136856351653986,-3.3753322031248953
376,45.006,3852,227,2282,3156,4047.0,29.137855198309055,-3.375332203124895
377,218.895,3506,530,1936,2810,4047.0,29.13985289161919,-3.3753322031248953
378,163.515,1382,492,1091,686,4047.0,29.14185058492933,-3.3753322031248953
379,150.599,1396,433,1032,700,4047.0,29.142849431584395,-3.375332203124894
380,188.42,1428,362,961,732,4047.0,29.14384827823946,-3.3753322031248953
381,149.145,1316,440,817,620,4047.0,29.144847124894532,-3.3753322031248953
382,215.06,1612,603,980,916,4047.0,29.14684481820467,-3.3753322031248953
383,157.501,1865,580,911,1170,4047.0,29.147843664859735,-3.3753322031248953
384,184.424,1865,580,911,1170,4047.0,29.148842511514804,-3.3753322031248953
385,191.124,2002,791,1123,1306,4047.0,29.149841358169866,-3.3753322031248953
386,45.692,3981,98,2411,3286,4047.0,29.136871327936802,-3.3761415093220584
387,83.796,3995,84,2425,3299,4047.0,29.137870175105274,-3.3761415093220584
388,162.748,1407,550,1149,711,4047.0,29.14186556377917,-3.3761415093220584
389,134.937,1361,555,1104,665,4047.0,29.142864410947638,-3.376141509322059
390,139.176,1225,565,942,530,4047.0,29.143863258116106,-3.3761415093220584
391,154.514,1225,530,907,530,4047.0,29.14486210528458,-3.3761415093220584
392,235.727,1442,645,1022,746,4047.0,29.14586095245306,-3.3761415093220584
393,200.448,1512,669,1047,816,4047.0,29.14685979962153,-3.3761415093220584
394,204.565,1884,872,1203,1189,4047.0,29.14885749395847,-3.3761415093220584
395,177.683,1995,843,1174,1299,4047.0,29.14985634112695,-3.3761415093220584
396,113.867,4009,70,2439,3313,4047.0,29.13688630783157,-3.3769508157775694
397,123.514,4079,0,2509,3384,4047.0,29.137885155513565,-3.376950815777569
398,52.07,1262,611,1039,567,4047.0,29.14287939392357,-3.3769508157775694
399,51.101,1143,622,1000,447,4047.0,29.143878241605577,-3.3769508157775676
400,144.1,1171,597,974,476,4047.0,29.14487708928758,-3.3769508157775694
401,163.596,1357,729,1106,662,4047.0,29.145875936969585,-3.3769508157775685
402,197.259,1491,690,1067,796,4047.0,29.14687478465158,-3.3769508157775685
403,171.104,1982,970,1301,1287,4047.0,29.14887248001559,-3.3769508157775685
404,129.851,1884,872,1203,1189,4047.0,29.149871327697582,-3.3769508157775676
405,72.373,4413,213,2843,3718,4047.0,29.13690129133831,-3.377760122491489
406,103.05,4000,200,2430,3304,4047.0,29.13790013953396,-3.377760122491489
407,133.565,3833,367,2263,3137,4047.0,29.13889898772962,-3.3777601224914893
408,108.983,3833,367,2263,3137,4047.0,29.13989783592527,-3.3777601224914897
409,202.466,1061,577,1409,434,4047.0,29.140896684120925,-3.377760122491489
410,137.319,1061,577,1409,434,4047.0,29.141895532316575,-3.37776012249149
411,143.696,1036,693,1294,340,4047.0,29.142894380512242,-3.377760122491489
412,126.501,1024,682,1108,329,4047.0,29.143893228707892,-3.377760122491489
413,218.814,2051,1039,1370,1355,4047.0,29.148887469686162,-3.3777601224914897
414,187.855,2140,1128,1459,1444,4047.0,29.149886317881816,-3.3777601224914897
415,150.114,4337,137,2767,3642,4047.0,29.136916278457043,-3.3785694294638815
416,136.511,4003,197,2433,3307,4047.0,29.137915127166472,-3.378569429463882
417,224.586,1011,528,1429,384,4047.0,29.140911673294763,-3.378569429463882
418,201.013,1061,577,1409,434,4047.0,29.14191052200419,-3.3785694294638806
419,177.764,948,605,1206,252,4047.0,29.14290937071362,-3.3785694294638815
420,175.503,937,594,1195,241,4047.0,29.143908219423054,-3.3785694294638815
421,104.826,2153,1141,1472,1457,4047.0,29.148902462970206,-3.3785694294638815
422,87.106,2153,1141,1472,1457,4047.0,29.14990131167964,-3.378569429463882
423,108.822,4200,0,2630,3504,4047.0,29.136931269187762,-3.379378736694807
424,165.937,920,506,1338,662,4047.0,29.1379301184111,-3.3793787366948083
425,175.503,890,406,1308,303,4047.0,29.13992781685776,-3.3793787366948083
426,190.236,935,452,1353,318,4047.0,29.140926666081093,-3.3793787366948083
427,205.938,1011,528,1429,384,4047.0,29.141925515304422,-3.379378736694808
428,140.871,849,506,1283,153,4047.0,29.142924364527758,-3.3793787366948083
429,213.082,874,531,1258,178,4047.0,29.14392321375109,-3.3793787366948083
430,197.421,908,493,1325,650,4047.0,29.137945113267875,-3.380188044184331
431,242.427,822,338,1240,268,4047.0,29.13994281274259,-3.3801880441843313
432,179.661,887,415,1316,192,4047.0,29.140941662479943,-3.380188044184331
433,162.95,695,352,1206,0,4047.0,29.141940512217307,-3.3801880441843317
434,124.806,728,385,1239,32,4047.0,29.142939361954657,-3.3801880441843313
435,234.717,829,487,1340,63,4047.0,29.143938211692003,-3.3801880441843313
436,153.586,700,286,1118,614,4047.0,29.138958961988326,-3.3809973519325145
437,160.488,713,229,1131,377,4047.0,29.139957812239828,-3.3809973519325145
438,192.093,887,415,1316,192,4047.0,29.140956662491334,-3.380997351932514
439,180.428,626,283,1137,69,4047.0,29.141955512742836,-3.3809973519325145
440,163.071,710,368,1221,69,4047.0,29.142954362994335,-3.380997351932514
441,192.456,771,429,1282,0,4047.0,29.14395321324584,-3.380997351932514
442,180.468,588,174,1006,502,4047.0,29.138973964583702,-3.381806659939418
443,205.171,606,157,1024,484,4047.0,29.13997281534948,-3.3818066599394174
444,155.119,577,0,1049,352,4047.0,29.140971666115256,-3.3818066599394183
445,147.087,516,173,1027,179,4047.0,29.141970516881035,-3.381806659939418
446,197.34,658,315,1169,131,4047.0,29.142969367646813,-3.381806659939418
447,195.726,710,368,1221,69,4047.0,29.14396821841259,-3.381806659939418
448,168.157,567,181,985,523,4047.0,29.138988970791416,-3.3826159682051045
449,230.318,534,210,952,549,4047.0,29.13998782207159,-3.3826159682051045
450,165.089,528,48,1000,398,4047.0,29.140986673351758,-3.382615968205105
451,164.605,461,211,972,234,4047.0,29.14198552463193,-3.382615968205104
452,187.249,595,298,1106,211,4047.0,29.14298437591211,-3.3826159682051045
453,174.01,617,275,1128,183,4047.0,29.143983227192273,-3.3826159682051045
454,234.435,502,238,920,575,4047.0,29.139003980611456,-3.3834252767296356
455,196.775,430,279,848,601,4047.0,29.14000283240615,-3.3834252767296373
456,215.1,430,147,902,476,4047.0,29.141001684200845,-3.3834252767296364
457,143.777,363,284,874,332,4047.0,29.142000535995532,-3.3834252767296364
458,232.296,504,404,1015,322,4047.0,29.142999387790226,-3.383425276729636
459,313.226,761,623,1272,542,4047.0,29.144997091379604,-3.383425276729636
460,235.767,367,328,785,642,4047.0,29.139018994043855,-3.3842345855130764
461,185.877,367,328,785,642,4047.0,29.140017846353196,-3.3842345855130764
462,186.402,334,242,806,556,4047.0,29.141016698662526,-3.384234585513076
463,153.545,265,368,776,429,4047.0,29.142015550971863,-3.3842345855130764
464,210.378,442,467,953,392,4047.0,29.143014403281185,-3.3842345855130764
465,161.537,761,623,1272,542,4047.0,29.145012107899863,-3.384234585513077
466,166.785,248,376,695,672,4047.0,29.140032863912726,-3.385043894555486
467,149.791,170,453,681,524,4047.0,29.141031716736823,-3.385043894555486
468,144.06,200,423,711,494,4047.0,29.14203056956092,-3.385043894555486
469,194.636,355,561,866,486,4047.0,29.143029422385023,-3.3850438945554857
470,192.174,338,649,667,931,4047.0,29.13805017840678,-3.3858532038569273
471,200.166,228,540,597,821,4047.0,29.139049031745774,-3.385853203856928
472,143.373,153,459,598,741,4047.0,29.140047885084766,-3.385853203856928
473,151.688,96,501,607,598,4047.0,29.141046738423757,-3.3858532038569273
474,165.614,244,700,755,625,4047.0,29.142045591762752,-3.3858532038569282
475,204.606,274,663,785,588,4047.0,29.14304444510174,-3.3858532038569282
476,196.694,338,649,667,931,4047.0,29.138065202161314,-3.3866625134174635
477,175.463,271,583,554,864,4047.0,29.139064056015325,-3.3866625134174635
478,151.648,102,529,520,798,4047.0,29.140062909869332,-3.3866625134174635
479,134.655,0,577,510,695,4047.0,29.14106176372334,-3.3866625134174635
480,172.072,191,760,702,686,4047.0,29.142060617577346,-3.386662513417463
481,205.171,191,760,702,686,4047.0,29.14305947143135,-3.3866625134174635
482,153.666,167,642,407,862,4047.0,29.140077938266444,-3.3874718232371563
483,163.515,87,664,423,782,4047.0,29.141076792635587,-3.387471823237156
484,208.158,294,867,583,828,4047.0,29.14207564700473,-3.387471823237157
485,233.062,252,821,658,746,4047.0,29.143074501373874,-3.387471823237156
486,199.843,1288,947,857,1983,4047.0,29.137096405622888,-3.388281133316067
487,127.107,194,733,316,890,4047.0,29.14009297027612,-3.3882811333160667
488,144.826,281,820,394,977,4047.0,29.141091825160522,-3.388281133316067
489,166.462,321,860,434,1016,4047.0,29.14209068004493,-3.388281133316067
490,114.553,309,878,608,803,4047.0,29.143089534929334,-3.3882811333160676
491,154.9,1340,999,908,2035,4047.0,29.137111439698973,-3.38909044365426
492,255.222,1133,792,702,1829,4047.0,29.13811029509877,-3.38909044365426
493,131.95,341,845,169,1036,4047.0,29.14010800589836,-3.3890904436542604
494,188.823,390,904,229,1086,4047.0,29.14110686129815,-3.38909044365426
495,143.979,422,991,721,916,4047.0,29.142105716697944,-3.3890904436542595
496,175.786,416,985,715,910,4047.0,29.143104572097737,-3.3890904436542604
497,143.817,991,650,559,1686,4047.0,29.137126477387287,-3.389899754251796
498,133.888,433,752,76,1129,4047.0,29.139124189217895,-3.3898997542517972
499,132.637,375,889,214,1071,4047.0,29.140123045133198,-3.389899754251795
500,150.518,435,950,274,1131,4047.0,29.141121901048493,-3.3898997542517955
501,174.898,991,650,559,1686,4047.0,29.137141518687834,-3.3907090651087386
502,154.352,510,675,0,1206,4047.0,29.139139231549706,-3.3907090651087373
503,134.211,481,740,65,1177,4047.0,29.140138087980645,-3.390709065108738
504,223.173,730,1299,1029,1224,4047.0,29.141136944411585,-3.3907090651087373
505,211.024,796,455,365,1492,4047.0,29.137156563600637,-3.391518376225146
506,154.716,743,508,312,1439,4047.0,29.138155420547335,-3.3915183762251466
507,135.26,596,616,85,1291,4047.0,29.139154277494033,-3.3915183762251466
508,158.268,596,590,85,1292,4047.0,29.140153134440723,-3.391518376225146
509,163.313,730,1299,1029,1224,4047.0,29.141151991387414,-3.3915183762251466
510,121.335,968,396,537,1664,4047.0,29.13617275466314,-3.392327687601085
511,80.648,854,397,422,1549,4047.0,29.13717161212571,-3.392327687601085
512,138.288,754,627,193,1450,4047.0,29.138170469588285,-3.3923276876010844
513,127.066,749,632,188,1445,4047.0,29.139169327050862,-3.3923276876010844
514,136.229,641,544,59,1337,4047.0,29.14016818451344,-3.3923276876010853
515,148.984,806,1375,1105,1300,4047.0,29.14116704197602,-3.3923276876010844
516,131.305,1046,285,570,1741,4047.0,29.136187806284493,-3.393136999236615
517,29.789,885,366,453,1580,4047.0,29.137186664263073,-3.393136999236615
518,122.667,956,276,255,1651,4047.0,29.138185522241653,-3.3931369992366154
519,121.98,808,514,107,1504,4047.0,29.13918438022024,-3.393136999236614
520,129.286,751,435,50,1446,4047.0,29.140183238198823,-3.393136999236615
521,168.076,939,1507,1237,1433,4047.0,29.1411820961774,-3.3931369992366154
522,166.3,1190,353,650,1886,4047.0,29.135204003023315,-3.3939463111317996
523,98.488,1036,215,501,1731,4047.0,29.136202861518033,-3.3939463111318
524,71.243,996,255,531,1692,4047.0,29.137201720012747,-3.393946311131801
525,111.809,956,276,255,1651,4047.0,29.13820057850745,-3.3939463111317996
526,141.597,812,374,111,1507,4047.0,29.13919943700217,-3.393946311131802
527,138.974,812,374,111,1507,4047.0,29.140198295496884,-3.3939463111317996
528,118.913,1190,353,650,1886,4047.0,29.1352190613528,-3.3947556232867018
529,125.613,1144,145,566,1839,4047.0,29.136217920363762,-3.3947556232867018
530,94.25,1186,0,428,1882,4047.0,29.13721677937473,-3.3947556232867013
531,171.79,1098,100,346,1793,4047.0,29.1382156383857,-3.3947556232867018
532,147.168,1005,181,304,1700,4047.0,29.13921449739666,-3.3947556232867013
533,151.164,956,290,154,1652,4047.0,29.140213356407635,-3.394755623286702
534,169.61,1079,417,250,1774,4047.0,29.141212215418598,-3.394755623286702
535,50.213,5000,3339,4135,5000,4047.0,29.131238685185007,-3.3955649357013815
536,97.286,1211,106,534,1907,4047.0,29.136232982821717,-3.3955649357013824
537,85.117,1181,70,499,1876,4047.0,29.13723184234906,-3.3955649357013815
538,156.411,1113,97,331,1809,4047.0,29.138230701876406,-3.3955649357013824
539,143.373,1033,229,113,1729,4047.0,29.13922956140374,-3.395564935701383
540,135.099,1012,250,116,1707,4047.0,29.140228420931088,-3.395564935701383
541,160.084,1146,380,182,1842,4047.0,29.14122728045843,-3.3955649357013833
542,0.0,2603,870,1666,3298,4047.0,29.12725830849731,-3.3963742483759045
543,0.0,2603,870,1666,3298,4047.0,29.128257168541154,-3.396374248375904
544,75.319,5000,3339,4135,5000,4047.0,29.13125374867268,-3.396374248375904
545,47.118,1364,173,385,2060,4047.0,29.136248048891904,-3.3963742483759036
546,40.491,1338,75,286,2033,4047.0,29.137246908935747,-3.396374248375904
547,179.984,1263,0,211,1958,4047.0,29.138245768979587,-3.396374248375904
548,135.422,1136,160,66,1832,4047.0,29.139244629023434,-3.3963742483759045
549,161.376,1129,179,18,1825,4047.0,29.140243489067277,-3.3963742483759045
550,150.074,1211,298,100,1907,4047.0,29.141242349111124,-3.3963742483759045
551,214.535,1274,361,163,1969,4047.0,29.142241209154967,-3.3963742483759036
552,157.662,1559,0,623,2255,4047.0,29.1342653974534,-3.397183561310328
553,82.06,1507,117,505,2202,4047.0,29.13526425801387,-3.3971835613103285
554,104.821,1387,185,397,2083,4047.0,29.13626311857434,-3.397183561310329
555,111.723,1397,134,345,2092,4047.0,29.137261979134806,-3.397183561310329
556,95.138,1306,43,254,2001,4047.0,29.13826083969527,-3.397183561310328
557,114.473,1150,195,57,1845,4047.0,29.139259700255742,-3.3971835613103294
558,131.264,1148,160,37,1844,4047.0,29.140258560816203,-3.3971835613103285
559,154.231,1344,431,233,2040,4047.0,29.141257421376675,-3.3971835613103285
560,217.724,1344,431,233,2040,4047.0,29.142256281937147,-3.3971835613103294
561,164.928,2251,518,1314,2946,4047.0,29.130285025405726,-3.3979928745047205
562,181.235,2190,458,1253,2886,4047.0,29.13128388648295,-3.39799287450472
563,157.138,1681,121,745,2377,4047.0,29.13328160863738,-3.3979928745047183
564,200.569,1559,0,623,2255,4047.0,29.134280469714597,-3.39799287450472
565,178.853,1507,117,505,2202,4047.0,29.135279330791818,-3.39799287450472
566,151.406,1507,117,505,2202,4047.0,29.13627819186904,-3.3979928745047205
567,124.362,1538,275,487,2234,4047.0,29.13727705294625,-3.39799287450472
568,123.353,1325,371,233,2021,4047.0,29.139274775100684,-3.397992874504719
569,154.191,1309,9,197,2004,4047.0,29.140273636177895,-3.397992874504719
570,183.697,1515,206,404,2211,4047.0,29.141272497255112,-3.39799287450472
571,199.601,1541,232,430,2237,4047.0,29.142271358332337,-3.39799287450472
572,163.233,2243,296,1307,2939,4047.0,29.130300099211475,-3.3988021879591375
573,213.123,2148,415,1211,2843,4047.0,29.13129896080557,-3.398802187959137
574,191.366,1739,180,803,2435,4047.0,29.13329668399374,-3.398802187959138
575,176.795,1681,121,745,2377,4047.0,29.134295545587836,-3.3988021879591375
576,194.071,1623,228,621,2318,4047.0,29.13529440718192,-3.398802187959137
577,213.567,1600,210,599,2296,4047.0,29.13629326877601,-3.398802187959137
578,212.154,1538,275,487,2234,4047.0,29.137292130370103,-3.398802187959137
579,156.976,1394,439,301,2089,4047.0,29.13829099196419,-3.398802187959138
580,138.732,1371,416,278,2066,4047.0,29.139289853558278,-3.398802187959137
581,163.111,1387,78,276,2082,4047.0,29.14028871515237,-3.398802187959138
582,211.791,1481,172,370,2176,4047.0,29.141287576746457,-3.398802187959137
583,94.008,2581,177,1645,3277,4047.0,29.128317452406616,-3.3996115016736455
584,180.266,2243,296,1307,2939,4047.0,29.13031517662878,-3.399611501673645
585,140.992,2161,212,1224,2856,4047.0,29.131314038739863,-3.399611501673645
586,156.613,1922,196,986,2618,4047.0,29.13231290085095,-3.3996115016736455
587,160.205,1889,228,953,2585,4047.0,29.133311762962034,-3.399611501673645
588,216.069,1825,265,888,2520,4047.0,29.13431062507312,-3.3996115016736455
589,215.787,1825,265,888,2520,4047.0,29.1353094871842,-3.399611501673645
590,146.925,1752,322,660,2448,4047.0,29.136308349295287,-3.3996115016736455
591,205.171,1752,322,660,2448,4047.0,29.137307211406373,-3.399611501673645
592,158.308,1534,82,369,2230,4047.0,29.140303797739627,-3.399611501673645
593,161.699,1609,156,439,2304,4047.0,29.141302659850716,-3.3996115016736455
594,155.16,1735,182,449,2431,4047.0,29.142301521961794,-3.399611501673645
595,143.333,2581,177,1645,3277,4047.0,29.128332532401245,-3.400420815648304
596,226.241,2403,0,1467,3099,4047.0,29.129331395029446,-3.4004208156483053
597,192.941,2282,120,1346,2978,4047.0,29.130330257657654,-3.400420815648305
598,237.22,2232,143,1296,2928,4047.0,29.13132912028586,-3.400420815648306
599,157.016,2011,107,1075,2707,4047.0,29.132327982914063,-3.4004208156483053
600,58.851,1922,196,986,2618,4047.0,29.133326845542268,-3.4004208156483053
601,155.523,1872,2,870,2567,4047.0,29.135324570798673,-3.4004208156483053
602,191.689,1837,238,744,2532,4047.0,29.136323433426885,-3.400420815648305
603,200.408,1752,322,660,2448,4047.0,29.137322296055093,-3.400420815648306
604,146.199,1574,500,482,2270,4047.0,29.13832115868329,-3.400420815648305
605,181.719,1534,82,369,2230,4047.0,29.140318883939706,-3.4004208156483053
606,152.334,1687,92,369,2383,4047.0,29.141317746567907,-3.400420815648304
607,197.784,1749,172,436,2444,4047.0,29.14231660919612,-3.400420815648306
608,154.11,2666,263,1730,3362,4047.0,29.12834761600722,-3.4012301298831797
609,185.715,2415,11,1479,3111,4047.0,29.12934647915267,-3.4012301298831793
610,159.438,2403,0,1467,3099,4047.0,29.130345342298117,-3.40123012988318
611,174.615,2118,0,1182,2814,4047.0,29.13134420544357,-3.4012301298831793
612,189.348,2118,0,1182,2814,4047.0,29.132343068589012,-3.4012301298831793
613,192.739,1905,35,903,2600,4047.0,29.135339658025362,-3.4012301298831797
614,198.834,1886,225,794,2582,4047.0,29.136338521170806,-3.4012301298831793
615,162.587,1824,325,731,2519,4047.0,29.137337384316254,-3.4012301298831797
616,158.914,1679,470,586,2374,4047.0,29.1383362474617,-3.4012301298831793
617,178.853,1617,0,286,2313,4047.0,29.140333973752607,-3.4012301298831797
618,184.585,1617,0,286,2313,4047.0,29.14133283689806,-3.4012301298831797
619,199.52,1820,202,293,2515,4047.0,29.142331700043503,-3.4012301298831793
620,119.922,1911,310,288,2607,4047.0,29.14333056318895,-3.4012301298831793
621,156.855,2666,263,1730,3362,4047.0,29.128362703224553,-3.4020394443783304
622,228.945,2546,143,1610,3242,4047.0,29.129361566887372,-3.4020394443783304
623,233.789,1974,174,882,2670,4047.0,29.135354748864266,-3.4020394443783295
624,170.942,1930,218,838,2626,4047.0,29.136353612527085,-3.402039444378331
625,165.533,1822,613,521,2518,4047.0,29.1373524761899,-3.4020394443783295
626,195.645,1736,527,579,2432,4047.0,29.13835133985271,-3.402039444378331
627,177.723,1961,627,381,2657,4047.0,29.139350203515534,-3.402039444378329
628,179.58,1770,564,318,2466,4047.0,29.140349067178356,-3.402039444378331
629,153.828,1820,202,259,2515,4047.0,29.141347930841167,-3.4020394443783295
630,183.778,1889,271,190,2585,4047.0,29.14234679450398,-3.4020394443783304
631,166.421,2040,439,223,2736,4047.0,29.143345658166798,-3.4020394443783304
632,28.941,2072,471,255,2768,4047.0,29.14434452182961,-3.4020394443783304
633,172.637,2569,165,1632,3264,4047.0,29.129376658233568,-3.402848759133819
634,256.756,2237,319,1109,2933,4047.0,29.135369843315424,-3.4028487591338203
635,179.661,1822,613,521,2518,4047.0,29.137367571676034,-3.4028487591338203
636,202.588,1888,679,455,2583,4047.0,29.138366435856348,-3.4028487591338186
637,217.522,1961,627,381,2657,4047.0,29.13936530003665,-3.4028487591338203
638,206.947,1905,430,184,2600,4047.0,29.140364164216958,-3.402848759133819
639,163.999,1894,276,10,2590,4047.0,29.141363028397272,-3.402848759133821
640,194.595,1967,349,108,2662,4047.0,29.142361892577576,-3.4028487591338203
641,192.254,2112,511,295,2807,4047.0,29.143360756757883,-3.4028487591338195
642,29.022,2072,471,255,2768,4047.0,29.14435962093819,-3.40284875913382
643,170.498,3111,346,2175,3807,4047.0,29.12739402379545,-3.403658074149711
644,123.999,2591,89,1352,3287,4047.0,29.132388347285065,-3.4036580741497104
645,170.861,2339,304,1099,3035,4047.0,29.133387211982985,-3.4036580741497113
646,155.402,2339,304,1099,3035,4047.0,29.134386076680908,-3.40365807414971
647,154.03,2219,301,1091,2915,4047.0,29.13538494137883,-3.4036580741497113
648,187.088,2151,366,1059,2847,4047.0,29.136383806076754,-3.4036580741497113
649,156.492,1921,529,525,2617,4047.0,29.137382670774677,-3.4036580741497104
650,201.538,2054,619,375,2750,4047.0,29.138381535472597,-3.403658074149711
651,169.045,2067,486,240,2763,4047.0,29.13938040017052,-3.4036580741497104
652,209.934,1989,409,163,2685,4047.0,29.14037926486845,-3.4036580741497113
653,136.511,1904,286,0,2600,4047.0,29.141378129566366,-3.4036580741497104
654,199.116,2043,425,180,2739,4047.0,29.142376994264293,-3.403658074149711
655,224.949,2230,629,413,2926,4047.0,29.143375858962216,-3.403658074149711
656,106.682,2266,665,449,2961,4047.0,29.14437472366014,-3.4036580741497113
657,123.111,3111,346,2175,3807,4047.0,29.127409121329215,-3.4044673894260655
658,133.484,2905,176,1969,3601,4047.0,29.128407986544882,-3.404467389426065
659,170.619,2889,159,1952,3584,4047.0,29.12940685176054,-3.4044673894260655
660,136.875,2681,0,1435,3377,4047.0,29.13140458219187,-3.404467389426065
661,162.102,2639,49,1386,3335,4047.0,29.132403447407526,-3.4044673894260664
662,151.931,2439,226,1200,3135,4047.0,29.133402312623193,-3.4044673894260646
663,227.048,2276,236,1031,2971,4047.0,29.13440117783885,-3.404467389426065
664,181.598,2317,151,941,3012,4047.0,29.13540004305451,-3.404467389426065
665,156.613,2151,366,1059,2847,4047.0,29.13639890827018,-3.4044673894260646
666,172.032,2084,704,545,2779,4047.0,29.137397773485844,-3.404467389426066
667,166.986,2084,704,545,2779,4047.0,29.138396638701497,-3.404467389426065
668,102.485,2162,581,335,2857,4047.0,29.13939550391716,-3.404467389426065
669,153.747,2111,530,285,2807,4047.0,29.140394369132828,-3.4044673894260655
670,154.837,2096,478,192,2792,4047.0,29.141393234348495,-3.404467389426065
671,168.48,2096,478,192,2792,4047.0,29.14239209956415,-3.4044673894260655
672,188.985,2345,744,528,3041,4047.0,29.143390964779815,-3.404467389426065
673,104.462,2325,724,508,3020,4047.0,29.144389829995482,-3.4044673894260646
674,137.319,2905,176,1969,3601,4047.0,29.12842308820781,-3.405276704962944
675,159.6,2912,137,1975,3607,4047.0,29.129421953941335,-3.4052767049629438
676,150.276,2741,60,1490,3437,4047.0,29.131419685408385,-3.405276704962945
677,201.578,2706,103,1446,3402,4047.0,29.132418551141914,-3.405276704962944
678,183.738,2486,169,1226,3182,4047.0,29.13341741687544,-3.405276704962945
679,166.462,2419,92,1147,3115,4047.0,29.134416282608964,-3.405276704962944
680,166.26,2251,199,855,2947,4047.0,29.135415148342485,-3.405276704962944
681,146.239,2211,240,814,2906,4047.0,29.136414014076014,-3.405276704962945
682,136.754,2289,400,754,2985,4047.0,29.137412879809542,-3.4052767049629438
683,143.131,2250,723,477,2945,4047.0,29.13841174554307,-3.405276704962944
684,83.352,2310,693,524,3005,4047.0,29.139410611276592,-3.4052767049629447
685,165.21,2096,478,192,2792,4047.0,29.14140834274364,-3.4052767049629447
686,180.185,2096,478,192,2792,4047.0,29.142407208477174,-3.4052767049629447
687,166.381,2216,598,311,2911,4047.0,29.1434060742107,-3.405276704962944
688,93.403,2409,808,592,3105,4047.0,29.144404939944216,-3.4052767049629438
689,171.104,3049,0,1929,3744,4047.0,29.128438193482197,-3.406086020760412
690,202.345,3049,0,1929,3744,4047.0,29.129437059733704,-3.4060860207604127
691,157.945,2857,266,1591,3553,4047.0,29.131434792236732,-3.4060860207604113
692,147.047,2550,228,1283,3246,4047.0,29.133432524739757,-3.406086020760412
693,137.642,2451,0,1055,3146,4047.0,29.134431390991264,-3.4060860207604127
694,168.197,2451,0,1055,3146,4047.0,29.135430257242778,-3.4060860207604127
695,151.809,2298,409,902,2994,4047.0,29.136429123494292,-3.4060860207604113
696,196.573,2289,400,754,2985,4047.0,29.137427989745802,-3.406086020760412
697,134.453,2411,570,584,3107,4047.0,29.138426855997317,-3.4060860207604127
698,158.873,2343,649,516,3039,4047.0,29.13942572224883,-3.406086020760412
699,163.596,2231,650,404,2926,4047.0,29.140424588500338,-3.4060860207604127
700,144.746,2238,654,407,2934,4047.0,29.141423454751852,-3.4060860207604113
701,141.153,2213,595,308,2908,4047.0,29.142422321003373,-3.4060860207604127
702,175.705,2353,735,448,3049,4047.0,29.143421187254877,-3.4060860207604127
703,140.709,3058,9,1920,3754,4047.0,29.128453302368026,-3.4068953368185286
704,199.601,3053,4,1924,3749,4047.0,29.12945216913765,-3.406895336818529
705,206.785,2887,273,1620,3582,4047.0,29.131449902676895,-3.406895336818529
706,183.334,2691,369,1425,3387,4047.0,29.132448769446523,-3.4068953368185295
707,170.296,2720,398,1453,3415,4047.0,29.133447636216147,-3.406895336818529
708,198.551,3113,875,1716,3808,4047.0,29.134446502985767,-3.406895336818529
709,140.346,2298,409,902,2994,4047.0,29.13544536975539,-3.4068953368185295
710,144.746,2298,409,902,2994,4047.0,29.13644423652502,-3.4068953368185286
711,160.367,2404,514,869,3099,4047.0,29.137443103294636,-3.4068953368185286
712,163.636,2411,570,584,3107,4047.0,29.138441970064264,-3.406895336818529
713,143.333,2444,603,617,3139,4047.0,29.139440836833884,-3.406895336818529
714,161.255,2414,713,588,3110,4047.0,29.140439703603505,-3.4068953368185295
715,120.164,2347,729,442,3042,4047.0,29.14243743714275,-3.406895336818528
716,112.858,2434,816,529,3129,4047.0,29.143436303912384,-3.406895336818529
717,62.161,2493,875,588,3189,4047.0,29.144435170682,-3.406895336818529
718,136.794,2989,353,1722,3684,4047.0,29.130466149441055,-3.407704653137359
719,201.74,2989,353,1722,3684,4047.0,29.131465016728917,-3.4077046531373583
720,221.357,2756,434,1489,3452,4047.0,29.132463884016765,-3.4077046531373587
721,166.704,3076,838,1680,3771,4047.0,29.133462751304627,-3.4077046531373587
