,POP_2015,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
89,205.038,2341,315,2112,1582.0,-7.4088536846445745,32.064570941291564
90,194.776,2279,350,1987,1582.0,-7.407748133098706,32.064570941291564
91,86.859,2210,252,1841,1582.0,-7.406642581552837,32.06457094129156
92,188.113,2095,244,1755,1582.0,-7.4055370300069665,32.06457094129156
93,176.539,2044,351,1664,1582.0,-7.404431478461098,32.06457094129156
94,64.196,2044,351,1592,1582.0,-7.403325926915228,32.064570941291564
95,67.017,1811,291,1273,1582.0,-7.402220375369359,32.06457094129156
96,78.397,1846,330,1142,1582.0,-7.40111482382349,32.06457094129156
97,8.9,1748,232,1054,1582.0,-7.40000927227762,32.06457094129156
98,26.408,1661,344,941,1582.0,-7.398903720731749,32.06457094129156
99,0.0,1864,569,822,1582.0,-7.39779816918588,32.06457094129156
100,0.0,1904,510,510,1582.0,-7.395587066094142,32.06457094129156
101,12.353,1904,510,510,1582.0,-7.394481514548273,32.064570941291564
102,127.905,1780,331,331,1582.0,-7.393375963002402,32.06457094129156
103,164.38,1794,183,183,1582.0,-7.392270411456533,32.064570941291564
104,53.302,1838,227,227,1582.0,-7.391164859910663,32.06457094129156
105,93.668,1900,289,289,1582.0,-7.390059308364793,32.06457094129156
106,203.627,1934,324,324,1582.0,-7.388953756818925,32.064570941291564
107,109.182,2012,451,451,1582.0,-7.3878482052730545,32.06457094129156
108,106.799,1987,588,588,1582.0,-7.386742653727186,32.064570941291564
109,20.037,1839,549,642,1582.0,-7.385637102181315,32.064570941291564
110,8.3,2270,673,1429,1582.0,-7.379003792906098,32.06457094129156
111,182.472,2740,296,2751,1582.0,-7.416549073557737,32.06370962324781
112,204.454,2654,212,2665,1582.0,-7.415443528491989,32.06370962324782
113,174.691,2571,129,2582,1582.0,-7.414337983426245,32.06370962324781
114,185.341,2577,186,2537,1582.0,-7.413232438360498,32.06370962324782
115,168.611,2441,270,2394,1582.0,-7.412126893294753,32.06370962324782
116,134.617,2344,187,2277,1582.0,-7.411021348229006,32.06370962324781
117,173.378,2303,230,2150,1582.0,-7.409915803163258,32.06370962324781
118,173.523,2242,314,2040,1582.0,-7.408810258097514,32.06370962324781
119,183.834,2184,293,1923,1582.0,-7.407704713031767,32.06370962324782
120,148.477,2130,182,1812,1582.0,-7.4065991679660215,32.06370962324781
121,168.952,2021,202,1702,1582.0,-7.405493622900274,32.06370962324781
122,154.216,1961,273,1588,1582.0,-7.404388077834529,32.06370962324782
123,138.167,1884,270,1510,1582.0,-7.403282532768783,32.06370962324781
124,70.761,1750,226,1324,1582.0,-7.4021769877030374,32.06370962324782
125,170.703,1705,165,1205,1582.0,-7.401071442637291,32.06370962324781
126,129.121,1629,168,1088,1582.0,-7.399965897571543,32.06370962324781
127,41.825,1628,304,941,1582.0,-7.398860352505799,32.06370962324781
128,27.283,1590,410,768,1582.0,-7.397754807440052,32.06370962324781
129,73.242,1590,410,768,1582.0,-7.396649262374306,32.06370962324781
130,0.0,1624,267,267,1582.0,-7.394438172242815,32.06370962324782
131,112.051,1647,250,250,1582.0,-7.3933326271770685,32.06370962324781
132,174.107,1690,133,133,1582.0,-7.392227082111321,32.06370962324781
133,86.616,1687,76,76,1582.0,-7.391121537045577,32.06370962324782
134,85.011,1768,157,157,1582.0,-7.390015991979829,32.06370962324781
135,184.369,1806,194,194,1582.0,-7.388910446914084,32.06370962324782
136,31.466,1953,343,343,1582.0,-7.387804901848337,32.06370962324781
137,30.979,1839,549,642,1582.0,-7.38669935678259,32.06370962324782
138,23.198,1839,549,642,1582.0,-7.385593811716845,32.06370962324782
139,67.017,1942,352,1096,1582.0,-7.382277176519606,32.06370962324781
140,198.715,2662,220,2673,1582.0,-7.416505603533309,32.06284830826643
141,197.937,2620,178,2630,1582.0,-7.415400064947405,32.062848308266425
142,162.97,2477,36,2488,1582.0,-7.4142945263615,32.06284830826643
143,199.202,2435,91,2395,1582.0,-7.413188987775598,32.06284830826644
144,197.013,2348,169,2295,1582.0,-7.412083449189693,32.062848308266425
145,181.159,2262,108,2198,1582.0,-7.4109779106037905,32.06284830826643
146,122.118,2185,117,2068,1582.0,-7.409872372017888,32.06284830826644
147,217.147,2157,203,1972,1582.0,-7.408766833431982,32.06284830826643
148,217.731,2115,214,1844,1582.0,-7.407661294846078,32.062848308266425
149,158.982,2055,111,1741,1582.0,-7.406555756260178,32.06284830826644
150,156.648,1939,99,1620,1582.0,-7.405450217674272,32.06284830826643
151,178.241,1844,195,1504,1582.0,-7.40434467908837,32.06284830826643
152,139.042,1732,232,1379,1582.0,-7.403239140502466,32.06284830826644
153,190.399,1630,164,1284,1582.0,-7.402133601916562,32.06284830826643
154,188.405,1580,64,1184,1582.0,-7.401028063330659,32.06284830826643
155,200.515,1524,131,1054,1582.0,-7.399922524744756,32.06284830826644
156,126.398,1495,198,992,1582.0,-7.398816986158852,32.06284830826643
157,0.049,1585,405,773,1582.0,-7.397711447572949,32.06284830826643
158,20.523,1590,410,768,1582.0,-7.396605908987045,32.06284830826644
159,45.423,1356,431,535,1582.0,-7.395500370401141,32.06284830826643
160,13.909,1541,350,350,1582.0,-7.394394831815238,32.06284830826643
161,205.135,1574,259,259,1582.0,-7.393289293229335,32.06284830826644
162,191.566,1572,199,199,1582.0,-7.392183754643431,32.06284830826643
163,191.42,1611,0,0,1582.0,-7.391078216057529,32.062848308266425
164,207.421,1688,77,77,1582.0,-7.389972677471625,32.06284830826643
165,157.474,1814,262,262,1582.0,-7.38886713888572,32.06284830826643
166,61.667,1720,407,407,1582.0,-7.387761600299817,32.06284830826644
167,83.892,1720,430,430,1582.0,-7.386656061713914,32.06284830826643
168,79.272,1703,414,587,1582.0,-7.3855505231280105,32.06284830826643
169,47.369,1942,352,1096,1582.0,-7.382233907370299,32.06284830826643
170,110.592,1942,352,1096,1582.0,-7.381128368784398,32.06284830826643
171,163.797,2830,416,2869,1582.0,-7.417567667498636,32.0619869963473
172,222.011,2665,223,2676,1582.0,-7.416462135392295,32.0619869963473
173,227.944,2558,206,2574,1582.0,-7.415356603285953,32.061986996347294
174,182.423,2401,110,2411,1582.0,-7.4142510711796135,32.0619869963473
175,168.806,2362,109,2346,1582.0,-7.413145539073271,32.0619869963473
176,140.647,2247,97,2208,1582.0,-7.412040006966929,32.0619869963473
177,183.056,2146,66,2118,1582.0,-7.410934474860587,32.0619869963473
178,184.271,2111,120,2006,1582.0,-7.409828942754246,32.0619869963473
179,137.729,2050,204,1911,1582.0,-7.408723410647904,32.0619869963473
180,151.882,1994,172,1819,1582.0,-7.407617878541563,32.0619869963473
181,139.723,1951,134,1764,1582.0,-7.406512346435221,32.0619869963473
182,160.636,1842,104,1600,1582.0,-7.405406814328879,32.0619869963473
183,224.248,1754,193,1569,1582.0,-7.404301282222537,32.0619869963473
184,259.604,1701,294,1460,1582.0,-7.403195750116196,32.0619869963473
185,251.58,1538,197,1277,1582.0,-7.402090218009855,32.061986996347294
186,169.633,1483,139,1197,1582.0,-7.400984685903515,32.0619869963473
187,191.858,1415,136,1063,1582.0,-7.399879153797173,32.0619869963473
188,138.653,1337,223,972,1582.0,-7.3987736216908315,32.0619869963473
189,23.587,1249,290,830,1582.0,-7.397668089584489,32.0619869963473
190,20.134,1223,298,732,1582.0,-7.396562557478147,32.061986996347294
191,23.928,1328,404,562,1582.0,-7.3954570253718055,32.061986996347294
192,32.341,1453,438,438,1582.0,-7.394351493265465,32.0619869963473
193,179.554,1505,301,301,1582.0,-7.3932459611591215,32.061986996347294
194,188.308,1471,174,174,1582.0,-7.3921404290527795,32.0619869963473
195,177.22,1524,193,193,1582.0,-7.391034896946439,32.061986996347294
196,128.684,1643,230,230,1582.0,-7.389929364840098,32.0619869963473
197,191.858,1754,327,327,1582.0,-7.388823832733755,32.061986996347294
198,111.905,1679,445,445,1582.0,-7.387718300627415,32.0619869963473
199,171.043,1635,427,542,1582.0,-7.386612768521073,32.0619869963473
200,31.174,1586,296,673,1582.0,-7.385507236414731,32.0619869963473
201,7.052,1694,92,859,1582.0,-7.38440170430839,32.061986996347294
202,52.962,1766,0,941,1582.0,-7.383296172202048,32.0619869963473
203,95.078,1885,147,1060,1582.0,-7.382190640095707,32.0619869963473
204,190.934,2690,464,2766,1582.0,-7.417524194761677,32.061125687490296
205,194.338,2583,298,2599,1582.0,-7.416418669134617,32.0611256874903
206,182.812,2541,256,2558,1582.0,-7.415313143507555,32.0611256874903
207,163.651,2383,289,2548,1582.0,-7.4142076178804945,32.061125687490296
208,122.118,2257,149,2378,1582.0,-7.413102092253435,32.0611256874903
209,166.18,2168,15,2275,1582.0,-7.411996566626375,32.0611256874903
210,170.849,2052,119,2139,1582.0,-7.410891040999315,32.061125687490296
211,129.413,1978,205,2023,1582.0,-7.409785515372254,32.0611256874903
212,195.603,1970,160,1949,1582.0,-7.4086799897451945,32.061125687490296
213,196.43,1930,143,1878,1582.0,-7.407574464118133,32.061125687490296
214,101.984,1875,148,1800,1582.0,-7.406468938491074,32.061125687490296
215,159.517,1717,102,1591,1582.0,-7.405363412864013,32.061125687490296
216,221.816,1655,174,1530,1582.0,-7.404257887236953,32.0611256874903
217,185.098,1585,290,1384,1582.0,-7.4031523616098935,32.0611256874903
218,144.538,1451,315,1278,1582.0,-7.402046835982832,32.061125687490296
219,191.761,1397,217,1192,1582.0,-7.400941310355772,32.0611256874903
220,213.159,1294,256,1047,1582.0,-7.399835784728712,32.061125687490296
221,191.858,1241,280,941,1582.0,-7.398730259101651,32.061125687490296
222,191.955,1177,252,856,1582.0,-7.39762473347459,32.0611256874903
223,114.094,1193,268,712,1582.0,-7.396519207847529,32.0611256874903
224,153.486,1236,313,599,1582.0,-7.395413682220469,32.0611256874903
225,144.149,1250,438,467,1582.0,-7.394308156593408,32.061125687490296
226,35.065,1318,292,292,1582.0,-7.393202630966348,32.0611256874903
227,83.698,1409,238,238,1582.0,-7.392097105339288,32.061125687490296
228,128.781,1504,323,323,1582.0,-7.390991579712229,32.061125687490296
229,151.59,1592,281,281,1582.0,-7.389886054085168,32.0611256874903
230,45.229,1547,421,421,1582.0,-7.388780528458106,32.061125687490296
231,47.904,1547,429,511,1582.0,-7.387675002831047,32.0611256874903
232,53.642,1519,399,573,1582.0,-7.386569477203985,32.061125687490296
233,11.672,1540,240,709,1582.0,-7.385463951576926,32.061125687490296
234,146.824,1687,94,862,1582.0,-7.384358425949865,32.061125687490296
235,162.532,1763,62,938,1582.0,-7.3832529003228045,32.0611256874903
236,183.445,1885,147,1060,1582.0,-7.3821473746957444,32.0611256874903
237,163.262,2628,522,2792,1582.0,-7.417480723908251,32.060264381695305
238,177.706,2529,423,2693,1582.0,-7.416375204760191,32.060264381695305
239,37.448,2444,380,2612,1582.0,-7.415269685612131,32.0602643816953
240,65.947,2312,287,2483,1582.0,-7.414164166464072,32.060264381695305
241,63.175,2191,165,2361,1582.0,-7.413058647316012,32.0602643816953
242,63.418,2070,71,2267,1582.0,-7.411953128167952,32.0602643816953
243,61.618,1994,156,2238,1582.0,-7.410847609019892,32.060264381695305
244,181.694,1906,179,1968,1582.0,-7.4097420898718305,32.060264381695305
245,187.238,1818,114,1996,1582.0,-7.408636570723771,32.060264381695305
246,215.153,1810,35,1852,1582.0,-7.407531051575712,32.0602643816953
247,125.522,1746,82,1744,1582.0,-7.406425532427652,32.0602643816953
248,232.613,1627,136,1641,1582.0,-7.405320013279592,32.0602643816953
249,246.668,1539,252,1539,1582.0,-7.404214494131533,32.0602643816953
250,182.569,1472,340,1434,1582.0,-7.403108974983473,32.060264381695305
251,149.207,1382,368,1315,1582.0,-7.402003455835412,32.0602643816953
252,125.133,1296,327,1155,1582.0,-7.400897936687352,32.0602643816953
253,191.275,1220,301,1080,1582.0,-7.399792417539293,32.060264381695305
254,183.299,1098,173,938,1582.0,-7.398686898391234,32.0602643816953
255,203.481,1064,139,815,1582.0,-7.3975813792431735,32.0602643816953
256,217.877,1113,203,735,1582.0,-7.396475860095111,32.0602643816953
257,248.273,1163,324,580,1582.0,-7.395370340947052,32.060264381695305
258,162.24,1176,393,486,1582.0,-7.394264821798992,32.0602643816953
259,159.857,1224,417,417,1582.0,-7.393159302650933,32.060264381695305
260,11.818,1195,415,415,1582.0,-7.392053783502872,32.060264381695305
261,0.778,1427,406,406,1582.0,-7.3909482643548134,32.0602643816953
262,90.847,1251,520,717,1582.0,-7.388737226058692,32.060264381695305
263,28.937,1301,480,677,1582.0,-7.387631706910634,32.060264381695305
264,5.982,1407,379,561,1582.0,-7.386526187762572,32.060264381695305
265,34.578,1593,188,768,1582.0,-7.385420668614513,32.060264381695305
266,203.238,1709,260,884,1582.0,-7.3843151494664525,32.060264381695305
267,185.876,1771,260,946,1582.0,-7.383209630318393,32.060264381695305
268,160.295,2098,389,1273,1582.0,-7.380998592022272,32.060264381695305
269,174.982,2568,554,2750,1582.0,-7.417437254938279,32.05940307896219
270,118.422,2568,554,2750,1582.0,-7.416331742268938,32.05940307896219
271,40.803,2430,405,2601,1582.0,-7.415226229599597,32.059403078962184
272,31.32,2022,232,2397,1582.0,-7.413015204260917,32.05940307896219
273,91.868,2034,195,2360,1582.0,-7.411909691591577,32.059403078962184
274,137.048,1940,235,2235,1582.0,-7.410804178922237,32.059403078962184
275,135.735,1820,215,2097,1582.0,-7.409698666252895,32.059403078962184
276,197.937,1741,138,1999,1582.0,-7.408593153583556,32.059403078962184
277,197.743,1712,113,1888,1582.0,-7.407487640914216,32.059403078962184
278,127.516,1631,176,1800,1582.0,-7.406382128244876,32.059403078962184
279,195.846,1536,224,1693,1582.0,-7.405276615575535,32.059403078962184
280,214.813,1462,305,1560,1582.0,-7.4041711029061945,32.059403078962184
281,151.055,1369,443,1417,1582.0,-7.403065590236856,32.059403078962184
282,162.63,1326,464,1338,1582.0,-7.401960077567514,32.059403078962184
283,80.196,1235,387,1186,1582.0,-7.400854564898174,32.059403078962184
284,212.77,1165,277,1055,1582.0,-7.3997490522288345,32.059403078962184
285,244.868,1096,171,949,1582.0,-7.398643539559494,32.059403078962184
286,208.491,983,58,852,1582.0,-7.397538026890154,32.059403078962184
287,219.141,952,183,677,1582.0,-7.3964325142208125,32.059403078962184
288,189.135,979,220,636,1582.0,-7.395327001551474,32.059403078962184
289,187.141,1128,378,555,1582.0,-7.394221488882134,32.059403078962184
290,184.417,1123,470,487,1582.0,-7.393115976212792,32.05940307896219
291,128.051,1085,497,532,1582.0,-7.3920104635434525,32.05940307896219
292,63.029,1080,491,562,1582.0,-7.390904950874113,32.059403078962184
293,11.283,1163,579,678,1582.0,-7.3886939255354305,32.059403078962184
294,80.488,1236,533,742,1582.0,-7.387588412866092,32.05940307896219
295,135.2,1316,449,705,1582.0,-7.386482900196751,32.05940307896219
296,36.329,1693,288,868,1582.0,-7.385377387527412,32.059403078962184
297,64.731,1693,288,868,1582.0,-7.3842718748580705,32.05940307896219
298,170.654,1848,376,1022,1582.0,-7.3831663621887325,32.059403078962184
299,161.997,1898,426,1072,1582.0,-7.38206084951939,32.059403078962184
300,175.615,2098,389,1273,1582.0,-7.38095533685005,32.059403078962184
301,84.379,2483,650,2846,1582.0,-7.417393787851675,32.058541779290834
302,195.117,2470,652,2832,1582.0,-7.416288281660774,32.058541779290834
303,129.851,2317,526,2691,1582.0,-7.415182775469872,32.058541779290834
304,40.122,2254,463,2628,1582.0,-7.4140772692789705,32.058541779290834
305,5.252,2022,232,2397,1582.0,-7.41297176308807,32.058541779290834
306,74.166,1963,295,2336,1582.0,-7.411866256897168,32.058541779290834
307,124.89,1900,327,2256,1582.0,-7.4107607507062685,32.058541779290834
308,185.487,1779,273,2130,1582.0,-7.409655244515368,32.058541779290834
309,184.515,1679,245,2046,1582.0,-7.408549738324465,32.058541779290834
310,166.569,1621,216,1922,1582.0,-7.407444232133565,32.058541779290834
311,139.188,1547,225,1768,1582.0,-7.406338725942664,32.05854177929084
312,214.327,1443,319,1671,1582.0,-7.4052332197517625,32.058541779290834
313,226.582,1351,453,1559,1582.0,-7.404127713560861,32.058541779290834
314,156.453,1305,526,1435,1582.0,-7.403022207369959,32.05854177929084
315,87.734,1118,449,1248,1582.0,-7.401916701179059,32.058541779290834
316,167.59,1119,442,1240,1582.0,-7.400811194988156,32.058541779290834
317,218.412,1058,214,1048,1582.0,-7.399705688797256,32.058541779290834
318,232.224,993,148,982,1582.0,-7.398600182606354,32.058541779290834
319,212.916,881,43,870,1582.0,-7.397494676415454,32.058541779290834
320,122.069,832,104,778,1582.0,-7.396389170224552,32.058541779290834
321,128.003,997,307,684,1582.0,-7.395283664033651,32.05854177929084
322,190.983,1008,384,655,1582.0,-7.394178157842752,32.058541779290834
323,75.916,1012,427,622,1582.0,-7.39307265165185,32.058541779290834
324,166.374,1027,439,589,1582.0,-7.391967145460948,32.058541779290834
325,66.287,1019,430,633,1582.0,-7.390861639270047,32.05854177929084
326,12.547,1045,470,799,1582.0,-7.389756133079145,32.058541779290834
327,118.276,1121,546,863,1582.0,-7.388650626888242,32.05854177929084
328,73.047,1221,545,771,1582.0,-7.387545120697343,32.058541779290834
329,175.615,1424,613,975,1582.0,-7.386439614506442,32.058541779290834
330,19.259,1836,431,1011,1582.0,-7.384228602124638,32.058541779290834
331,156.502,1898,426,1072,1582.0,-7.3831230959337395,32.05854177929084
332,64.293,2271,650,2680,1582.0,-7.417350322648363,32.05768048268112
333,143.614,2358,626,2767,1582.0,-7.41624482293562,32.05768048268113
334,45.958,2257,467,2632,1582.0,-7.415139323222878,32.05768048268112
335,0.049,2257,467,2632,1582.0,-7.414033823510135,32.05768048268113
336,16.535,1842,300,2335,1582.0,-7.4118228240846475,32.05768048268113
337,165.256,1818,311,2224,1582.0,-7.410717324371906,32.057680482681114
338,128.1,1758,284,2183,1582.0,-7.409611824659164,32.05768048268112
339,187.578,1614,308,2029,1582.0,-7.40850632494642,32.05768048268112
340,142.058,1583,301,1926,1582.0,-7.407400825233677,32.05768048268113
341,123.966,1405,306,1816,1582.0,-7.406295325520934,32.05768048268112
342,139.431,1307,426,1687,1582.0,-7.405189825808191,32.05768048268112
343,91.139,1253,494,1635,1582.0,-7.404084326095448,32.05768048268112
344,76.841,1332,552,1461,1582.0,-7.402978826382705,32.05768048268113
345,109.182,968,338,1373,1582.0,-7.4018733266699615,32.05768048268112
346,179.992,1016,335,1172,1582.0,-7.400767826957219,32.05768048268112
347,200.563,980,336,1087,1582.0,-7.399662327244476,32.05768048268113
348,193.998,944,255,1006,1582.0,-7.398556827531734,32.05768048268112
349,167.152,795,177,898,1582.0,-7.397451327818991,32.05768048268113
350,154.508,701,226,910,1582.0,-7.396345828106248,32.05768048268112
351,102.616,949,344,746,1582.0,-7.3952403283935055,32.05768048268113
352,164.721,882,299,801,1582.0,-7.394134828680762,32.05768048268112
353,184.952,856,272,806,1582.0,-7.3930293289680185,32.05768048268113
354,175.906,910,322,700,1582.0,-7.391923829255276,32.057680482681114
355,48.974,950,367,799,1582.0,-7.390818329542534,32.05768048268112
356,35.989,963,400,929,1582.0,-7.389712829829792,32.05768048268112
357,47.466,1331,505,1108,1582.0,-7.3875018304043065,32.05768048268113
358,175.469,1418,588,1000,1582.0,-7.3863963306915625,32.05768048268113
359,77.959,1412,563,1025,1582.0,-7.385290830978819,32.05768048268112
360,106.799,1853,634,1235,1582.0,-7.383079831553334,32.05768048268112
361,105.291,1853,634,1235,1582.0,-7.381974331840591,32.05768048268112
362,158.107,2271,650,2680,1582.0,-7.41730685932826,32.05681918913294
363,15.66,2271,650,2680,1582.0,-7.416201366093396,32.05681918913294
364,1.216,2128,507,2537,1582.0,-7.415095872858529,32.05681918913294
365,5.496,1761,219,2264,1582.0,-7.4117793931539335,32.05681918913294
366,111.078,1728,186,2231,1582.0,-7.410673899919067,32.05681918913294
367,158.204,1727,219,2157,1582.0,-7.409568406684202,32.05681918913294
368,102.811,1530,176,2064,1582.0,-7.408462913449337,32.05681918913294
369,48.001,1411,195,1953,1582.0,-7.407357420214473,32.05681918913294
370,144.587,1352,230,1897,1582.0,-7.406251926979609,32.05681918913294
371,130.726,1245,369,1759,1582.0,-7.405146433744741,32.05681918913294
372,93.376,1136,420,1689,1582.0,-7.404040940509876,32.05681918913294
373,85.4,991,338,1544,1582.0,-7.402935447275011,32.05681918913294
374,87.637,968,338,1373,1582.0,-7.401829954040147,32.05681918913294
375,97.656,894,265,1261,1582.0,-7.40072446080528,32.05681918913294
376,117.936,938,353,1103,1582.0,-7.399618967570416,32.05681918913294
377,161.219,815,280,1034,1582.0,-7.398513474335551,32.05681918913293
378,155.432,668,330,1088,1582.0,-7.397407981100685,32.05681918913294
379,139.334,622,253,995,1582.0,-7.39630248786582,32.05681918913294
380,64.634,647,168,1056,1582.0,-7.395196994630955,32.05681918913294
381,140.842,801,218,857,1582.0,-7.3940915013960895,32.05681918913294
382,135.103,755,171,861,1582.0,-7.392986008161224,32.05681918913294
383,52.329,808,225,809,1582.0,-7.39188051492636,32.05681918913294
384,76.986,806,231,814,1582.0,-7.390775021691494,32.05681918913294
385,39.344,1158,532,1125,1582.0,-7.389669528456627,32.05681918913294
386,147.407,1257,432,1183,1582.0,-7.388564035221764,32.05681918913293
387,142.495,1248,422,1188,1582.0,-7.3874585419868986,32.05681918913294
388,261.258,1285,458,1151,1582.0,-7.386353048752032,32.05681918913293
