,POP_2015,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
389,178.435,1525,424,1164,1582.0,-7.385247555517167,32.05681918913294
390,191.761,1853,634,1235,1582.0,-7.383036569047438,32.05681918913294
391,117.352,1775,544,1325,1582.0,-7.381931075812572,32.05681918913294
392,30.299,2128,507,2537,1582.0,-7.4161579111340155,32.05595789864614
393,0.0,2128,507,2537,1582.0,-7.4150524243767455,32.05595789864615
394,23.344,1579,36,2081,1582.0,-7.410630477347673,32.05595789864615
395,54.907,1601,75,2107,1582.0,-7.409524990590404,32.05595789864615
396,159.031,1563,121,2069,1582.0,-7.408419503833136,32.05595789864615
397,146.872,1483,119,1990,1582.0,-7.407314017075867,32.05595789864615
398,247.105,1260,344,1842,1582.0,-7.4062085303186,32.05595789864615
399,199.299,1219,385,1801,1582.0,-7.405103043561331,32.05595789864615
400,111.127,1019,309,1623,1582.0,-7.403997556804061,32.05595789864614
401,142.106,970,318,1559,1582.0,-7.402892070046795,32.05595789864614
402,113.996,830,223,1426,1582.0,-7.401786583289527,32.05595789864615
403,159.955,739,65,1273,1582.0,-7.400681096532259,32.05595789864615
404,193.706,665,143,1207,1582.0,-7.39957560977499,32.05595789864614
405,163.31,680,257,1144,1582.0,-7.398470123017723,32.05595789864614
406,176.928,597,349,1115,1582.0,-7.397364636260455,32.05595789864615
407,188.162,578,248,1094,1582.0,-7.396259149503186,32.05595789864615
408,180.332,578,162,1136,1582.0,-7.3951536627459165,32.05595789864615
409,70.372,568,23,1046,1582.0,-7.394048175988649,32.05595789864615
410,38.518,604,37,1020,1582.0,-7.392942689231382,32.05595789864615
411,176.344,1158,532,1125,1582.0,-7.3896262289595755,32.05595789864615
412,103.005,1135,509,1149,1582.0,-7.388520742202308,32.05595789864615
413,155.091,1304,312,1318,1582.0,-7.38741525544504,32.05595789864615
414,127.808,1387,283,1305,1582.0,-7.386309768687771,32.05595789864614
415,151.103,1618,400,1257,1582.0,-7.385204281930503,32.05595789864614
416,217.391,1618,400,1257,1582.0,-7.384098795173235,32.05595789864615
417,171.286,1775,544,1325,1582.0,-7.382993308415967,32.05595789864615
418,153.341,1783,551,1332,1582.0,-7.381887821658698,32.05595789864615
419,133.596,2083,462,2493,1582.0,-7.417219938337351,32.05509661122064
420,35.648,2083,462,2493,1582.0,-7.416114458057399,32.055096611220634
421,53.351,1735,112,2165,1582.0,-7.413903497497495,32.055096611220634
422,48.779,1650,53,2152,1582.0,-7.4127980172175425,32.055096611220634
423,6.371,1632,36,2135,1582.0,-7.411692536937592,32.05509661122064
424,73.825,1579,36,2081,1582.0,-7.41058705665764,32.05509661122064
425,221.233,1510,90,2013,1582.0,-7.4094815763776865,32.055096611220634
426,217.293,1515,128,2021,1582.0,-7.408376096097735,32.055096611220634
427,203.871,1380,17,1887,1582.0,-7.407270615817784,32.055096611220634
428,291.167,1102,343,1681,1582.0,-7.406165135537831,32.055096611220634
429,169.633,1075,315,1657,1582.0,-7.405059655257879,32.05509661122064
430,174.496,964,205,1583,1582.0,-7.403954174977927,32.055096611220634
431,183.542,851,180,1490,1582.0,-7.402848694697976,32.055096611220634
432,138.751,764,181,1431,1582.0,-7.4017432144180235,32.055096611220634
433,181.11,683,31,1359,1582.0,-7.400637734138073,32.055096611220634
434,174.934,632,56,1294,1582.0,-7.39953225385812,32.055096611220634
435,180.575,551,239,1226,1582.0,-7.3984267735781675,32.055096611220634
436,182.861,483,302,1158,1582.0,-7.397321293298216,32.05509661122064
437,215.299,446,142,1117,1582.0,-7.396215813018265,32.055096611220634
438,168.417,501,39,1115,1582.0,-7.395110332738311,32.055096611220634
439,42.408,490,95,1078,1582.0,-7.394004852458361,32.055096611220634
440,90.263,594,73,1068,1582.0,-7.392899372178407,32.055096611220634
441,110.154,813,249,1233,1582.0,-7.391793891898457,32.05509661122064
442,105.972,813,249,1233,1582.0,-7.390688411618505,32.05509661122064
443,126.349,943,380,1341,1582.0,-7.389582931338552,32.055096611220634
444,141.863,1383,255,1397,1582.0,-7.387371970778649,32.055096611220634
445,157.085,1361,130,1458,1582.0,-7.386266490498695,32.055096611220634
446,194.582,1462,231,1426,1582.0,-7.385161010218745,32.05509661122064
447,133.352,1540,308,1348,1582.0,-7.384055529938793,32.055096611220634
448,145.851,2083,462,2493,1582.0,-7.417176480666384,32.05423532685628
449,26.991,1941,320,2351,1582.0,-7.416071006863466,32.05423532685628
450,87.783,1892,271,2302,1582.0,-7.414965533060549,32.05423532685628
451,136.951,1800,177,2204,1582.0,-7.413860059257634,32.05423532685628
452,135.346,1720,97,2134,1582.0,-7.412754585454717,32.05423532685627
453,130.823,1629,48,2061,1582.0,-7.4116491116518,32.05423532685627
454,62.883,1469,135,1949,1582.0,-7.410543637848885,32.05423532685628
455,111.759,1383,104,1889,1582.0,-7.4094381640459686,32.05423532685627
456,157.183,1266,70,1743,1582.0,-7.408332690243052,32.05423532685627
457,123.723,1230,133,1736,1582.0,-7.407227216440137,32.05423532685627
458,150.617,1065,306,1622,1582.0,-7.406121742637219,32.05423532685628
459,103.102,986,226,1568,1582.0,-7.405016268834304,32.05423532685627
460,142.447,870,111,1488,1582.0,-7.403910795031389,32.05423532685628
461,169.973,789,69,1407,1582.0,-7.402805321228471,32.05423532685628
462,174.253,686,197,1352,1582.0,-7.401699847425554,32.05423532685628
463,202.412,583,99,1290,1582.0,-7.40059437362264,32.05423532685628
464,198.764,566,120,1290,1582.0,-7.3994888998197235,32.05423532685627
465,183.153,433,257,1199,1582.0,-7.398383426016805,32.05423532685628
466,201.974,438,322,1131,1582.0,-7.397277952213889,32.05423532685627
467,135.784,312,226,987,1582.0,-7.396172478410974,32.05423532685628
468,70.372,345,169,1014,1582.0,-7.395067004608057,32.05423532685628
469,77.619,525,134,1030,1582.0,-7.393961530805142,32.05423532685628
470,94.494,525,134,1030,1582.0,-7.392856057002225,32.05423532685628
471,217.002,813,249,1233,1582.0,-7.391750583199308,32.05423532685627
472,20.523,813,249,1233,1582.0,-7.390645109396393,32.05423532685628
473,64.877,1312,26,1561,1582.0,-7.386223214184728,32.05423532685628
474,141.766,1386,100,1538,1582.0,-7.385117740381811,32.05423532685627
475,134.422,1590,278,1477,1582.0,-7.384012266578896,32.05423532685628
476,154.07,1557,217,1538,1582.0,-7.38290679277598,32.05423532685627
477,36.718,1903,279,2211,1582.0,-7.414922090225975,32.05337404555294
478,149.985,1903,279,2167,1582.0,-7.413816622899814,32.05337404555295
479,161.851,1781,231,2087,1582.0,-7.4127111555736525,32.05337404555295
480,159.322,1643,174,1969,1582.0,-7.411605688247491,32.05337404555294
481,194.873,1509,159,1969,1582.0,-7.410500220921332,32.05337404555294
482,154.751,1390,91,1860,1582.0,-7.409394753595169,32.05337404555294
483,167.444,1234,135,1725,1582.0,-7.408289286269008,32.05337404555294
484,48.147,1127,137,1628,1582.0,-7.407183818942848,32.05337404555295
485,55.004,1055,195,1544,1582.0,-7.406078351616686,32.05337404555294
486,47.806,918,168,1473,1582.0,-7.404972884290524,32.05337404555294
487,72.172,849,163,1420,1582.0,-7.403867416964364,32.05337404555294
488,100.233,716,47,1330,1582.0,-7.402761949638203,32.05337404555294
489,60.305,586,176,1249,1582.0,-7.40165648231204,32.05337404555294
490,68.476,492,237,1189,1582.0,-7.400551014985879,32.05337404555294
491,188.794,410,269,1170,1582.0,-7.3994455476597185,32.05337404555295
492,214.278,328,345,1094,1582.0,-7.398340080333557,32.05337404555295
493,165.645,315,357,1081,1582.0,-7.397234613007397,32.05337404555294
494,51.6,267,271,909,1582.0,-7.396129145681235,32.05337404555294
495,122.507,354,355,822,1582.0,-7.395023678355074,32.05337404555294
496,54.956,498,311,886,1582.0,-7.393918211028913,32.05337404555294
497,125.668,601,359,938,1582.0,-7.392812743702751,32.05337404555294
498,170.751,701,458,1017,1582.0,-7.3917072763765885,32.05337404555295
499,3.453,1451,112,1700,1582.0,-7.386179939745786,32.05337404555294
500,136.805,1557,217,1538,1582.0,-7.383969005093461,32.05337404555294
501,43.77,1557,217,1538,1582.0,-7.382863537767302,32.05337404555295
502,18.87,1836,331,2056,1582.0,-7.413773188423954,32.05251276731053
503,178.533,1740,271,2046,1582.0,-7.412667727574266,32.052512767310525
504,131.407,1669,285,1921,1582.0,-7.411562266724579,32.05251276731053
505,184.32,1536,249,1833,1582.0,-7.410456805874893,32.05251276731053
506,190.545,1420,202,1778,1582.0,-7.409351345025207,32.052512767310525
507,177.9,1398,181,1778,1582.0,-7.408245884175519,32.05251276731053
508,47.855,1188,53,1607,1582.0,-7.407140423325833,32.05251276731053
509,117.79,1066,123,1442,1582.0,-7.406034962476146,32.052512767310525
510,88.95,952,237,1359,1582.0,-7.404929501626458,32.05251276731053
511,85.643,821,239,1273,1582.0,-7.403824040776773,32.052512767310525
512,101.692,753,198,1205,1582.0,-7.402718579927086,32.05251276731053
513,125.036,456,256,1134,1582.0,-7.400507658227713,32.05251276731053
514,68.184,403,309,1081,1582.0,-7.399402197378024,32.052512767310525
515,61.083,261,441,962,1582.0,-7.398296736528338,32.05251276731053
516,39.928,145,430,1022,1582.0,-7.397191275678653,32.05251276731053
517,42.068,94,424,1083,1582.0,-7.396085814828966,32.052512767310525
518,107.334,604,381,733,1582.0,-7.394980353979278,32.052512767310525
519,84.525,714,443,825,1582.0,-7.393874893129593,32.052512767310525
520,164.769,676,434,997,1582.0,-7.392769432279904,32.05251276731053
521,94.3,776,499,1016,1582.0,-7.391663971430219,32.052512767310525
522,0.292,1833,413,1972,1582.0,-7.413729755829969,32.051651492128904
523,165.596,1793,391,1976,1582.0,-7.412624301456478,32.051651492128904
524,147.748,1654,367,1880,1582.0,-7.411518847082983,32.051651492128904
525,178.824,1578,307,1785,1582.0,-7.410413392709492,32.05165149212891
526,200.855,1483,293,1664,1582.0,-7.409307938336,32.051651492128904
527,113.072,1335,161,1714,1582.0,-7.408202483962505,32.051651492128904
528,45.083,1189,0,1553,1582.0,-7.407097029589012,32.051651492128904
529,52.864,1056,219,1357,1582.0,-7.405991575215519,32.051651492128904
530,53.351,1002,265,1309,1582.0,-7.4048861208420265,32.051651492128904
531,53.448,888,334,1221,1582.0,-7.403780666468533,32.051651492128904
532,68.33,751,325,1052,1582.0,-7.4026752120950405,32.051651492128904
533,75.868,666,406,1002,1582.0,-7.401569757721547,32.051651492128904
534,74.166,415,340,751,1582.0,-7.399358848974563,32.051651492128904
535,78.883,306,450,861,1582.0,-7.398253394601068,32.051651492128904
536,217.391,0,508,1167,1582.0,-7.396042485854083,32.051651492128904
537,94.592,577,346,678,1582.0,-7.39493703148059,32.05165149212891
538,150.082,615,334,717,1582.0,-7.393831577107099,32.05165149212891
539,120.027,795,453,922,1582.0,-7.392726122733606,32.051651492128904
540,54.032,879,437,954,1582.0,-7.39162066836011,32.051651492128904
541,1.751,1677,338,1926,1582.0,-7.38719885086614,32.051651492128904
542,18.967,1656,316,1905,1582.0,-7.3860933964926465,32.051651492128904
543,5.204,1746,407,1995,1582.0,-7.384987942119154,32.051651492128904
544,0.243,1861,517,1867,1582.0,-7.413686325117783,32.050790220007954
545,123.383,1841,497,1887,1582.0,-7.412580877220204,32.050790220007954
546,228.382,1553,317,1662,1582.0,-7.410369981425046,32.050790220007954
547,217.682,1477,281,1626,1582.0,-7.409264533527464,32.050790220007954
548,151.152,1368,115,1489,1582.0,-7.408159085629885,32.050790220007954
549,42.311,1210,103,1252,1582.0,-7.407053637732306,32.050790220007954
550,106.604,1096,159,1307,1582.0,-7.405948189834728,32.05079022000796
551,26.359,1026,229,1327,1582.0,-7.404842741937146,32.05079022000795
552,26.505,921,334,1221,1582.0,-7.403737294039568,32.050790220007954
553,28.402,751,325,1052,1582.0,-7.402631846141988,32.05079022000796
554,48.196,666,406,1002,1582.0,-7.401526398244408,32.05079022000796
555,69.594,446,310,781,1582.0,-7.399315502449247,32.050790220007954
556,94.154,547,237,620,1582.0,-7.398210054551668,32.05079022000796
557,26.651,686,247,545,1582.0,-7.394893710858931,32.050790220007954
558,180.964,709,345,764,1582.0,-7.393788262961351,32.050790220007954
559,82.433,803,295,812,1582.0,-7.392682815063769,32.050790220007954
560,51.211,946,382,899,1582.0,-7.3915773671661915,32.050790220007954
561,0.0,1815,476,2064,1582.0,-7.388261023473452,32.050790220007954
562,2.578,1686,347,1936,1582.0,-7.387155575575873,32.050790220007954
563,17.07,1718,378,1967,1582.0,-7.386050127678292,32.050790220007954
564,22.76,1807,468,2057,1582.0,-7.384944679780713,32.050790220007954
565,5.301,1881,537,1847,1582.0,-7.413642896287314,32.04992895094755
566,71.394,1881,537,1847,1582.0,-7.412537454865368,32.049928950947546
567,89.388,1745,277,1553,1582.0,-7.410326572021472,32.049928950947546
568,192.053,1457,155,1499,1582.0,-7.4092211305995255,32.049928950947546
569,145.17,1327,8,1369,1582.0,-7.4081156891775795,32.04992895094755
570,208.393,1207,100,1249,1582.0,-7.407010247755632,32.049928950947546
571,216.564,1316,60,1121,1582.0,-7.405904806333684,32.049928950947546
572,114.191,1412,156,1109,1582.0,-7.404799364911738,32.049928950947546
573,21.739,592,164,648,1582.0,-7.399272157802004,32.04992895094755
574,79.953,589,204,578,1582.0,-7.398166716380056,32.04992895094755
575,32.925,630,170,536,1582.0,-7.397061274958109,32.049928950947546
576,37.156,727,176,608,1582.0,-7.394850392114213,32.049928950947546
577,104.61,836,174,666,1582.0,-7.393744950692268,32.049928950947546
578,86.616,877,270,787,1582.0,-7.392639509270321,32.04992895094755
579,25.776,953,300,817,1582.0,-7.391534067848376,32.049928950947546
580,0.0,1815,476,2064,1582.0,-7.3882177435825325,32.049928950947546
581,24.025,1836,497,2085,1582.0,-7.3871123021605865,32.049928950947546
582,26.019,1931,591,2180,1582.0,-7.38600686073864,32.04992895094755
583,4.523,1892,552,2141,1582.0,-7.384901419316691,32.04992895094755
584,28.207,1971,503,1779,1582.0,-7.413599469338477,32.04906768494756
585,47.028,1971,503,1779,1582.0,-7.412494034391883,32.049067684947566
586,210.533,1786,318,1594,1582.0,-7.411388599445289,32.04906768494756
587,95.078,1722,254,1530,1582.0,-7.410283164498693,32.04906768494756
588,178.873,1561,93,1369,1582.0,-7.4091777295520975,32.049067684947566
589,138.41,1467,0,1355,1582.0,-7.408072294605503,32.04906768494756
590,133.79,1340,84,1126,1582.0,-7.406966859658909,32.04906768494756
591,196.381,1384,128,1052,1582.0,-7.405861424712311,32.04906768494756
592,147.359,1463,214,999,1582.0,-7.404755989765719,32.04906768494756
593,0.389,674,82,566,1582.0,-7.399228815032743,32.04906768494756
594,87.297,674,82,566,1582.0,-7.398123380086149,32.04906768494756
595,49.265,726,120,440,1582.0,-7.397017945139553,32.04906768494756
596,8.949,812,152,380,1582.0,-7.395912510192959,32.04906768494756
597,89.193,888,17,499,1582.0,-7.394807075246365,32.04906768494756
598,73.047,958,61,578,1582.0,-7.393701640299769,32.04906768494756
599,73.339,971,176,693,1582.0,-7.392596205353175,32.04906768494756
600,56.463,1029,268,741,1582.0,-7.3914907704065795,32.04906768494756
601,3.745,1895,638,2227,1582.0,-7.388174465566795,32.04906768494756
602,46.202,1949,618,2207,1582.0,-7.387069030620201,32.04906768494756
603,35.016,2020,680,2269,1582.0,-7.385963595673606,32.04906768494756
604,55.88,2007,668,2226,1582.0,-7.384858160727012,32.04906768494756
605,37.837,1879,411,1687,1582.0,-7.412450615799671,32.04820642200788
606,147.602,1820,353,1628,1582.0,-7.411345187328147,32.04820642200788
607,116.671,1671,204,1479,1582.0,-7.410239758856624,32.04820642200788
608,215.105,1561,93,1358,1582.0,-7.4091343303851005,32.04820642200789
609,125.911,1467,0,1355,1582.0,-7.408028901913577,32.04820642200788
610,212.527,1432,204,959,1582.0,-7.405818044970529,32.04820642200788
611,189.281,1431,296,918,1582.0,-7.4047126164990065,32.04820642200788
612,45.132,1158,56,645,1582.0,-7.4036071880274825,32.04820642200788
613,68.719,1150,16,658,1582.0,-7.40250175955596,32.04820642200788
614,49.606,1062,104,594,1582.0,-7.401396331084436,32.04820642200788
615,101.887,1036,112,564,1582.0,-7.400290902612914,32.04820642200788
616,113.267,890,133,510,1582.0,-7.39918547414139,32.04820642200788
617,103.492,787,31,471,1582.0,-7.398080045669866,32.04820642200788
618,75.284,867,184,299,1582.0,-7.396974617198343,32.04820642200788
619,26.311,975,167,382,1582.0,-7.395869188726819,32.04820642200788
620,117.887,965,118,422,1582.0,-7.394763760255295,32.04820642200788
621,149.888,1015,112,559,1582.0,-7.393658331783772,32.04820642200788
622,107.479,1063,230,594,1582.0,-7.392552903312249,32.04820642200788
623,38.031,1123,304,613,1582.0,-7.391447474840726,32.04820642200788
624,7.976,1123,332,673,1582.0,-7.390342046369204,32.04820642200788
625,9.581,1887,694,2283,1582.0,-7.388131189426157,32.04820642200788
626,50.579,2016,745,2333,1582.0,-7.387025760954634,32.04820642200788
627,1.508,2122,783,2371,1582.0,-7.385920332483109,32.04820642200788
628,68.427,2166,827,2318,1582.0,-7.384814904011587,32.04820642200788
629,3.453,1879,411,1687,1582.0,-7.412407199088649,32.047345162128394
630,89.145,1839,371,1600,1582.0,-7.411301777091915,32.04734516212839
631,172.162,1807,339,1518,1582.0,-7.410196355095184,32.04734516212839
632,200.174,1731,264,1345,1582.0,-7.409090933098451,32.047345162128394
633,153.632,1609,173,1181,1582.0,-7.407985511101719,32.04734516212839
634,197.743,1546,355,1033,1582.0,-7.406880089104987,32.04734516212839
635,198.715,1406,255,893,1582.0,-7.405774667108254,32.047345162128394
636,197.013,1336,235,823,1582.0,-7.404669245111522,32.04734516212839
637,101.254,1243,141,690,1582.0,-7.403563823114791,32.04734516212839
638,172.988,1199,70,579,1582.0,-7.402458401118057,32.04734516212839
639,160.441,1180,144,503,1582.0,-7.4013529791213255,32.047345162128394
640,164.283,1036,51,503,1582.0,-7.400247557124594,32.04734516212839
641,196.332,991,88,401,1582.0,-7.39914213512786,32.04734516212839
642,104.318,881,124,359,1582.0,-7.398036713131128,32.04734516212838
643,46.591,907,198,285,1582.0,-7.396931291134396,32.04734516212839
644,11.38,997,298,200,1582.0,-7.395825869137663,32.04734516212839
645,103.394,1062,150,371,1582.0,-7.39472044714093,32.04734516212839
646,148.234,1129,226,465,1582.0,-7.393615025144198,32.04734516212839
647,99.212,1178,224,521,1582.0,-7.392509603147467,32.04734516212839
648,18.481,1150,276,575,1582.0,-7.391404181150735,32.04734516212839
649,0.0,1663,885,2083,1582.0,-7.3902987591540015,32.04734516212839
650,35.405,1742,964,2162,1582.0,-7.389193337157271,32.04734516212839
651,49.411,1917,858,2337,1582.0,-7.388087915160538,32.04734516212839
652,25.922,2097,844,2432,1582.0,-7.3869824931638055,32.04734516212839
653,17.119,2141,885,2474,1582.0,-7.385877071167073,32.04734516212839
654,56.171,2190,851,2302,1582.0,-7.3847716491703395,32.04734516212839
655,11.575,2030,562,1530,1582.0,-7.411258368736514,32.04648390530896
656,111.711,1896,428,1460,1582.0,-7.4101529532142925,32.04648390530895
657,138.167,1851,384,1372,1582.0,-7.4090475376920715,32.04648390530896
658,151.006,1707,312,1180,1582.0,-7.407942122169849,32.04648390530895
659,198.91,1592,444,1039,1582.0,-7.406836706647628,32.04648390530896
660,125.96,1486,384,933,1582.0,-7.405731291125406,32.04648390530896
661,117.79,1385,283,832,1582.0,-7.404625875603183,32.04648390530896
662,111.905,1333,231,780,1582.0,-7.403520460080963,32.04648390530896
663,198.229,1276,163,606,1582.0,-7.40241504455874,32.04648390530896
664,149.207,1233,193,498,1582.0,-7.4013096290365175,32.04648390530896
665,158.155,1174,126,364,1582.0,-7.4002042135142965,32.04648390530896
666,139.431,1075,151,302,1582.0,-7.399098797992075,32.04648390530896
667,29.277,1075,151,302,1582.0,-7.397993382469852,32.04648390530896
668,4.863,1167,259,0,1582.0,-7.396887966947631,32.04648390530896
669,116.136,1146,196,198,1582.0,-7.395782551425408,32.04648390530896
670,140.842,1135,80,323,1582.0,-7.394677135903188,32.04648390530896
671,158.69,1232,141,396,1582.0,-7.393571720380964,32.04648390530895
672,38.372,1261,171,431,1582.0,-7.3924663048587425,32.04648390530896
673,7.441,1746,968,2166,1582.0,-7.3902554738143005,32.04648390530896
674,31.855,1794,987,2215,1582.0,-7.389150058292075,32.04648390530896
675,74.555,1920,959,2340,1582.0,-7.388044642769854,32.04648390530895
676,8.559,2070,962,2491,1582.0,-7.386939227247634,32.04648390530896
677,21.982,2247,990,2534,1582.0,-7.385833811725412,32.04648390530896
678,49.46,2323,1044,2479,1582.0,-7.384728396203191,32.04648390530896
679,3.113,1886,418,1397,1582.0,-7.410109553213868,32.045622651549465
680,37.399,1886,418,1397,1582.0,-7.409004144165879,32.045622651549465
681,82.92,1766,338,1272,1582.0,-7.407898735117884,32.045622651549465
682,142.058,1741,373,1192,1582.0,-7.406793326069893,32.045622651549465
683,125.085,1537,435,984,1582.0,-7.4056879170219,32.045622651549465
684,71.15,1432,331,879,1582.0,-7.404582507973909,32.045622651549465
685,127.273,1377,271,820,1582.0,-7.403477098925918,32.045622651549465
686,194.095,1414,336,672,1582.0,-7.402371689877927,32.045622651549465
687,170.119,1242,186,452,1582.0,-7.401266280829933,32.045622651549465
688,136.951,1258,206,369,1582.0,-7.400160871781941,32.045622651549465
689,140.112,1222,291,233,1582.0,-7.39905546273395,32.045622651549465
690,47.369,1236,311,165,1582.0,-7.397950053685958,32.045622651549465
691,1.216,1192,258,29,1582.0,-7.396844644637967,32.045622651549465
692,152.66,1243,193,109,1582.0,-7.395739235589974,32.045622651549465
693,154.265,1206,9,259,1582.0,-7.394633826541982,32.045622651549465
694,188.308,1263,75,335,1582.0,-7.39352841749399,32.045622651549465
695,46.445,1364,214,474,1582.0,-7.3924230084459985,32.045622651549465
696,40.122,1887,1043,2307,1582.0,-7.389106781302023,32.045622651549465
697,25.873,2005,1052,2426,1582.0,-7.38800137225403,32.045622651549465
698,7.733,2140,1054,2560,1582.0,-7.3868959632060385,32.045622651549465
699,1.994,2276,1145,2550,1582.0,-7.3857905541580475,32.045622651549465
700,6.341,2335,1127,2492,1582.0,-7.384685145110054,32.045622651549465
701,90.02,1823,355,1323,1582.0,-7.407855349945748,32.04476140084979
702,97.121,1415,369,617,1582.0,-7.402328337075535,32.044761400849794
703,172.453,1357,301,530,1582.0,-7.401222934501491,32.044761400849794
704,134.665,1382,332,498,1582.0,-7.400117531927449,32.044761400849794
705,76.743,1272,341,262,1582.0,-7.399012129353407,32.044761400849794
706,113.85,1261,330,205,1582.0,-7.397906726779363,32.04476140084979
707,23.441,1265,214,130,1582.0,-7.396801324205324,32.044761400849794
708,130.629,1265,214,130,1582.0,-7.395695921631278,32.044761400849794
709,101.741,1421,233,492,1582.0,-7.393485116483194,32.044761400849794
710,10.699,1421,233,492,1582.0,-7.392379713909152,32.0447614008498
711,7.927,1959,1171,2380,1582.0,-7.389063506187026,32.044761400849794
712,9.581,2356,1270,2776,1582.0,-7.387958103612982,32.044761400849794
713,38.955,2313,1198,2604,1582.0,-7.3857472984648975,32.044761400849794
714,0.0,2341,1207,2545,1582.0,-7.384641895890854,32.04476140084979
715,118.179,1573,522,688,1582.0,-7.3989687978503635,32.0439001532098
716,158.593,1428,229,489,1582.0,-7.393441817348497,32.0439001532098
717,1.508,1970,1185,2390,1582.0,-7.389020232947002,32.0439001532098
718,4.815,2356,1270,2776,1582.0,-7.387914836846627,32.0439001532098
719,0.0,1630,476,470,1582.0,-7.395565991014821,32.042177667108454
720,46.007,1630,476,470,1582.0,-7.394460607860943,32.04217766710845
721,0.0,2050,1115,882,1582.0,-7.39539277646231,32.038732731616754
722,0.0,2050,1115,882,1582.0,-7.39428741919806,32.038732731616754
723,0.0,2050,1115,882,1582.0,-7.395349477514611,32.037871505391244
724,0.584,2050,1115,882,1582.0,-7.394244126722065,32.037871505391244
