,POP_2015,active_living,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,19.605,1663,3901,5000,2874,2131,9559.0,88.1275967689123,25.03381317838608
1,33.79,1663,3901,5000,2874,2131,9559.0,88.12865732690604,25.03381317838608
2,49.927,1663,3901,5000,2874,2131,9559.0,88.12722263158247,25.032973396531197
3,53.255,1663,3901,5000,2874,2131,9559.0,88.12828318507373,25.032973396531194
4,36.09,1221,3586,5000,0,3331,9559.0,88.1381403972847,25.031293839370573
5,20.04,5000,5000,5000,5000,5000,9559.0,88.14026148625842,25.031293839370583
6,55.311,5000,5000,5000,5000,5000,9559.0,88.1413220307453,25.03129383937058
7,70.96,1255,3493,5000,2466,1909,9559.0,88.12928194155963,25.03045406406466
8,87.69,1255,3493,5000,2466,1909,9559.0,88.1303424815446,25.030454064064656
9,59.023,1251,3489,5000,2462,1905,9559.0,88.13140302152958,25.030454064064656
10,49.543,1168,3600,5000,58,3345,9559.0,88.13776626143944,25.03045406406466
11,32.727,1088,3454,5000,132,3199,9559.0,88.13882680142441,25.030454064064656
12,27.917,5000,5000,5000,5000,5000,9559.0,88.13988734140939,25.030454064064656
13,70.682,5000,5000,5000,5000,5000,9559.0,88.14094788139435,25.030454064064653
14,74.01,1459,3798,5000,2789,1682,9559.0,88.12678678776408,25.029614290941545
15,48.846,1184,3422,5000,2394,1838,9559.0,88.12996839421395,25.029614290941534
16,59.076,1236,3474,5000,2447,1890,9559.0,88.13102892969725,25.02961429094155
17,76.816,1056,3549,5000,169,3294,9559.0,88.13739214259704,25.029614290941538
18,42.974,1088,3454,5000,132,3199,9559.0,88.13845267808033,25.029614290941534
19,53.83,1238,3430,5000,398,3175,9559.0,88.13951321356362,25.029614290941538
20,63.711,1321,3446,5000,481,3190,9559.0,88.14057374904692,25.029614290941534
21,54.998,1411,3397,5000,571,3142,9559.0,88.14163428453023,25.029614290941545
22,40.847,1466,3451,5000,626,3196,9559.0,88.1426948200135,25.029614290941534
23,20.075,1600,3523,5000,812,3267,9559.0,88.14375535549678,25.029614290941538
24,76.153,1360,3598,5000,2570,1948,9559.0,88.12853379290235,25.028774520001143
