,POP_2015,active_living,community_space,education,health_wellbeing,ID_HDC_G0,lng,lat
0,0.0,92,1507,1114,1197,4841.0,42.44654802378799,37.26049798787444
1,16.336,494,1186,1336,875,4841.0,42.44999704652797,37.260497987874444
2,88.398,546,1228,1379,860,4841.0,42.451146720774624,37.26049798787444
3,36.312,597,1177,1327,809,4841.0,42.452296395021285,37.260497987874444
4,24.865,453,1168,1517,620,4841.0,42.45344606926795,37.260497987874444
5,77.267,163,879,1353,330,4841.0,42.455745417761264,37.260497987874444
6,14.881,76,754,1147,321,4841.0,42.45689509200792,37.26049798787444
7,1.272,76,754,1147,321,4841.0,42.45804476625459,37.26049798787444
8,22.576,327,735,970,532,4841.0,42.45919444050125,37.260497987874444
9,115.232,537,927,686,742,4841.0,42.460344114747905,37.26049798787444
10,121.083,565,908,657,771,4841.0,42.46149378899456,37.26049798787444
11,40.001,656,827,567,861,4841.0,42.46264346324123,37.26049798787444
12,28.999,747,736,476,952,4841.0,42.46379313748788,37.26049798787444
13,142.133,885,789,334,1094,4841.0,42.46494281173455,37.260497987874444
14,97.808,980,840,228,1200,4841.0,42.46609248598121,37.260497987874444
15,15.39,949,766,137,1291,4841.0,42.467242160227855,37.26049798787444
16,14.245,1138,805,173,1365,4841.0,42.468391834474524,37.26049798787444
17,99.08,1266,695,301,1493,4841.0,42.46954150872118,37.260497987874444
18,110.208,1346,651,381,1573,4841.0,42.47069118296783,37.26049798787444
19,164.391,1481,515,308,1682,4841.0,42.471840857214495,37.26049798787444
20,61.05,1452,401,194,1613,4841.0,42.47299053146116,37.26049798787444
21,8.585,1432,339,132,1612,4841.0,42.47414020570781,37.26049798787444
22,11.764,1542,362,0,1744,4841.0,42.475289879954474,37.260497987874444
23,72.731,1492,298,0,1701,4841.0,42.47643955420113,37.26049798787444
24,6.423,1467,273,25,1676,4841.0,42.47758922844779,37.260497987874444
25,0.0,17,1454,1039,1143,4841.0,42.44623766256623,37.259616069928185
26,8.077,303,1215,1167,905,4841.0,42.44853699424715,37.25961606992818
27,66.707,282,1195,1146,884,4841.0,42.44968666008761,37.259616069928185
28,14.794,431,1123,1273,812,4841.0,42.45083632592806,37.25961606992818
29,8.713,597,1177,1327,809,4841.0,42.45198599176852,37.25961606992818
30,0.636,465,824,1407,220,4841.0,42.453135657608975,37.25961606992818
31,2.417,383,743,1352,138,4841.0,42.45428532344943,37.259616069928185
32,21.373,31,690,1181,213,4841.0,42.456584655130335,37.25961606992818
33,136.523,239,543,1000,340,4841.0,42.45773432097081,37.259616069928185
34,83.054,236,619,1000,416,4841.0,42.45888398681126,37.25961606992818
35,114.66,297,693,925,502,4841.0,42.46003365265171,37.25961606992818
36,143.277,433,775,796,638,4841.0,42.461183318492175,37.259616069928185
37,60.923,526,697,703,738,4841.0,42.46233298433262,37.259616069928185
38,32.624,680,583,300,1022,4841.0,42.464632316013535,37.25961606992818
39,304.107,949,766,137,1291,4841.0,42.465781981853986,37.25961606992818
40,149.125,888,657,77,1230,4841.0,42.466931647694445,37.25961606992818
41,190.655,1049,715,83,1391,4841.0,42.46808131353492,37.259616069928185
42,103.213,1158,579,192,1428,4841.0,42.46923097937536,37.259616069928185
43,126.679,1242,597,292,1474,4841.0,42.47038064521581,37.25961606992818
44,188.048,1345,508,404,1576,4841.0,42.47153031105627,37.25961606992818
45,192.245,1429,410,364,1591,4841.0,42.472679976896735,37.259616069928185
46,125.662,1369,337,262,1531,4841.0,42.473829642737186,37.259616069928185
47,44.389,1373,241,169,1578,4841.0,42.47497930857764,37.25961606992818
48,26.01,1477,285,40,1683,4841.0,42.4761289744181,37.259616069928185
49,0.572,1445,251,47,1654,4841.0,42.477278640258554,37.259616069928185
50,77.78,85,1354,937,1043,4841.0,42.44592731507836,37.25873415585967
