,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,126.867,2450,2280,493,2198,2468,2384,4404.0,33.479531008184765,-19.092128011562213
1,97.275,2450,2280,493,2198,2468,2384,4404.0,33.48056427920643,-19.09212801156221
2,106.144,2315,2144,357,2249,2345,2249,4404.0,33.48159755022809,-19.092128011562213
3,122.206,2450,2280,493,2198,2468,2384,4404.0,33.4796344423319,-19.092954458080843
4,102.176,2234,2064,276,2168,2265,2168,4404.0,33.48066771654581,-19.09295445808084
5,112.724,2315,2144,357,2249,2345,2249,4404.0,33.481700990759734,-19.09295445808084
6,117.918,2254,2084,225,2188,2285,2188,4404.0,33.48273426497365,-19.09295445808084
7,105.239,2166,1998,345,2102,2199,2102,4404.0,33.48376753918757,-19.092954458080843
8,101.856,2098,3167,2096,2300,2721,2230,4404.0,33.460105611130004,-19.09378090617245
9,124.15,2098,3167,2096,2300,2721,2230,4404.0,33.461138888536354,-19.09378090617245
10,87.632,2381,2515,1233,1903,2348,2513,4404.0,33.465271998161754,-19.09378090617245
11,70.505,2381,2515,1233,1903,2348,2513,4404.0,33.46630527556811,-19.09378090617245
12,100.311,2442,2088,442,1879,2150,2307,4404.0,33.47663804963161,-19.093780906172455
13,90.749,2199,2029,241,2133,2229,2133,4404.0,33.48077115925701,-19.093780906172455
14,80.654,2180,2010,151,2114,2211,2114,4404.0,33.48180443666337,-19.09378090617245
15,119.676,2180,2010,151,2114,2211,2114,4404.0,33.48283771406972,-19.093780906172455
16,106.597,2166,1998,345,2102,2199,2102,4404.0,33.48387099147606,-19.093780906172455
17,117.065,2183,2062,253,2135,2263,2167,4404.0,33.48490426888241,-19.093780906172455
18,47.519,2802,3010,1871,2754,2726,2944,4404.0,33.49110393332051,-19.093780906172455
19,66.19,2810,3018,1879,2761,2733,2951,4404.0,33.49213721072686,-19.093780906172455
20,81.426,2723,2931,1792,2674,2647,2865,4404.0,33.49317048813322,-19.09378090617245
21,101.19,1906,3027,2022,2109,2530,2039,4404.0,33.459175714762296,-19.09460735583712
22,106.704,1906,3027,2022,2109,2530,2039,4404.0,33.46020899536124,-19.094607355837116
23,111.445,2001,3050,1978,2203,2624,2133,4404.0,33.46124227596019,-19.094607355837116
24,137.175,2150,2800,1518,2189,2634,2282,4404.0,33.462275556559135,-19.094607355837116
25,104.893,2157,2667,1384,2055,2500,2289,4404.0,33.46330883715809,-19.09460735583712
26,84.276,2204,2672,1389,2060,2505,2336,4404.0,33.46434211775702,-19.094607355837116
27,81.533,2220,2551,1269,1940,2385,2352,4404.0,33.46537539835597,-19.094607355837116
28,90.642,2335,2379,1097,1768,2213,2467,4404.0,33.46640867895491,-19.094607355837116
29,75.806,2492,2261,978,1649,2094,2506,4404.0,33.467441959553874,-19.09460735583712
30,79.668,2550,2242,959,1630,2075,2487,4404.0,33.46847524015281,-19.09460735583712
31,84.569,2390,1938,291,1729,1999,2157,4404.0,33.47570820434543,-19.09460735583712
32,112.617,2442,2088,442,1879,2150,2307,4404.0,33.47674148494438,-19.09460735583712
33,79.455,2181,2010,383,1912,2182,2115,4404.0,33.47880804614227,-19.09460735583712
34,96.023,2194,2024,397,1930,2201,2128,4404.0,33.47984132674121,-19.09460735583712
35,111.685,2048,1877,250,1982,2078,1982,4404.0,33.48087460734016,-19.09460735583712
36,104.733,2103,1933,74,2037,2134,2037,4404.0,33.48190788793911,-19.09460735583712
37,99.432,2014,1846,193,1950,2047,1950,4404.0,33.48294116853805,-19.094607355837116
38,99.619,2088,1919,266,2024,2120,2024,4404.0,33.483974449136994,-19.094607355837116
39,130.303,2111,1990,180,2062,2191,2094,4404.0,33.48500772973594,-19.09460735583712
40,88.884,2394,2337,653,2345,2344,2441,4404.0,33.48810757153278,-19.094607355837116
41,89.976,2394,2337,653,2345,2344,2441,4404.0,33.489140852131726,-19.09460735583712
42,41.259,2626,2834,1695,2577,2550,2768,4404.0,33.49120741332961,-19.094607355837116
43,93.093,2659,2867,1728,2610,2583,2801,4404.0,33.49224069392856,-19.09460735583712
44,80.094,2702,2910,1771,2653,2625,2844,4404.0,33.49327397452751,-19.09460735583712
45,97.887,2701,2909,1770,2652,2624,2842,4404.0,33.49430725512645,-19.094607355837116
46,78.15,2758,2965,1827,2709,2681,2899,4404.0,33.495340535725404,-19.09460735583712
47,85.155,2941,3149,2010,2892,2864,3082,4404.0,33.49637381632434,-19.094607355837116
48,72.05,3019,3227,2088,2970,2888,3161,4404.0,33.4974070969233,-19.09460735583712
49,67.069,3019,3227,2088,2970,2888,3161,4404.0,33.498440377522236,-19.094607355837116
50,58.573,1693,2848,2235,1896,2317,1826,4404.0,33.458245817377836,-19.09543380707493
51,47.971,1906,3027,2022,2109,2530,2039,4404.0,33.45927910116954,-19.095433807074926
52,85.502,1912,2961,1957,2115,2536,2045,4404.0,33.46031238496124,-19.095433807074926
53,96.103,1889,2938,1867,2092,2513,2022,4404.0,33.461345668752955,-19.095433807074926
54,109.687,1924,2973,1901,2126,2548,2056,4404.0,33.46237895254466,-19.095433807074926
55,121.78,2157,2667,1384,2055,2500,2289,4404.0,33.46341223633637,-19.095433807074926
56,108.195,2102,2612,1330,2001,2446,2234,4404.0,33.46444552012808,-19.095433807074926
57,91.761,2191,2523,1240,1911,2356,2324,4404.0,33.46547880391978,-19.095433807074926
58,91.841,2335,2379,1097,1768,2213,2467,4404.0,33.466512087711486,-19.095433807074926
59,69.147,2500,2263,981,1651,2096,2508,4404.0,33.46754537150319,-19.095433807074926
60,92.613,2548,2166,884,1555,2000,2411,4404.0,33.468578655294905,-19.095433807074926
61,122.978,2446,2063,780,1451,1896,2308,4404.0,33.46961193908661,-19.095433807074926
62,63.287,2463,2080,797,1468,1913,2325,4404.0,33.47064522287832,-19.095433807074926
63,83.637,2463,2080,797,1468,1913,2325,4404.0,33.47167850667003,-19.095433807074926
64,96.049,2241,1789,325,1520,1790,2008,4404.0,33.47271179046174,-19.095433807074926
65,112.031,2241,1789,325,1520,1790,2008,4404.0,33.47374507425344,-19.095433807074926
66,78.283,2320,1867,294,1598,1869,2086,4404.0,33.47477835804515,-19.095433807074926
67,92.294,2348,1895,248,1686,1957,2114,4404.0,33.47581164183686,-19.095433807074926
68,100.071,2390,1938,291,1729,1999,2157,4404.0,33.47684492562856,-19.095433807074926
69,89.47,2297,2015,419,1840,2111,2165,4404.0,33.47787820942027,-19.095433807074926
70,115.867,2190,1954,425,1823,2094,2059,4404.0,33.478911493211974,-19.095433807074926
71,85.661,1982,1812,225,1916,2012,1916,4404.0,33.479944777003695,-19.09543380707493
72,102.762,2022,1852,225,1956,2052,1956,4404.0,33.480978060795394,-19.095433807074926
73,129.717,1990,1819,39,1924,2020,1924,4404.0,33.4820113445871,-19.095433807074926
74,81.879,1943,1775,135,1879,1975,1879,4404.0,33.483044628378806,-19.095433807074926
75,60.97,1998,1877,68,1949,2078,1981,4404.0,33.48407791217051,-19.095433807074926
76,124.63,2032,1911,101,1983,2112,2015,4404.0,33.485111195962226,-19.095433807074926
77,73.382,2357,2300,617,2308,2307,2404,4404.0,33.488211047337344,-19.095433807074926
78,38.063,2394,2337,653,2345,2344,2441,4404.0,33.48924433112906,-19.095433807074926
79,74.874,2538,2746,1607,2489,2461,2680,4404.0,33.49027761492076,-19.095433807074926
80,98.02,2538,2746,1607,2489,2461,2680,4404.0,33.49131089871246,-19.095433807074926
81,68.082,2632,2840,1701,2583,2555,2773,4404.0,33.492344182504176,-19.095433807074926
82,105.638,2520,2728,1589,2471,2443,2662,4404.0,33.49337746629588,-19.095433807074926
83,109.714,2745,2953,1814,2696,2669,2887,4404.0,33.49441075008759,-19.095433807074926
84,124.443,2778,2986,1847,2730,2702,2920,4404.0,33.495444033879295,-19.095433807074926
85,63.5,2924,3132,1993,2875,2823,3066,4404.0,33.496477317671,-19.09543380707493
86,63.42,3019,3227,2088,2970,2888,3161,4404.0,33.49751060146271,-19.095433807074926
87,49.41,3070,3278,2139,3021,2837,3212,4404.0,33.49854388525441,-19.095433807074926
88,30.791,1686,2841,2242,1889,2310,1819,4404.0,33.45834920596089,-19.096260259885952
89,51.78,1810,2964,2119,2012,2434,1942,4404.0,33.45938249294553,-19.096260259885952
90,106.544,1703,2752,1985,1906,2327,1836,4404.0,33.46041577993015,-19.09626025988595
91,103.641,1862,2911,1808,2065,2486,1995,4404.0,33.461449066914795,-19.096260259885952
92,146.418,1955,2759,1477,2144,2577,2087,4404.0,33.46351564088406,-19.09626025988595
93,43.736,2505,2308,1026,1697,2142,2554,4404.0,33.4676487888226,-19.096260259885952
94,34.147,2446,2063,780,1451,1896,2308,4404.0,33.46868207580724,-19.096260259885952
95,89.657,2362,1979,696,1367,1812,2224,4404.0,33.469715362791874,-19.096260259885955
96,134.991,2357,1974,691,1362,1807,2219,4404.0,33.470748649776496,-19.09626025988595
97,93.04,2220,1768,427,1444,1714,1987,4404.0,33.47178193676114,-19.096260259885952
98,87.712,2194,1742,278,1473,1743,1961,4404.0,33.472815223745776,-19.09626025988595
99,108.595,2145,1692,228,1423,1693,1911,4404.0,33.473848510730406,-19.096260259885952
100,141.97,2195,1742,64,1520,1790,1961,4404.0,33.47488179771506,-19.096260259885955
101,114.615,2255,1803,172,1594,1864,2022,4404.0,33.47591508469968,-19.096260259885955
102,121.886,2257,1824,279,1615,1886,2043,4404.0,33.4769483716843,-19.09626025988595
103,104.706,2157,1866,379,1696,1967,2002,4404.0,33.477981658668945,-19.096260259885952
104,97.275,2138,1902,421,1770,2041,2006,4404.0,33.47901494565358,-19.096260259885952
105,118.903,1951,1780,325,1871,1981,1885,4404.0,33.48004823263822,-19.096260259885952
106,108.888,1861,1691,174,1795,1892,1795,4404.0,33.481081519622855,-19.09626025988595
107,109.9,1951,1780,78,1885,1981,1885,4404.0,33.48211480660748,-19.09626025988595
108,84.623,1865,1696,190,1801,1897,1801,4404.0,33.48314809359211,-19.096260259885952
