,POP_2015,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,0.0,4120,517,5000,4875,5000,4817.0,36.71617645285186,-1.3672718688476049
1,73.733,3602,0,4754,4358,5000,4817.0,36.71518613367022,-1.3680807250514033
2,32.61,4120,517,5000,4875,5000,4817.0,36.7161840865693,-1.3680807250514035
3,40.743,4271,668,5000,5000,5000,4817.0,36.71718203946839,-1.3680807250514047
4,52.677,4271,668,5000,5000,5000,4817.0,36.71817999236747,-1.3680807250514035
5,8.007,4646,1043,5000,5000,5000,4817.0,36.72017589816563,-1.3680807250514035
6,0.0,4646,1043,5000,5000,5000,4817.0,36.721173851064705,-1.3680807250514042
7,0.583,4938,1335,5000,5000,5000,4817.0,36.722171803963796,-1.3680807250514035
8,12.696,4968,1365,5000,5000,5000,4817.0,36.72316975686288,-1.3680807250514042
9,13.604,4990,1388,5000,5000,5000,4817.0,36.72416770976196,-1.368080725051404
10,76.343,3598,4,4749,4353,5000,4817.0,36.71519377169913,-1.368889581359687
11,52.348,3552,64,4704,4308,5000,4817.0,36.71619172480582,-1.3688895813596869
12,98.514,4271,668,5000,5000,5000,4817.0,36.717189677912515,-1.3688895813596869
13,86.073,4271,668,5000,5000,5000,4817.0,36.718187631019205,-1.3688895813596869
14,61.444,4646,1043,5000,5000,5000,4817.0,36.720183537232586,-1.368889581359687
15,0.203,4657,1054,5000,5000,5000,4817.0,36.72118149033927,-1.3688895813596864
16,4.003,4842,1239,5000,5000,5000,4817.0,36.72217944344597,-1.3688895813596873
17,0.532,4968,1365,5000,5000,5000,4817.0,36.723177396552664,-1.3688895813596866
18,0.015,4979,1376,5000,5000,5000,4817.0,36.72417534965935,-1.3688895813596864
19,5.296,3592,202,4744,4348,5000,4817.0,36.71520141424701,-1.3696984377725157
20,72.517,3534,164,4686,4290,5000,4817.0,36.71619936756143,-1.3696984377725154
21,55.743,3387,215,4539,4143,4925,4817.0,36.71719732087586,-1.3696984377725154
22,75.203,3329,273,4480,4085,4867,4817.0,36.718195274190286,-1.3696984377725163
23,24.73,3265,791,4417,4021,4803,4817.0,36.72118913413355,-1.3696984377725157
24,50.878,3592,202,4744,4348,5000,4817.0,36.71520906131387,-1.3705072942899517
25,89.924,3481,308,4632,4236,5000,4817.0,36.71620701483616,-1.3705072942899519
26,43.074,3329,273,4480,4085,4867,4817.0,36.71720496835843,-1.3705072942899517
27,105.963,3233,369,4384,3988,4771,4817.0,36.71820292188071,-1.3705072942899514
28,97.297,3151,688,4302,3906,4689,4817.0,36.720198828925255,-1.3705072942899519
29,55.591,3223,822,4375,3979,4761,4817.0,36.721196782447535,-1.3705072942899514
30,63.927,3203,875,4354,3958,4741,4817.0,36.72219473596982,-1.3705072942899519
31,72.77,3376,542,4527,4131,4913,4817.0,36.71721262036024,-1.371316150912057
32,65.498,3178,424,4329,3933,4716,4817.0,36.71821057409049,-1.371316150912057
33,59.265,3104,514,4255,3859,4642,4817.0,36.71920852782075,-1.371316150912057
34,35.448,3151,688,4302,3906,4689,4817.0,36.720206481551,-1.3713161509120566
35,66.917,3126,822,4277,3881,4664,4817.0,36.72120443528126,-1.3713161509120577
36,115.465,3283,955,4435,4039,4821,4817.0,36.722202389011514,-1.3713161509120568
37,98.286,3016,1028,4168,3772,4554,4817.0,36.72320034274177,-1.371316150912057
38,24.907,3376,542,4527,4131,4913,4817.0,36.71622232294294,-1.3721250076388936
39,107.965,3376,542,4527,4131,4913,4817.0,36.7172202768813,-1.3721250076388936
40,84.933,3142,675,4293,3897,4680,4817.0,36.71821823081965,-1.3721250076388936
41,45.71,3034,567,4186,3790,4572,4817.0,36.719216184758004,-1.3721250076388942
42,47.813,2964,638,4116,3720,4502,4817.0,36.72021413869635,-1.3721250076388931
43,74.595,3073,851,4224,3828,4611,4817.0,36.72121209263471,-1.3721250076388936
44,109.51,3091,870,4243,3847,4629,4817.0,36.72221004657307,-1.3721250076388942
45,108.775,2968,1076,4120,3724,4506,4817.0,36.72320800051142,-1.3721250076388938
46,59.823,3142,675,4293,3897,4680,4817.0,36.718225892068176,-1.3729338644705231
47,102.112,3142,675,4293,3897,4680,4817.0,36.719223846214746,-1.3729338644705225
48,131.427,2912,701,4063,3667,4450,4817.0,36.72022180036132,-1.372933864470524
49,122.863,2798,804,3949,3553,4336,4817.0,36.721219754507906,-1.3729338644705233
50,81.005,2940,1104,4092,3696,4478,4817.0,36.72321566280106,-1.3729338644705233
