,POP_2015,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,3.71,703,601,7159.0,75.05230094659227,21.049585871995326
1,64.22,460,312,7159.0,75.05542480669702,21.04958587199533
2,22.43,703,601,7159.0,75.05204173529515,21.04875548694734
3,66.949,411,263,7159.0,75.05516558461086,21.04875548694734
4,118.078,148,0,7159.0,75.05724815082137,21.048755486947343
5,65.073,314,166,7159.0,75.0549063752574,21.047925103662926
6,103.793,314,166,7159.0,75.0559476547665,21.047925103662926
7,132.96,148,0,7159.0,75.05698893427558,21.047925103662926
8,152.406,0,148,7159.0,75.05803021378466,21.04792510366293
9,224.515,0,148,7159.0,75.05907149329374,21.047925103662926
10,161.574,177,169,7159.0,75.05672973046244,21.047094722142003
11,228.054,0,148,7159.0,75.05777100637555,21.047094722142003
12,159.655,0,148,7159.0,75.05881228228866,21.047094722142003
13,93.644,0,357,7159.0,75.05985355820177,21.047094722142
14,158.077,0,357,7159.0,75.06089483411488,21.047094722142003
15,72.194,177,169,7159.0,75.0564705393816,21.046264342384486
16,172.533,152,300,7159.0,75.0575118116989,21.04626434238448
17,157.011,152,300,7159.0,75.0585530840162,21.046264342384482
18,152.022,44,408,7159.0,75.0595943563335,21.046264342384482
19,103.793,81,439,7159.0,75.06063562865081,21.046264342384482
20,160.38,72,549,7159.0,75.0616769009681,21.046264342384482
21,121.234,72,549,7159.0,75.06271817328539,21.046264342384482
22,109.08,116,981,7159.0,75.06375944560268,21.046264342384486
23,173.77,0,1097,7159.0,75.06480071792,21.046264342384482
24,111.298,0,1097,7159.0,75.06584199023729,21.046264342384486
25,80.936,121,468,7159.0,75.05517009231102,21.045433964390288
26,64.007,0,346,7159.0,75.0562113610327,21.045433964390288
27,192.362,133,367,7159.0,75.05725262975436,21.04543396439029
28,176.84,84,416,7159.0,75.05829389847604,21.04543396439029
29,189.889,15,531,7159.0,75.05933516719772,21.045433964390288
30,182.981,83,534,7159.0,75.06037643591938,21.04543396439029
31,184.217,0,561,7159.0,75.06141770464106,21.04543396439029
32,161.147,168,645,7159.0,75.06245897336271,21.045433964390288
33,141.915,50,803,7159.0,75.06350024208439,21.04543396439029
34,227.457,154,993,7159.0,75.06454151080605,21.04543396439029
35,121.404,154,993,7159.0,75.06558277952772,21.04543396439029
36,143.834,121,468,7159.0,75.05491093028917,21.044603588159337
37,134.496,0,346,7159.0,75.05595219541537,21.044603588159337
38,209.803,71,429,7159.0,75.0569934605416,21.044603588159333
39,184.26,0,501,7159.0,75.05803472566781,21.044603588159337
40,162.213,32,579,7159.0,75.05907599079404,21.044603588159333
41,96.245,135,608,7159.0,75.06011725592026,21.044603588159333
42,156.201,135,685,7159.0,75.06115852104647,21.04460358815933
43,179.356,157,745,7159.0,75.06219978617268,21.044603588159333
44,151.382,50,803,7159.0,75.06324105129889,21.04460358815933
45,114.453,25,828,7159.0,75.0642823164251,21.044603588159337
46,182.256,166,958,7159.0,75.06532358155134,21.044603588159337
47,215.091,275,1053,7159.0,75.06636484667756,21.04460358815933
48,100.125,292,639,7159.0,75.05465178099836,21.043773213691534
49,164.772,292,639,7159.0,75.05569304252928,21.04377321369153
50,164.09,173,565,7159.0,75.05777556559116,21.04377321369153
51,153.386,165,718,7159.0,75.05881682712212,21.043773213691534
52,60.212,279,762,7159.0,75.05985808865304,21.043773213691534
53,160.764,262,778,7159.0,75.06089935018399,21.04377321369153
54,178.546,235,823,7159.0,75.06194061171492,21.04377321369153
55,216.498,314,902,7159.0,75.06298187324586,21.04377321369153
56,164.218,85,939,7159.0,75.0640231347768,21.043773213691527
57,112.023,205,984,7159.0,75.06506439630776,21.04377321369153
58,191.85,275,1053,7159.0,75.0661056578387,21.04377321369153
59,189.633,292,639,7159.0,75.05439264443821,21.04294284098681
60,141.83,292,639,7159.0,75.05543390237405,21.042942840986814
61,94.71,51,687,7159.0,75.05751641824573,21.04294284098681
62,166.52,79,804,7159.0,75.05855767618156,21.042942840986807
63,151.254,61,822,7159.0,75.05959893411742,21.04294284098681
64,120.509,210,855,7159.0,75.06064019205324,21.04294284098681
65,161.83,314,902,7159.0,75.06168144998908,21.042942840986807
66,159.783,300,980,7159.0,75.06272270792495,21.042942840986814
67,141.532,109,1025,7159.0,75.06376396586077,21.04294284098681
68,137.907,19,1089,7159.0,75.06480522379663,21.042942840986814
69,131.639,65,1116,7159.0,75.06584648173246,21.04294284098681
70,184.857,441,1390,7159.0,75.04892724890381,21.042112470045083
71,202.98,326,1274,7159.0,75.04996850324471,21.04211247004508
72,197.607,326,1274,7159.0,75.05100975758565,21.042112470045083
73,129.293,0,948,7159.0,75.05309226626747,21.042112470045083
74,178.759,0,948,7159.0,75.05413352060842,21.042112470045083
75,148.44,108,840,7159.0,75.05517477494932,21.042112470045083
76,101.234,102,764,7159.0,75.05725728363115,21.042112470045083
77,179.782,31,852,7159.0,75.05829853797208,21.042112470045083
78,182.085,31,858,7159.0,75.05933979231298,21.042112470045083
79,83.026,157,925,7159.0,75.06038104665392,21.042112470045083
80,60.254,300,980,7159.0,75.06142230099482,21.042112470045076
81,76.075,252,1062,7159.0,75.06246355533574,21.042112470045083
82,95.222,98,1056,7159.0,75.06350480967666,21.042112470045083
83,156.371,88,1046,7159.0,75.06454606401758,21.042112470045083
84,206.903,526,1475,7159.0,75.0486681557777,21.041282100866265
85,168.525,412,1361,7159.0,75.04970940652387,21.041282100866262
86,160.593,326,1274,7159.0,75.05075065727003,21.041282100866265
87,123.579,0,948,7159.0,75.0528331587624,21.041282100866265
88,119.699,108,840,7159.0,75.05387440950857,21.041282100866265
89,144.218,108,840,7159.0,75.05491566025474,21.041282100866265
90,60.553,0,966,7159.0,75.05595691100092,21.041282100866265
91,143.877,40,896,7159.0,75.05699816174709,21.041282100866265
92,181.062,0,955,7159.0,75.05803941249326,21.041282100866265
93,175.433,0,955,7159.0,75.05908066323944,21.041282100866262
94,109.038,128,1019,7159.0,75.06012191398561,21.041282100866265
95,39.701,254,1196,7159.0,75.06116316473178,21.04128210086627
96,131.127,252,1074,7159.0,75.06220441547796,21.041282100866265
97,135.093,240,1062,7159.0,75.06324566622412,21.041282100866262
98,181.872,665,1614,7159.0,75.04840907538032,21.04045173345027
99,210.443,544,1493,7159.0,75.04945032253192,21.04045173345027
100,192.916,488,1437,7159.0,75.05049156968353,21.04045173345027
101,166.947,552,1501,7159.0,75.05153281683513,21.04045173345027
102,133.728,0,968,7159.0,75.05465655828993,21.04045173345027
103,142.982,0,966,7159.0,75.05569780544155,21.04045173345027
104,156.883,0,906,7159.0,75.05673905259316,21.04045173345027
105,153.088,0,906,7159.0,75.05778029974475,21.040451733450265
106,149.122,0,1032,7159.0,75.05882154689637,21.04045173345027
107,124.816,135,1077,7159.0,75.05986279404797,21.04045173345027
108,134.837,254,1196,7159.0,75.06090404119958,21.04045173345027
109,191.594,665,1614,7159.0,75.04815000771131,21.03962136779702
110,206.562,602,1604,7159.0,75.04919125126852,21.039621367797018
111,179.399,495,1531,7159.0,75.05023249482572,21.039621367797018
112,186.477,575,1524,7159.0,75.05127373838293,21.039621367797018
113,148.61,257,1414,7159.0,75.05960368684062,21.039621367797018
114,140.892,257,1414,7159.0,75.06064493039783,21.03962136779702
115,157.31,123,1374,7159.0,75.06168617395504,21.039621367797018
116,130.189,123,1374,7159.0,75.06272741751226,21.03962136779702
117,167.331,0,1456,7159.0,75.06376866106946,21.039621367797015
118,183.748,667,1669,7159.0,75.04789095277032,21.03879100390643
119,182.853,695,1697,7159.0,75.04893219273332,21.03879100390643
120,170.017,382,1670,7159.0,75.05830335240024,21.038791003906432
121,156.371,257,1414,7159.0,75.05934459236327,21.03879100390643
122,122.129,226,1468,7159.0,75.06038583232625,21.03879100390643
123,175.731,162,1412,7159.0,75.06142707228925,21.03879100390643
124,169.122,0,1456,7159.0,75.06246831225224,21.03879100390643
125,133.6,22,1479,7159.0,75.06350955221522,21.03879100390643
126,183.791,773,1775,7159.0,75.04867314692594,21.037960641778422
127,169.548,321,1453,7159.0,75.05075561966385,21.037960641778422
128,109.763,397,1378,7159.0,75.0517968560328,21.03796064177842
129,163.663,382,1670,7159.0,75.05804427424653,21.037960641778422
130,159.356,382,1670,7159.0,75.05908551061547,21.037960641778422
131,213.086,257,1546,7159.0,75.06116798335339,21.03796064177842
132,169.164,257,1546,7159.0,75.06220921972233,21.037960641778415
133,150.316,147,1604,7159.0,75.06325045609128,21.03796064177842
134,170.87,147,1604,7159.0,75.06429169246024,21.03796064177842
135,123.579,865,1867,7159.0,75.04841411384605,21.037130281412903
136,132.321,321,1453,7159.0,75.05049657939621,21.037130281412903
137,157.011,321,1453,7159.0,75.0515378121713,21.037130281412907
138,203.62,8,1681,7159.0,75.05986767437203,21.037130281412903
139,182.341,116,1687,7159.0,75.06090890714712,21.037130281412907
140,205.197,185,1618,7159.0,75.0619501399222,21.037130281412903
141,198.63,242,1699,7159.0,75.0629913726973,21.037130281412907
142,159.356,216,1673,7159.0,75.06403260547239,21.0371302814129
143,153.983,120,1654,7159.0,75.04919632267462,21.0362999228098
144,93.601,120,1654,7159.0,75.05023755185604,21.0362999228098
145,115.989,466,2241,7159.0,75.05336123940025,21.0362999228098
146,180.55,570,2119,7159.0,75.05440246858166,21.036299922809803
147,181.488,505,2071,7159.0,75.05544369776305,21.0362999228098
148,170.273,184,1857,7159.0,75.05752615612587,21.0362999228098
149,208.865,184,1857,7159.0,75.0585673853073,21.0362999228098
150,164.9,17,1690,7159.0,75.05960861448867,21.036299922809803
151,178.887,266,1767,7159.0,75.06064984367008,21.0362999228098
152,221.871,283,1752,7159.0,75.06169107285147,21.0362999228098
153,68.868,0,1775,7159.0,75.04893731145509,21.035469565969024
154,163.024,466,2241,7159.0,75.0531022138067,21.035469565969024
155,162.64,614,2191,7159.0,75.05414343939457,21.035469565969024
156,209.803,614,2191,7159.0,75.05518466498246,21.035469565969024
157,181.659,152,1824,7159.0,75.05934956733404,21.035469565969024
158,259.823,216,1888,7159.0,75.06039079292194,21.035469565969024
159,153.813,300,1737,7159.0,75.06143201850983,21.035469565969024
160,208.396,614,2191,7159.0,75.05388442293493,21.034639210890496
161,195.475,614,2191,7159.0,75.05492564492948,21.034639210890493
162,138.675,654,2092,7159.0,75.06612004001923,21.033808857574126
