,POP_2015,active_living,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,47.056,1415,1669,2344,9733.0,88.55562740235536,23.183893784301414
1,76.838,1415,1669,2344,9733.0,88.55667850148714,23.183893784301418
2,55.596,1415,1669,2344,9733.0,88.55528480543347,23.18305860135836
3,60.484,1415,1669,2344,9733.0,88.55633590049885,23.183058601358365
4,3.484,1192,1446,2121,9733.0,88.55738699556422,23.18305860135836
5,58.524,1192,1446,2121,9733.0,88.55843809062958,23.183058601358365
6,48.798,140,676,1203,9733.0,88.56789794621798,23.183058601358365
7,74.54,140,676,1203,9733.0,88.56894904128336,23.183058601358365
8,42.024,1564,1907,1641,9733.0,88.57945999193711,23.183058601358365
9,31.306,1192,1446,2121,9733.0,88.55704440656446,23.18222342039789
10,38.032,1192,1446,2121,9733.0,88.55809549756363,23.182223420397882
11,28.403,140,676,1203,9733.0,88.56755531655605,23.18222342039789
12,67.596,140,676,1203,9733.0,88.56860640755521,23.18222342039789
13,61.863,1353,1697,1430,9733.0,88.57701513554846,23.18222342039789
14,50.975,1353,1697,1430,9733.0,88.57806622654766,23.182223420397882
15,22.863,1564,1907,1641,9733.0,88.5791173175468,23.182223420397886
16,39.943,1023,1277,1952,9733.0,88.55775292055233,23.181388241419903
17,64.427,1064,1318,1993,9733.0,88.55880400748545,23.181388241419896
18,71.879,1105,1359,2034,9733.0,88.55985509441861,23.1813882414199
19,82.403,0,536,1088,9733.0,88.56721270295051,23.181388241419896
20,49.572,1199,1543,1276,9733.0,88.57667248534868,23.181388241419896
21,102.653,1353,1697,1430,9733.0,88.57772357228183,23.1813882414199
22,69.193,1542,1885,1619,9733.0,88.57877465921497,23.181388241419906
23,43.669,1542,1885,1619,9733.0,88.57982574614809,23.181388241419896
24,15.024,1023,1277,1952,9733.0,88.55846144246249,23.18055306442432
25,98.443,288,825,1377,9733.0,88.57002335400271,23.180553064424323
26,79.62,629,980,713,9733.0,88.57212551973731,23.18055306442432
27,68.274,670,1014,747,9733.0,88.5731766026046,23.18055306442432
28,91.669,1199,1543,1276,9733.0,88.57632985120648,23.18055306442432
29,82.548,1376,1720,1453,9733.0,88.57948309980839,23.18055306442432
