,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,10.856,728,736,314,253,633,646,4699.0,36.53867768063308,-14.796054345834188
1,9.052,895,631,148,415,672,812,4699.0,36.53969645013805,-14.796054345834186
2,9.408,895,631,148,415,672,812,4699.0,36.54071521964302,-14.796054345834186
3,10.53,1473,1043,917,660,455,1397,4699.0,36.54682783667287,-14.79605434583419
4,9.873,1553,1123,997,740,414,1476,4699.0,36.547846606177835,-14.796054345834188
5,10.219,1737,1308,1106,925,230,1661,4699.0,36.54886537568281,-14.796054345834186
6,9.017,1737,1308,1106,925,230,1661,4699.0,36.54988414518779,-14.796054345834191
7,7.892,2044,1614,819,1231,531,1967,4699.0,36.55192168419772,-14.796054345834186
8,8.394,2044,1614,819,1231,531,1967,4699.0,36.5529404537027,-14.79605434583419
9,9.187,528,715,860,421,317,389,4699.0,36.53366911120723,-14.796873615557896
10,6.802,473,480,617,178,558,384,4699.0,36.53570665497328,-14.796873615557896
11,8.45,563,571,502,76,468,481,4699.0,36.5367254268563,-14.796873615557894
12,8.754,563,571,502,76,468,481,4699.0,36.53774419873933,-14.796873615557896
13,8.648,728,736,314,253,633,646,4699.0,36.53876297062236,-14.796873615557894
14,7.78,895,631,148,415,672,812,4699.0,36.53978174250538,-14.796873615557894
15,7.813,863,599,115,383,639,780,4699.0,36.5408005143884,-14.796873615557894
16,7.866,1079,649,390,0,689,1002,4699.0,36.54385683003748,-14.796873615557894
17,5.091,1403,973,847,590,385,1326,4699.0,36.54589437380352,-14.796873615557894
18,9.122,1473,1043,917,660,455,1397,4699.0,36.54691314568655,-14.796873615557896
19,8.42,1521,1092,965,709,378,1445,4699.0,36.54793191756957,-14.796873615557894
20,9.043,1671,1241,1034,858,158,1594,4699.0,36.5489506894526,-14.796873615557894
21,9.78,1671,1241,1034,858,158,1594,4699.0,36.54996946133563,-14.796873615557896
22,9.359,1968,1538,743,1155,455,1891,4699.0,36.55200700510167,-14.796873615557894
23,10.193,1911,1481,685,1098,399,1835,4699.0,36.553025776984704,-14.796873615557896
24,9.696,489,676,821,382,278,350,4699.0,36.53375439458472,-14.797692886463649
25,8.438,396,403,540,101,481,307,4699.0,36.535791943107164,-14.79769288646365
26,8.331,487,494,439,0,391,405,4699.0,36.53681071736839,-14.797692886463652
27,7.99,487,494,439,0,391,405,4699.0,36.53782949162961,-14.797692886463652
28,9.103,657,664,256,182,561,574,4699.0,36.53884826589084,-14.79769288646365
29,7.971,743,474,9,258,514,661,4699.0,36.53986704015206,-14.79769288646365
30,9.336,748,478,4,262,519,665,4699.0,36.540885814413286,-14.79769288646365
