,POP_2015,active_living,community_space,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
138,7.461,5000,1513,717,819,5803.0,49.63065010696339,27.016917723844212
139,15.859,5000,1428,692,689,5803.0,49.63172184649516,27.016917723844216
140,18.459,4789,1772,459,504,5803.0,49.633865325558695,27.01691772384422
141,31.339,4687,1852,540,418,5803.0,49.63493706509047,27.01691772384422
142,12.029,4605,1889,221,450,5803.0,49.63600880462223,27.016917723844212
143,40.79,4626,1905,106,482,5803.0,49.637080544154,27.01691772384422
144,39.864,4591,1869,189,565,5803.0,49.63815228368578,27.016917723844216
145,48.84,4463,1742,224,559,5803.0,49.639224023217544,27.016917723844212
146,37.948,4393,1671,206,558,5803.0,49.64029576274931,27.01691772384422
147,36.938,4251,1530,349,700,5803.0,49.641367502281085,27.01691772384422
148,49.239,4283,1014,239,560,5803.0,49.643510981344626,27.01691772384422
149,43.263,4283,1014,239,560,5803.0,49.64458272087639,27.01691772384422
150,32.665,4401,896,357,442,5803.0,49.64565446040816,27.016917723844212
151,34.181,4479,815,495,362,5803.0,49.646726199939934,27.016917723844216
152,53.344,4565,691,620,237,5803.0,49.647797939471715,27.016917723844216
153,35.57,4646,316,840,158,5803.0,49.64886967900348,27.01691772384422
154,41.326,4753,249,770,238,5803.0,49.64994141853525,27.016917723844212
155,18.606,4799,224,639,359,5803.0,49.65101315806701,27.016917723844212
156,9.271,4835,260,568,430,5803.0,49.652084897598776,27.016917723844216
157,9.776,4961,438,512,496,5803.0,49.65315663713055,27.016917723844216
158,11.192,4967,506,447,539,5803.0,49.65422837666233,27.01691772384422
159,5.795,5000,1179,658,725,5803.0,49.655300116194105,27.016917723844212
160,9.039,5000,1137,478,653,5803.0,49.65744359525763,27.016917723844216
161,6.748,5000,813,132,307,5803.0,49.660658813852955,27.01691772384422
162,11.375,5000,926,239,414,5803.0,49.661730553384714,27.016917723844212
163,14.428,5000,1309,622,797,5803.0,49.664945771980015,27.016917723844212
164,17.322,5000,1309,622,797,5803.0,49.66601751151179,27.016917723844212
165,38.338,5000,1001,624,307,5803.0,49.628274902409075,27.01607253805443
166,36.254,5000,1259,672,565,5803.0,49.62934663693668,27.016072538054434
167,23.341,5000,1513,717,819,5803.0,49.63041837146428,27.01607253805443
168,29.75,4735,1581,269,450,5803.0,49.63363357504709,27.016072538054434
169,47.651,4607,1757,445,323,5803.0,49.634705309574684,27.01607253805443
170,33.644,4607,1757,445,323,5803.0,49.6357770441023,27.016072538054438
171,47.883,4520,1799,0,376,5803.0,49.6368487786299,27.01607253805443
172,44.389,4473,1752,103,421,5803.0,49.637920513157496,27.016072538054438
173,41.59,4392,1670,152,487,5803.0,49.638992247685096,27.01607253805443
174,43.284,4238,1517,409,760,5803.0,49.6400639822127,27.016072538054434
175,41.053,4204,1483,380,731,5803.0,49.641135716740315,27.01607253805443
176,16.512,4060,1338,292,644,5803.0,49.642207451267915,27.016072538054434
177,31.076,4043,1237,67,733,5803.0,49.64327918579551,27.01607253805443
178,55.512,4176,1122,132,668,5803.0,49.64435092032312,27.016072538054434
179,35.254,4267,1030,225,576,5803.0,49.645422654850705,27.01607253805443
180,28.751,4479,815,554,362,5803.0,49.64649438937831,27.016072538054434
181,60.479,4507,691,677,237,5803.0,49.647566123905925,27.01607253805443
182,37.085,4468,229,705,268,5803.0,49.64863785843353,27.016072538054434
183,59.743,4554,135,740,357,5803.0,49.649709592961116,27.01607253805443
184,35.665,4676,101,663,427,5803.0,49.65078132748873,27.01607253805443
185,40.369,4835,260,568,485,5803.0,49.65185306201633,27.016072538054434
186,34.339,4900,377,452,529,5803.0,49.65292479654394,27.016072538054438
187,27.172,4935,555,415,507,5803.0,49.65399653107154,27.016072538054434
188,17.329,4964,909,493,554,5803.0,49.65506826559914,27.016072538054434
189,3.576,4957,734,232,342,5803.0,49.656140000126726,27.016072538054434
190,4.143,4945,769,131,378,5803.0,49.657211734654325,27.016072538054434
191,5.083,5000,637,0,455,5803.0,49.65828346918194,27.01607253805443
192,13.733,5000,818,183,371,5803.0,49.65935520370954,27.01607253805443
193,15.996,5000,711,64,245,5803.0,49.66042693823715,27.01607253805443
194,16.227,5000,754,67,222,5803.0,49.66149867276476,27.016072538054434
195,8.535,5000,793,106,85,5803.0,49.66257040729236,27.016072538054434
196,0.8,5000,959,238,12,5803.0,49.66364214181994,27.016072538054434
197,2.526,5000,1077,356,150,5803.0,49.664713876347555,27.01607253805443
198,8.335,5000,1109,388,150,5803.0,49.66578561087515,27.01607253805443
199,7.167,5000,1226,463,267,5803.0,49.66685734540277,27.016072538054434
200,54.334,5000,946,679,252,5803.0,49.62804318720161,27.015227354675307
201,37.285,5000,1047,671,353,5803.0,49.62911491672528,27.015227354675307
202,7.177,5000,1237,501,498,5803.0,49.63125837577258,27.015227354675307
203,23.489,5000,1237,501,498,5803.0,49.632330105296234,27.015227354675307
204,21.679,4735,1581,269,450,5803.0,49.633401834819885,27.0152273546753
205,40.79,4656,1502,190,371,5803.0,49.63447356434355,27.015227354675304
206,36.222,4504,1654,342,219,5803.0,49.6355452938672,27.015227354675304
207,10.545,4414,1701,402,189,5803.0,49.636617023390855,27.015227354675307
208,29.056,4421,1700,114,323,5803.0,49.63768875291452,27.015227354675307
209,42.926,4332,1611,93,416,5803.0,49.63876048243817,27.015227354675304
210,40.706,4243,1522,4,347,5803.0,49.63983221196182,27.015227354675307
211,31.034,4029,1308,209,561,5803.0,49.64197567100915,27.015227354675304
212,31.613,3977,1223,262,635,5803.0,49.643047400532794,27.015227354675307
213,45.683,4127,1052,210,821,5803.0,49.64411913005645,27.015227354675307
214,43.705,4201,977,313,667,5803.0,49.64519085958011,27.015227354675307
215,32.202,4259,889,406,580,5803.0,49.64626258910376,27.015227354675307
216,50.45,4368,780,515,471,5803.0,49.64733431862743,27.015227354675304
217,42.389,4368,448,607,338,5803.0,49.648406048151074,27.015227354675304
218,44.399,4465,109,676,389,5803.0,49.64947777767473,27.0152273546753
219,30.077,4586,13,591,489,5803.0,49.650549507198384,27.015227354675304
220,40.516,4695,126,489,581,5803.0,49.65162123672206,27.015227354675307
221,43.484,4700,184,431,523,5803.0,49.6526929662457,27.015227354675307
222,29.329,4819,316,299,391,5803.0,49.65376469576936,27.015227354675304
223,46.241,4828,704,264,331,5803.0,49.65483642529301,27.015227354675304
224,54.081,4871,779,313,256,5803.0,49.65590815481667,27.015227354675307
225,41.632,4884,719,193,316,5803.0,49.65697988434034,27.015227354675304
226,32.992,5000,637,0,455,5803.0,49.65805161386398,27.015227354675307
227,32.108,5000,545,92,363,5803.0,49.65912334338765,27.015227354675304
228,33.234,5000,663,33,225,5803.0,49.6601950729113,27.015227354675304
229,34.265,5000,690,4,187,5803.0,49.661266802434966,27.015227354675307
230,42.2,5000,775,151,103,5803.0,49.66233853195861,27.015227354675307
231,37.075,5000,867,146,90,5803.0,49.66341026148228,27.015227354675307
232,52.766,5000,867,146,91,5803.0,49.66448199100593,27.015227354675307
233,53.776,5000,1014,247,231,5803.0,49.66555372052958,27.015227354675307
234,40.379,4615,1419,107,288,5803.0,49.63424182939665,27.01438217370675
235,39.99,4498,1535,223,172,5803.0,49.63531355391658,27.014382173706746
236,37.306,4405,1627,315,78,5803.0,49.63638527843651,27.014382173706746
237,10.797,4284,1582,330,92,5803.0,49.63745700295645,27.014382173706746
238,34.76,4450,1729,210,444,5803.0,49.63852872747638,27.014382173706743
239,46.578,4441,1720,202,453,5803.0,49.639600451996316,27.014382173706746
240,30.35,4099,1055,181,843,5803.0,49.64281562555611,27.014382173706746
241,47.841,4200,974,288,899,5803.0,49.64388735007604,27.014382173706746
242,43.189,4148,896,392,805,5803.0,49.64495907459598,27.014382173706743
243,52.808,4143,826,469,694,5803.0,49.646030799115906,27.014382173706743
244,53.46,4270,699,596,567,5803.0,49.64710252363584,27.01438217370675
245,48.325,4304,629,565,440,5803.0,49.64817424815578,27.014382173706743
246,56.533,4395,183,626,520,5803.0,49.649245972675715,27.014382173706746
247,43.442,4519,106,499,581,5803.0,49.65031769719563,27.014382173706743
248,47.609,4519,106,499,581,5803.0,49.651389421715564,27.014382173706746
249,48.619,4700,231,374,466,5803.0,49.65246114623551,27.014382173706746
250,37.696,4792,338,271,363,5803.0,49.653532870755456,27.01438217370675
251,33.434,4714,718,141,232,5803.0,49.65460459527538,27.014382173706743
252,41.095,4750,745,195,141,5803.0,49.655676319795305,27.014382173706746
253,36.328,4790,656,267,193,5803.0,49.65674804431524,27.014382173706746
254,43.999,4943,543,118,406,5803.0,49.657819768835175,27.014382173706743
255,44.652,5000,422,140,466,5803.0,49.6588914933551,27.014382173706746
256,50.419,5000,537,18,344,5803.0,49.65996321787504,27.014382173706746
257,24.867,5000,533,59,344,5803.0,49.66103494239498,27.014382173706746
258,49.051,5000,625,146,251,5803.0,49.6621066669149,27.014382173706743
259,36.401,5000,720,24,154,5803.0,49.66317839143485,27.014382173706746
260,47.935,5000,799,78,175,5803.0,49.66425011595477,27.014382173706743
261,34.339,5000,962,162,306,5803.0,49.665321840474704,27.014382173706746
262,11.66,5000,1002,200,392,5803.0,49.666393564994635,27.014382173706743
263,5.83,5000,847,1524,955,5803.0,49.6190060315036,27.01353699514865
264,29.403,5000,745,1025,0,5803.0,49.623292909569315,27.01353699514865
265,33.749,5000,528,1018,219,5803.0,49.624364629085754,27.01353699514865
266,22.794,5000,375,936,363,5803.0,49.625436348602186,27.01353699514865
267,31.308,5000,522,802,219,5803.0,49.62650806811862,27.01353699514865
268,21.742,5000,716,595,22,5803.0,49.62757978763505,27.013536995148648
269,25.993,5000,727,584,11,5803.0,49.62865150715148,27.01353699514865
270,17.732,4947,878,1244,859,5803.0,49.62972322666791,27.01353699514865
271,6.009,4844,991,406,259,5803.0,49.63079494618435,27.01353699514865
272,31.361,4862,1024,288,284,5803.0,49.631866665700784,27.01353699514865
273,7.367,4711,1104,1023,719,5803.0,49.6329383852172,27.013536995148655
274,33.202,4574,1308,40,210,5803.0,49.63401010473364,27.013536995148648
275,38.327,4480,1391,435,295,5803.0,49.63508182425007,27.013536995148648
276,20.911,4382,1492,192,0,5803.0,49.6361535437665,27.01353699514865
277,9.261,4244,1542,349,131,5803.0,49.63722526328293,27.01353699514865
278,5.672,4142,1430,406,102,5803.0,49.63829698279937,27.013536995148648
279,25.972,4084,1371,300,68,5803.0,49.63936870231579,27.01353699514865
280,31.318,3922,1200,341,223,5803.0,49.64044042183223,27.01353699514865
281,35.696,3858,1137,322,292,5803.0,49.641512141348656,27.01353699514865
282,17.196,3747,1012,227,438,5803.0,49.642583860865095,27.01353699514865
283,46.325,3737,941,229,481,5803.0,49.64365558038153,27.013536995148655
284,52.65,3885,769,401,675,5803.0,49.64472729989795,27.01353699514865
285,46.23,4027,715,487,749,5803.0,49.64579901941439,27.01353699514865
286,55.165,4160,642,578,678,5803.0,49.646870738930815,27.01353699514865
287,40.811,4163,454,443,548,5803.0,49.64794245844725,27.01353699514865
288,41.811,4268,306,504,523,5803.0,49.649014177963686,27.013536995148655
289,46.736,4336,242,570,580,5803.0,49.65008589748012,27.01353699514865
290,43.326,4421,203,408,500,5803.0,49.65115761699654,27.01353699514865
291,13.449,4639,486,118,210,5803.0,49.6533010560294,27.013536995148648
292,38.064,4562,563,41,133,5803.0,49.65437277554583,27.013536995148648
293,44.305,4615,657,91,0,5803.0,49.65544449506228,27.01353699514865
294,30.34,4761,624,285,193,5803.0,49.6565162145787,27.013536995148648
295,45.294,4874,473,187,339,5803.0,49.65758793409513,27.01353699514865
296,40.979,4788,410,146,254,5803.0,49.65865965361156,27.01353699514865
297,40.937,4956,316,167,422,5803.0,49.659731373128,27.01353699514865
298,37.083,4906,407,14,284,5803.0,49.66080309264442,27.013536995148648
299,53.155,4966,489,74,349,5803.0,49.66187481216087,27.01353699514865
300,47.483,5000,647,9,271,5803.0,49.66294653167729,27.01353699514865
301,50.051,5000,745,104,259,5803.0,49.664018251193724,27.01353699514865
302,45.02,5000,819,17,352,5803.0,49.66508997071015,27.013536995148655
303,12.386,5000,939,137,457,5803.0,49.66616169022658,27.013536995148648
304,22.321,5000,841,1531,961,5803.0,49.61877438717001,27.01269181900092
305,38.832,5000,310,1011,438,5803.0,49.624132959735775,27.01269181900092
306,35.717,5000,373,938,365,5803.0,49.62520467424893,27.01269181900092
307,38.169,5000,516,796,223,5803.0,49.62627638876207,27.01269181900092
308,42.673,5000,739,573,0,5803.0,49.628419817788384,27.01269181900092
309,36.391,4947,867,1260,859,5803.0,49.629491532301536,27.012691819000917
310,31.339,4932,883,1244,874,5803.0,49.63056324681469,27.01269181900092
311,0.526,4912,1079,1224,920,5803.0,49.63163496132784,27.01269181900092
312,3.178,4802,1195,1114,810,5803.0,49.63270667584099,27.01269181900092
313,13.786,4546,1307,858,554,5803.0,49.633778390354145,27.012691819000917
314,24.899,4496,1358,808,504,5803.0,49.63485010486729,27.01269181900092
315,19.437,4382,1460,192,0,5803.0,49.63592181938044,27.01269181900092
316,5.325,4205,1502,369,171,5803.0,49.636993533893595,27.01269181900092
317,2.084,4083,1405,396,92,5803.0,49.63806524840675,27.01269181900092
318,0.0,4071,1392,385,81,5803.0,49.6391369629199,27.01269181900092
319,1.515,3920,1199,341,223,5803.0,49.64020867743305,27.01269181900092
320,14.291,3855,1176,186,297,5803.0,49.64128039194619,27.01269181900092
321,15.554,3699,1100,72,457,5803.0,49.64235210645935,27.01269181900092
322,27.488,3659,996,241,514,5803.0,49.64342382097251,27.01269181900092
323,30.498,3834,821,401,675,5803.0,49.64449553548567,27.01269181900092
324,25.72,3933,721,449,723,5803.0,49.64556724999881,27.01269181900092
325,40.832,4058,644,559,738,5803.0,49.64663896451197,27.01269181900092
326,37.98,4117,525,441,619,5803.0,49.64771067902511,27.01269181900092
327,8.85,4094,485,400,579,5803.0,49.64878239353827,27.012691819000917
328,18.89,4307,721,89,321,5803.0,49.65092582256457,27.01269181900092
329,36.486,4363,824,30,305,5803.0,49.65199753707772,27.01269181900092
330,38.885,4435,717,147,271,5803.0,49.65306925159087,27.012691819000917
331,33.139,4551,605,36,127,5803.0,49.65414096610404,27.012691819000917
332,37.885,4620,652,96,24,5803.0,49.65521268061718,27.012691819000924
333,44.547,4611,547,202,110,5803.0,49.65628439513034,27.01269181900092
334,36.528,4788,410,146,254,5803.0,49.65735610964347,27.01269181900092
335,36.464,4719,345,77,322,5803.0,49.658427824156625,27.01269181900092
336,41.958,4848,205,84,324,5803.0,49.6594995386698,27.012691819000917
337,20.595,4876,468,53,337,5803.0,49.66057125318294,27.01269181900092
338,38.78,4947,569,41,438,5803.0,49.66164296769609,27.01269181900092
339,51.713,5000,699,0,341,5803.0,49.66271468220925,27.01269181900092
340,57.407,5000,776,76,345,5803.0,49.663786396722394,27.01269181900092
341,65.131,5000,802,0,367,5803.0,49.664858111235546,27.01269181900092
342,23.731,5000,921,119,477,5803.0,49.6659298257487,27.012691819000917
343,36.97,5000,163,1159,586,5803.0,49.62390130066692,27.01184664526345
344,43.063,5000,490,1054,481,5803.0,49.62497301017702,27.011846645263454
345,42.937,5000,955,1387,956,5803.0,49.6292598482174,27.011846645263454
346,22.742,5000,955,1387,956,5803.0,49.630331557727494,27.01184664526345
347,11.439,4985,1152,1297,993,5803.0,49.63140326723758,27.01184664526345
348,18.827,4870,1264,1183,879,5803.0,49.63247497674768,27.011846645263454
349,5.167,4681,1350,993,689,5803.0,49.63354668625778,27.01184664526345
350,22.352,4610,1421,922,618,5803.0,49.63461839576787,27.01184664526345
351,34.591,4579,1452,891,587,5803.0,49.63569010527797,27.01184664526345
352,21.5,3699,1153,17,465,5803.0,49.64104865282845,27.011846645263454
353,22.773,3632,1197,19,532,5803.0,49.642120362338545,27.01184664526345
354,2.263,3592,1158,59,562,5803.0,49.643192071848645,27.011846645263454
355,7.893,3815,887,440,714,5803.0,49.644263781358724,27.01184664526345
356,12.565,3889,813,514,787,5803.0,49.645335490868824,27.01184664526345
357,11.934,4058,644,559,738,5803.0,49.64640720037892,27.01184664526345
358,43.821,3979,736,652,768,5803.0,49.64747890988901,27.01184664526345
359,36.664,3913,670,586,703,5803.0,49.64855061939911,27.01184664526345
360,29.403,4175,854,165,189,5803.0,49.650694038419296,27.01184664526345
361,44.999,4266,921,127,211,5803.0,49.65176574792937,27.01184664526345
362,61.595,4293,931,154,181,5803.0,49.65283745743948,27.01184664526345
363,48.44,4383,749,211,284,5803.0,49.65390916694959,27.011846645263454
364,43.326,4436,611,215,232,5803.0,49.654980876459675,27.01184664526345
365,40.232,4508,443,175,213,5803.0,49.65605258596976,27.01184664526345
366,44.926,4604,327,58,329,5803.0,49.65712429547986,27.011846645263454
367,43.715,4641,268,0,387,5803.0,49.65819600498995,27.011846645263454
368,51.503,4764,120,0,239,5803.0,49.659267714500054,27.01184664526345
369,32.392,4726,254,8,104,5803.0,49.66033942401014,27.01184664526345
370,53.944,4810,614,0,483,5803.0,49.66141113352024,27.011846645263454
371,43.231,4911,695,57,540,5803.0,49.66248284303033,27.011846645263454
372,46.23,4995,824,139,452,5803.0,49.663554552540425,27.01184664526345
373,48.356,5000,925,175,525,5803.0,49.66462626205052,27.01184664526345
374,45.999,5000,87,1235,662,5803.0,49.623669651878856,27.011001473936147
375,50.387,5000,235,1201,628,5803.0,49.62474135638611,27.011001473936147
376,34.939,5000,382,1167,594,5803.0,49.62581306089337,27.011001473936144
377,26.246,5000,841,1501,1053,5803.0,49.62902817441515,27.011001473936144
378,23.152,5000,841,1501,1053,5803.0,49.630099878922394,27.011001473936144
