,POP_2015,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,21.767,1135,621,607,6634.0,71.82540139935368,21.54231771211402
1,34.74,1135,621,607,6634.0,71.82514657569709,21.54148626660606
2,73.004,791,199,791,6634.0,71.81995367630354,21.538160502703874
3,76.465,699,287,0,6634.0,71.8230839726261,21.538160502703874
4,95.769,665,150,136,6634.0,71.82412740473362,21.53816050270387
5,58.565,665,150,136,6634.0,71.82517083684112,21.538160502703867
6,24.792,832,158,832,6634.0,71.8196989292809,21.537329066260327
7,29.75,791,199,791,6634.0,71.82074235768735,21.537329066260323
8,43.628,699,287,0,6634.0,71.82282921450023,21.537329066260323
9,9.012,665,150,136,6634.0,71.82387264290666,21.53732906626033
10,25.384,665,150,136,6634.0,71.8249160713131,21.537329066260323
11,0.0,990,0,990,6634.0,71.81840076991688,21.536497631629413
12,0.0,873,117,873,6634.0,71.81944419462242,21.536497631629413
13,107.12,534,452,164,6634.0,71.82257446873905,21.536497631629413
14,36.58,514,0,287,6634.0,71.82361789344456,21.536497631629416
15,48.804,514,0,287,6634.0,71.8246613181501,21.536497631629413
16,20.613,651,137,425,6634.0,71.82570474285565,21.53649763162941
17,91.652,990,0,990,6634.0,71.81814605132287,21.53566619881105
18,59.657,651,137,425,6634.0,71.8254499983566,21.53566619881105
19,106.184,1299,308,1299,6634.0,71.81580451048356,21.534834767805147
20,13.815,1299,308,1299,6634.0,71.81684792778782,21.534834767805144
21,117.598,1299,308,1299,6634.0,71.81659323762032,21.534003338611626
22,98.045,210,210,210,6634.0,71.82389713284779,21.534003338611626
23,64.677,1202,525,1477,6634.0,71.81738196971891,21.533171911230397
24,39.012,1202,525,1477,6634.0,71.81842537962265,21.533171911230394
25,70.291,195,195,195,6634.0,71.82364242914139,21.53317191123039
26,38.763,141,89,141,6634.0,71.8246858390451,21.533171911230394
27,8.42,1202,525,1477,6634.0,71.81712730057576,21.53234048566138
28,81.486,1202,525,1477,6634.0,71.8181707067795,21.53234048566138
29,65.953,78,78,78,6634.0,71.82338773779823,21.532340485661383
30,116.351,141,89,141,6634.0,71.82443114400196,21.532340485661383
31,32.401,103,0,103,6634.0,71.82547455020571,21.532340485661376
32,124.32,0,0,0,6634.0,71.82313305881796,21.531509061904494
33,105.249,0,0,0,6634.0,71.82417646132187,21.531509061904494
34,94.272,103,0,103,6634.0,71.8252198638258,21.53150906190449
35,127.234,102,94,172,6634.0,71.82392179100452,21.530677639959645
36,121.745,170,24,241,6634.0,71.82496518980882,21.530677639959645
37,88.222,296,31,333,6634.0,71.82600858861309,21.53067763995964
38,121.558,328,0,333,6634.0,71.82705198741739,21.53067763995965
39,80.769,102,94,172,6634.0,71.82366713304957,21.529846219826766
40,153.46,96,49,315,6634.0,71.82471052815437,21.529846219826766
41,110.581,190,118,412,6634.0,71.82575392325919,21.529846219826755
42,120.28,324,123,457,6634.0,71.82679731836402,21.529846219826755
43,106.777,329,129,462,6634.0,71.82784071346883,21.52984621982676
44,43.752,0,96,275,6634.0,71.82341248745658,21.52901480150575
45,145.041,21,74,296,6634.0,71.82445587886212,21.52901480150575
46,106.091,186,190,460,6634.0,71.82549927026766,21.529014801505745
47,117.754,328,205,538,6634.0,71.8265426616732,21.529014801505745
48,42.131,334,134,468,6634.0,71.82758605307875,21.529014801505745
49,102.286,450,450,725,6634.0,71.82211446651883,21.528183384996527
