,POP_2015,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,9.187,1046,2017,1065,1000,3879,3089.0,13.458435113562409,-5.818469777851977
1,6.039,1046,2017,1065,1000,3879,3089.0,13.458447083013425,-5.81928014779277
2,32.041,205,1544,61,226,3038,3089.0,13.459448045944004,-5.819280147792772
3,38.439,200,1553,120,247,2925,3089.0,13.460449008874571,-5.81928014779277
4,47.538,200,1553,120,247,2925,3089.0,13.461449971805145,-5.819280147792771
5,47.795,778,1616,613,744,2191,3089.0,13.466454786458007,-5.81928014779277
6,42.347,779,1495,734,779,2070,3089.0,13.467455749388579,-5.819280147792771
7,36.405,144,1460,21,142,2977,3089.0,13.459460017982043,-5.820090518180921
8,40.065,89,1441,129,135,2922,3089.0,13.460460981802965,-5.820090518180922
9,52.102,279,1454,0,246,2805,3089.0,13.461461945623878,-5.820090518180921
10,47.852,364,1272,200,331,2604,3089.0,13.462462909444799,-5.820090518180921
11,39.561,495,1403,331,462,2473,3089.0,13.46346387326572,-5.820090518180922
12,39.057,576,1484,412,543,2393,3089.0,13.464464837086636,-5.820090518180921
13,55.506,584,1492,420,551,2384,3089.0,13.465465800907554,-5.820090518180921
14,45.39,749,1466,763,749,2041,3089.0,13.466466764728477,-5.820090518180922
15,36.386,779,1495,763,779,2041,3089.0,13.46746772854939,-5.820090518180921
16,55.054,1155,3654,3184,2752,771,3089.0,13.480480258221336,-5.820090518180921
17,45.712,1155,3654,3184,2752,771,3089.0,13.481481222042252,-5.820090518180922
18,29.673,46,1317,152,0,2879,3089.0,13.459471991716905,-5.8209008890164915
19,25.549,24,1339,142,46,2832,3089.0,13.460472956428298,-5.8209008890164915
20,46.73,193,1268,38,160,2748,3089.0,13.461473921139687,-5.8209008890164915
21,44.344,355,1272,191,322,2614,3089.0,13.462474885851078,-5.8209008890164915
22,28.875,364,1272,200,331,2604,3089.0,13.46347585056247,-5.8209008890164915
23,71.563,1155,3654,3184,2752,771,3089.0,13.480492250656114,-5.8209008890164915
24,82.687,1155,3654,3184,2752,771,3089.0,13.481493215367504,-5.820900889016492
25,41.672,287,1258,306,241,3120,3089.0,13.457482035944622,-5.821711260299543
26,32.583,152,1393,191,105,2984,3089.0,13.45848300154661,-5.821711260299544
27,41.634,132,1322,139,85,2913,3089.0,13.4594839671486,-5.8217112602995424
28,34.104,93,1280,83,38,2760,3089.0,13.460484932750585,-5.821711260299543
29,46.502,155,1253,0,121,2734,3089.0,13.461485898352576,-5.821711260299543
30,44.743,329,1132,174,296,2613,3089.0,13.462486863954567,-5.821711260299543
31,51.503,661,1378,908,661,1896,3089.0,13.466490726362524,-5.8217112602995424
32,47.291,661,1378,908,661,1896,3089.0,13.467491691964511,-5.821711260299543
33,48.565,776,1499,1029,782,1775,3089.0,13.468492657566498,-5.821711260299543
34,86.541,930,3428,2958,2527,546,3089.0,13.481505210392362,-5.8217112602995424
35,64.477,930,3428,2958,2527,546,3089.0,13.48250617599435,-5.821711260299544
36,19.456,369,1340,388,323,3202,3089.0,13.457494011291708,-5.822521632030142
37,33.847,287,1258,306,241,3120,3089.0,13.458494977784422,-5.822521632030141
38,48.223,198,1165,0,152,2816,3089.0,13.459495944277135,-5.822521632030142
39,41.995,198,1165,0,152,2816,3089.0,13.460496910769852,-5.822521632030142
40,41.111,293,1058,126,232,2539,3089.0,13.461497877262559,-5.822521632030142
41,42.699,303,1076,142,250,2557,3089.0,13.462498843755276,-5.822521632030142
42,52.91,574,1291,821,574,1983,3089.0,13.466502709726132,-5.822521632030141
43,38.858,547,1263,793,547,1985,3089.0,13.467503676218845,-5.822521632030142
44,42.442,776,1499,1029,782,1775,3089.0,13.46850464271156,-5.822521632030142
45,36.091,572,1674,1204,772,1570,3089.0,13.469505609204274,-5.822521632030141
46,22.999,572,1674,1204,772,1570,3089.0,13.470506575696993,-5.822521632030142
47,56.171,612,2249,1779,1347,996,3089.0,13.474510441667846,-5.822521632030142
48,69.003,944,3443,2973,2541,560,3089.0,13.481517207116843,-5.822521632030142
49,77.739,930,3428,2958,2527,546,3089.0,13.482518173609556,-5.822521632030141
50,1.844,1305,2130,1325,1259,4138,3089.0,13.449498249266885,-5.823332004208349
51,2.356,1305,2130,1325,1259,4138,3089.0,13.45049921665045,-5.823332004208349
52,33.229,790,1761,809,743,3623,3089.0,13.453502118801145,-5.82333200420835
53,15.783,861,1832,880,815,3694,3089.0,13.454503086184706,-5.82333200420835
54,12.94,479,1450,498,432,3312,3089.0,13.45650502095184,-5.823332004208349
55,31.809,455,1426,474,409,3288,3089.0,13.4575059883354,-5.82333200420835
56,37.679,389,1155,204,343,3021,3089.0,13.458506955718965,-5.823332004208349
57,49.064,321,1085,122,275,2939,3089.0,13.459507923102532,-5.823332004208349
58,44.572,478,885,124,390,2536,3089.0,13.46150985786966,-5.823332004208349
59,36.509,420,931,0,359,2412,3089.0,13.462510825253228,-5.823332004208349
60,48.451,420,931,0,359,2412,3089.0,13.46351179263679,-5.82333200420835
61,55.363,473,1190,720,473,1941,3089.0,13.466514694787483,-5.82333200420835
