,POP_2015,active_living,community_space,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,0.366,3384,3762,2333,810,2418,6385.0,69.36404696505096,22.845805920391072
1,24.475,3910,4288,2859,0,2944,6385.0,69.37454164266636,22.84580592039107
2,0.977,3397,3775,2346,977,2431,6385.0,69.36378326709313,22.844971533202493
3,20.567,3397,3775,2346,977,2431,6385.0,69.36483273086496,22.844971533202493
4,43.527,3397,3775,2346,977,2431,6385.0,69.36351958157415,22.844137147960968
5,67.489,3397,3775,2346,977,2431,6385.0,69.36456904135646,22.844137147960964
6,7.792,3535,3913,2484,1302,2569,6385.0,69.36561850113877,22.844137147960968
7,81.95,3516,3894,2465,1283,2550,6385.0,69.36666796092105,22.844137147960964
8,80.704,3476,3853,2425,1243,2509,6385.0,69.36771742070337,22.844137147960968
9,87.079,3188,3566,2137,1161,2222,6385.0,69.36535482007962,22.8433027646664
10,97.778,3416,3794,2365,1183,2450,6385.0,69.36640427587258,22.8433027646664
11,71.178,3400,3777,2348,1167,2433,6385.0,69.36745373166558,22.8433027646664
12,71.837,3311,3688,2260,1078,2344,6385.0,69.36850318745853,22.8433027646664
13,4.934,4241,4619,3190,85,3275,6385.0,69.37584937800933,22.8433027646664
14,17.025,4299,4677,3248,119,3333,6385.0,69.37689883380229,22.8433027646664
15,25.721,3200,3578,2149,1180,2234,6385.0,69.36404169965513,22.842468383318703
16,37.25,3102,3480,2051,1083,2136,6385.0,69.36509115145896,22.84246838331871
17,46.605,3079,3456,2027,1059,2112,6385.0,69.36614060326278,22.842468383318707
18,71.056,3267,3645,2216,1034,2301,6385.0,69.36719005506662,22.842468383318703
19,75.452,3221,3598,2170,988,2254,6385.0,69.36823950687044,22.84246838331871
20,3.004,4345,4722,3294,17,3378,6385.0,69.37663512130102,22.842468383318707
21,17.22,4362,4740,3311,35,3396,6385.0,69.37768457310486,22.842468383318707
22,13.85,3182,3560,2131,1163,2216,6385.0,69.36272859964669,22.8416340039178
23,55.496,3164,3542,2113,1144,2198,6385.0,69.36377804746154,22.841634003917804
24,31.314,3063,3440,2011,1043,2096,6385.0,69.36482749527642,22.841634003917804
25,44.211,3012,3389,1961,992,2045,6385.0,69.36587694309128,22.8416340039178
26,91.915,3087,3464,2035,1007,2120,6385.0,69.36692639090614,22.8416340039178
27,56.986,3176,3554,2125,943,2209,6385.0,69.36797583872102,22.841634003917804
28,46.752,3150,3528,2099,742,2183,6385.0,69.36902528653587,22.841634003917804
29,14.411,3150,3528,2099,742,2183,6385.0,69.37007473435075,22.841634003917804
30,106.278,1217,1595,1478,617,1906,6385.0,69.34672330648797,22.8407996264636
31,77.113,1085,1463,1346,485,1774,6385.0,69.34777275031406,22.8407996264636
32,89.106,1085,1463,1346,485,1774,6385.0,69.34882219414018,22.840799626463596
33,42.428,3109,3487,2058,1089,2143,6385.0,69.36351440770551,22.8407996264636
34,56.229,3006,3383,1954,986,2039,6385.0,69.3645638515316,22.8407996264636
35,60.186,2958,3336,1907,938,1992,6385.0,69.36561329535769,22.840799626463603
36,63.777,3091,3468,2040,1047,2124,6385.0,69.3666627391838,22.8407996264636
37,45.091,3160,3538,2109,1051,2194,6385.0,69.3677121830099,22.8407996264636
38,0.293,3120,3498,2069,712,2154,6385.0,69.36876162683599,22.8407996264636
39,49.438,3150,3528,2099,742,2183,6385.0,69.36981107066208,22.8407996264636
40,94.407,907,1006,1451,590,1879,6385.0,69.34436086331137,22.839965250956006
41,71.568,907,1006,1451,590,1879,6385.0,69.3454103031489,22.839965250956002
42,59.16,1085,1463,1346,485,1774,6385.0,69.34750918282393,22.839965250956002
43,101.784,1085,1463,1346,485,1774,6385.0,69.34855862266144,22.839965250956006
44,43.039,2597,2974,1546,22,1630,6385.0,69.36010246087407,22.839965250956002
45,96.727,2691,3068,1639,116,1724,6385.0,69.36115190071159,22.839965250956006
46,93.699,2770,3148,1719,196,1804,6385.0,69.36220134054913,22.839965250956006
47,40.889,3128,3505,2077,1108,2161,6385.0,69.36639909989917,22.839965250956006
48,94.187,3196,3573,2145,1087,2229,6385.0,69.36744853973669,22.83996525095601
49,11.285,3091,3468,2040,683,2124,6385.0,69.3684979795742,22.839965250956006
50,9.062,907,1006,1451,590,1879,6385.0,69.34409732022036,22.839130877394936
51,34.539,907,1006,1451,590,1879,6385.0,69.34514675606948,22.839130877394933
52,51.759,2472,2850,1421,101,1506,6385.0,69.35983885795717,22.839130877394933
53,85.174,2566,2944,1515,195,1600,6385.0,69.3608882938063,22.839130877394933
54,64.876,1647,2024,784,257,1147,6385.0,69.35432810817153,22.838296505780306
55,5.423,1692,2070,829,302,1193,6385.0,69.35537754003245,22.838296505780306
56,14.68,2472,2850,1421,101,1506,6385.0,69.35957526747609,22.838296505780303
57,27.504,2560,2938,1509,189,1594,6385.0,69.360624699337,22.838296505780303
58,51.099,2712,3090,1661,556,1746,6385.0,69.36587185864158,22.838296505780306
59,93.381,2712,3090,1661,556,1746,6385.0,69.3669212905025,22.838296505780306
60,42.404,937,635,1983,1122,2411,6385.0,69.33832313197253,22.837462136112016
61,48.559,937,635,1983,1122,2411,6385.0,69.33937255984543,22.837462136112016
62,41.329,920,637,1569,708,1997,6385.0,69.34252084346411,22.837462136112016
63,47.045,864,581,1513,652,1941,6385.0,69.34357027133703,22.837462136112016
64,78.237,673,772,1322,461,1750,6385.0,69.34461969920991,22.837462136112013
