,POP_2015,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,199.255,1336,497,2091,1671,2338,3412.0,20.280981272183165,11.055888669971123
1,231.47,1371,459,2121,1701,2362,3412.0,20.281990652861136,11.055888669971122
2,141.713,1204,644,1966,1545,2212,3412.0,20.279937105061894,11.055074081342516
3,197.574,1226,615,1985,1565,2232,3412.0,20.28094648400847,11.055074081342516
4,189.927,1336,497,2091,1671,2338,3412.0,20.281955862955044,11.055074081342518
5,194.645,1297,313,2042,1622,2278,3412.0,20.282965241901614,11.055074081342518
6,227.999,1063,799,1833,1413,2141,3412.0,20.27889294413317,11.054259493579403
7,177.128,1204,644,1966,1545,2212,3412.0,20.279902321348477,11.054259493579405
8,195.188,1116,516,1875,1455,2122,3412.0,20.280911698563788,11.054259493579407
9,171.867,1221,389,1977,1557,2224,3412.0,20.28192107577909,11.054259493579403
10,222.63,1180,196,1925,1505,2161,3412.0,20.282930452994403,11.054259493579405
11,196.001,1158,0,1903,1482,2138,3412.0,20.283939830209707,11.054259493579403
12,165.359,1158,0,1903,1482,2138,3412.0,20.28494920742501,11.054259493579403
13,191.337,1329,698,1856,1511,2028,3412.0,20.28696796185563,11.054259493579405
14,166.986,1358,815,1849,1506,2021,3412.0,20.28797733907094,11.054259493579407
15,197.683,1003,898,1849,1440,2240,3412.0,20.278858164880713,11.05344490668172
16,182.822,959,695,1729,1309,2037,3412.0,20.279867540364897,11.053444906681719
17,202.13,1097,550,1859,1439,2105,3412.0,20.280876915849074,11.053444906681719
18,168.342,1020,369,1776,1356,2023,3412.0,20.28188629133325,11.05344490668172
19,182.877,1108,276,1864,1444,2110,3412.0,20.282895666817428,11.05344490668172
20,217.261,1071,87,1815,1395,2051,3412.0,20.28390504230161,11.053444906681719
21,104.259,1158,0,1903,1482,2138,3412.0,20.284914417785785,11.05344490668172
22,104.963,1290,659,1892,1472,2071,3412.0,20.285923793269966,11.053444906681719
23,145.618,1273,642,1838,1455,2013,3412.0,20.286933168754143,11.05344490668172
24,173.386,1315,772,1806,1462,1978,3412.0,20.28794254423832,11.053444906681719
25,222.793,933,915,1779,1370,2174,3412.0,20.278823388357917,11.052630320649392
26,200.123,959,695,1729,1309,2037,3412.0,20.279832762111106,11.05263032064939
27,181.033,989,443,1751,1330,1997,3412.0,20.280842135864287,11.052630320649392
28,196.327,989,443,1751,1330,1997,3412.0,20.281851509617475,11.052630320649392
29,218.996,939,218,1695,1275,1942,3412.0,20.28286088337066,11.052630320649392
30,176.965,988,170,1743,1323,1990,3412.0,20.28387025712384,11.05263032064939
31,85.635,1025,138,1765,1345,2001,3412.0,20.28487963087703,11.052630320649394
32,74.029,1111,480,1713,1293,1908,3412.0,20.285889004630214,11.052630320649392
33,187.975,1268,641,1759,1415,1931,3412.0,20.286898378383402,11.052630320649392
