,POP_2015,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,50.057,1075,3302,6883.0,75.7223876430748,27.178392529778485
1,34.273,1075,3302,6883.0,75.72346034248397,27.178392529778485
2,30.267,1075,3302,6883.0,75.72203139182183,27.177546881714385
3,47.879,1075,3302,6883.0,75.72310408618428,27.177546881714385
4,60.397,1273,3180,6883.0,75.71738439909007,27.17670123608011
5,43.849,951,3163,6883.0,75.7216751563538,27.176701236080106
6,45.964,916,3198,6883.0,75.7227478456697,27.17670123608011
7,44.062,638,3378,6883.0,75.72489322430158,27.17670123608011
8,43.198,638,3378,6883.0,75.72596591361751,27.176701236080113
9,7.598,1189,3096,6883.0,75.71595551532187,27.175855592875557
10,28.577,1231,3138,6883.0,75.71702819959151,27.17585559287556
11,46.415,890,2918,6883.0,75.72024625240043,27.175855592875557
12,31.569,890,2918,6883.0,75.72131893667009,27.175855592875564
13,69.81,808,3000,6883.0,75.72239162093976,27.175855592875557
14,66.117,638,3378,6883.0,75.72453698947905,27.17585559287556
15,57.53,624,3364,6883.0,75.72560967374869,27.175855592875557
16,21.58,950,2856,6883.0,75.71452665742865,27.175009952100634
17,12.906,1189,3096,6883.0,75.71559933665225,27.175009952100638
18,9.3,1189,3096,6883.0,75.71667201587583,27.175009952100634
19,79.023,890,2918,6883.0,75.71989005354659,27.175009952100638
20,30.868,890,2918,6883.0,75.72096273277019,27.17500995210063
21,55.29,808,3000,6883.0,75.72203541199377,27.175009952100638
22,54.276,514,3165,6883.0,75.72418077044095,27.175009952100634
23,38.929,514,3165,6883.0,75.72525344966454,27.175009952100638
24,48.993,0,3530,6883.0,75.73061684578249,27.175009952100638
25,15.86,950,2856,6883.0,75.71309782540919,27.174164313755234
26,16.022,943,2850,6883.0,75.71417049958696,27.17416431375523
27,20.066,862,2769,6883.0,75.71524317376469,27.17416431375523
28,19.052,780,2687,6883.0,75.71631584794245,27.174164313755227
29,80.262,899,2806,6883.0,75.72060654465346,27.174164313755234
30,75.455,836,2864,6883.0,75.72167921883121,27.174164313755234
31,82.027,764,3128,6883.0,75.72275189300896,27.17416431375523
32,66.981,687,3099,6883.0,75.72382456718671,27.174164313755234
33,43.21,494,3186,6883.0,75.72489724136446,27.174164313755234
34,18.513,66,3404,6883.0,75.7291879380755,27.174164313755238
35,38.379,0,3530,6883.0,75.73026061225325,27.17416431375523
36,8.011,814,2721,6883.0,75.71381435752652,27.173318677839244
37,15.109,773,2680,6883.0,75.71488702665866,27.173318677839244
38,28.152,780,2687,6883.0,75.71595969579081,27.173318677839248
39,88.211,742,2649,6883.0,75.72025037231936,27.173318677839244
40,76.081,836,2864,6883.0,75.72132304145151,27.173318677839248
41,87.435,783,2996,6883.0,75.72239571058364,27.173318677839244
42,65.98,687,3054,6883.0,75.7234683797158,27.173318677839244
43,37.753,654,3025,6883.0,75.72454104884791,27.173318677839248
44,75.005,228,3167,6883.0,75.72668638711221,27.173318677839244
45,33.084,66,3404,6883.0,75.7288317253765,27.173318677839244
46,43.311,46,3384,6883.0,75.72990439450862,27.173318677839248
47,4.156,1045,2385,6883.0,75.71024023898656,27.17247304435258
48,1.364,773,2680,6883.0,75.71345823124683,27.172473044352582
49,8.737,704,2611,6883.0,75.71453089533358,27.172473044352586
50,39.493,616,2523,6883.0,75.71560355942032,27.172473044352582
51,22.256,559,2466,6883.0,75.71774888759383,27.172473044352586
52,64.941,559,2466,6883.0,75.71882155168058,27.172473044352582
53,84.981,633,2540,6883.0,75.71989421576733,27.172473044352582
54,80.688,818,2733,6883.0,75.72096687985406,27.172473044352586
55,73.903,722,2802,6883.0,75.72203954394084,27.172473044352586
56,52.123,408,2956,6883.0,75.72418487211434,27.172473044352586
57,50.082,328,3036,6883.0,75.72525753620107,27.172473044352582
58,48.643,216,3148,6883.0,75.72633020028782,27.172473044352582
59,55.916,19,3291,6883.0,75.72847552846133,27.172473044352586
60,50.445,50,3340,6883.0,75.72954819254808,27.172473044352582
61,53.224,503,2409,6883.0,75.71524743883042,27.171627413295134
62,51.322,477,2384,6883.0,75.716320097872,27.171627413295134
63,50.37,436,2343,6883.0,75.71739275691358,27.171627413295138
64,70.298,406,2313,6883.0,75.71846541595517,27.171627413295134
65,80.074,539,2446,6883.0,75.71953807499675,27.171627413295134
66,83.642,632,2539,6883.0,75.72061073403833,27.171627413295138
67,82.227,694,2670,6883.0,75.72168339307993,27.17162741329514
68,79.837,567,2797,6883.0,75.72275605212151,27.17162741329514
69,91.29,420,2944,6883.0,75.72382871116311,27.17162741329514
70,81.902,394,3013,6883.0,75.72490137020468,27.171627413295138
71,72.914,398,2983,6883.0,75.72597402924626,27.171627413295134
72,49.056,0,3022,6883.0,75.72704668828786,27.171627413295134
73,37.665,1150,2166,6883.0,75.7095280640373,27.170781784666815
74,31.97,939,2337,6883.0,75.7116733720306,27.17078178466682
75,36.952,957,2386,6883.0,75.71274602602723,27.170781784666815
76,50.445,493,2400,6883.0,75.71489133402054,27.170781784666815
77,28.239,388,2295,6883.0,75.71596398801717,27.170781784666815
78,71.575,301,2208,6883.0,75.71703664201382,27.17078178466682
79,68.971,325,2283,6883.0,75.71810929601045,27.170781784666815
80,87.935,221,2310,6883.0,75.71918195000711,27.170781784666822
81,80.375,158,2247,6883.0,75.72025460400374,27.170781784666815
82,81.339,317,2407,6883.0,75.7213272580004,27.170781784666822
83,87.848,330,2419,6883.0,75.72239991199703,27.17078178466682
84,83.204,446,2536,6883.0,75.72347256599367,27.17078178466682
85,83.041,417,3003,6883.0,75.7245452199903,27.170781784666815
86,68.671,376,2962,6883.0,75.72561787398696,27.170781784666826
87,58.294,59,2963,6883.0,75.72669052798359,27.170781784666815
88,30.205,623,3799,6883.0,75.73205379796683,27.170781784666826
89,10.903,600,3776,6883.0,75.73312645196346,27.170781784666815
90,13.206,1100,2116,6883.0,75.70917200023045,27.169936158467507
91,64.19,767,2183,6883.0,75.7113172981343,27.16993615846751
92,45.889,761,2189,6883.0,75.71238994708624,27.16993615846751
93,74.754,535,2161,6883.0,75.71346259603816,27.169936158467507
94,44.687,428,2141,6883.0,75.71453524499007,27.169936158467515
95,15.221,428,2141,6883.0,75.715607893942,27.169936158467507
96,50.859,306,2054,6883.0,75.71668054289394,27.169936158467507
97,73.665,160,2145,6883.0,75.71775319184584,27.169936158467507
