,POP_2015,active_living,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,29.437,3935,2961,0,2267,6580.0,74.74805282337522,30.69543725793901
1,12.556,3935,2961,0,2267,6580.0,74.74914839411755,30.69543725793901
2,56.362,3935,2961,0,2267,6580.0,74.74764022258401,30.694580669817938
3,80.76,3935,2961,0,2267,6580.0,74.74873578727895,30.694580669817938
4,16.664,3656,2682,692,1988,6580.0,74.75448394293213,30.692867502197476
5,55.863,3575,2601,612,1908,6580.0,74.75297580698326,30.692010922697875
6,56.345,3616,2641,652,1948,6580.0,74.75407135353748,30.69201092269787
7,44.72,3548,1913,1367,1219,6580.0,74.75845353975433,30.692010922697875
8,74.024,3490,1854,1308,1161,6580.0,74.75954908630854,30.69201092269787
9,23.699,3442,2468,479,1775,6580.0,74.75037216052736,30.691154346071862
10,53.053,3354,2380,390,1686,6580.0,74.7514677010352,30.69115434607186
11,74.772,3429,2455,466,1762,6580.0,74.75256324154304,30.691154346071862
12,72.095,3509,2535,546,1842,6580.0,74.75365878205086,30.69115434607186
13,43.606,3595,2620,631,1927,6580.0,74.75475432255871,30.691154346071862
14,80.327,3548,1913,1367,1219,6580.0,74.75804094408224,30.691154346071862
15,88.56,3490,1854,1308,1161,6580.0,74.75913648459007,30.691154346071862
16,67.821,3546,1910,1364,1217,6580.0,74.76461418712925,30.691154346071865
17,79.496,3631,1995,1449,1302,6580.0,74.7657097276371,30.691154346071862
18,30.401,3412,2437,448,1744,6580.0,74.7499596250864,30.690297772319322
19,33.844,3354,2380,390,1686,6580.0,74.75105515954812,30.69029777231932
20,52.986,3309,2334,345,1641,6580.0,74.75215069400984,30.69029777231932
21,93.765,3391,2417,427,1723,6580.0,74.75324622847154,30.69029777231932
22,74.673,3504,2530,540,1836,6580.0,74.75434176293328,30.690297772319322
23,55.547,3533,2558,569,1865,6580.0,74.755437297395,30.69029777231932
24,61.601,3533,1898,1351,1204,6580.0,74.75762836631847,30.690297772319322
25,76.918,3474,1839,1293,1145,6580.0,74.75872390078017,30.69029777231932
26,74.107,3389,1754,1208,1061,6580.0,74.75981943524188,30.69029777231932
27,51.09,3285,1650,1104,956,6580.0,74.7609149697036,30.690297772319322
28,9.979,4031,1857,1203,2994,6580.0,74.73640076656072,30.689441201440147
29,45.768,3303,2328,339,1635,6580.0,74.75064263596704,30.689441201440147
30,38.035,3251,2276,287,1583,6580.0,74.75173816438293,30.689441201440147
31,75.255,3333,2358,369,1665,6580.0,74.75283369279879,30.689441201440147
32,73.326,3421,2446,457,1753,6580.0,74.75392922121465,30.689441201440147
33,60.803,3477,2502,513,1809,6580.0,74.75502474963055,30.689441201440154
34,54.167,3384,1749,1203,1056,6580.0,74.75831133487816,30.68944120144015
35,65.991,3326,1690,1144,997,6580.0,74.75940686329403,30.68944120144015
36,68.237,3231,1595,1049,902,6580.0,74.7605023917099,30.68944120144015
37,5.222,4023,1850,1196,2987,6580.0,74.73598833947763,30.688584633434218
38,22.551,3462,2202,246,1930,6580.0,74.74913460792104,30.688584633434232
39,71.879,3322,2348,244,1654,6580.0,74.7502301302913,30.688584633434218
40,67.538,3242,2268,185,1574,6580.0,74.75132565266158,30.688584633434225
41,38.135,3067,2092,103,1399,6580.0,74.75242117503186,30.68858463343422
42,40.014,3125,2151,161,1457,6580.0,74.75351669740215,30.688584633434225
43,7.118,3477,2502,513,1809,6580.0,74.75461221977243,30.68858463343422
44,19.99,3136,1500,954,807,6580.0,74.76118535399414,30.688584633434218
