,POP_2015,active_living,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,4.001,3686,3715,1540,2267,6588.0,71.64236864222035,22.745693335195035
1,1.431,3759,3788,1613,2340,6588.0,71.64341763255868,22.745693335195032
2,67.797,3759,3788,1613,2340,6588.0,71.64446662289703,22.745693335195035
3,0.293,488,678,920,1454,6588.0,71.62216695746585,22.74485918102973
4,16.234,488,678,920,1454,6588.0,71.62321594383701,22.744859181029735
5,39.169,3686,3715,1540,2267,6588.0,71.64209769851804,22.744859181029728
6,63.34,3684,3712,1537,2264,6588.0,71.64314668488923,22.744859181029728
7,69.912,3759,3788,1613,2340,6588.0,71.64419567126039,22.744859181029728
8,107.649,3646,3675,1500,2227,6588.0,71.64524465763155,22.74485918102973
9,3.481,709,900,810,1822,6588.0,71.61979813713418,22.744025028801012
10,9.955,539,730,865,1652,6588.0,71.62084711953838,22.744025028801016
11,48.278,539,730,865,1652,6588.0,71.62189610194255,22.744025028801012
12,3.221,460,650,892,1454,6588.0,71.62294508434674,22.744025028801012
13,12.59,1570,1646,1264,465,6588.0,71.62399406675092,22.744025028801016
14,38.681,1570,1646,1264,465,6588.0,71.62504304915512,22.744025028801012
15,34.094,1317,1393,1011,212,6588.0,71.6271410139635,22.744025028801016
16,75.345,1215,1291,909,110,6588.0,71.6281899963677,22.744025028801016
17,86.308,1142,1218,836,32,6588.0,71.62923897877188,22.744025028801016
18,83.445,1196,1271,889,161,6588.0,71.63028796117605,22.744025028801016
19,78.761,1545,1621,871,822,6588.0,71.63133694358025,22.744025028801016
20,54.199,1545,1621,871,822,6588.0,71.63238592598442,22.744025028801012
21,66.301,1463,1538,788,739,6588.0,71.63343490838862,22.744025028801016
22,10.118,1633,1709,959,910,6588.0,71.6344838907928,22.744025028801012
23,78.793,1685,1761,985,961,6588.0,71.63553287319701,22.744025028801012
24,52.019,1818,1894,1066,986,6588.0,71.63658185560118,22.744025028801016
25,21.536,1818,1894,1066,986,6588.0,71.63763083800536,22.744025028801012
26,72.222,2241,2294,1229,1013,6588.0,71.63867982040955,22.744025028801016
27,12.525,2188,2242,1176,960,6588.0,71.63972880281374,22.744025028801012
28,22.968,3550,3578,1403,2130,6588.0,71.64182676762212,22.744025028801016
29,109.536,3620,3649,1474,2201,6588.0,71.6428757500263,22.744025028801016
30,19.194,3620,3649,1474,2201,6588.0,71.6439247324305,22.744025028801016
31,47.269,3585,3614,1439,2166,6588.0,71.64497371483469,22.744025028801016
32,98.085,708,899,803,1821,6588.0,71.6195273023469,22.743190878508805
33,118.808,636,827,737,1749,6588.0,71.62057628078428,22.743190878508813
34,182.864,510,700,845,1622,6588.0,71.62162525922167,22.743190878508813
35,34.614,376,566,808,1488,6588.0,71.62267423765908,22.74319087850881
36,15.453,419,583,825,1116,6588.0,71.62372321609648,22.743190878508813
37,24.269,439,603,845,1094,6588.0,71.62477219453388,22.743190878508805
38,16.299,519,680,822,937,6588.0,71.62582117297127,22.743190878508813
39,41.446,571,723,823,854,6588.0,71.62687015140867,22.743190878508813
40,112.367,672,824,906,682,6588.0,71.62791912984606,22.74319087850881
41,88.293,861,937,758,318,6588.0,71.62896810828346,22.743190878508813
42,107.197,991,1067,678,173,6588.0,71.63001708672085,22.743190878508805
43,129.804,1501,1577,827,777,6588.0,71.63106606515822,22.743190878508813
44,116.498,1409,1485,735,685,6588.0,71.63211504359563,22.743190878508813
45,138.75,1442,1518,768,719,6588.0,71.63316402203301,22.74319087850881
46,79.769,1458,1533,783,734,6588.0,71.63421300047041,22.743190878508813
47,159.799,1564,1639,851,840,6588.0,71.6352619789078,22.743190878508813
48,147.502,1709,1785,959,955,6588.0,71.6363109573452,22.74319087850881
49,82.535,1828,1904,1034,917,6588.0,71.6373599357826,22.743190878508813
50,98.963,1936,2011,1103,951,6588.0,71.63840891422,22.74319087850881
51,87.284,2154,2208,1142,926,6588.0,71.63945789265739,22.743190878508813
52,13.859,3477,3505,1330,2057,6588.0,71.64155584953217,22.743190878508813
53,41.869,3477,3505,1330,2057,6588.0,71.64260482796958,22.743190878508813
54,11.159,3440,3468,1293,2020,6588.0,71.64365380640696,22.74319087850881
55,32.597,3552,3581,1406,2133,6588.0,71.64470278484437,22.743190878508805
56,20.951,808,998,739,1920,6588.0,71.6182075058905,22.742356730153016
57,122.81,707,897,714,1819,6588.0,71.61925648036129,22.742356730153016
58,94.539,645,836,675,1758,6588.0,71.62030545483208,22.74235673015302
59,100.2,480,671,807,1593,6588.0,71.62135442930285,22.742356730153016
60,78.663,253,318,685,1410,6588.0,71.62240340377365,22.742356730153016
61,27.034,266,457,698,1132,6588.0,71.62345237824444,22.74235673015302
62,83.966,376,538,779,992,6588.0,71.62450135271523,22.74235673015302
63,160.092,467,619,774,900,6588.0,71.62555032718602,22.742356730153016
64,131.333,548,692,790,815,6588.0,71.62659930165678,22.742356730153016
65,185.174,671,786,886,720,6588.0,71.62764827612757,22.742356730153016
66,166.175,810,886,746,354,6588.0,71.62869725059836,22.742356730153016
67,43.658,922,998,634,318,6588.0,71.62974622506917,22.742356730153016
68,117.572,1162,1238,578,438,6588.0,71.63079519953997,22.74235673015302
69,158.335,1198,1274,595,474,6588.0,71.63184417401074,22.74235673015302
70,126.648,1302,1378,628,578,6588.0,71.63289314848153,22.74235673015302
71,158.042,1437,1513,736,714,6588.0,71.6339421229523,22.74235673015302
72,91.383,1561,1637,810,837,6588.0,71.63499109742311,22.742356730153016
73,123.07,1739,1814,853,839,6588.0,71.63604007189389,22.742356730153016
74,111.781,1788,1864,887,859,6588.0,71.63708904636468,22.742356730153016
75,141.776,2014,2085,1039,838,6588.0,71.63813802083548,22.74235673015302
76,56.801,2074,2128,1062,852,6588.0,71.63918699530626,22.742356730153016
77,2.18,3128,3157,982,1709,6588.0,71.64128494424784,22.74235673015302
78,8.035,3296,3325,1149,1877,6588.0,71.64233391871863,22.74235673015302
79,28.661,3343,3371,1196,1923,6588.0,71.64338289318943,22.74235673015302
80,78.273,3445,3473,1298,2025,6588.0,71.6444318676602,22.742356730153016
81,9.987,808,998,739,1920,6588.0,71.61793670067254,22.74152258373356
82,161.003,824,1015,689,1937,6588.0,71.61898567117693,22.741522583733563
83,113.538,798,988,588,1910,6588.0,71.62003464168127,22.74152258373356
84,96.044,176,464,860,1585,6588.0,71.62108361218566,22.741522583733563
85,68.933,263,318,696,1421,6588.0,71.62213258269003,22.74152258373356
86,27.945,216,406,648,1168,6588.0,71.6231815531944,22.74152258373356
87,165.102,226,417,659,1148,6588.0,71.62423052369876,22.741522583733563
88,106.413,379,531,768,948,6588.0,71.62527949420314,22.741522583733563
89,122.419,414,549,647,788,6588.0,71.62632846470753,22.74152258373356
90,143.077,499,634,731,747,6588.0,71.62737743521187,22.741522583733563
