,POP_2015,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,2.662,2708,2128,2601,2353,2735,5525.0,46.15844530738209,31.42802480777457
1,19.245,2708,2128,2601,2353,2735,5525.0,46.15954613959986,31.42802480777457
2,57.692,2087,1269,1743,1494,1877,5525.0,46.16394946847096,31.428024807774573
3,68.253,1657,341,1059,1186,1990,5525.0,46.169453629559825,31.428024807774573
4,163.956,1551,236,954,1081,1950,5525.0,46.17055446177761,31.428024807774573
5,150.907,1551,236,954,1081,1950,5525.0,46.17165529399538,31.428024807774573
6,50.361,2591,2011,2485,2236,2619,5525.0,46.158182167504094,31.427165722928862
7,129.262,2708,2128,2601,2353,2735,5525.0,46.15928299344626,31.42716572292886
8,104.343,2087,1269,1743,1494,1877,5525.0,46.16368629721488,31.427165722928866
9,0.611,1651,338,1053,1180,1816,5525.0,46.16808960098349,31.427165722928862
10,92.648,1657,341,1059,1186,1990,5525.0,46.16919042692565,31.427165722928866
11,173.687,1551,236,954,1081,1950,5525.0,46.17029125286781,31.427165722928866
12,166.05,1551,236,954,1081,1950,5525.0,46.17139207880995,31.427165722928862
13,34.956,1315,0,718,845,1714,5525.0,46.17249290475211,31.427165722928862
14,73.097,2622,2042,2516,2267,2650,5525.0,46.16012067836548,31.42630664105672
15,29.806,2679,2099,2572,2324,2706,5525.0,46.16122149803229,31.426306641056726
16,105.478,1933,683,1592,1359,1723,5525.0,46.1634231373659,31.426306641056723
17,45.866,1933,683,1592,1359,1723,5525.0,46.164523957032706,31.42630664105673
18,11.739,1651,338,1053,1180,1816,5525.0,46.16782641603312,31.42630664105672
19,89.942,1608,338,1010,1137,1816,5525.0,46.16892723569993,31.426306641056723
20,143.227,1499,236,901,1028,1867,5525.0,46.17002805536674,31.426306641056726
21,148.071,1440,124,842,969,1839,5525.0,46.17112887503354,31.426306641056723
22,65.024,1288,27,690,817,1687,5525.0,46.17222969470035,31.426306641056726
23,6.066,1980,1162,1636,1387,1769,5525.0,46.16095836214009,31.42544756215804
24,152.216,1944,1126,1600,1351,1733,5525.0,46.162059175531816,31.425447562158038
25,62.274,1887,1069,1542,1294,1676,5525.0,46.163159988923546,31.425447562158038
26,62.623,1848,1030,1504,1255,1638,5525.0,46.164260802315276,31.42544756215804
27,6.939,1716,357,1341,1251,1586,5525.0,46.16536161570701,31.42544756215804
28,7.157,1634,238,1218,1164,1548,5525.0,46.166462429098736,31.42544756215804
29,8.641,1608,398,1010,1137,1756,5525.0,46.168664055882196,31.42544756215803
30,71.701,1391,482,793,920,1789,5525.0,46.16976486927392,31.42544756215803
31,81.127,1284,375,686,813,1683,5525.0,46.17086568266566,31.425447562158034
32,11.303,1260,55,663,789,1659,5525.0,46.171966496057394,31.42544756215804
33,102.729,1854,1036,1510,1261,1644,5525.0,46.161796044770405,31.42458848623269
34,23.391,1836,1019,1492,1243,1626,5525.0,46.16289685188733,31.42458848623269
35,54.332,1730,480,1389,1156,1520,5525.0,46.16399765900426,31.42458848623269
36,97.492,1716,357,1341,1251,1586,5525.0,46.16509846612119,31.42458848623269
37,128.913,1656,297,1282,1222,1526,5525.0,46.1661992732381,31.42458848623269
38,107.049,1515,120,1144,1045,1429,5525.0,46.167300080355034,31.42458848623269
39,77.156,1466,558,868,995,1865,5525.0,46.16840088747197,31.42458848623269
40,107.529,1348,440,751,877,1747,5525.0,46.16950169458889,31.42458848623269
41,57.081,1190,282,593,720,1589,5525.0,46.17060250170581,31.42458848623269
42,1.527,1043,131,442,572,1458,5525.0,46.17170330882274,31.42458848623269
43,99.325,1043,131,442,572,1458,5525.0,46.17280411593967,31.42458848623269
44,122.803,1174,0,573,703,1589,5525.0,46.17390492305658,31.424588486232683
45,152.827,1372,163,771,901,1787,5525.0,46.175005730173524,31.42458848623269
46,26.184,1372,163,771,901,1787,5525.0,46.176106537290444,31.42458848623269
47,5.411,2045,1227,1701,1452,1835,5525.0,46.15823052288718,31.423729413280558
48,2.487,1836,1019,1492,1243,1626,5525.0,46.16153292541438,31.42372941328056
49,45.647,1739,921,1395,1146,1529,5525.0,46.162633726256765,31.42372941328056
50,60.616,1675,462,1334,1087,1465,5525.0,46.16373452709916,31.42372941328056
51,160.639,1568,273,1201,1159,1389,5525.0,46.164835327941546,31.42372941328056
52,147.809,1521,200,1154,1114,1396,5525.0,46.16593612878395,31.423729413280558
53,94.306,1515,120,1144,1045,1429,5525.0,46.16703692962634,31.423729413280558
54,81.694,1498,589,900,1027,1897,5525.0,46.168137730468736,31.423729413280558
55,73.926,1346,438,749,876,1745,5525.0,46.16923853131114,31.42372941328056
56,66.333,1215,306,617,744,1614,5525.0,46.17033933215353,31.42372941328056
57,19.027,1052,144,455,582,1451,5525.0,46.171440132995926,31.423729413280558
58,49.182,1009,175,412,539,1424,5525.0,46.17254093383832,31.423729413280558
59,42.549,1209,0,607,738,1623,5525.0,46.17364173468071,31.423729413280558
60,81.476,1227,18,626,757,1642,5525.0,46.174742535523094,31.423729413280558
61,43.771,1372,163,771,901,1787,5525.0,46.17584333636551,31.423729413280558
62,0.0,1944,1364,1838,1589,1972,5525.0,46.1568666391907,31.422870343301526
63,43.509,2045,1227,1701,1452,1835,5525.0,46.157967433758834,31.422870343301526
64,116.955,1955,1137,1611,1362,1744,5525.0,46.15906822832698,31.42287034330153
65,11.696,1797,979,1453,1204,1587,5525.0,46.160169022895104,31.422870343301526
66,14.532,1797,979,1453,1204,1587,5525.0,46.16126981746324,31.422870343301526
67,134.368,1739,921,1395,1146,1529,5525.0,46.16237061203138,31.422870343301526
68,68.733,1569,386,1228,994,1358,5525.0,46.16347140659952,31.422870343301526
69,169.149,1517,303,1163,956,1318,5525.0,46.16457220116766,31.422870343301526
70,158.937,1428,163,1061,1060,1267,5525.0,46.16567299573579,31.422870343301526
71,203.886,1375,110,1008,1000,1274,5525.0,46.166773790303914,31.422870343301526
72,85.404,1395,52,971,925,1309,5525.0,46.16787458487205,31.422870343301526
73,67.773,1443,534,845,972,1842,5525.0,46.16897537944019,31.422870343301526
74,53.764,1160,211,661,690,1557,5525.0,46.17007617400833,31.422870343301522
75,48.266,1240,332,642,769,1639,5525.0,46.17117696857646,31.422870343301526
76,21.733,892,396,317,421,1307,5525.0,46.17227776314459,31.422870343301526
77,22.911,962,325,247,492,1377,5525.0,46.17337855771274,31.422870343301526
78,0.0,1200,285,354,729,1615,5525.0,46.17778173598526,31.422870343301522
79,48.746,1263,331,417,792,1678,5525.0,46.178882530553416,31.422870343301526
80,135.808,1416,372,616,991,1877,5525.0,46.17998332512154,31.42287034330153
81,175.477,1512,468,704,1099,1978,5525.0,46.181084119689686,31.42287034330153
82,137.03,1570,526,777,1190,2062,5525.0,46.18218491425781,31.422870343301522
83,61.402,1595,672,711,1210,1997,5525.0,46.18328570882594,31.422870343301522
84,0.0,1985,1324,1797,1548,1931,5525.0,46.15660356773995,31.422011276295468
85,36.832,2052,1256,1730,1481,1864,5525.0,46.157704356034095,31.422011276295464
86,146.194,1947,1129,1602,1354,1736,5525.0,46.15880514432824,31.42201127629547
87,94.481,1797,979,1453,1204,1587,5525.0,46.1599059326224,31.42201127629547
88,22.038,1717,899,1373,1124,1507,5525.0,46.16100672091654,31.422011276295468
89,111.064,1589,771,1245,996,1379,5525.0,46.162107509210685,31.422011276295464
90,180.626,1488,670,1144,895,1277,5525.0,46.16320829750483,31.42201127629547
91,80.385,1442,379,1088,887,1242,5525.0,46.16430908579898,31.42201127629547
92,160.595,1403,378,1036,968,1214,5525.0,46.16540987409313,31.42201127629547
93,159.548,1260,167,893,902,1159,5525.0,46.16651066238727,31.422011276295464
94,103.034,1235,162,866,765,1146,5525.0,46.16761145068141,31.42201127629547
95,118.744,1104,197,786,634,1211,5525.0,46.16871223897557,31.42201127629547
96,164.654,981,192,781,512,1215,5525.0,46.16981302726971,31.42201127629547
97,174.08,889,99,688,419,1283,5525.0,46.17091381556386,31.422011276295464
98,33.254,778,374,390,307,1182,5525.0,46.17201460385801,31.422011276295468
99,172.814,843,467,280,372,1258,5525.0,46.17311539215216,31.422011276295464
100,28.802,924,466,106,453,1338,5525.0,46.17421618044631,31.422011276295468
101,34.563,907,518,55,437,1322,5525.0,46.175316968740454,31.422011276295468
102,59.874,996,489,150,525,1411,5525.0,46.176417757034606,31.42201127629547
103,87.586,1154,331,308,683,1569,5525.0,46.177518545328745,31.42201127629547
104,150.296,1200,285,354,729,1615,5525.0,46.1786193336229,31.42201127629547
105,189.267,1285,241,562,883,1768,5525.0,46.17972012191704,31.422011276295468
106,151.344,1442,398,650,1081,1935,5525.0,46.18082091021118,31.422011276295468
107,165.57,1472,432,633,1108,1919,5525.0,46.181921698505334,31.42201127629547
108,151.562,1487,564,603,1102,1889,5525.0,46.18302248679948,31.42201127629547
109,60.747,1506,933,552,1071,1902,5525.0,46.18522406338778,31.42201127629547
110,3.84,1506,933,552,1071,1902,5525.0,46.186324851681924,31.42201127629547
111,0.393,1804,1622,1804,1731,2273,5525.0,46.15634050769204,31.421152212262268
112,30.897,1901,1084,1557,1308,1691,5525.0,46.1585420717329,31.421152212262264
113,3.622,1901,1084,1557,1308,1691,5525.0,46.15964285375333,31.421152212262268
114,10.605,1717,899,1373,1124,1507,5525.0,46.16074363577375,31.421152212262268
115,51.19,1589,771,1245,996,1379,5525.0,46.1618444177942,31.42115221226227
116,50.797,1524,706,1180,931,1314,5525.0,46.16294519981462,31.421152212262264
117,76.937,1331,515,990,757,1121,5525.0,46.16404598183506,31.42115221226227
118,154.267,1299,367,932,874,1110,5525.0,46.16514676385549,31.421152212262264
119,104.081,1234,302,867,889,1045,5525.0,46.16624754587592,31.42115221226227
120,185.165,1177,234,810,777,1077,5525.0,46.16734832789635,31.42115221226227
121,178.837,1081,279,855,612,1124,5525.0,46.16844910991679,31.42115221226227
122,148.856,953,276,804,483,1133,5525.0,46.169549891937216,31.421152212262268
123,162.385,814,173,631,344,1209,5525.0,46.17065067395764,31.42115221226227
124,114.468,705,311,493,235,1105,5525.0,46.171751455978075,31.42115221226227
125,172.291,779,530,250,308,1194,5525.0,46.172852237998505,31.421152212262268
126,184.423,795,549,74,324,1210,5525.0,46.173953020018935,31.421152212262268
127,44.164,877,455,20,407,1292,5525.0,46.17505380203937,31.421152212262268
128,148.987,996,489,150,525,1411,5525.0,46.176154584059816,31.421152212262268
129,158.195,1159,436,313,688,1574,5525.0,46.17725536608023,31.421152212262268
130,152.304,1090,461,392,659,1528,5525.0,46.17835614810066,31.421152212262268
131,38.098,1163,119,520,821,1685,5525.0,46.179456930121084,31.421152212262268
132,99.412,1334,302,503,953,1788,5525.0,46.180557712141535,31.421152212262268
133,185.383,1406,483,522,1021,1808,5525.0,46.181658494161965,31.421152212262268
134,165.09,1434,512,550,1049,1836,5525.0,46.182759276182395,31.421152212262268
135,152.74,1317,744,363,882,1712,5525.0,46.18386005820282,31.421152212262268
136,92.866,1506,933,552,1071,1902,5525.0,46.184960840223255,31.421152212262268
137,18.023,1506,933,552,1071,1902,5525.0,46.18606162224368,31.421152212262264
138,90.16,1300,462,1026,591,1178,5525.0,46.162682113528426,31.420293151201815
139,56.427,1310,505,970,736,1100,5525.0,46.1637828892754,31.420293151201818
140,23.304,1239,408,882,633,1034,5525.0,46.164883665022394,31.420293151201818
141,37.007,1017,508,676,669,807,5525.0,46.16598444076938,31.420293151201818
142,169.629,1043,391,676,699,915,5525.0,46.16708521651637,31.420293151201815
143,204.628,1086,320,719,648,989,5525.0,46.16818599226337,31.420293151201815
144,203.755,902,346,755,432,1061,5525.0,46.169286768010345,31.420293151201818
145,146.674,854,343,709,384,1014,5525.0,46.17038754375733,31.420293151201815
146,96.401,684,304,610,214,1078,5525.0,46.17148831950433,31.420293151201818
147,139.91,607,427,385,136,1021,5525.0,46.1725890952513,31.420293151201815
148,173.687,688,509,198,217,1103,5525.0,46.17368987099828,31.420293151201815
149,178.75,708,464,177,237,1122,5525.0,46.17479064674529,31.420293151201815
150,146.587,809,354,121,347,1224,5525.0,46.17589142249227,31.420293151201818
151,123.676,953,348,287,522,1391,5525.0,46.17699219823925,31.420293151201815
152,178.488,1017,26,419,674,1538,5525.0,46.178092973986246,31.420293151201818
153,47.611,984,109,476,703,1456,5525.0,46.179193749733216,31.420293151201815
154,56.95,1253,345,371,868,1655,5525.0,46.18029452548021,31.420293151201815
155,157.89,1266,368,384,881,1668,5525.0,46.18139530122721,31.420293151201818
156,145.19,1273,593,319,837,1668,5525.0,46.182496076974175,31.420293151201815
157,165.745,1318,692,364,883,1714,5525.0,46.18359685272119,31.420293151201815
158,177.615,1317,744,363,882,1712,5525.0,46.18469762846816,31.420293151201818
159,2.662,1444,1167,1444,1280,1913,5525.0,46.15691519127665,31.41943409311399
160,47.524,1444,1167,1444,1280,1913,5525.0,46.158015960750475,31.41943409311399
161,67.598,1305,1028,1305,1141,1774,5525.0,46.159116730224284,31.419434093113992
162,86.364,1210,933,1210,1045,1679,5525.0,46.1602174996981,31.41943409311398
163,57.168,1210,933,1210,1045,1679,5525.0,46.16131826917192,31.419434093113992
164,127.472,1298,437,1007,565,1159,5525.0,46.16241903864574,31.419434093113992
165,131.051,1275,444,917,628,1069,5525.0,46.163519808119545,31.419434093113995
166,70.522,1098,362,757,524,888,5525.0,46.164620577593354,31.419434093113992
167,146.281,1017,474,676,632,807,5525.0,46.165721347067176,31.419434093113995
168,148.071,1035,434,694,687,825,5525.0,46.16682211654099,31.419434093113985
169,115.864,953,285,599,576,797,5525.0,46.167922886014814,31.41943409311399
170,147.111,938,177,587,468,868,5525.0,46.16902365548864,31.419434093113995
171,171.418,763,252,641,293,923,5525.0,46.17012442496244,31.41943409311399
172,173.382,630,355,559,160,1025,5525.0,46.17122519443625,31.419434093113992
173,141.961,499,319,369,28,914,5525.0,46.17232596391006,31.41943409311399
174,184.335,585,426,303,136,1000,5525.0,46.173426733383884,31.419434093113985
175,186.474,649,477,240,196,1071,5525.0,46.17452750285771,31.41943409311399
176,205.937,734,365,346,363,1230,5525.0,46.175628272331515,31.419434093113992
177,157.89,852,228,264,490,1351,5525.0,46.17672904180533,31.419434093113995
178,200.7,954,156,426,652,1427,5525.0,46.17782981127914,31.419434093113992
179,161.163,1002,210,318,653,1404,5525.0,46.17893058075296,31.419434093113995
180,154.922,1082,171,245,716,1484,5525.0,46.18003135022677,31.41943409311399
181,157.104,1125,331,244,740,1527,5525.0,46.181132119700585,31.41943409311399
182,183.768,1171,510,216,735,1566,5525.0,46.18223288917441,31.419434093113992
183,125.378,1114,567,160,678,1509,5525.0,46.183333658648216,31.419434093113995
184,62.623,1379,1102,1379,1214,1848,5525.0,46.15775292236242,31.41857503799867
185,171.2,1234,957,1234,1069,1703,5525.0,46.15885368556333,31.418575037998668
186,148.289,1168,891,1168,1004,1637,5525.0,46.159954448764246,31.418575037998664
187,87.804,1105,687,1105,808,1425,5525.0,46.16105521196516,31.418575037998668
188,156.013,1227,442,1020,571,1172,5525.0,46.16215597516608,31.418575037998668
189,147.591,1241,307,884,435,1036,5525.0,46.163256738367,31.418575037998668
190,85.404,1111,327,762,504,903,5525.0,46.164357501567906,31.418575037998668
191,104.3,1076,245,718,469,870,5525.0,46.165458264768816,31.418575037998668
192,201.835,953,365,612,605,743,5525.0,46.16655902796973,31.418575037998668
193,194.024,891,319,551,543,681,5525.0,46.16765979117067,31.41857503799867
194,170.807,832,151,465,441,746,5525.0,46.16876055437157,31.418575037998668
195,176.218,840,80,490,370,771,5525.0,46.16986131757249,31.41857503799867
196,147.46,631,131,507,171,789,5525.0,46.1709620807734,31.418575037998668
197,203.406,480,280,419,20,874,5525.0,46.17206284397432,31.418575037998668
198,235.569,407,418,480,127,951,5525.0,46.17316360717523,31.418575037998664
199,152.871,512,523,400,234,1063,5525.0,46.17426437037614,31.418575037998668
200,190.489,698,373,382,378,1215,5525.0,46.17536513357706,31.41857503799867
201,168.581,719,324,377,502,1254,5525.0,46.17646589677798,31.418575037998664
202,95.528,821,283,393,562,1295,5525.0,46.17756665997889,31.418575037998668
203,210.563,820,342,428,503,1223,5525.0,46.1786674231798,31.418575037998668
204,186.648,987,261,223,602,1390,5525.0,46.17976818638072,31.418575037998664
205,154.486,992,357,113,574,1395,5525.0,46.18086894958163,31.418575037998668
206,118.483,1059,468,105,623,1454,5525.0,46.181969712782546,31.418575037998668
207,206.81,1110,570,156,675,1506,5525.0,46.183070475983456,31.418575037998668
208,12.394,1296,1019,1296,1131,1765,5525.0,46.15748989537582,31.417715985855725
209,155.184,1234,957,1234,1070,1703,5525.0,46.15859065230412,31.417715985855725
210,156.624,1160,883,1160,996,1629,5525.0,46.15969140923241,31.41771598585573
211,72.573,1017,517,1017,646,1246,5525.0,46.1607921661607,31.417715985855725
212,107.616,1017,517,1017,646,1246,5525.0,46.16189292308898,31.417715985855725
213,66.115,1183,297,882,426,1034,5525.0,46.162993680017266,31.41771598585573
214,136.724,1159,224,810,353,962,5525.0,46.16409443694554,31.41771598585573
215,72.137,1000,169,643,394,795,5525.0,46.16519519387383,31.417715985855725
216,172.116,803,212,462,375,593,5525.0,46.16629595080212,31.417715985855732
217,186.736,765,249,424,417,555,5525.0,46.16739670773041,31.417715985855725
218,135.328,634,148,267,400,548,5525.0,46.16849746465871,31.41771598585573
219,106.307,761,0,416,291,697,5525.0,46.16959822158698,31.417715985855732
220,150.733,666,135,443,216,725,5525.0,46.17069897851528,31.417715985855732
221,185.383,709,73,381,260,663,5525.0,46.17179973544355,31.41771598585573
222,181.324,465,307,509,127,829,5525.0,46.17290049237183,31.417715985855736
223,145.147,391,605,537,323,950,5525.0,46.174001249300126,31.417715985855732
224,129.393,551,492,468,412,1086,5525.0,46.17510200622842,31.417715985855732
225,41.676,620,424,460,457,1154,5525.0,46.17620276315671,31.417715985855732
226,112.286,768,394,480,480,1170,5525.0,46.177303520085,31.417715985855732
227,176.524,849,382,445,464,1251,5525.0,46.17840427701327,31.417715985855732
228,198.78,807,442,299,422,1209,5525.0,46.17950503394157,31.41771598585573
229,61.663,869,501,84,434,1265,5525.0,46.180605790869855,31.41771598585573
