,POP_2015,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,142.547,1241,275,1208,1196,6278.0,68.70967376044399,25.469115817680038
1,131.267,1141,175,1109,1096,6278.0,68.71073667839673,25.469115817680034
2,139.135,216,530,194,734,6278.0,68.72136585792418,25.46911581768004
3,131.989,1151,185,1118,1106,6278.0,68.70937579615422,25.46827489236034
4,158.804,1121,155,1088,1076,6278.0,68.71043870949754,25.46827489236034
5,135.923,1100,135,1068,1056,6278.0,68.71150162284088,25.46827489236035
6,108.185,216,530,194,734,6278.0,68.72106784293082,25.468274892360345
7,140.861,0,0,0,874,6278.0,68.72531949630414,25.468274892360352
8,100.477,116,0,116,991,6278.0,68.72638240964748,25.46827489236034
9,113.122,1013,47,980,968,6278.0,68.70907784532429,25.467433969272516
10,130.022,1010,44,978,965,6278.0,68.71014075405839,25.467433969272516
11,156.436,1008,42,975,963,6278.0,68.71120366279251,25.46743396927252
12,149.251,158,526,622,427,6278.0,68.71758111519722,25.467433969272516
13,140.941,0,313,21,561,6278.0,68.72183275013373,25.467433969272513
14,98.35,60,252,82,622,6278.0,68.72289565886783,25.467433969272516
15,216.57,0,0,0,874,6278.0,68.72502147633605,25.467433969272516
16,74.625,965,0,933,920,6278.0,68.70984281207883,25.466593048416453
17,226.164,0,446,564,369,6278.0,68.71622023682954,25.46659304841645
18,166.672,168,518,613,417,6278.0,68.71728314095465,25.46659304841645
19,127.814,153,467,131,407,6278.0,68.72047185333001,25.46659304841645
20,127.092,21,335,0,539,6278.0,68.72153475745515,25.466593048416453
21,124.643,0,313,21,561,6278.0,68.72259766158025,25.46659304841645
22,37.895,202,202,202,844,6278.0,68.72366056570536,25.466593048416453
23,144.072,202,202,202,844,6278.0,68.72472346983048,25.466593048416456
24,180.482,18,226,343,1049,6278.0,68.7257863739556,25.46659304841645
25,109.549,0,207,324,1068,6278.0,68.72684927808072,25.466593048416453
26,200.312,121,325,457,348,6278.0,68.71485938114002,25.465752129792055
27,224.759,96,355,475,313,6278.0,68.71592228065634,25.465752129792058
28,158.845,117,400,493,298,6278.0,68.71698518017264,25.465752129792055
29,152.863,277,319,303,217,6278.0,68.71804807968897,25.465752129792055
30,120.468,202,516,180,456,6278.0,68.72017387872164,25.465752129792058
31,179.317,202,516,180,456,6278.0,68.72123677823795,25.465752129792058
32,173.617,166,480,188,586,6278.0,68.7222996777543,25.465752129792055
33,132.471,275,275,275,771,6278.0,68.7233625772706,25.465752129792058
34,168.238,202,202,202,844,6278.0,68.72442547678693,25.465752129792055
35,212.315,88,296,413,1015,6278.0,68.72548837630325,25.465752129792058
36,197.06,88,296,413,1015,6278.0,68.72655127581957,25.465752129792055
37,71.293,1668,522,373,1473,6278.0,68.7071211786811,25.464911213399233
38,216.69,156,292,424,384,6278.0,68.7145614430353,25.464911213399233
39,183.573,191,255,387,317,6278.0,68.71562433794303,25.464911213399237
40,150.937,214,257,350,154,6278.0,68.71668723285077,25.46491121339923
41,156.837,335,263,243,161,6278.0,68.71775012775852,25.464911213399233
42,90.0,365,315,0,195,6278.0,68.71881302266624,25.46491121339923
43,249.567,365,315,0,195,6278.0,68.71987591757399,25.464911213399233
44,198.947,383,488,0,368,6278.0,68.72093881248175,25.464911213399237
45,231.944,265,496,182,550,6278.0,68.72200170738948,25.464911213399233
46,180.241,246,412,265,634,6278.0,68.72306460229721,25.46491121339923
47,119.264,1556,410,261,1361,6278.0,68.70682328629427,25.46407029923789
48,100.798,1556,410,261,1361,6278.0,68.70788617659365,25.464070299237893
49,159.969,292,153,286,274,6278.0,68.71532640868918,25.464070299237893
50,164.184,372,74,207,194,6278.0,68.71638929898855,25.464070299237893
51,143.912,369,120,195,0,6278.0,68.71745218928791,25.46407029923789
52,140.018,441,191,135,71,6278.0,68.71851507958728,25.46407029923789
53,233.149,486,329,111,209,6278.0,68.71957796988664,25.464070299237893
54,254.946,383,488,0,368,6278.0,68.72064086018601,25.46407029923789
55,216.008,265,496,182,550,6278.0,68.72170375048536,25.464070299237896
56,119.224,213,445,233,602,6278.0,68.72276664078473,25.464070299237893
57,39.219,147,462,283,963,6278.0,68.72382953108409,25.46407029923789
58,159.005,297,607,433,1113,6278.0,68.72489242138344,25.46407029923789
59,86.347,289,497,544,1216,6278.0,68.72595531168282,25.464070299237893
60,13.087,1556,410,261,1361,6278.0,68.70652540736477,25.463229387307937
61,123.88,1556,410,261,1361,6278.0,68.70758829305598,25.46322938730794
62,175.865,305,140,273,260,6278.0,68.71502849289433,25.463229387307937
63,182.168,372,74,207,194,6278.0,68.71609137858553,25.46322938730794
64,146.922,449,18,151,101,6278.0,68.71715426427673,25.46322938730794
65,151.499,371,149,282,195,6278.0,68.71821714996791,25.463229387307933
66,228.572,532,339,149,219,6278.0,68.71928003565912,25.463229387307937
67,232.025,460,464,77,344,6278.0,68.72034292135031,25.46322938730794
68,160.29,0,315,136,816,6278.0,68.7224686927327,25.463229387307937
69,103.408,147,462,283,963,6278.0,68.72353157842389,25.463229387307937
70,175.865,241,557,378,1057,6278.0,68.72459446411509,25.463229387307937
71,79.683,271,586,407,1087,6278.0,68.72565734980628,25.463229387307937
72,112.881,556,108,108,361,6278.0,68.71473059055803,25.462388477609284
73,165.669,447,0,0,252,6278.0,68.71579347164125,25.462388477609277
74,135.883,371,149,282,195,6278.0,68.71791923380772,25.46238847760928
75,156.878,360,163,250,301,6278.0,68.71898211489096,25.462388477609284
76,173.135,0,315,136,816,6278.0,68.72217075814065,25.46238847760928
77,109.469,71,387,208,887,6278.0,68.72323363922389,25.462388477609284
78,172.052,138,453,274,954,6278.0,68.72429652030713,25.46238847760928
79,154.83,365,669,490,1181,6278.0,68.72535940139036,25.462388477609284
80,127.413,458,576,397,1274,6278.0,68.72642228247359,25.462388477609284
81,22.078,563,681,502,1379,6278.0,68.72748516355684,25.46238847760928
82,127.212,1609,463,188,1414,6278.0,68.70486681340044,25.46154757014181
83,60.415,1420,274,0,1225,6278.0,68.70592968987593,25.46154757014181
84,75.348,1295,149,0,1100,6278.0,68.70699256635139,25.46154757014181
85,146.762,1295,149,0,1100,6278.0,68.70805544282689,25.461547570141814
86,160.691,1146,0,149,951,6278.0,68.70911831930235,25.46154757014181
87,118.461,1020,125,34,825,6278.0,68.71018119577786,25.46154757014181
88,105.495,944,202,42,749,6278.0,68.71124407225332,25.46154757014181
89,99.193,556,108,108,361,6278.0,68.71443270167977,25.461547570141814
90,159.366,188,0,188,395,6278.0,68.71762133110623,25.46154757014181
91,174.219,184,4,184,391,6278.0,68.7186842075817,25.46154757014181
92,133.715,177,179,26,993,6278.0,68.72293571348364,25.46154757014181
93,161.494,208,161,0,1024,6278.0,68.72399858995912,25.461547570141814
94,191.641,365,669,490,1181,6278.0,68.72506146643461,25.461547570141814
95,213.399,451,494,315,1267,6278.0,68.7261243429101,25.46154757014181
96,116.293,563,681,502,1379,6278.0,68.72718721938557,25.46154757014181
97,140.339,1609,463,188,1414,6278.0,68.70456897944771,25.46070666490545
98,136.445,1420,274,0,1225,6278.0,68.70563185131566,25.46070666490545
99,98.35,1420,274,0,1225,6278.0,68.7066947231836,25.46070666490545
100,195.214,0,66,0,567,6278.0,68.7183863137309,25.46070666490545
101,187.386,23,90,23,543,6278.0,68.71944918559885,25.460706664905455
102,96.744,208,161,0,1024,6278.0,68.72263780120267,25.46070666490545
103,202.68,296,249,88,1112,6278.0,68.7237006730706,25.46070666490545
104,152.301,1213,0,227,1018,6278.0,68.71064836251388,25.459865761900097
105,169.763,1158,99,294,992,6278.0,68.71171122977451,25.4598657619001
106,215.366,66,0,66,633,6278.0,68.71915130059872,25.4598657619001
107,191.601,85,60,127,694,6278.0,68.72021416785931,25.459865761900097
108,199.429,319,23,138,1136,6278.0,68.72233990238053,25.4598657619001
109,154.67,406,130,198,1222,6278.0,68.72340276964113,25.4598657619001
110,175.905,417,143,208,1233,6278.0,68.72446563690173,25.4598657619001
111,86.788,1213,0,227,1018,6278.0,68.71035052782852,25.459024861125656
112,163.822,1318,104,331,1123,6278.0,68.71141339048201,25.459024861125656
113,217.333,0,145,212,779,6278.0,68.7199162917098,25.45902486112566
114,213.318,50,196,259,830,6278.0,68.72097915436326,25.459024861125656
115,207.136,414,99,222,1230,6278.0,68.72204201701673,25.459024861125656
116,171.369,414,99,222,1230,6278.0,68.72310487967022,25.459024861125656
117,159.085,684,284,476,1501,6278.0,68.72523060497717,25.459024861125656
118,39.139,684,284,476,1501,6278.0,68.72629346763065,25.459024861125656
119,122.676,1318,104,331,1123,6278.0,68.71005270659876,25.458183962582034
120,106.659,1318,104,331,1123,6278.0,68.71111556464535,25.458183962582034
121,248.323,184,0,184,956,6278.0,68.71855557097122,25.458183962582034
122,230.78,47,193,235,827,6278.0,68.71961842901777,25.45818396258203
123,251.574,50,196,259,830,6278.0,68.72068128706432,25.45818396258203
124,173.657,336,0,419,1115,6278.0,68.72280700315744,25.458183962582034
125,171.69,442,0,442,1283,6278.0,68.71506916602341,25.45734306626913
126,194.692,391,51,391,1232,6278.0,68.71613201946326,25.45734306626913
