,POP_2015,active_living,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,9.278,3444,3309,3021,3626,0,10542.0,106.08522796462584,29.860757061802172
1,38.368,3444,3309,3021,3626,0,10542.0,106.08631775632402,29.86075706180217
2,32.439,3182,3048,2759,3364,748,10542.0,106.08139437085538,29.859903224555268
3,38.57,3182,3048,2759,3364,748,10542.0,106.08248415675729,29.85990322455527
4,21.834,3444,3309,3021,3626,0,10542.0,106.0846637285611,29.85990322455527
5,6.302,3344,3209,2921,3526,99,10542.0,106.08575351446301,29.859903224555268
6,34.199,3182,3048,2759,3364,748,10542.0,106.08083017673567,29.859049390071963
7,30.481,3182,3048,2759,3364,748,10542.0,106.08191995684157,29.859049390071956
8,4.437,3328,3193,2905,3510,115,10542.0,106.08409951705332,29.85904939007196
9,12.634,3328,3193,2905,3510,115,10542.0,106.08518929715923,29.859049390071963
10,3.041,4469,4334,4046,4648,608,10542.0,106.0971768783239,29.859049390071963
11,113.547,4469,4334,4046,4648,608,10542.0,106.09661262182279,29.858195558352133
12,15.353,2938,2804,2515,3119,508,10542.0,106.0818813991901,29.85734172939568
13,190.737,4898,4763,4475,5000,179,10542.0,106.10040746393797,29.857341729395674
14,233.765,4898,4763,4475,5000,179,10542.0,106.10149723245259,29.85734172939568
15,193.981,5000,4943,4654,5000,0,10542.0,106.10258700096715,29.857341729395674
16,184.088,5000,4943,4654,5000,0,10542.0,106.10367676948172,29.857341729395678
17,257.642,5000,5000,5000,5000,351,10542.0,106.10965109784458,29.856487903202485
18,326.353,5000,5000,5000,5000,347,10542.0,106.11074086056392,29.85648790320249
19,27.891,1032,1087,1032,3135,4397,10542.0,106.05459899346478,29.85563407977245
20,22.273,1013,1068,1013,3116,4377,10542.0,106.05568875038907,29.85563407977245
21,57.304,2224,2089,1801,2407,1600,10542.0,106.07421461810203,29.85563407977245
22,27.302,2635,2500,2212,2815,812,10542.0,106.07966340272347,29.855634079772447
23,37.499,2796,2661,2373,2975,966,10542.0,106.08075315964776,29.855634079772447
24,43.335,2796,2661,2373,2975,966,10542.0,106.08184291657206,29.855634079772447
25,12.029,3179,3044,2756,3358,744,10542.0,106.08511218734492,29.85563407977245
26,20.954,3185,3050,2762,3364,738,10542.0,106.08620194426923,29.85563407977245
27,136.618,3923,3789,3500,4103,0,10542.0,106.09274048581497,29.85563407977245
28,88.438,3923,3789,3500,4103,0,10542.0,106.09383024273924,29.855634079772454
29,131.397,4310,4176,3887,4490,387,10542.0,106.09709951351213,29.855634079772454
30,198.522,5000,5000,5000,5000,342,10542.0,106.11017659660358,29.855634079772447
31,202.344,5000,5000,5000,5000,0,10542.0,106.11344586737647,29.85563407977245
