,POP_2015,active_living,community_space,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
80,32.677,1619,448,775,514,1660,843,8879.0,81.73867217462053,16.520058958953598
81,83.057,1699,537,864,603,1749,932,8879.0,81.73969626984233,16.520058958953598
82,93.349,2087,1157,2811,230,1259,2763,8879.0,81.70875847020072,16.519237047584987
83,29.898,2087,1157,2811,230,1259,2763,8879.0,81.70978256272855,16.51923704758499
84,87.019,1934,1003,2657,179,1106,2610,8879.0,81.71080665525635,16.51923704758499
85,139.508,1796,878,2519,40,967,2471,8879.0,81.71183074778415,16.519237047584987
86,143.934,1733,832,2457,77,905,2409,8879.0,81.71285484031196,16.51923704758499
87,213.559,1676,737,2400,167,848,2352,8879.0,81.7138789328398,16.51923704758499
88,203.833,1533,763,2257,349,705,2209,8879.0,81.7149030253676,16.51923704758499
89,198.379,1352,647,2075,402,524,2028,8879.0,81.71592711789539,16.51923704758499
90,140.229,1267,562,1990,378,438,1942,8879.0,81.71695121042322,16.51923704758499
91,50.997,1169,639,1893,280,288,1845,8879.0,81.71797530295102,16.51923704758499
92,180.522,1122,837,1828,233,309,1797,8879.0,81.71899939547885,16.51923704758499
93,161.379,1043,926,1627,233,483,1601,8879.0,81.72002348800663,16.519237047584987
94,211.038,981,940,1578,171,539,1552,8879.0,81.72104758053446,16.519237047584987
95,205.789,928,884,1523,266,587,1496,8879.0,81.72207167306227,16.51923704758499
96,132.664,882,675,1314,553,617,1287,8879.0,81.72309576559007,16.519237047584987
97,203.37,747,540,1179,457,572,1152,8879.0,81.72411985811789,16.519237047584987
98,129.679,629,415,984,308,454,1027,8879.0,81.7251439506457,16.51923704758499
99,222.771,625,361,781,213,450,939,8879.0,81.72616804317352,16.51923704758499
100,277.884,607,316,677,52,432,859,8879.0,81.72719213570132,16.519237047584987
101,217.367,686,233,594,72,511,777,8879.0,81.72821622822914,16.51923704758499
102,173.06,903,449,492,8,728,683,8879.0,81.72924032075694,16.51923704758499
103,231.159,970,474,413,98,802,603,8879.0,81.73026441328474,16.51923704758499
104,263.527,1006,329,295,249,946,517,8879.0,81.73128850581256,16.519237047584987
105,204.708,1033,302,298,257,977,544,8879.0,81.73231259834039,16.519237047584987
106,230.798,1142,180,187,184,1086,653,8879.0,81.73333669086819,16.51923704758499
107,130.348,1217,104,222,260,1162,728,8879.0,81.734360783396,16.519237047584987
108,16.725,1417,94,421,459,1361,928,8879.0,81.73538487592381,16.51923704758499
109,74.617,1596,425,752,491,1637,820,8879.0,81.73743306097943,16.51923704758499
110,152.836,1596,425,805,491,1637,820,8879.0,81.73845715350726,16.519237047584987
111,191.38,1699,537,864,603,1749,932,8879.0,81.73948124603507,16.519237047584987
112,127.312,1879,831,2603,130,1051,2555,8879.0,81.71161580899033,16.518415137551088
113,173.729,1808,758,2532,204,980,2484,8879.0,81.7126398988243,16.51841513755109
114,254.161,1725,695,2449,216,897,2401,8879.0,81.7136639886583,16.51841513755109
115,173.575,1533,763,2257,349,705,2209,8879.0,81.71468807849232,16.518415137551088
116,236.459,1427,578,2151,423,599,2103,8879.0,81.71571216832628,16.51841513755109
117,186.234,1222,484,1945,333,394,1898,8879.0,81.71673625816027,16.518415137551088
118,79.403,1135,597,1858,246,307,1811,8879.0,81.71776034799424,16.51841513755109
119,165.341,1046,761,1770,158,385,1722,8879.0,81.71878443782825,16.518415137551088
120,241.605,967,769,1674,98,527,1633,8879.0,81.71980852766224,16.51841513755109
121,240.782,898,912,1557,88,623,1531,8879.0,81.7208326174962,16.518415137551088
122,203.164,818,850,1489,156,666,1462,8879.0,81.72185670733022,16.51841513755109
123,183.043,807,620,1259,316,632,1232,8879.0,81.7228807971642,16.51841513755109
124,225.241,741,534,1173,402,566,1146,8879.0,81.72390488699818,16.518415137551088
125,131.944,612,405,1043,333,437,1017,8879.0,81.72492897683216,16.51841513755109
126,179.287,551,290,855,218,375,902,8879.0,81.72595306666616,16.51841513755109
127,238.775,508,235,718,145,333,830,8879.0,81.72697715650015,16.518415137551088
128,211.913,557,161,687,89,382,773,8879.0,81.72800124633414,16.51841513755109
129,219.837,757,287,483,0,582,651,8879.0,81.72902533616812,16.51841513755109
130,202.135,856,391,376,41,681,566,8879.0,81.73004942600213,16.51841513755109
131,200.283,878,449,240,169,822,439,8879.0,81.73107351583609,16.51841513755109
132,250.456,947,374,241,203,901,458,8879.0,81.73209760567009,16.51841513755109
133,180.882,1058,277,131,93,1011,569,8879.0,81.73312169550407,16.51841513755109
134,59.282,1370,282,866,178,1324,507,8879.0,81.73619396500604,16.51841513755109
135,79.969,1476,328,935,308,1455,638,8879.0,81.73721805484003,16.51841513755109
136,147.845,1507,360,922,441,1587,770,8879.0,81.73824214467403,16.51841513755109
137,161.687,1588,441,922,522,1668,851,8879.0,81.73926623450801,16.51841513755109
138,5.455,2178,1248,2902,423,1350,2854,8879.0,81.70935270819166,16.51759322885183
139,153.042,2178,1248,2902,423,1350,2854,8879.0,81.710376795332,16.517593228851833
140,163.489,1929,743,2653,260,1101,2605,8879.0,81.7114008824723,16.517593228851833
141,212.324,1809,690,2532,285,981,2484,8879.0,81.71242496961263,16.51759322885183
142,293.58,1715,604,2438,319,887,2391,8879.0,81.71344905675294,16.517593228851833
143,203.525,1644,532,2367,396,815,2319,8879.0,81.71447314389324,16.517593228851833
144,223.079,1431,483,2155,470,603,2107,8879.0,81.71549723103357,16.517593228851833
145,200.694,1267,407,1990,378,439,1942,8879.0,81.71652131817389,16.517593228851833
146,119.49,1076,597,1800,188,365,1752,8879.0,81.71754540531421,16.517593228851837
147,187.16,1012,831,1736,0,588,1688,8879.0,81.71856949245453,16.517593228851833
148,176.92,967,845,1690,0,602,1642,8879.0,81.71959357959484,16.517593228851833
149,195.548,839,886,1562,27,644,1514,8879.0,81.72061766673517,16.517593228851833
150,163.18,716,801,1439,84,574,1391,8879.0,81.7216417538755,16.517593228851833
151,244.024,711,796,1434,153,570,1386,8879.0,81.72266584101581,16.517593228851833
152,56.709,815,620,1259,316,652,1232,8879.0,81.72368992815613,16.517593228851833
153,35.559,498,291,929,212,323,903,8879.0,81.72471401529644,16.517593228851833
154,221.999,477,227,865,155,302,839,8879.0,81.72573810243676,16.517593228851833
155,186.285,442,120,757,48,267,732,8879.0,81.72676218957709,16.517593228851833
156,209.648,573,56,674,0,398,648,8879.0,81.72778627671741,16.517593228851833
157,264.968,700,183,547,108,525,520,8879.0,81.72881036385772,16.517593228851833
158,224.314,700,183,547,108,525,520,8879.0,81.72983445099804,16.517593228851833
159,200.18,817,440,198,130,771,358,8879.0,81.73085853813836,16.517593228851833
160,251.691,817,440,198,135,771,328,8879.0,81.73188262527869,16.517593228851837
161,221.227,997,346,19,19,950,507,8879.0,81.73290671241898,16.517593228851833
162,118.461,1022,259,518,181,975,167,8879.0,81.73393079955933,16.517593228851833
163,159.372,1182,231,678,21,1135,321,8879.0,81.73495488669963,16.517593228851833
164,102.714,1365,267,861,172,1318,501,8879.0,81.73597897383995,16.517593228851833
165,104.464,1372,224,976,327,1458,636,8879.0,81.73700306098027,16.517593228851833
166,133.384,1468,320,1050,316,1554,731,8879.0,81.7380271481206,16.517593228851833
167,192.564,1502,354,1084,282,1588,765,8879.0,81.73905123526093,16.517593228851833
168,92.525,1971,671,2695,306,1143,2647,8879.0,81.71118596822981,16.516771321487138
169,192.564,1898,597,2621,380,1069,2573,8879.0,81.71221005267661,16.516771321487138
170,237.076,1796,516,2519,438,967,2471,8879.0,81.71323413712341,16.516771321487138
171,222.976,1677,448,2401,471,849,2353,8879.0,81.7142582215702,16.516771321487138
172,73.845,1517,441,2240,498,689,2192,8879.0,81.71528230601702,16.516771321487138
173,213.868,1355,318,2079,467,527,2031,8879.0,81.71630639046381,16.516771321487138
174,136.215,1430,266,2154,541,602,2106,8879.0,81.71733047491061,16.516771321487138
175,125.511,1184,790,1907,295,558,1860,8879.0,81.71835455935741,16.516771321487138
176,199.974,953,890,1676,35,648,1629,8879.0,81.71937864380422,16.516771321487138
177,252.514,893,960,1616,103,717,1568,8879.0,81.72040272825102,16.516771321487138
178,223.542,754,839,1477,71,613,1429,8879.0,81.72142681269783,16.516771321487138
179,114.807,602,687,1326,94,461,1278,8879.0,81.72245089714464,16.516771321487138
180,33.14,420,505,1144,266,279,1096,8879.0,81.72347498159142,16.516771321487138
181,104.361,411,391,1030,226,270,982,8879.0,81.72449906603825,16.516771321487138
182,198.07,414,336,975,171,239,927,8879.0,81.72552315048503,16.516771321487138
183,197.761,254,271,898,11,79,767,8879.0,81.72654723493184,16.516771321487138
184,216.647,517,0,638,56,342,612,8879.0,81.72757131937865,16.51677132148714
185,270.577,663,145,492,158,487,466,8879.0,81.72859540382547,16.516771321487138
186,228.071,728,211,426,92,553,400,8879.0,81.72961948827226,16.516771321487138
187,197.298,697,336,328,32,647,275,8879.0,81.73064357271907,16.51677132148714
188,176.765,760,382,256,77,713,270,8879.0,81.73166765716587,16.516771321487138
189,233.32,861,433,504,22,815,22,8879.0,81.73269174161265,16.516771321487138
190,189.424,1036,246,557,173,989,167,8879.0,81.73371582605948,16.516771321487138
191,176.662,1109,178,621,116,1063,238,8879.0,81.73473991050628,16.516771321487138
192,150.418,1224,132,720,151,1178,357,8879.0,81.73576399495307,16.516771321487138
193,119.799,1147,0,778,253,1233,411,8879.0,81.73678807939987,16.516771321487138
194,104.31,1473,326,1080,242,1560,737,8879.0,81.7378121638467,16.51677132148714
195,197.041,1532,384,1114,253,1618,796,8879.0,81.73883624829348,16.516771321487138
196,188.601,1629,482,1211,162,1716,893,8879.0,81.7398603327403,16.516771321487138
197,119.079,2053,591,2776,389,1225,2729,8879.0,81.71097106626256,16.515949415456927
198,189.527,1978,514,2701,467,1150,2653,8879.0,81.71199514801599,16.515949415456927
199,149.44,1916,451,2639,494,1088,2592,8879.0,81.71301922976944,16.515949415456927
200,76.573,1792,366,2516,571,964,2468,8879.0,81.71404331152289,16.515949415456927
201,141.206,1604,272,2327,636,775,2279,8879.0,81.71506739327631,16.515949415456927
202,252.875,1488,185,2212,600,660,2164,8879.0,81.71609147502977,16.51594941545693
203,175.17,1549,136,2272,660,721,2225,8879.0,81.71711555678321,16.515949415456927
204,161.687,1319,860,2042,430,628,1994,8879.0,81.71813963853667,16.51594941545693
205,129.268,974,1059,1697,212,817,1649,8879.0,81.71916372029008,16.515949415456927
206,163.643,933,1018,1657,172,777,1609,8879.0,81.72018780204353,16.515949415456927
207,220.506,756,841,1480,116,615,1432,8879.0,81.72121188379698,16.51594941545693
208,93.4,705,790,1428,108,564,1381,8879.0,81.72223596555042,16.515949415456927
209,136.112,481,566,1204,205,339,1156,8879.0,81.72326004730384,16.515949415456927
210,273.767,346,513,1152,285,205,1043,8879.0,81.72428412905731,16.515949415456927
211,192.615,229,430,1057,170,88,925,8879.0,81.72530821081074,16.51594941545693
212,223.491,254,271,898,45,79,767,8879.0,81.72633229256418,16.515949415456927
213,236.613,398,312,743,143,225,611,8879.0,81.72735637431762,16.515949415456927
214,266.615,398,312,743,143,225,611,8879.0,81.72838045607106,16.515949415456927
215,227.042,597,425,418,86,553,287,8879.0,81.73042861957796,16.515949415456927
216,259.256,624,490,435,0,622,263,8879.0,81.73145270133139,16.515949415456927
217,249.633,884,411,527,45,837,0,8879.0,81.73247678308483,16.51594941545693
218,241.142,952,341,611,138,930,92,8879.0,81.73350086483828,16.515949415456927
219,213.559,1117,176,663,147,1072,234,8879.0,81.73452494659172,16.515949415456927
220,195.085,1147,0,778,253,1233,411,8879.0,81.73554902834516,16.515949415456923
221,73.125,1147,0,778,253,1233,411,8879.0,81.7365731100986,16.515949415456927
222,162.305,1295,147,926,209,1381,559,8879.0,81.73759719185206,16.515949415456927
223,252.823,1507,359,1138,117,1593,771,8879.0,81.73862127360549,16.515949415456927
224,258.175,1568,420,1199,81,1654,831,8879.0,81.73964535535895,16.51594941545693
225,145.066,1841,375,2564,571,1013,2516,8879.0,81.71280433469076,16.515127510761133
226,251.691,1847,379,2571,692,1019,2523,8879.0,81.71382841375099,16.515127510761133
227,198.43,1705,222,2429,699,877,2381,8879.0,81.71485249281122,16.515127510761133
228,228.843,1599,77,2322,710,770,2274,8879.0,81.71587657187145,16.515127510761133
229,223.131,1666,19,2390,778,838,2342,8879.0,81.7169006509317,16.51512751076113
230,128.393,1427,947,2150,538,716,2102,8879.0,81.71792472999195,16.515127510761133
231,11.373,1015,1099,1738,253,858,1690,8879.0,81.71894880905216,16.515127510761136
232,126.54,961,1046,1684,307,820,1637,8879.0,81.71997288811241,16.515127510761133
233,105.853,842,927,1566,260,701,1518,8879.0,81.72099696717264,16.515127510761133
234,43.072,719,804,1443,137,578,1395,8879.0,81.72202104623287,16.51512751076113
235,69.78,547,748,1375,120,406,1244,8879.0,81.72304512529311,16.515127510761133
236,155.409,547,748,1375,120,406,1244,8879.0,81.72406920435334,16.515127510761136
237,213.765,269,470,1098,210,128,966,8879.0,81.72509328341357,16.515127510761133
238,164.055,158,358,986,99,16,854,8879.0,81.72611736247383,16.515127510761133
239,213.817,0,517,1016,257,175,884,8879.0,81.72714144153406,16.515127510761133
240,194.931,193,517,822,257,369,690,8879.0,81.7291895996545,16.515127510761136
241,191.02,494,510,521,77,596,389,8879.0,81.73021367871475,16.515127510761133
242,237.437,559,540,515,0,661,343,8879.0,81.73123775777499,16.515127510761133
243,235.224,704,479,594,126,781,191,8879.0,81.73226183683525,16.515127510761133
244,202.341,809,338,708,245,895,223,8879.0,81.73328591589546,16.515127510761133
245,229.975,985,215,789,280,1072,328,8879.0,81.73430999495568,16.515127510761136
246,201.981,1016,131,853,343,1102,383,8879.0,81.73533407401594,16.515127510761133
247,15.592,1342,195,973,162,1429,606,8879.0,81.7373822321364,16.515127510761133
248,171.413,1446,299,1077,64,1532,710,8879.0,81.73840631119664,16.515127510761133
249,210.42,1557,409,1188,89,1643,820,8879.0,81.73943039025687,16.515127510761133
250,23.775,1914,448,2638,708,1086,2590,8879.0,81.71258945188711,16.51430560739968
251,108.735,1914,448,2638,708,1086,2590,8879.0,81.71361352825429,16.51430560739968
252,97.671,1819,323,2542,817,991,2495,8879.0,81.71463760462147,16.514305607399685
253,282.31,1727,181,2451,829,899,2403,8879.0,81.71566168098867,16.51430560739968
254,145.375,1745,79,2468,856,917,2421,8879.0,81.71668575735582,16.51430560739968
255,165.753,1296,1171,2019,339,928,1972,8879.0,81.717709833723,16.51430560739968
256,183.918,1196,1230,1919,422,994,1871,8879.0,81.71873391009018,16.51430560739968
257,93.091,1099,1184,1823,474,958,1775,8879.0,81.71975798645737,16.51430560739968
258,212.015,889,974,1613,307,748,1565,8879.0,81.72078206282455,16.51430560739968
259,145.632,844,988,1627,19,703,1541,8879.0,81.72180613919174,16.51430560739968
260,175.427,563,764,1392,120,422,1260,8879.0,81.72283021555891,16.51430560739968
261,159.681,479,680,1307,66,338,1175,8879.0,81.72385429192609,16.514305607399677
262,219.94,458,658,1286,138,316,1154,8879.0,81.72487836829328,16.51430560739968
263,111.72,459,679,1232,251,337,1100,8879.0,81.72590244466046,16.51430560739968
264,185.616,0,517,1016,257,175,884,8879.0,81.72692652102764,16.51430560739968
265,167.451,121,590,894,329,296,762,8879.0,81.72795059739484,16.51430560739968
266,128.856,193,517,822,257,369,690,8879.0,81.728974673762,16.51430560739968
267,191.328,411,594,605,98,586,473,8879.0,81.72999875012918,16.51430560739968
268,232.239,396,609,619,83,571,487,8879.0,81.73102282649636,16.514305607399685
269,244.95,606,543,689,174,781,289,8879.0,81.73204690286354,16.51430560739968
270,274.539,715,460,765,225,875,365,8879.0,81.73307097923073,16.51430560739968
271,265.277,842,335,785,304,970,300,8879.0,81.73409505559789,16.514305607399677
272,181.191,953,309,852,397,1039,367,8879.0,81.73511913196508,16.51430560739968
273,85.887,1557,409,1188,127,1643,820,8879.0,81.7392154374338,16.51430560739968
274,82.954,1591,443,1222,176,1677,854,8879.0,81.74023951380099,16.51430560739968
275,0.823,1840,319,2564,870,1012,2516,8879.0,81.71442272870675,16.513483705372497
276,93.194,1803,257,2526,914,975,2479,8879.0,81.71544680238104,16.5134837053725
277,150.521,1816,167,2540,927,988,2492,8879.0,81.71647087605534,16.513483705372497
278,106.059,1254,1276,1978,445,1034,1930,8879.0,81.7174949497296,16.513483705372497
279,34.684,1254,1276,1978,445,1034,1930,8879.0,81.71851902340387,16.513483705372497
280,138.222,1033,1118,1756,451,892,1708,8879.0,81.71954309707816,16.5134837053725
281,95.922,915,1000,1638,238,773,1590,8879.0,81.72056717075245,16.513483705372497
282,55.731,835,998,1636,9,694,1531,8879.0,81.72159124442672,16.513483705372497
283,53.416,637,838,1465,82,496,1333,8879.0,81.722615318101,16.513483705372497
284,256.477,585,786,1413,31,444,1282,8879.0,81.7236393917753,16.5134837053725
285,217.419,593,794,1374,95,452,1242,8879.0,81.72466346544958,16.513483705372497
286,234.709,544,779,1317,213,437,1185,8879.0,81.72568753912384,16.513483705372497
287,187.315,471,925,1244,316,600,1112,8879.0,81.72671161279813,16.5134837053725
288,62.524,268,737,1041,427,443,909,8879.0,81.72773568647241,16.513483705372497
289,161.79,423,665,675,28,598,543,8879.0,81.72978383382097,16.5134837053725
290,184.536,451,693,703,28,626,571,8879.0,81.73080790749525,16.513483705372497
291,173.729,626,616,865,174,801,487,8879.0,81.73183198116952,16.5134837053725
292,155.564,659,532,825,223,834,425,8879.0,81.73285605484382,16.513483705372497
293,153.917,770,460,866,350,945,381,8879.0,81.7338801285181,16.5134837053725
294,197.71,990,319,889,434,1076,404,8879.0,81.73490420219237,16.513483705372497
295,214.28,1057,386,957,501,1144,471,8879.0,81.73592827586664,16.5134837053725
296,173.935,1282,611,1182,625,1369,697,8879.0,81.73695234954093,16.513483705372497
297,57.069,1385,714,1285,471,1472,799,8879.0,81.73797642321523,16.513483705372497
298,83.108,1591,443,1222,176,1677,854,8879.0,81.7390004968895,16.513483705372497
299,91.547,1591,443,1222,176,1677,854,8879.0,81.74002457056378,16.5134837053725
300,143.574,1766,628,1406,361,1853,1039,8879.0,81.74104864423805,16.513483705372497
301,41.683,1859,193,2583,971,1031,2535,8879.0,81.71625600702991,16.5126618046795
302,46.52,1495,1580,2219,870,1354,2171,8879.0,81.71728007801146,16.512661804679503
303,123.864,1262,1347,1985,636,1121,1938,8879.0,81.71830414899297,16.512661804679503
304,208.619,1241,1326,1964,615,1099,1916,8879.0,81.71932821997451,16.512661804679503
305,31.185,1140,1225,1864,559,999,1816,8879.0,81.72035229095604,16.512661804679507
306,13.483,717,918,1546,88,576,1414,8879.0,81.72240043291913,16.512661804679507
307,112.286,681,882,1509,97,540,1378,8879.0,81.72342450390063,16.512661804679507
308,114.859,637,855,1437,125,513,1305,8879.0,81.72444857488217,16.512661804679503
309,118.924,550,820,1323,193,478,1191,8879.0,81.7254726458637,16.512661804679507
310,41.065,383,851,1156,313,558,1024,8879.0,81.72649671684523,16.512661804679503
311,1.492,364,833,1137,331,539,1005,8879.0,81.72752078782678,16.512661804679503
312,91.547,606,847,858,210,781,726,8879.0,81.72956892978985,16.512661804679503
313,190.299,612,853,864,188,787,731,8879.0,81.73059300077138,16.512661804679503
314,196.063,626,616,878,174,801,487,8879.0,81.73161707175292,16.512661804679503
315,175.993,736,689,960,284,911,560,8879.0,81.73264114273447,16.512661804679507
316,98.546,736,689,960,284,911,560,8879.0,81.73366521371598,16.512661804679503
317,47.549,1057,386,957,501,1144,471,8879.0,81.73468928469751,16.512661804679507
318,106.265,1136,464,1035,580,1222,550,8879.0,81.73571335567905,16.512661804679503
319,136.215,1247,576,1146,649,1333,661,8879.0,81.73673742666058,16.512661804679507
320,153.454,1384,713,1284,495,1470,798,8879.0,81.73776149764214,16.512661804679507
321,83.159,1496,650,1396,383,1582,910,8879.0,81.73878556862367,16.512661804679507
322,75.492,1766,628,1406,361,1853,1039,8879.0,81.74083371058673,16.512661804679507
323,17.393,1495,1580,2219,870,1354,2171,8879.0,81.71706521856825,16.51183990532063
324,70.963,1426,1511,2149,800,1284,2101,8879.0,81.71808928685718,16.511839905320624
325,168.223,1182,1267,1905,600,1040,1857,8879.0,81.71911335514612,16.51183990532063
326,41.734,1182,1267,1905,600,1040,1857,8879.0,81.72013742343505,16.51183990532063
327,83.314,734,935,1562,0,593,1431,8879.0,81.72320962830189,16.511839905320628
328,75.132,766,967,1594,79,625,1462,8879.0,81.72423369659083,16.51183990532063
329,110.022,612,854,864,217,787,732,8879.0,81.72935403803555,16.511839905320628
330,90.981,623,865,875,228,798,743,8879.0,81.73037810632448,16.511839905320628
331,67.773,660,902,912,209,835,778,8879.0,81.73140217461342,16.511839905320628
332,118.461,785,830,1037,334,960,700,8879.0,81.73242624290238,16.51183990532063
333,166.731,877,852,1123,425,1052,723,8879.0,81.7334503111913,16.511839905320628
334,134.62,984,775,1231,533,1159,827,8879.0,81.73447437948026,16.51183990532063
335,188.807,1183,556,1127,671,1313,641,8879.0,81.7354984477692,16.511839905320628
336,180.985,1261,624,1195,705,1381,709,8879.0,81.73652251605813,16.511839905320628
