,POP_2015,active_living,community_space,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,68.732,1950,2288,2124,338,1809,1950,9089.0,83.40951831308593,19.18883294897461
1,12.693,1950,2288,2124,338,1809,1950,9089.0,83.41055195872859,19.18883294897461
2,11.363,2154,2144,2328,134,2014,1757,9089.0,83.41158560437128,19.18883294897461
3,12.25,2191,2054,2365,0,2050,1667,9089.0,83.41261925001398,19.18883294897461
4,102.433,2251,1892,2425,208,2110,1505,9089.0,83.41468654129933,19.18883294897461
5,129.704,2399,1817,2574,504,2259,1430,9089.0,83.415720186942,19.18883294897461
6,91.846,2419,1836,2593,527,2278,1450,9089.0,83.41675383258469,19.18883294897461
7,126.6,1950,2288,2124,338,1809,1950,9089.0,83.40925916080518,19.188006319464883
8,100.437,1860,2197,2034,334,1719,1859,9089.0,83.41029280323636,19.18800631946488
9,33.479,2064,2053,2239,134,1924,1666,9089.0,83.41132644566751,19.18800631946488
10,136.078,2121,1984,2295,69,1980,1597,9089.0,83.41236008809867,19.188006319464883
11,90.183,2100,1963,2274,90,1959,1576,9089.0,83.41339373052982,19.18800631946488
12,81.093,2227,1868,2401,220,2086,1481,9089.0,83.41442737296096,19.18800631946488
13,90.349,2363,1781,2537,467,2222,1394,9089.0,83.41546101539213,19.188006319464876
14,76.16,2419,1836,2593,527,2278,1450,9089.0,83.41649465782328,19.18800631946488
15,85.804,2444,1861,2618,624,2303,1475,9089.0,83.41752830025445,19.188006319464883
16,147.94,1860,2197,2034,334,1719,1859,9089.0,83.40900002194182,19.18717969153718
17,247.047,1792,2130,1966,400,1652,1799,9089.0,83.41003366116163,19.187179691537185
18,158.527,2014,1998,2188,177,1873,1611,9089.0,83.41106730038143,19.18717969153718
19,108.419,1997,1962,2171,193,1856,1575,9089.0,83.41210093960125,19.187179691537185
20,87.079,2118,1894,2292,160,1977,1507,9089.0,83.41313457882103,19.18717969153718
21,111.135,2107,1793,2281,270,1966,1406,9089.0,83.41416821804083,19.18717969153718
22,118.895,2228,1646,2402,416,2087,1259,9089.0,83.41520185726063,19.18717969153718
23,159.469,2286,1703,2460,481,2145,1317,9089.0,83.41623549648044,19.187179691537185
24,189.235,1706,2044,1880,485,1565,1718,9089.0,83.40977453250412,19.186353065191447
25,168.615,1649,1987,1823,541,1508,1663,9089.0,83.41080816851273,19.186353065191447
26,121.39,1907,1892,2081,289,1766,1505,9089.0,83.41184180452134,19.18635306519145
27,167.839,2054,1750,2229,322,1914,1363,9089.0,83.41287544052994,19.186353065191447
28,110.027,2029,1709,2203,362,1888,1322,9089.0,83.41390907653856,19.186353065191447
29,179.812,2158,1576,2332,478,2017,1189,9089.0,83.41494271254716,19.186353065191447
30,151.155,2221,1639,2396,518,2081,1252,9089.0,83.41597634855577,19.186353065191447
31,147.996,2500,1552,2674,797,2359,1531,9089.0,83.41804362057297,19.18635306519145
32,82.866,2570,1622,2744,866,2429,1601,9089.0,83.41907725658159,19.18635306519145
