,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,53.801,165,219,1556,1537,0,10086.0,93.70330557837795,24.353458904288917
1,85.83,113,168,1608,1589,0,10086.0,93.70436255145347,24.35345890428892
2,67.245,230,176,1448,1430,107,10086.0,93.70292093595619,24.35262086243476
3,105.135,127,127,1552,1534,87,10086.0,93.70397790469295,24.352620862434755
4,115.906,27,27,1622,1603,27,10086.0,93.70503487342972,24.352620862434765
5,60.048,298,205,1365,1346,190,10086.0,93.70253631119482,24.351782822688698
6,106.78,271,185,1408,1389,148,10086.0,93.70359327559304,24.3517828226887
7,125.905,101,0,1548,1529,101,10086.0,93.70465023999121,24.351782822688694
8,67.245,101,0,1548,1529,101,10086.0,93.70570720438943,24.351782822688698
9,78.144,326,225,1323,1304,233,10086.0,93.70215170409332,24.350944785050647
10,106.703,326,225,1323,1304,233,10086.0,93.70320866415314,24.350944785050643
11,82.514,613,512,1035,1017,0,10086.0,93.70138254286752,24.349268716098198
12,110.945,613,512,1035,1017,0,10086.0,93.70243949425122,24.349268716098205
13,82.154,687,589,958,939,77,10086.0,93.70099798874209,24.34843068478363
14,87.27,683,654,955,936,142,10086.0,93.70205493578803,24.34843068478363
15,119.813,936,908,1208,1189,395,10086.0,93.70416882987988,24.348430684783633
16,56.886,1921,1942,1649,1992,1372,10086.0,93.67947459810716,24.347592655576694
17,6.735,1921,1942,1649,1992,1372,10086.0,93.68053154081551,24.347592655576694
18,114.595,647,626,918,900,404,10086.0,93.69849956685752,24.34759265557669
19,120.173,647,626,918,900,404,10086.0,93.69955650956585,24.347592655576697
20,109.094,581,561,853,834,182,10086.0,93.70061345227421,24.347592655576694
21,121.972,683,654,955,936,142,10086.0,93.70167039498256,24.347592655576694
22,127.422,927,906,1199,1180,516,10086.0,93.70378428039929,24.347592655576694
23,97.218,927,906,1199,1180,516,10086.0,93.70484122310764,24.347592655576694
24,74.777,1921,1942,1649,1992,1372,10086.0,93.67909016604366,24.346754628477317
25,7.789,1921,1942,1649,1992,1372,10086.0,93.68014710441464,24.346754628477317
26,114.955,345,325,617,813,535,10086.0,93.69600117997936,24.346754628477314
27,78.427,484,463,756,737,279,10086.0,93.70022893346331,24.346754628477317
28,126.676,564,544,836,817,280,10086.0,93.7012858718343,24.346754628477314
29,114.98,676,655,948,929,305,10086.0,93.70234281020528,24.346754628477317
