,POP_2015,community_space,food_choices,mobility,ID_HDC_G0,lng,lat
64,25.135,1454,1985,634,12356.0,121.021978081888,31.99739732093393
65,17.212,1292,1911,472,12356.0,121.02308312882647,31.99739732093393
66,22.923,504,1255,0,12356.0,121.02860836351871,31.997397320933928
67,17.013,497,1221,0,12356.0,121.02971341045716,31.99739732093393
68,25.142,434,1241,41,12356.0,121.03081845739563,31.997397320933928
69,27.214,27,1268,27,12356.0,121.03413359821097,31.99739732093393
70,31.365,0,1296,55,12356.0,121.03523864514942,31.99739732093393
71,30.679,234,1103,207,12356.0,121.03634369208788,31.99739732093393
72,22.776,234,1103,207,12356.0,121.03744873902632,31.99739732093393
73,22.39,1380,2183,879,12356.0,121.02016574888538,31.99653624139027
74,11.668,1401,1932,581,12356.0,121.02127078936556,31.996536241390274
75,18.504,1401,1932,581,12356.0,121.02237582984579,31.996536241390274
76,17.292,879,1422,375,12356.0,121.02679599176655,31.996536241390274
77,9.456,475,1199,0,12356.0,121.0290060727269,31.99653624139027
78,16.813,475,1199,0,12356.0,121.0301111132071,31.99653624139027
79,32.398,374,922,318,12356.0,121.03453127512785,31.996536241390274
80,33.584,263,1033,207,12356.0,121.03563631560809,31.996536241390274
81,20.597,411,926,384,12356.0,121.03784639656844,31.996536241390274
82,26.608,411,926,384,12356.0,121.03895143704862,31.99653624139027
83,25.761,754,716,0,12356.0,121.04226655848922,31.996536241390274
84,27.107,1374,2177,874,12356.0,121.01945849346598,31.99567516489952
85,17.972,1369,2171,868,12356.0,121.02056352748819,31.99567516489952
86,29.846,879,1422,375,12356.0,121.02608869759923,31.995675164899513
87,25.222,374,922,318,12356.0,121.03382393575471,31.995675164899513
88,30.586,263,1033,207,12356.0,121.03492896977696,31.99567516489952
89,25.748,411,926,384,12356.0,121.03713903782133,31.995675164899517
90,29.779,411,926,384,12356.0,121.03824407184354,31.995675164899517
91,25.115,754,716,0,12356.0,121.0415591739102,31.99567516489952
92,17.059,1106,2912,1276,12356.0,121.01322613086747,31.994814091461535
93,5.717,1106,2912,1276,12356.0,121.01433115843196,31.99481409146154
94,22.336,1173,1619,665,12356.0,121.02427640651257,31.99481409146153
95,18.74,1173,1619,665,12356.0,121.02538143407708,31.99481409146154
96,34.111,697,924,224,12356.0,121.0298015443351,31.99481409146154
97,29.726,705,916,216,12356.0,121.03090657189962,31.994814091461535
98,20.031,524,771,224,12356.0,121.03311662702862,31.994814091461535
99,28.12,593,702,155,12356.0,121.03422165459314,31.99481409146154
100,28.453,566,797,249,12356.0,121.03643170972217,31.99481409146154
101,31.345,566,797,249,12356.0,121.03753673728667,31.994814091461535
102,6.51,1230,3036,1349,12356.0,121.01251896902069,31.993953021076223
103,12.981,1106,2912,1276,12356.0,121.0136239901278,31.993953021076216
104,27.161,1003,1805,673,12356.0,121.0224641589845,31.993953021076212
105,20.437,1003,1805,673,12356.0,121.02356918009161,31.993953021076223
106,19.816,1173,1619,665,12356.0,121.02467420119866,31.99395302107622
107,16.919,916,1059,410,12356.0,121.02909428562704,31.993953021076216
108,26.841,916,1059,410,12356.0,121.03019930673413,31.993953021076216
109,29.053,749,547,0,12356.0,121.03461939116248,31.99395302107622
110,30.486,749,547,0,12356.0,121.03572441226956,31.993953021076216
111,14.287,859,478,0,12356.0,121.041249517805,31.993953021076212
112,13.247,859,478,0,12356.0,121.04235453891211,31.993953021076216
113,19.291,1242,3048,1354,12356.0,121.01181183781333,31.99309195374343
114,1.04,1230,3036,1349,12356.0,121.0129168524633,31.993091953743438
115,20.557,887,2693,1057,12356.0,121.01512688176317,31.993091953743434
116,8.376,887,2693,1057,12356.0,121.01623189641312,31.993091953743438
117,16.826,1003,1805,673,12356.0,121.02175696966287,31.993091953743434
