,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,35.897,466,1701,1330,2303,1626,11511.0,103.79868276894331,-3.7354998910522164
1,58.204,461,1696,1334,2298,1630,11511.0,103.7987418390905,-3.7363093183641007
2,8.258,466,1701,1330,2303,1626,11511.0,103.79974092702032,-3.7363093183641016
3,68.641,136,1626,1260,2228,1569,11511.0,103.80085819619605,-3.737928173846111
4,13.476,121,1611,1245,2213,1554,11511.0,103.80185728526341,-3.737928173846111
5,47.882,214,1518,1165,2120,1461,11511.0,103.80091730615781,-3.738737602016358
6,83.321,0,1732,1366,2334,1676,11511.0,103.80191639579407,-3.7387376020163576
7,8.774,0,1732,1366,2334,1676,11511.0,103.80291548543036,-3.7387376020163585
8,0.717,1720,1744,2059,3263,2155,11511.0,103.78998643675337,-3.73954703047285
9,72.397,285,1447,1094,2049,1390,11511.0,103.79997733880678,-3.73954703047285
10,37.847,285,1447,1094,2049,1390,11511.0,103.80097642901215,-3.739547030472852
11,68.211,479,1627,1045,2040,1804,11511.0,103.80197551921746,-3.7395470304728518
12,26.866,400,1547,966,1960,1724,11511.0,103.8029746094228,-3.739547030472851
13,4.645,1682,1706,2021,3225,2117,11511.0,103.79004556623936,-3.740356459215653
14,21.533,1801,1824,2140,3343,2235,11511.0,103.7910446570139,-3.740356459215652
15,40.944,1801,1824,2140,3343,2235,11511.0,103.79204374778843,-3.7403564592156524
16,32.113,400,1547,966,1960,1724,11511.0,103.80203465553367,-3.7403564592156533
17,62.964,528,1419,838,1832,1852,11511.0,103.8030337463082,-3.740356459215653
18,9.175,1569,1592,1908,3112,2003,11511.0,103.79010470861671,-3.741165888244823
19,5.648,1801,1824,2140,3343,2235,11511.0,103.79110379996055,-3.741165888244822
20,4.329,1801,1824,2140,3343,2235,11511.0,103.79210289130438,-3.741165888244823
21,21.475,818,1154,664,1756,960,11511.0,103.79709834802354,-3.741165888244823
22,16.544,768,1104,752,1706,1048,11511.0,103.79809743936738,-3.741165888244822
23,88.74,523,1208,856,1810,1152,11511.0,103.79909653071122,-3.7411658882448227
24,13.533,523,1208,856,1810,1152,11511.0,103.80009562205508,-3.741165888244823
25,0.0,797,1222,640,1635,1768,11511.0,103.8010947133989,-3.7411658882448244
26,10.523,797,1222,640,1635,1768,11511.0,103.80209380474273,-3.741165888244822
27,44.728,528,1419,838,1832,1852,11511.0,103.80309289608657,-3.7411658882448227
28,25.719,1444,1468,1784,2987,1879,11511.0,103.7901638638855,-3.7419753175604265
