,POP_2015,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,62.839,5000,5000,989,3535,8290.0,82.77813868514522,26.83272407100889
1,27.143,5000,5000,989,3535,8290.0,82.77775551376327,26.83187940838278
2,79.359,5000,5000,956,3633,8290.0,82.77882616266955,26.831879408382783
3,54.286,5000,5000,948,3625,8290.0,82.77989681157584,26.831879408382775
4,141.928,5000,5000,0,3481,8290.0,82.78739135391982,26.83187940838278
5,34.435,5000,5000,682,3228,8290.0,82.77591858310943,26.830190090297222
6,66.755,5000,5000,401,3080,8290.0,82.78448369506985,26.830190090297226
7,41.233,5000,5000,652,2503,8290.0,82.76054659122988,26.82934543483759
8,139.722,5000,5000,401,3080,8290.0,82.7841005401048,26.829345434837585
9,118.431,5000,5000,765,2142,8290.0,82.76765796590412,26.828500781766593
10,113.164,5000,5000,377,2923,8290.0,82.77729362766647,26.828500781766593
11,193.379,5000,5000,750,2127,8290.0,82.76727491933104,26.82765613108412
12,59.868,5000,5000,593,2881,8290.0,82.77476928824008,26.827656131084115
13,136.571,5000,5000,600,2875,8290.0,82.77583991236992,26.827656131084115
14,126.984,5000,5000,377,2923,8290.0,82.77691053649981,26.82765613108412
15,42.943,5000,5000,308,2855,8290.0,82.77798116062966,26.82765613108412
16,34.886,5000,5000,1060,3335,8290.0,82.77905178475955,26.827656131084115
17,14.719,5000,5000,57,2604,8290.0,82.7801224088894,26.82765613108412
18,133.826,5000,5000,35,2662,8290.0,82.78119303301925,26.82765613108412
19,26.918,5000,5000,369,2219,8290.0,82.7593975555617,26.82681148279007
20,31.149,5000,5000,600,2875,8290.0,82.77438622401503,26.82681148279007
21,46.949,5000,5000,600,2875,8290.0,82.77545684319027,26.82681148279007
22,0.36,5000,5000,308,2855,8290.0,82.77759808154076,26.82681148279007
23,0.99,5000,5000,169,2536,8290.0,82.778668700716,26.82681148279007
24,42.718,5000,5000,108,2604,8290.0,82.77973931989123,26.82681148279007
25,5.267,5000,5000,961,3439,8290.0,82.78080993906644,26.826811482790067
26,103.937,5000,5000,474,3133,8290.0,82.78509241576742,26.82681148279007
27,58.923,5000,5000,655,3122,8290.0,82.78616303494266,26.826811482790067
28,89.667,5000,5000,23,1974,8290.0,82.76329703461298,26.82596683688435
29,151.741,5000,5000,90,1906,8290.0,82.76436764883383,26.825966836884355
30,125.318,5000,5000,141,1856,8290.0,82.76543826305466,26.825966836884355
31,51.181,5000,5000,235,2423,8290.0,82.7782856337047,26.825966836884355
32,36.371,5000,5000,223,2435,8290.0,82.77935624792553,26.825966836884355
33,92.548,5000,5000,655,3122,8290.0,82.78470931902972,26.825966836884355
34,20.526,5000,5000,655,3122,8290.0,82.78577993325055,26.825966836884355
35,146.88,5000,5000,115,2039,8290.0,82.76291405399189,26.825122193366873
36,171.592,5000,5000,170,1960,8290.0,82.76398466325854,26.825122193366877
37,160.609,5000,5000,226,1944,8290.0,82.76505527252519,26.825122193366873
38,162.364,5000,5000,310,1687,8290.0,82.76612588179184,26.825122193366877
39,191.803,5000,5000,2113,2993,8290.0,82.74647202570836,26.824277552237525
40,38.352,5000,5000,2176,3056,8290.0,82.74754263002102,26.82427755223753
41,87.957,5000,5000,2239,3119,8290.0,82.74861323433373,26.824277552237525
42,50.1,5000,5000,941,1821,8290.0,82.75610746452256,26.824277552237525
43,74.948,5000,5000,941,1821,8290.0,82.75717806883526,26.824277552237525
44,120.321,5000,5000,226,1944,8290.0,82.76360169471141,26.82427755223753
45,66.17,5000,5000,226,1944,8290.0,82.7646722990241,26.824277552237522
46,72.247,5000,5000,310,1687,8290.0,82.76574290333677,26.82427755223753
47,134.411,5000,5000,763,1895,8290.0,82.77430773783833,26.824277552237525
