,POP_2015,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,20.836,0,0,1395,1501,3183.0,14.945127409474752,10.853082654205053
1,59.846,92,92,1487,1476,3183.0,14.946136363223916,10.853082654205055
2,68.979,167,167,1543,1402,3183.0,14.947145316973078,10.853082654205055
3,85.424,392,392,1326,1186,3183.0,14.94815427072224,10.853082654205053
4,109.32,392,392,1326,1186,3183.0,14.949163224471405,10.853082654205055
5,87.689,545,545,1274,1338,3183.0,14.950172178220564,10.853082654205055
6,81.242,645,645,1184,1267,3183.0,14.951181131969728,10.853082654205053
7,87.736,743,743,1271,1210,3183.0,14.95219008571889,10.853082654205055
8,0.0,577,577,1599,1341,3183.0,14.94005750305403,10.852268279017416
9,21.677,577,577,1599,1341,3183.0,14.94106645510556,10.852268279017416
10,49.171,345,345,1367,1473,3183.0,14.943084359208623,10.852268279017416
11,3.13,0,0,1395,1501,3183.0,14.945102263311684,10.852268279017416
12,45.176,129,129,1515,1439,3183.0,14.946111215363219,10.852268279017416
13,90.376,240,240,1474,1333,3183.0,14.947120167414747,10.852268279017414
14,92.338,354,354,1363,1222,3183.0,14.948129119466282,10.852268279017416
15,79.093,477,477,1329,1271,3183.0,14.949138071517806,10.852268279017414
16,106.026,555,555,1264,1338,3183.0,14.950147023569345,10.852268279017416
17,91.801,645,645,1184,1267,3183.0,14.951155975620875,10.852268279017416
18,91.03,777,777,1270,1177,3183.0,14.952164927672404,10.852268279017418
19,78.229,884,884,1196,1069,3183.0,14.953173879723936,10.852268279017414
20,2.429,577,577,1599,1341,3183.0,14.940032367383617,10.851453904678612
21,1.191,577,577,1599,1341,3183.0,14.941041317737653,10.851453904678612
22,1.051,345,345,1367,1473,3183.0,14.942050268091688,10.851453904678612
23,35.903,345,345,1367,1473,3183.0,14.943059218445729,10.851453904678612
24,0.0,102,102,1292,1398,3183.0,14.945077119153796,10.851453904678612
25,17.846,270,118,1124,1230,3183.0,14.945051977001057,10.850639531188573
26,55.291,363,211,1218,1200,3183.0,14.94606092565773,10.850639531188573
27,97.267,440,287,1265,1124,3183.0,14.947069874314403,10.850639531188573
28,107.544,584,432,1120,979,3183.0,14.94807882297108,10.850639531188573
29,19.902,270,118,1124,1230,3183.0,14.945026836853433,10.849825158547231
30,54.099,401,249,1241,1162,3183.0,14.946035783812881,10.849825158547233
31,61.177,509,357,1195,1054,3183.0,14.94704473077233,10.849825158547235
32,57.626,623,471,1081,941,3183.0,14.948053677731782,10.849825158547233
33,81.219,768,616,1036,1008,3183.0,14.949062624691232,10.849825158547233
34,106.096,840,688,964,1048,3183.0,14.950071571650682,10.849825158547235
35,83.321,913,755,891,975,3183.0,14.951080518610132,10.849825158547235
36,86.498,1042,884,978,887,3183.0,14.952089465569582,10.849825158547233
37,112.497,1157,999,900,774,3183.0,14.95309841252903,10.849825158547235
38,0.0,1476,1517,1931,990,3183.0,14.931885410300213,10.849010786754528
