,POP_2015,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,6.478,2211,2878,2211,2876,6261.0,68.65688088634069,25.78630454600438
1,94.384,2211,2878,2211,2876,6261.0,68.65794555694438,25.786304546004377
2,189.383,296,1113,316,1312,6261.0,68.6561595511788,25.769469506515588
3,214.161,183,1073,203,1199,6261.0,68.65722412805405,25.76946950651558
4,209.669,0,1038,81,1036,6261.0,68.65828870492932,25.769469506515584
5,189.383,124,1065,153,1063,6261.0,68.65935328180458,25.769469506515584
6,195.719,124,1065,153,1063,6261.0,68.66041785867985,25.769469506515584
7,159.261,316,1056,349,1345,6261.0,68.6558574595377,25.768627778340374
8,201.914,192,1064,212,1208,6261.0,68.65692203172875,25.768627778340385
9,208.628,112,1099,132,1128,6261.0,68.65798660391984,25.768627778340377
10,221.679,48,1012,77,1010,6261.0,68.65905117611088,25.768627778340385
11,189.572,53,868,199,865,6261.0,68.66011574830193,25.768627778340377
12,189.477,135,875,401,1168,6261.0,68.65555538149013,25.767786052431067
13,227.259,228,968,333,1075,6261.0,68.65661994899719,25.767786052431067
14,214.681,243,940,162,969,6261.0,68.65768451650425,25.767786052431063
15,239.223,151,905,69,934,6261.0,68.6587490840113,25.767786052431063
16,181.959,167,823,147,852,6261.0,68.65981365151836,25.767786052431063
17,221.963,2,816,149,814,6261.0,68.66087821902542,25.76778605243107
18,141.481,0,1011,597,1232,6261.0,68.66620105656072,25.76778605243107
19,135.949,34,977,562,1198,6261.0,68.66726562406778,25.767786052431063
20,231.988,95,834,442,1169,6261.0,68.65525331703562,25.766944328787552
21,226.172,0,929,537,1264,6261.0,68.65631787985889,25.766944328787552
22,236.669,271,902,189,931,6261.0,68.65738244268215,25.766944328787563
23,239.554,216,848,135,876,6261.0,68.65844700550544,25.766944328787552
24,208.817,177,765,201,794,6261.0,68.6595115683287,25.76694432878756
25,231.326,107,787,181,816,6261.0,68.66057613115197,25.766944328787552
26,154.296,0,667,0,664,6261.0,68.66164069397524,25.766944328787556
27,180.398,45,966,551,1187,6261.0,68.66589894526834,25.766944328787556
28,179.925,119,892,477,1113,6261.0,68.66696350809161,25.766944328787556
29,195.199,209,733,647,1068,6261.0,68.65388670803398,25.766102607409735
30,225.841,188,712,564,1047,6261.0,68.65495126617367,25.76610260740974
31,184.607,256,780,632,1115,6261.0,68.65601582431336,25.766102607409735
32,215.721,225,696,225,724,6261.0,68.65920949873247,25.76610260740974
33,216.194,226,595,226,624,6261.0,68.66027405687215,25.76610260740974
34,179.736,56,610,56,638,6261.0,68.66133861501184,25.766102607409742
