,POP_2015,active_living,community_space,education,health_wellbeing,ID_HDC_G0,lng,lat
70,124.483,625,177,218,536,12908.0,120.19023894468322,-2.994176611204266
71,63.102,469,21,374,622,12908.0,120.19123756327836,-2.994176611204266
72,80.556,398,114,509,551,12908.0,120.19223618187345,-2.994176611204268
73,85.939,431,165,560,584,12908.0,120.19323480046862,-2.994176611204266
74,82.784,263,137,804,415,12908.0,120.19423341906374,-2.9941766112042663
75,92.75,292,53,867,424,12908.0,120.19523203765884,-2.9941766112042667
76,91.473,409,76,983,520,12908.0,120.19623065625399,-2.9941766112042676
77,98.76,531,334,1241,557,12908.0,120.19722927484911,-2.9941766112042663
78,97.809,685,488,1396,712,12908.0,120.19822789344425,-2.994176611204266
79,111.831,774,577,1485,800,12908.0,120.19922651203937,-2.9941766112042676
80,102.817,888,691,1553,914,12908.0,120.2002251306345,-2.994176611204266
81,86.24,1049,852,1629,1075,12908.0,120.20122374922961,-2.994176611204266
82,69.938,1144,947,1724,1170,12908.0,120.20222236782475,-2.9941766112042667
83,99.504,1215,1018,1784,1232,12908.0,120.2032209864199,-2.994176611204267
84,94.306,1011,747,0,33,12908.0,120.1862992482501,-2.9949858026317426
85,70.786,866,602,68,111,12908.0,120.18729786730039,-2.994985802631745
86,82.805,765,496,4,217,12908.0,120.18829648635065,-2.9949858026317426
87,94.002,674,403,111,324,12908.0,120.1892951054009,-2.9949858026317426
88,100.062,590,297,200,423,12908.0,120.19029372445121,-2.9949858026317426
89,27.895,420,130,432,519,12908.0,120.19129234350146,-2.9949858026317435
90,45.273,219,325,582,319,12908.0,120.19229096255172,-2.9949858026317426
91,50.757,121,253,657,274,12908.0,120.19328958160203,-2.9949858026317426
92,97.183,186,146,761,339,12908.0,120.1942882006523,-2.994985802631745
93,105.471,261,104,836,414,12908.0,120.19528681970256,-2.9949858026317426
94,77.451,334,109,1013,360,12908.0,120.19628543875284,-2.9949858026317426
95,80.155,436,239,1147,462,12908.0,120.19728405780316,-2.994985802631745
96,115.062,586,389,1297,612,12908.0,120.19828267685341,-2.9949858026317426
97,108.2,675,478,1386,701,12908.0,120.19928129590366,-2.9949858026317417
98,99.737,942,798,1503,951,12908.0,120.20027991495395,-2.9949858026317426
99,91.023,1010,864,1571,1019,12908.0,120.20127853400422,-2.9949858026317426
100,94.253,1150,953,1730,1176,12908.0,120.2022771530545,-2.994985802631745
101,74.388,1215,1018,1784,1232,12908.0,120.20327577210476,-2.9949858026317417
102,111.906,965,751,217,411,12908.0,120.18535542156376,-2.9957949942882856
103,98.56,1113,848,0,134,12908.0,120.18635404106928,-2.9957949942882864
104,67.685,844,629,67,238,12908.0,120.18735266057483,-2.995794994288286
105,87.05,701,486,159,330,12908.0,120.18835128008037,-2.9957949942882864
106,100.551,635,420,139,342,12908.0,120.1893498995859,-2.995794994288286
107,81.507,456,246,309,512,12908.0,120.19034851909149,-2.995794994288287
108,64.454,344,216,436,444,12908.0,120.191347138597,-2.9957949942882847
109,45.574,356,317,513,456,12908.0,120.19234575810255,-2.995794994288286
110,37.861,96,348,692,200,12908.0,120.19334437760811,-2.995794994288287
111,75.798,169,274,882,195,12908.0,120.19434299711364,-2.995794994288286
112,81.582,236,219,949,262,12908.0,120.19534161661919,-2.9957949942882864
113,102.641,371,212,1084,362,12908.0,120.19634023612471,-2.995794994288286
114,96.406,522,378,1235,531,12908.0,120.1973388556303,-2.9957949942882856
115,110.83,634,489,1347,642,12908.0,120.19833747513584,-2.9957949942882864
116,96.381,772,628,1443,780,12908.0,120.19933609464137,-2.995794994288287
117,117.816,864,720,1376,872,12908.0,120.20033471414692,-2.9957949942882864
118,94.303,1021,877,1581,1029,12908.0,120.20133333365246,-2.995794994288287
119,97.834,1137,993,1654,1138,12908.0,120.20233195315798,-2.9957949942882838
120,83.961,1137,993,1698,1146,12908.0,120.20333057266353,-2.9957949942882878
121,92.951,1040,825,292,486,12908.0,120.18541022879938,-2.996604186173958
122,75.798,957,742,208,402,12908.0,120.18640884876031,-2.9966041861739607
123,69.071,880,665,84,325,12908.0,120.18740746872126,-2.996604186173958
124,87.305,832,617,97,409,12908.0,120.18840608868221,-2.996604186173959
125,90.431,703,493,647,802,12908.0,120.18940470864314,-2.996604186173958
126,112.532,560,349,504,659,12908.0,120.19040332860408,-2.996604186173958
127,88.544,420,379,534,389,12908.0,120.191401948565,-2.9966041861739607
128,70.765,414,411,607,417,12908.0,120.19240056852594,-2.996604186173958
129,64.279,49,382,762,103,12908.0,120.19339918848688,-2.996604186173958
130,85.113,63,382,776,89,12908.0,120.19439780844783,-2.996604186173958
131,112.182,321,405,1034,168,12908.0,120.19539642840876,-2.996604186173959
132,114.486,417,309,1131,271,12908.0,120.1963950483697,-2.996604186173959
133,87.717,570,426,1274,578,12908.0,120.19739366833066,-2.9966041861739594
134,92.725,852,808,1270,699,12908.0,120.1983922882916,-2.996604186173959
135,93.702,945,801,1270,869,12908.0,120.19939090825251,-2.996604186173958
136,74.997,919,775,1296,896,12908.0,120.20038952821345,-2.996604186173959
137,97.909,1089,945,1433,1066,12908.0,120.20138814817437,-2.9966041861739594
138,106.748,1239,1095,1451,1150,12908.0,120.20238676813531,-2.9966041861739607
139,61.349,1333,1189,1406,1106,12908.0,120.20338538809625,-2.996604186173957
140,107.975,1158,943,188,603,12908.0,120.18546505090679,-2.9974133782888237
141,129.635,1018,803,48,463,12908.0,120.18646367132325,-2.997413378288821
142,88.118,933,718,18,379,12908.0,120.1874622917397,-2.9974133782888233
143,81.532,840,625,104,451,12908.0,120.18846091215616,-2.9974133782888224
144,74.546,725,515,669,718,12908.0,120.18945953257261,-2.997413378288822
145,95.855,612,402,556,604,12908.0,120.19045815298908,-2.997413378288824
146,120.52,416,413,567,355,12908.0,120.1914567734055,-2.9974133782888215
147,62.051,360,481,636,299,12908.0,120.192455393822,-2.9974133782888233
148,106.372,215,532,769,154,12908.0,120.19345401423841,-2.9974133782888224
149,123.6,215,511,928,62,12908.0,120.19445263465491,-2.997413378288824
150,89.495,324,457,1037,171,12908.0,120.19545125507135,-2.997413378288822
151,98.86,470,426,1110,317,12908.0,120.19644987548777,-2.997413378288822
152,102.04,749,705,1168,596,12908.0,120.19744849590427,-2.997413378288822
153,89.47,817,773,1235,664,12908.0,120.1984471163207,-2.997413378288822
154,74.946,948,866,1214,795,12908.0,120.19944573673715,-2.997413378288824
155,96.782,1067,923,1270,950,12908.0,120.20044435715361,-2.997413378288822
156,73.369,1189,1045,1407,1087,12908.0,120.20144297757004,-2.997413378288823
157,116.389,1239,1095,1391,1090,12908.0,120.20244159798654,-2.997413378288821
158,19.081,1371,1226,1260,959,12908.0,120.20344021840299,-2.997413378288824
159,91.785,1158,943,188,603,12908.0,120.18551988788606,-2.998222570632939
160,72.272,1070,855,0,515,12908.0,120.18651850875816,-2.9982225706329397
161,89.019,1070,855,0,515,12908.0,120.18751712963028,-2.9982225706329397
162,63.202,800,627,781,739,12908.0,120.18851575050235,-2.9982225706329406
163,118.091,727,559,714,666,12908.0,120.18951437137444,-2.9982225706329397
164,104.169,598,498,652,537,12908.0,120.19051299224652,-2.998222570632939
165,98.309,488,560,715,427,12908.0,120.19151161311864,-2.9982225706329415
166,82.684,330,601,756,269,12908.0,120.19251023399073,-2.9982225706329397
167,88.143,303,621,858,210,12908.0,120.19350885486281,-2.9982225706329406
168,79.479,329,646,941,176,12908.0,120.19450747573491,-2.9982225706329375
169,90.246,330,587,1043,177,12908.0,120.19550609660702,-2.99822257063294
170,107.599,528,507,1150,375,12908.0,120.19650471747913,-2.998222570632939
171,100.513,686,642,1104,533,12908.0,120.1975033383512,-2.9982225706329415
172,96.406,1317,1254,1182,1030,12908.0,120.1985019592233,-2.9982225706329415
173,83.861,1276,1213,1141,989,12908.0,120.1995005800954,-2.9982225706329375
174,79.529,1181,1119,1120,968,12908.0,120.20049920096747,-2.9982225706329406
175,17.704,1253,1190,1192,952,12908.0,120.20149782183957,-2.998222570632939
176,6.26,1297,1153,1333,1033,12908.0,120.20249644271165,-2.9982225706329406
177,22.086,1371,1226,1260,959,12908.0,120.20349506358376,-2.998222570632939
178,45.323,1233,1018,202,718,12908.0,120.18557473973725,-2.9990317632063745
179,70.564,1139,924,108,624,12908.0,120.18657336106509,-2.9990317632063723
180,88.518,1052,837,21,537,12908.0,120.18757198239294,-2.999031763206373
181,92.375,938,780,934,878,12908.0,120.18857060372076,-2.999031763206374
182,89.295,805,652,806,744,12908.0,120.18956922504864,-2.9990317632063723
183,113.033,673,639,793,612,12908.0,120.19056784637648,-2.999031763206374
184,98.71,550,654,808,489,12908.0,120.19156646770436,-2.9990317632063728
185,91.448,397,668,822,336,12908.0,120.19256508903224,-2.9990317632063737
186,84.537,463,739,917,355,12908.0,120.1935637103601,-2.9990317632063723
187,71.967,464,682,1096,311,12908.0,120.19456233168793,-2.999031763206374
188,99.411,438,656,1090,285,12908.0,120.19556095301577,-2.9990317632063723
189,101.665,647,603,1037,494,12908.0,120.19655957434364,-2.999031763206374
190,98.209,581,537,999,428,12908.0,120.19755819567148,-2.9990317632063723
191,121.422,1275,1212,1140,988,12908.0,120.19855681699937,-2.9990317632063723
192,115.287,1134,1072,1036,884,12908.0,120.19955543832724,-2.999031763206374
193,76.649,1222,1159,1161,952,12908.0,120.20055405965509,-2.999031763206374
194,75.297,1289,1227,1183,905,12908.0,120.20155268098294,-2.999031763206374
195,51.734,1453,1293,1129,828,12908.0,120.20255130231081,-2.9990317632063714
196,0.826,1477,1316,1152,852,12908.0,120.20354992363865,-2.999031763206374
197,99.036,1322,1107,290,806,12908.0,120.18562960646034,-2.9998409560091837
198,116.589,1236,1021,205,721,12908.0,120.18662822824412,-2.9998409560091845
199,55.54,1113,898,82,598,12908.0,120.18762685002784,-2.9998409560091837
200,97.157,963,805,960,902,12908.0,120.18862547181158,-2.9998409560091837
201,97.884,776,680,834,715,12908.0,120.1896240935953,-2.999840956009186
202,91.248,699,798,952,638,12908.0,120.19062271537906,-2.9998409560091828
203,65.406,642,849,1004,581,12908.0,120.19162133716281,-2.9998409560091837
204,73.344,635,906,1061,551,12908.0,120.19261995894657,-2.9998409560091854
205,95.104,553,832,1024,407,12908.0,120.1936185807303,-2.9998409560091837
206,105.872,495,779,1058,342,12908.0,120.19461720251407,-2.999840956009185
207,102.04,512,730,997,359,12908.0,120.19561582429782,-2.999840956009186
208,106.848,642,675,965,489,12908.0,120.19661444608155,-2.9998409560091837
209,115.938,716,672,864,563,12908.0,120.19761306786528,-2.9998409560091828
210,85.989,796,752,783,643,12908.0,120.19861168964901,-2.9998409560091845
211,107.174,1083,1039,946,795,12908.0,120.19961031143278,-2.9998409560091845
212,79.626,1183,1111,998,761,12908.0,120.20060893321654,-2.9998409560091845
213,17.303,1272,1177,1013,737,12908.0,120.20160755500028,-2.9998409560091828
214,52.285,1425,1214,1051,750,12908.0,120.202606176784,-2.9998409560091863
215,0.025,1433,1215,1051,750,12908.0,120.20360479856774,-2.9998409560091837
216,82.409,1357,1142,326,842,12908.0,120.18568448805549,-3.0006501490414363
217,81.482,1315,1100,284,800,12908.0,120.18668311029525,-3.000650149041434
218,94.879,1010,852,1006,949,12908.0,120.18868035477475,-3.0006501490414332
219,88.168,797,917,1071,736,12908.0,120.18967897701451,-3.000650149041436
220,60.573,697,862,1016,636,12908.0,120.19067759925427,-3.0006501490414346
221,84.011,620,891,1045,559,12908.0,120.19167622149403,-3.000650149041436
222,90.422,686,957,1112,611,12908.0,120.1926748437338,-3.0006501490414315
223,118.742,629,913,1082,476,12908.0,120.19367346597355,-3.0006501490414363
224,79.003,548,766,961,395,12908.0,120.19567071045304,-3.000650149041434
225,141.204,712,757,883,559,12908.0,120.19666933269282,-3.0006501490414337
226,90.096,796,752,783,643,12908.0,120.19766795493257,-3.0006501490414372
227,112.057,872,828,708,719,12908.0,120.19866657717232,-3.0006501490414332
228,105.696,942,898,811,703,12908.0,120.19966519941207,-3.000650149041435
229,92.375,1084,974,811,623,12908.0,120.20066382165183,-3.000650149041434
230,82.909,1151,1020,856,556,12908.0,120.2016624438916,-3.0006501490414346
231,11.218,1524,1285,1122,821,12908.0,120.20266106613134,-3.000650149041434
232,0.075,1344,1035,872,571,12908.0,120.20365968837109,-3.0006501490414355
233,25.942,1498,1283,467,983,12908.0,120.18474076182682,-3.0014593423031894
234,88.619,1467,1252,436,952,12908.0,120.18573938452272,-3.0014593423031846
235,32.603,1315,1100,284,800,12908.0,120.1867380072186,-3.0014593423031872
236,64.805,1137,1024,1179,1076,12908.0,120.18773662991447,-3.001459342303188
237,131.238,1050,953,1108,989,12908.0,120.18873525261036,-3.001459342303188
238,105.145,962,917,1072,901,12908.0,120.18973387530626,-3.001459342303186
239,108.626,764,1035,1189,703,12908.0,120.19073249800216,-3.0014593423031872
240,92.876,785,1056,1210,709,12908.0,120.19173112069805,-3.001459342303186
241,109.177,768,1039,1177,693,12908.0,120.19272974339394,-3.0014593423031877
242,90.797,754,1038,1207,601,12908.0,120.19372836608983,-3.001459342303188
243,104.469,781,1065,1010,628,12908.0,120.19472698878572,-3.001459342303185
244,111.556,722,940,803,569,12908.0,120.19572561148162,-3.001459342303187
245,92.951,800,846,794,647,12908.0,120.19672423417751,-3.0014593423031894
246,80.08,820,865,775,667,12908.0,120.19772285687343,-3.001459342303186
247,94.228,924,821,656,771,12908.0,120.1987214795693,-3.001459342303188
248,104.82,1027,933,769,618,12908.0,120.19972010226518,-3.0014593423031877
249,108.326,1095,985,822,612,12908.0,120.20071872496106,-3.001459342303187
250,95.956,1200,980,816,516,12908.0,120.20171734765697,-3.0014593423031894
251,47.176,1335,990,826,526,12908.0,120.20271597035286,-3.0014593423031863
252,8.764,1421,1113,949,648,12908.0,120.20371459304873,-3.001459342303186
253,36.008,1630,1415,599,1114,12908.0,120.18479567270998,-3.002268535794505
254,102.166,1498,1283,467,983,12908.0,120.18579429586211,-3.0022685357945065
255,41.617,1377,1263,1418,1316,12908.0,120.18679291901424,-3.0022685357945047
256,104.945,1251,1138,1292,1190,12908.0,120.18779154216641,-3.0022685357945034
257,122.799,1104,1040,1195,1043,12908.0,120.18879016531855,-3.002268535794504
258,86.039,986,1257,1412,925,12908.0,120.1897887884707,-3.0022685357945025
259,60.623,851,1121,1276,790,12908.0,120.19078741162284,-3.0022685357945047
260,77.576,824,1095,1250,749,12908.0,120.19178603477499,-3.002268535794505
261,91.387,851,1122,1204,776,12908.0,120.19278465792713,-3.0022685357945056
262,90.947,924,1208,1036,771,12908.0,120.1937832810793,-3.0022685357945025
263,102.892,846,1103,946,693,12908.0,120.19478190423145,-3.0022685357945065
264,92.65,771,989,764,618,12908.0,120.19578052738359,-3.0022685357945047
265,82.809,875,965,698,722,12908.0,120.19677915053572,-3.002268535794503
266,79.228,862,928,712,709,12908.0,120.1977777736879,-3.002268535794505
267,118.167,1012,738,574,737,12908.0,120.19877639684006,-3.002268535794504
268,91.899,1141,819,656,504,12908.0,120.1997750199922,-3.0022685357945034
269,101.615,1210,774,610,459,12908.0,120.20077364314436,-3.0022685357945047
270,64.129,1397,774,610,310,12908.0,120.20177226629647,-3.0022685357945047
271,37.21,1385,1023,859,558,12908.0,120.20277088944866,-3.0022685357945047
272,38.913,1465,1103,940,639,12908.0,120.20376951260077,-3.002268535794504
273,85.313,1630,1415,599,1114,12908.0,120.18485059846516,-3.003077729515448
274,57.468,1630,1415,599,1114,12908.0,120.1858492220737,-3.0030777295154447
275,89.395,1377,1263,1405,1316,12908.0,120.18684784568221,-3.003077729515448
276,96.957,1262,1166,1320,1201,12908.0,120.18784646929075,-3.0030777295154487
277,81.232,1065,1303,1458,1004,12908.0,120.18884509289929,-3.0030777295154465
278,95.73,967,1238,1392,906,12908.0,120.18984371650781,-3.003077729515448
279,102.942,928,1199,1353,867,12908.0,120.19084234011633,-3.003077729515448
280,91.048,1093,1364,1185,1014,12908.0,120.19184096372489,-3.003077729515447
281,84.445,991,1262,1136,913,12908.0,120.19283958733341,-3.003077729515446
282,115.562,966,1250,1063,813,12908.0,120.19383821094192,-3.0030777295154465
283,102.917,938,1179,862,785,12908.0,120.19483683455046,-3.003077729515448
284,94.603,921,1139,748,768,12908.0,120.19583545815901,-3.0030777295154465
285,86.265,827,1045,682,674,12908.0,120.1968340817675,-3.003077729515448
286,112.582,1067,846,442,856,12908.0,120.19783270537606,-3.003077729515448
287,47.026,1147,597,433,606,12908.0,120.19883132898461,-3.0030777295154465
288,73.82,1207,697,534,537,12908.0,120.19982995259313,-3.003077729515447
289,75.297,1301,659,495,344,12908.0,120.20082857620164,-3.0030777295154465
290,83.485,1429,747,583,282,12908.0,120.20182719981017,-3.003077729515448
291,36.96,1439,732,568,268,12908.0,120.2028258234187,-3.0030777295154456
292,98.81,1798,1583,767,1283,12908.0,120.1849055390925,-3.0038869234660788
293,92.901,1800,1585,769,1285,12908.0,120.18590416315753,-3.00388692346608
294,35.758,1575,1479,1074,1514,12908.0,120.18690278722256,-3.003886923466079
295,71.19,1356,1259,1294,1295,12908.0,120.18790141128758,-3.0038869234660774
296,96.582,1239,1189,1344,1179,12908.0,120.18890003535265,-3.0038869234660814
297,90.371,1027,1298,1452,966,12908.0,120.18989865941766,-3.003886923466079
298,100.313,1060,1331,1343,999,12908.0,120.19089728348268,-3.003886923466079
299,91.048,1138,1409,1236,1059,12908.0,120.19189590754775,-3.0038869234660783
300,130.311,1090,1361,1037,1010,12908.0,120.1928945316128,-3.0038869234660805
301,81.707,1095,1322,935,942,12908.0,120.19389315567781,-3.0038869234660805
302,108.876,1028,1164,760,875,12908.0,120.19489177974286,-3.0038869234660774
303,94.904,996,1070,666,843,12908.0,120.19589040380791,-3.0038869234660805
304,97.558,974,939,535,821,12908.0,120.19688902787293,-3.0038869234660805
305,96.081,1140,773,369,782,12908.0,120.19788765193798,-3.0038869234660774
306,89.195,1212,657,371,667,12908.0,120.19888627600301,-3.00388692346608
307,89.044,1242,508,344,503,12908.0,120.19988490006804,-3.003886923466079
308,92.725,1323,497,333,492,12908.0,120.20088352413306,-3.003886923466079
309,86.215,1508,601,437,136,12908.0,120.20188214819811,-3.003886923466079
310,74.496,1580,633,508,160,12908.0,120.20288077226311,-3.003886923466079
311,112.257,1798,1583,767,1283,12908.0,120.18496049459205,-3.0046961176464597
312,94.628,1689,1673,880,1396,12908.0,120.18595911911372,-3.004696117646463
313,78.928,1663,1567,1019,1535,12908.0,120.18695774363539,-3.004696117646461
314,113.484,1385,1289,1272,1324,12908.0,120.18795636815706,-3.0046961176464624
315,75.948,1167,1351,1440,1106,12908.0,120.1889549926787,-3.0046961176464597
316,77.781,1188,1454,1406,1127,12908.0,120.18995361720042,-3.004696117646463
317,107.975,1142,1413,1329,1081,12908.0,120.19095224172203,-3.0046961176464606
318,130.361,1256,1508,1169,1186,12908.0,120.19195086624372,-3.0046961176464615
319,72.217,1204,1375,971,1051,12908.0,120.19294949076537,-3.004696117646461
320,104.194,1170,1287,883,1017,12908.0,120.19394811528706,-3.0046961176464606
321,118.742,1124,1199,837,971,12908.0,120.1949467398087,-3.004696117646463
322,78.602,1098,1114,710,945,12908.0,120.19594536433036,-3.004696117646461
323,97.533,1070,1030,626,917,12908.0,120.19694398885204,-3.0046961176464597
324,85.489,1235,679,275,688,12908.0,120.1979426133737,-3.0046961176464624
325,98.334,1332,558,214,567,12908.0,120.19894123789537,-3.004696117646461
326,107.825,1307,440,276,442,12908.0,120.19993986241703,-3.004696117646463
327,79.654,1385,365,201,360,12908.0,120.2009384869387,-3.004696117646462
328,89.946,1498,515,405,156,12908.0,120.20193711146037,-3.00469611764646
329,76.173,1635,552,563,70,12908.0,120.20293573598202,-3.0046961176464624
330,90.572,1647,1638,922,1438,12908.0,120.18601408994229,-3.0055053120566546
331,100.087,1532,1531,1037,1471,12908.0,120.18701271492071,-3.005505312056655
332,87.742,1479,1383,1185,1418,12908.0,120.18801133989913,-3.0055053120566546
333,48.253,1249,1402,1330,1188,12908.0,120.18900996487756,-3.005505312056655
334,92.074,1260,1479,1375,1199,12908.0,120.19000858985598,-3.0055053120566555
335,67.059,1303,1568,1274,1242,12908.0,120.19100721483439,-3.0055053120566546
336,84.913,1314,1479,1113,1224,12908.0,120.1920058398128,-3.005505312056654
337,101.114,1349,1461,1057,1196,12908.0,120.1930044647912,-3.0055053120566546
338,71.466,1298,1289,981,1145,12908.0,120.19400308976964,-3.005505312056655
339,67.234,1188,1125,818,1035,12908.0,120.19500171474805,-3.0055053120566546
340,91.573,1177,1089,724,1024,12908.0,120.19600033972648,-3.0055053120566555
341,74.12,1750,804,493,914,12908.0,120.19699896470489,-3.005505312056657
342,107.925,1304,637,325,747,12908.0,120.1979975896833,-3.005505312056653
343,84.938,1437,478,74,487,12908.0,120.1989962146617,-3.0055053120566546
344,75.422,1414,419,166,428,12908.0,120.19999483964011,-3.005505312056656
345,50.131,1475,269,283,456,12908.0,120.20099346461855,-3.0055053120566533
346,89.17,1576,436,483,106,12908.0,120.20199208959696,-3.0055053120566546
347,37.511,1645,482,561,0,12908.0,120.2029907145754,-3.005505312056655
348,27.77,1783,1781,1288,1722,12908.0,120.185070450208,-3.0063145066967256
349,87.842,1588,1586,1092,1527,12908.0,120.1860690756433,-3.006314506696723
350,94.027,1536,1534,1089,1475,12908.0,120.1870677010786,-3.0063145066967247
351,100.037,1364,1517,1205,1304,12908.0,120.1880663265139,-3.006314506696723
352,89.195,1359,1519,1384,1298,12908.0,120.18906495194918,-3.0063145066967247
353,80.881,1355,1543,1315,1294,12908.0,120.19006357738448,-3.006314506696724
354,102.641,1388,1493,1186,1327,12908.0,120.19106220281978,-3.006314506696724
355,103.994,1414,1418,1110,1353,12908.0,120.19206082825504,-3.0063145066967256
356,40.14,1417,1318,1011,1353,12908.0,120.19305945369037,-3.006314506696723
357,33.78,1269,1033,725,1116,12908.0,120.19505670456094,-3.006314506696723
358,99.837,1328,926,618,1040,12908.0,120.19605532999624,-3.006314506696724
359,87.492,1666,720,409,831,12908.0,120.19705395543153,-3.0063145066967247
360,114.911,1522,577,266,687,12908.0,120.1980525808668,-3.0063145066967247
361,51.258,1380,536,129,545,12908.0,120.19905120630214,-3.0063145066967247
362,119.018,1510,420,159,526,12908.0,120.2000498317374,-3.0063145066967207
363,63.879,1543,207,355,521,12908.0,120.2010484571727,-3.006314506696726
364,99.311,1683,301,568,181,12908.0,120.20204708260798,-3.006314506696724
365,106.823,1728,256,635,226,12908.0,120.20304570804328,-3.006314506696724
366,77.676,1759,1758,1264,1698,12908.0,120.18512545032455,-3.007123701566728
