,POP_2015,community_space,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,79.958,1186,3084,201,2473,8685.0,79.63508486509221,10.784678091112202
1,93.561,1362,2882,377,2270,8685.0,79.63609367671205,10.784678091112205
2,121.633,1362,2882,377,2270,8685.0,79.6371024883319,10.784678091112202
3,43.876,2459,3352,573,3275,8685.0,79.62789008247859,10.783863786993745
4,116.041,1186,3084,201,2473,8685.0,79.63495175201366,10.783863786993745
5,160.061,1362,2882,377,2270,8685.0,79.63596056194724,10.783863786993743
6,148.767,1386,2857,401,2246,8685.0,79.63696937188084,10.783863786993747
7,40.34,2355,3248,1303,3171,8685.0,79.61464248465904,10.783049483718512
8,25.222,2355,3248,1303,3171,8685.0,79.61565129290649,10.783049483718514
9,7.758,2459,3352,573,3275,8685.0,79.62775699187591,10.783049483718512
10,51.345,2781,3675,487,3598,8685.0,79.62876580012335,10.783049483718512
11,63.685,2771,3665,476,3588,8685.0,79.62977460837078,10.783049483718512
12,128.2,2966,3859,277,3782,8685.0,79.63078341661826,10.783049483718512
13,109.257,2966,3859,277,3782,8685.0,79.63179222486572,10.783049483718512
14,142.922,985,2900,0,2288,8685.0,79.63481864960806,10.783049483718512
15,139.422,1203,3040,218,2429,8685.0,79.63582745785551,10.783049483718512
16,144.077,1203,3040,218,2429,8685.0,79.63683626610295,10.78304948371851
17,25.546,2355,3248,1303,3171,8685.0,79.61450942664615,10.78223518128644
18,44.02,2355,3248,1303,3171,8685.0,79.6155182332076,10.782235181286437
19,93.489,2179,3072,1127,2996,8685.0,79.61652703976905,10.782235181286438
20,85.046,2189,3083,1138,3006,8685.0,79.62257987913776,10.782235181286438
21,12.881,2189,3083,1138,3006,8685.0,79.62358868569923,10.782235181286437
22,0.902,2051,2944,999,2868,8685.0,79.62459749226068,10.782235181286437
23,16.273,2632,3526,400,3449,8685.0,79.62863271850648,10.78223518128644
24,69.458,2689,3583,395,3506,8685.0,79.62964152506794,10.782235181286437
25,143.066,2818,3712,222,3635,8685.0,79.6306503316294,10.782235181286437
26,136.355,2898,3791,209,3714,8685.0,79.63165913819083,10.782235181286437
27,71.659,985,2900,0,2288,8685.0,79.63468555787522,10.782235181286438
28,138.484,1068,2983,83,2372,8685.0,79.63569436443667,10.782235181286437
29,155.298,1196,3055,211,2444,8685.0,79.63670317099813,10.78223518128644
30,52.716,2179,3072,1127,2996,8685.0,79.61639398905433,10.781420879697455
31,103.989,2189,3083,1138,3006,8685.0,79.62244681830789,10.781420879697453
32,7.866,2051,2944,999,2868,8685.0,79.62345562318349,10.781420879697453
33,18.366,2035,2929,983,2852,8685.0,79.62446442805907,10.781420879697457
34,6.675,2686,3580,346,3503,8685.0,79.62849964756144,10.781420879697453
35,99.371,2800,3694,238,3617,8685.0,79.62950845243701,10.781420879697453
36,122.391,2878,3771,154,3694,8685.0,79.6305172573126,10.781420879697453
37,57.154,2944,3837,88,3760,8685.0,79.63152606218821,10.781420879697457
38,0.397,2933,3826,216,3750,8685.0,79.62836658728801,10.780606578951495
39,84.216,2903,3796,202,3719,8685.0,79.62937539047789,10.780606578951492
40,109.077,2976,3870,86,3793,8685.0,79.63038419366775,10.780606578951497
41,97.314,3032,3926,0,3849,8685.0,79.63139299685761,10.780606578951495
42,0.0,156,2989,156,2377,8685.0,79.64349863513601,10.780606578951494
43,0.866,156,2989,156,2377,8685.0,79.64450743832587,10.780606578951495
44,100.597,0,3145,0,2534,8685.0,79.64551624151575,10.780606578951494
45,39.691,1591,2485,539,2408,8685.0,79.62117192715617,10.779792279048491
46,125.963,892,3061,0,2450,8685.0,79.62722473618183,10.77979227904849
47,41.495,892,3061,0,2450,8685.0,79.6282335376861,10.779792279048491
48,68.484,723,2892,327,2280,8685.0,79.62924233919038,10.779792279048491
49,99.046,723,2892,327,2280,8685.0,79.63025114069464,10.779792279048491
50,46.654,3032,3926,0,3849,8685.0,79.63125994219892,10.779792279048491
51,122.932,911,2300,177,1688,8685.0,79.63731275122456,10.779792279048488
52,150.463,831,2400,277,1789,8685.0,79.63832155272885,10.779792279048488
53,11.005,641,2638,539,2026,8685.0,79.6403391557374,10.779792279048491
54,50.551,641,2638,539,2026,8685.0,79.64134795724168,10.779792279048491
55,93.597,272,2873,272,2261,8685.0,79.64235675874596,10.77979227904849
56,67.005,252,2893,252,2281,8685.0,79.64336556025022,10.77979227904849
57,48.495,156,2989,156,2377,8685.0,79.64437436175449,10.779792279048488
58,94.644,0,3145,0,2534,8685.0,79.64538316325877,10.779792279048488
59,85.154,808,3332,808,2721,8685.0,79.64740076626732,10.779792279048491
60,0.433,2354,2813,0,2737,8685.0,79.61296850147322,10.77897797998838
61,0.0,2354,2813,0,2737,8685.0,79.61397730129205,10.778977979988381
62,25.546,1591,2485,539,2408,8685.0,79.62103890002378,10.778977979988378
63,74.726,892,3061,0,2450,8685.0,79.6270916989367,10.778977979988378
64,106.262,869,3038,22,2427,8685.0,79.62810049875551,10.778977979988378
65,129.824,767,2936,142,2325,8685.0,79.62910929857433,10.77897797998838
66,185.607,652,2821,257,2210,8685.0,79.63011809839315,10.778977979988378
67,125.35,431,2600,267,1988,8685.0,79.6321356980308,10.778977979988381
68,138.303,431,2600,267,1988,8685.0,79.6331444978496,10.77897797998838
69,98.18,585,2500,144,1889,8685.0,79.63415329766843,10.778977979988378
70,61.629,761,2390,213,1779,8685.0,79.63617089730606,10.778977979988378
71,66.897,911,2300,177,1688,8685.0,79.63717969712489,10.778977979988381
72,67.149,822,2410,287,1798,8685.0,79.6381884969437,10.778977979988378
73,100.056,812,2419,296,1808,8685.0,79.63919729676253,10.77897797998838
74,70.577,627,2571,472,1959,8685.0,79.64020609658135,10.77897797998838
75,36.587,457,2688,457,2076,8685.0,79.64121489640014,10.778977979988378
76,13.278,442,2702,442,2091,8685.0,79.64222369621898,10.77897797998838
77,17.861,324,2848,324,2237,8685.0,79.6432324960378,10.778977979988378
78,50.335,506,3030,506,2419,8685.0,79.6442412958566,10.778977979988378
79,27.675,506,3030,506,2419,8685.0,79.64525009567545,10.778977979988381
80,42.0,2354,2813,0,2737,8685.0,79.61283549849362,10.778163681771092
81,5.99,2354,2813,0,2737,8685.0,79.61384429662712,10.77816368177109
82,130.798,724,2892,32,2281,8685.0,79.6279674704961,10.778163681771092
83,175.54,707,2876,16,2265,8685.0,79.62897626862959,10.77816368177109
84,140.829,329,2498,166,1887,8685.0,79.63200266303008,10.778163681771092
85,174.71,288,2457,124,1846,8685.0,79.63301146116359,10.778163681771092
86,100.958,515,2485,74,1874,8685.0,79.63402025929709,10.77816368177109
87,124.592,605,2373,35,1762,8685.0,79.63502905743057,10.77816368177109
88,88.51,716,2345,168,1734,8685.0,79.63603785556408,10.778163681771089
89,138.917,734,2122,0,1511,8685.0,79.63704665369758,10.778163681771092
90,115.932,734,2122,0,1511,8685.0,79.6380554518311,10.778163681771092
91,103.412,855,2244,121,1632,8685.0,79.63906424996458,10.77816368177109
92,63.866,574,2571,472,1959,8685.0,79.64007304809809,10.77816368177109
93,96.195,574,2571,472,1959,8685.0,79.64108184623157,10.77816368177109
94,18.149,472,2673,472,2062,8685.0,79.64209064436507,10.778163681771092
95,65.381,1476,2124,179,2047,8685.0,79.6197640813212,10.77734938439656
96,75.628,1364,2236,291,2159,8685.0,79.62077287776953,10.777349384396562
97,79.814,1359,2241,296,2165,8685.0,79.62178167421783,10.77734938439656
98,123.726,498,2602,0,1991,8685.0,79.62884324935602,10.77734938439656
99,97.819,498,2602,0,1991,8685.0,79.62985204580434,10.777349384396562
100,113.479,225,2394,61,1783,8685.0,79.63186963870095,10.777349384396562
101,88.603,225,2394,61,1783,8685.0,79.63287843514928,10.77734938439656
102,114.814,441,2416,148,1805,8685.0,79.63388723159758,10.77734938439656
103,133.468,548,2264,0,1653,8685.0,79.63489602804587,10.777349384396558
104,98.072,671,2300,123,1689,8685.0,79.6359048244942,10.77734938439656
105,150.824,696,2084,6,1473,8685.0,79.63691362094254,10.77734938439656
106,152.592,855,2244,121,1632,8685.0,79.63792241739085,10.777349384396562
107,122.572,867,2252,133,1641,8685.0,79.63893121383916,10.77734938439656
108,99.226,1005,2410,312,1799,8685.0,79.63994001028746,10.777349384396562
109,108.463,1005,2410,312,1799,8685.0,79.64094880673578,10.77734938439656
110,50.876,1114,2519,421,1908,8685.0,79.6419576031841,10.777349384396562
111,29.335,1655,2115,0,2038,8685.0,79.61862229312082,10.776535087864719
112,46.294,1594,2155,61,2078,8685.0,79.61963108788409,10.776535087864719
113,67.149,1491,2109,179,2032,8685.0,79.62063988264735,10.776535087864717
114,32.835,1364,2236,291,2159,8685.0,79.62164867741062,10.776535087864719
115,15.948,1393,2556,607,2178,8685.0,79.62366626693715,10.776535087864717
116,132.927,498,2602,0,1991,8685.0,79.62871024075348,10.776535087864719
117,15.624,498,2602,0,1991,8685.0,79.62971903551673,10.776535087864717
118,11.799,145,2314,18,1703,8685.0,79.63173662504323,10.776535087864719
119,68.204,103,2272,75,1661,8685.0,79.63274541980648,10.776535087864719
120,61.556,120,2202,284,1591,8685.0,79.63375421456976,10.776535087864717
121,149.669,482,2199,63,1587,8685.0,79.63476300933303,10.776535087864717
122,120.695,419,2135,0,1524,8685.0,79.6357718040963,10.776535087864719
123,133.865,618,2007,0,1395,8685.0,79.63678059885957,10.776535087864719
124,158.546,713,2098,0,1486,8685.0,79.63778939362282,10.776535087864719
125,153.638,775,2160,61,1548,8685.0,79.63879818838609,10.776535087864719
126,72.165,906,2310,212,1699,8685.0,79.63980698314934,10.776535087864717
127,108.608,970,2375,277,1764,8685.0,79.6408157779126,10.776535087864719
128,64.732,1079,2484,385,1872,8685.0,79.64182457267587,10.776535087864717
129,18.294,1782,2241,126,2165,8685.0,79.61748051895991,10.7757207921755
130,55.891,1782,2241,126,2165,8685.0,79.61848931203825,10.775720792175498
131,75.917,1612,2073,51,1996,8685.0,79.61949810511659,10.775720792175498
132,1.515,1559,2041,111,1964,8685.0,79.62050689819498,10.7757207921755
133,8.01,1393,2556,607,2178,8685.0,79.62353327743,10.7757207921755
134,32.907,1393,2556,607,2178,8685.0,79.62454207050834,10.7757207921755
135,82.592,1553,2715,766,2337,8685.0,79.6255508635867,10.775720792175498
136,124.845,676,2370,0,1759,8685.0,79.62857724282173,10.775720792175498
137,1.84,260,2226,161,1614,8685.0,79.63160362205677,10.7757207921755
138,107.2,260,2226,161,1614,8685.0,79.63261241513513,10.7757207921755
139,106.046,203,2118,225,1507,8685.0,79.63362120821348,10.7757207921755
140,109.654,225,2105,198,1493,8685.0,79.63463000129182,10.7757207921755
141,144.726,311,2027,108,1416,8685.0,79.63563879437015,10.775720792175498
142,132.638,477,1861,0,1250,8685.0,79.6366475874485,10.7757207921755
143,114.092,545,1930,68,1319,8685.0,79.63765638052685,10.775720792175498
144,142.742,616,2001,139,1390,8685.0,79.6386651736052,10.7757207921755
145,61.592,1073,2478,380,1867,8685.0,79.63967396668356,10.775720792175498
146,61.556,1066,2471,373,1860,8685.0,79.6406827597619,10.7757207921755
147,59.861,1285,2670,808,2058,8685.0,79.64169155284023,10.775720792175498
148,84.216,1245,2630,768,2018,8685.0,79.64270034591861,10.7757207921755
149,56.0,1320,2705,843,2093,8685.0,79.64370913899695,10.7757207921755
150,124.015,1934,2393,0,2316,8685.0,79.61633875883788,10.774906497328837
151,62.386,1934,2393,0,2316,8685.0,79.61734755023146,10.774906497328836
152,58.453,1782,2241,126,2165,8685.0,79.61835634162503,10.774906497328837
153,50.66,1553,2715,766,2337,8685.0,79.62541788137999,10.774906497328839
154,144.726,676,2370,0,1759,8685.0,79.6284442555607,10.774906497328837
155,62.819,676,2370,0,1759,8685.0,79.62945304695428,10.774906497328837
156,14.325,484,2196,191,1585,8685.0,79.63046183834784,10.774906497328839
157,2.201,260,2226,161,1614,8685.0,79.6314706297414,10.774906497328837
158,102.546,260,2226,161,1614,8685.0,79.63247942113499,10.774906497328836
159,109.907,303,2019,126,1407,8685.0,79.63348821252853,10.774906497328839
160,130.004,345,1996,124,1385,8685.0,79.6344970039221,10.774906497328836
161,125.602,361,1996,124,1385,8685.0,79.63550579531568,10.774906497328837
162,123.582,477,1861,0,1250,8685.0,79.63651458670925,10.774906497328837
163,135.994,545,1930,68,1319,8685.0,79.6375233781028,10.774906497328837
164,111.494,638,2018,161,1407,8685.0,79.63853216949639,10.774906497328834
165,163.525,1111,2516,417,1904,8685.0,79.63954096088995,10.774906497328836
166,100.453,1145,2550,452,1939,8685.0,79.6405497522835,10.774906497328836
167,109.907,972,2357,495,1746,8685.0,79.64155854367708,10.774906497328839
168,96.881,1160,2544,683,1933,8685.0,79.64256733507065,10.774906497328837
169,69.17,1249,2634,772,2023,8685.0,79.6435761264642,10.774906497328837
170,31.031,1322,2707,845,2095,8685.0,79.64458491785777,10.774906497328837
