,POP_2015,active_living,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,163.076,4340,692,1276,8243.0,81.90790193057697,25.438843911566238
1,194.578,4340,692,1276,8243.0,81.90754725320994,25.438003066533796
2,266.35,4033,859,969,8243.0,81.90896342323919,25.43632138315416
3,188.037,4033,859,969,8243.0,81.91002616157887,25.43632138315416
4,105.733,5000,1852,651,8243.0,81.9185280682963,25.436321383154155
5,129.348,5000,1852,651,8243.0,81.91959080663597,25.436321383154155
6,208.264,4258,356,1782,8243.0,81.90435784979884,25.435480544806772
7,223.621,4174,271,1697,8243.0,81.90542058353724,25.435480544806772
8,177.923,4314,96,1872,8243.0,81.9064833172756,25.435480544806772
9,183.351,4424,14,1982,8243.0,81.907546051014,25.435480544806776
10,252.432,4231,1057,771,8243.0,81.91073425222912,25.435480544806776
11,193.279,4231,1057,771,8243.0,81.9117969859675,25.435480544806776
12,75.408,4604,1429,910,8243.0,81.91498518718264,25.435480544806776
13,169.997,4694,1520,820,8243.0,81.916047920921,25.435480544806776
14,258.803,4721,1547,793,8243.0,81.91711065465938,25.435480544806776
15,115.893,5000,1852,651,8243.0,81.91817338839776,25.435480544806776
16,186.366,5000,1852,651,8243.0,81.91923612213613,25.435480544806772
17,103.923,5000,1698,669,8243.0,81.92029885587449,25.435480544806776
18,102.624,5000,1571,796,8243.0,81.9213615896129,25.435480544806776
19,122.76,5000,1550,817,8243.0,81.92242432335127,25.43548054480678
20,21.249,5000,1380,1409,8243.0,81.92561252456639,25.435480544806776
21,35.445,4258,356,1782,8243.0,81.90400324574337,25.434639708687552
22,90.84,4136,282,1724,8243.0,81.90506597488064,25.43463970868755
23,180.242,4254,157,1812,8243.0,81.90612870401793,25.434639708687552
24,215.688,4390,85,1948,8243.0,81.90719143315522,25.43463970868755
25,0.325,4465,60,2023,8243.0,81.90825416229248,25.434639708687552
26,15.032,4231,1057,771,8243.0,81.91037962056704,25.43463970868755
27,138.858,4231,1057,771,8243.0,81.91144234970434,25.434639708687552
28,62.535,4604,1429,910,8243.0,81.91463053711618,25.43463970868755
29,97.56,4708,1533,806,8243.0,81.91569326625346,25.434639708687552
30,129.609,4721,1547,793,8243.0,81.91675599539074,25.43463970868755
31,88.178,4938,1763,576,8243.0,81.91781872452802,25.43463970868755
32,103.097,4991,1790,523,8243.0,81.91888145366532,25.434639708687556
33,56.323,5000,1698,669,8243.0,81.91994418280258,25.43463970868755
34,35.074,5000,1550,817,8243.0,81.92100691193987,25.434639708687552
35,95.619,5000,1487,863,8243.0,81.92206964107716,25.43463970868755
36,90.887,5000,1395,944,8243.0,81.92313237021445,25.434639708687556
37,107.635,5000,1376,1052,8243.0,81.92419509935172,25.43463970868755
38,3.99,5000,1288,1317,8243.0,81.92525782848901,25.43463970868755
39,119.512,4101,217,2072,8243.0,81.90258593317702,25.4337988747964
40,101.418,3956,190,1851,8243.0,81.90471138224981,25.433798874796395
41,136.678,3828,546,1480,8243.0,81.90683683132261,25.433798874796395
42,30.017,3828,546,1480,8243.0,81.90789955585899,25.4337988747964
43,22.13,3675,501,1327,8243.0,81.9089622803954,25.433798874796395
44,141.708,4738,1564,264,8243.0,81.91533862761376,25.433798874796395
45,105.211,4738,1564,264,8243.0,81.91640135215017,25.4337988747964
46,73.079,4836,1662,181,8243.0,81.91746407668656,25.433798874796395
47,45.96,5000,1770,476,8243.0,81.91852680122295,25.43379887479639
48,33.126,5000,1497,749,8243.0,81.92065225029575,25.433798874796395
49,66.344,5000,1460,785,8243.0,81.92171497483214,25.433798874796395
50,83.232,5000,1371,875,8243.0,81.92277769936854,25.43379887479639
51,168.968,5000,1283,1047,8243.0,81.92384042390493,25.4337988747964
52,121.646,5000,1214,1179,8243.0,81.92490314844133,25.433798874796395
53,150.132,5000,1237,1221,8243.0,81.92596587297771,25.433798874796395
54,82.768,4798,1009,1596,8243.0,81.92809132205052,25.4337988747964
55,68.2,4798,1009,1596,8243.0,81.92915404658692,25.433798874796402
56,31.78,4822,983,1724,8243.0,81.93021677112333,25.43379887479639
57,8.119,4644,805,1902,8243.0,81.93127949565968,25.4337988747964
58,102.903,4607,768,2040,8243.0,81.93234222019609,25.433798874796395
59,102.485,4641,802,2074,8243.0,81.93340494473249,25.43379887479639
60,16.609,4647,586,2298,8243.0,81.93446766926888,25.4337988747964
61,161.824,4647,586,2298,8243.0,81.9355303938053,25.4337988747964
62,158.762,4101,217,2072,8243.0,81.90223136577276,25.432958043133226
63,254.241,3961,155,1900,8243.0,81.9043568056442,25.43295804313322
64,177.412,3778,353,1672,8243.0,81.90541952557992,25.432958043133223
65,242.086,3831,407,1618,8243.0,81.90648224551565,25.43295804313322
66,163.216,3673,313,1622,8243.0,81.90754496545136,25.432958043133223
67,53.539,3675,501,1327,8243.0,81.90860768538707,25.432958043133226
68,0.0,5000,1949,313,8243.0,81.91285856512992,25.432958043133223
69,11.599,5000,1949,313,8243.0,81.91392128506564,25.43295804313322
70,25.471,4738,1564,264,8243.0,81.91498400500134,25.432958043133223
71,76.272,4738,1564,264,8243.0,81.91604672493708,25.43295804313322
72,88.18,4844,1670,174,8243.0,81.91710944487279,25.43295804313322
73,116.394,4922,1612,267,8243.0,81.91817216480852,25.432958043133226
74,60.034,5000,1283,962,8243.0,81.92242304455138,25.432958043133226
75,136.353,5000,1239,1025,8243.0,81.9234857644871,25.432958043133226
76,42.08,4917,1127,1145,8243.0,81.92454848442281,25.432958043133226
77,156.628,4963,1174,1202,8243.0,81.92561120435852,25.432958043133223
78,1.902,4628,839,1574,8243.0,81.92879936416568,25.432958043133226
79,25.61,4822,983,1724,8243.0,81.92986208410142,25.43295804313322
80,82.86,4511,672,2035,8243.0,81.93198752397284,25.43295804313322
81,232.622,4511,672,2035,8243.0,81.93305024390854,25.43295804313322
82,2.737,4533,472,2352,8243.0,81.93411296384427,25.43295804313322
83,112.042,4593,532,2352,8243.0,81.93517568377999,25.432958043133223
84,170.685,3917,111,1939,8243.0,81.90400224506327,25.432117213697925
85,197.037,3870,64,1892,8243.0,81.90506496039849,25.43211721369793
86,178.665,3747,169,1768,8243.0,81.90612767573376,25.432117213697925
87,181.263,3634,279,1583,8243.0,81.90719039106898,25.432117213697925
88,83.556,3532,364,1489,8243.0,81.90825310640425,25.432117213697925
89,0.0,5000,1949,313,8243.0,81.91356668308046,25.43211721369793
90,0.789,4970,1796,160,8243.0,81.91462939841571,25.43211721369792
91,0.557,4906,1732,96,8243.0,81.91569211375095,25.432117213697925
92,7.841,4962,1788,56,8243.0,81.91675482908622,25.432117213697925
93,26.166,5000,2001,269,8243.0,81.91781754442145,25.432117213697925
94,82.675,5000,2001,269,8243.0,81.91888025975669,25.43211721369792
95,28.486,4969,1180,699,8243.0,81.92206840576243,25.432117213697925
96,24.032,4991,1202,1025,8243.0,81.92313112109768,25.43211721369792
97,14.058,4856,1066,1206,8243.0,81.92419383643293,25.432117213697925
98,172.262,4762,973,1119,8243.0,81.92525655176817,25.432117213697925
99,114.687,4736,947,1247,8243.0,81.92631926710341,25.432117213697932
100,70.659,4620,831,1566,8243.0,81.92844469777391,25.432117213697925
101,101.743,4716,926,1661,8243.0,81.92950741310915,25.432117213697925
102,87.082,4370,532,1980,8243.0,81.93163284377964,25.432117213697925
103,165.814,4441,461,2050,8243.0,81.93269555911489,25.43211721369793
104,92.789,4533,472,2352,8243.0,81.93375827445014,25.432117213697925
105,43.611,4533,472,2352,8243.0,81.9348209897854,25.432117213697925
106,45.652,4923,647,2744,8243.0,81.93907185112636,25.432117213697925
107,172.077,4923,647,2744,8243.0,81.94013456646162,25.43211721369792
108,98.774,3860,49,2024,8243.0,81.90364770050645,25.431276386490413
