,POP_2015,community_space,education,food_choices,nightlife,ID_HDC_G0,lng,lat
46,31.385,5000,2211,1225,5000,4733.0,36.11124210240336,-0.2309034770287828
47,55.898,5000,2211,1225,5000,4733.0,36.112239884813654,-0.23090347702878186
48,24.982,5000,2059,957,5000,4733.0,36.113237667223956,-0.23090347702878186
49,25.634,5000,2059,957,5000,4733.0,36.11423544963425,-0.2309034770287824
50,44.233,5000,1977,714,5000,4733.0,36.11523323204456,-0.23090347702878242
51,12.588,5000,1977,714,5000,4733.0,36.11623101445486,-0.23090347702878186
52,2.343,5000,1773,504,5000,4733.0,36.11722879686516,-0.23090347702878233
53,65.658,5000,1445,493,5000,4733.0,36.11922436168576,-0.23090347702878236
54,15.341,5000,1382,502,5000,4733.0,36.12022214409606,-0.23090347702878186
55,44.553,5000,1587,296,5000,4733.0,36.12121992650636,-0.23090347702878192
56,40.876,5000,1371,598,5000,4733.0,36.12321549132697,-0.23090347702878286
57,14.435,5000,1566,790,5000,4733.0,36.12421327373726,-0.23090347702878186
58,24.149,5000,1566,790,5000,4733.0,36.12521105614756,-0.2309034770287824
59,10.672,5000,1820,1245,5000,4733.0,36.12820440337846,-0.23090347702878233
60,33.71,5000,1820,1245,5000,4733.0,36.12920218578877,-0.2309034770287824
61,36.789,5000,2468,1148,5000,4733.0,36.11024558934821,-0.23171224746136942
62,19.333,5000,1925,835,5000,4733.0,36.11423671912971,-0.23171224746136895
63,48.393,5000,1899,861,5000,4733.0,36.11523450157509,-0.23171224746136895
64,47.871,5000,1897,634,5000,4733.0,36.11623228402046,-0.2317122474613699
65,29.383,5000,1773,507,5000,4733.0,36.11723006646583,-0.2317122474613694
66,76.673,5000,1379,504,5000,4733.0,36.11922563135659,-0.23171224746136942
67,62.751,5000,1377,507,5000,4733.0,36.12022341380196,-0.2317122474613694
68,41.885,5000,1572,407,5000,4733.0,36.12122119624733,-0.23171224746136987
69,24.235,5000,1572,407,5000,4733.0,36.122218978692715,-0.23171224746136942
70,14.332,5000,1268,701,5000,4733.0,36.12321676113808,-0.23171224746136845
71,38.961,5000,1268,701,5000,4733.0,36.124214543583456,-0.2317122474613699
72,35.77,5000,1830,845,5000,4733.0,36.11423799306409,-0.23252101791164684
73,26.185,5000,1800,814,5000,4733.0,36.11523577554466,-0.2325210179116463
74,56.457,5000,1800,814,5000,4733.0,36.116233558025236,-0.2325210179116463
75,17.582,5000,1668,616,5000,4733.0,36.11723134050581,-0.23252101791164684
76,15.82,5000,1267,617,5000,4733.0,36.11822912298638,-0.23252101791164634
77,11.066,5000,1267,617,5000,4733.0,36.11922690546695,-0.2325210179116463
78,14.367,5000,1144,739,5000,4733.0,36.12022468794752,-0.23252101791164634
79,15.666,5000,1138,831,5000,4733.0,36.12222025290867,-0.23252101791164587
80,10.484,5000,1138,831,5000,4733.0,36.12321803538924,-0.23252101791164734
81,43.595,5000,1268,701,5000,4733.0,36.1242158178698,-0.23252101791164587
82,46.761,5000,1931,771,5000,4733.0,36.11324148892151,-0.23332978837967494
83,51.921,5000,1882,722,5000,4733.0,36.1142392714374,-0.2333297883796754
84,31.467,5000,1761,775,5000,4733.0,36.11523705395331,-0.2333297883796754
85,29.793,5000,1646,661,5000,4733.0,36.11623483646919,-0.23332978837967447
86,61.109,5000,1646,661,5000,4733.0,36.11723261898508,-0.2333297883796754
87,32.41,5000,1144,739,5000,4733.0,36.11922818401686,-0.2333297883796749
88,20.267,5000,1144,739,5000,4733.0,36.12022596653275,-0.23332978837967586
89,17.308,5000,1014,1381,5000,4733.0,36.12820822665989,-0.2333297883796754
90,14.999,5000,1014,1381,5000,4733.0,36.12920600917578,-0.23332978837967494
91,13.358,5000,2654,808,5000,4733.0,36.11024942404432,-0.23413855886551788
92,28.632,5000,1956,637,5000,4733.0,36.11324277169832,-0.23413855886551788
93,19.863,5000,1882,722,5000,4733.0,36.11424055424965,-0.23413855886551643
94,59.689,5000,1513,528,5000,4733.0,36.11623611935232,-0.23413855886551788
95,98.188,5000,1310,905,5000,4733.0,36.11922946700632,-0.23413855886551738
96,27.621,5000,982,901,5000,4733.0,36.12022724955765,-0.23413855886551688
97,38.43,5000,957,927,5000,4733.0,36.12122503210899,-0.23413855886551738
98,11.493,5000,802,1167,5000,4733.0,36.12421837976299,-0.2341385588655174
99,40.602,5000,802,1167,5000,4733.0,36.12521616231432,-0.23413855886551643
100,8.415,5000,888,1255,5000,4733.0,36.12820950996832,-0.23413855886551688
101,33.984,5000,1014,1381,5000,4733.0,36.12920729251966,-0.23413855886551788
102,20.944,5000,1956,637,5000,4733.0,36.113244058913935,-0.23494732936923446
103,10.176,5000,1466,481,5000,4733.0,36.116237406674635,-0.2349473293692345
104,46.486,5000,1359,737,5000,4733.0,36.117235189261535,-0.234947329369234
105,23.944,5000,1420,798,5000,4733.0,36.11823297184843,-0.23494732936923496
106,41.834,5000,1348,943,5000,4733.0,36.11923075443533,-0.234947329369234
107,30.58,5000,1348,943,5000,4733.0,36.12022853702223,-0.23494732936923446
108,51.668,5000,920,972,5000,4733.0,36.12122631960913,-0.234947329369235
109,7.662,5000,856,1068,5000,4733.0,36.12222410219603,-0.23494732936923396
110,21.122,5000,802,1167,5000,4733.0,36.124219667369815,-0.23494732936923446
111,30.546,5000,802,1167,5000,4733.0,36.125217449956715,-0.23494732936923496
112,21.43,5000,756,1216,5000,4733.0,36.127213015130515,-0.234947329369235
113,39.576,5000,888,1255,5000,4733.0,36.128210797717415,-0.2349473293692345
114,32.038,5000,2600,754,5000,4733.0,36.110252002700605,-0.2357560998908884
115,39.502,5000,1734,415,5000,4733.0,36.11424313319095,-0.2357560998908889
116,36.857,5000,1734,415,5000,4733.0,36.11524091581354,-0.2357560998908884
117,13.221,5000,1554,373,5000,4733.0,36.11623869843613,-0.23575609989088786
118,55.858,5000,1305,683,5000,4733.0,36.11723648105872,-0.2357560998908889
119,26.8,5000,1401,791,5000,4733.0,36.1182342636813,-0.2357560998908884
120,77.134,5000,1442,846,5000,4733.0,36.119232046303885,-0.2357560998908889
121,18.488,5000,848,1036,5000,4733.0,36.12022982892647,-0.23575609989088786
122,48.915,5000,801,1123,5000,4733.0,36.12122761154906,-0.2357560998908889
123,0.445,5000,801,1123,5000,4733.0,36.12222539417165,-0.2357560998908884
124,22.73,5000,500,1457,5000,4733.0,36.1252187420394,-0.2357560998908884
125,33.556,5000,628,1341,5000,4733.0,36.126216524661984,-0.2357560998908884
126,16.915,5000,756,1216,5000,4733.0,36.12721430728457,-0.2357560998908884
127,43.152,5000,2600,754,5000,4733.0,36.110253298686416,-0.2365648704305419
128,60.037,5000,2169,323,5000,4733.0,36.1132466466616,-0.23656487043054097
129,34.097,5000,1734,415,5000,4733.0,36.114244429319996,-0.23656487043054097
130,23.431,5000,1582,263,5000,4733.0,36.115242211978405,-0.23656487043054092
131,22.593,5000,1553,292,5000,4733.0,36.1162399946368,-0.2365648704305419
132,14.862,5000,1284,662,5000,4733.0,36.11723777729519,-0.23656487043054097
133,33.607,5000,1135,710,5000,4733.0,36.11823555995358,-0.23656487043054097
134,39.234,5000,1135,710,5000,4733.0,36.119233342611984,-0.23656487043054145
135,49.667,5000,834,1050,5000,4733.0,36.12023112527037,-0.23656487043054142
136,52.78,5000,732,1152,5000,4733.0,36.121228907928774,-0.23656487043054047
137,24.474,5000,633,1212,5000,4733.0,36.122226690587176,-0.23656487043054192
138,11.818,5000,512,1333,5000,4733.0,36.12322447324557,-0.23656487043054047
139,6.243,5000,372,1473,5000,4733.0,36.124222255903966,-0.23656487043054145
140,34.993,5000,500,1457,5000,4733.0,36.12522003856237,-0.23656487043054097
141,20.679,5000,2637,791,5000,4733.0,36.11025459911068,-0.23737364098825395
142,33.689,5000,2169,323,5000,4733.0,36.11225016449933,-0.23737364098825436
143,29.876,5000,2169,323,5000,4733.0,36.11324794719366,-0.2373736409882549
144,15.701,5000,1686,160,5000,4733.0,36.11524351258231,-0.23737364098825386
145,20.746,5000,1582,263,5000,4733.0,36.11624129527665,-0.23737364098825386
146,25.398,5000,1270,575,5000,4733.0,36.11723907797098,-0.23737364098825436
147,17.223,5000,1135,710,5000,4733.0,36.118236860665306,-0.23737364098825436
148,71.952,5000,967,878,5000,4733.0,36.11923464335963,-0.23737364098825386
149,73.851,5000,920,963,5000,4733.0,36.12023242605396,-0.23737364098825436
150,30.187,5000,736,1110,5000,4733.0,36.1212302087483,-0.2373736409882544
151,16.385,5000,633,1212,5000,4733.0,36.12222799144263,-0.23737364098825395
152,1.608,5000,512,1333,5000,4733.0,36.123225774136955,-0.23737364098825484
153,9.458,5000,354,1491,5000,4733.0,36.12422355683128,-0.23737364098825386
154,15.458,5000,2754,908,5000,4733.0,36.110255903973396,-0.23818241156408937
155,18.537,5000,2412,566,5000,4733.0,36.111253686703776,-0.23818241156408937
156,70.683,5000,2302,456,5000,4733.0,36.112251469434156,-0.23818241156408937
157,59.181,5000,2012,165,5000,4733.0,36.113249252164536,-0.23818241156408893
158,14.538,5000,2012,165,5000,4733.0,36.11424703489493,-0.2381824115640894
159,20.558,5000,1712,133,5000,4733.0,36.11524481762531,-0.23818241156408987
160,31.777,5000,1686,160,5000,4733.0,36.1162426003557,-0.23818241156408937
161,35.831,5000,1270,575,5000,4733.0,36.117240383086084,-0.23818241156408937
162,19.053,5000,1329,602,5000,4733.0,36.118238165816464,-0.23818241156408887
163,33.351,5000,967,878,5000,4733.0,36.11923594854684,-0.2381824115640894
164,72.996,5000,938,907,5000,4733.0,36.120233731277224,-0.2381824115640894
165,26.51,5000,767,1078,5000,4733.0,36.12123151400762,-0.2381824115640894
166,18.694,5000,907,1218,5000,4733.0,36.122229296738,-0.2381824115640894
167,19.138,5000,436,1455,5000,4733.0,36.12322707946839,-0.23818241156408987
168,38.738,5000,436,1455,5000,4733.0,36.12422486219877,-0.23818241156408887
169,26.348,5000,2704,858,5000,4733.0,36.11025721327455,-0.23899118215810822
170,25.022,5000,2412,566,5000,4733.0,36.11125499604111,-0.23899118215810825
171,20.781,5000,2297,450,5000,4733.0,36.112252778807665,-0.23899118215810825
172,66.543,5000,2165,318,5000,4733.0,36.11325056157423,-0.23899118215810822
173,20.353,5000,1840,6,5000,4733.0,36.11524612710736,-0.23899118215810822
174,42.279,5000,1458,449,5000,4733.0,36.117241692640484,-0.23899118215810825
175,27.399,5000,1458,449,5000,4733.0,36.118239475407044,-0.2389911821581092
176,44.758,5000,1498,772,5000,4733.0,36.119237258173605,-0.23899118215810775
177,23.517,5000,907,1218,5000,4733.0,36.1222306064733,-0.23899118215810825
178,19.155,5000,0,1846,5000,4733.0,36.12622173753954,-0.23899118215810775
179,15.068,5000,0,1846,5000,4733.0,36.127219520306106,-0.23899118215810825
180,17.633,5000,483,1928,5000,4733.0,36.129215085839235,-0.23899118215810822
181,13.684,5000,2704,858,5000,4733.0,36.11025852701417,-0.2397999527703727
182,39.705,5000,2415,569,5000,4733.0,36.111256309817016,-0.2397999527703732
183,37.381,5000,2389,543,5000,4733.0,36.11225409261988,-0.2397999527703727
184,50.822,5000,2165,318,5000,4733.0,36.11325187542275,-0.2397999527703732
185,29.424,4984,1974,128,5000,4733.0,36.1142496582256,-0.2397999527703727
186,62.288,5000,1941,95,5000,4733.0,36.11524744102847,-0.23979995277037316
187,46.093,5000,1458,449,5000,4733.0,36.117243006634205,-0.2397999527703732
188,37.37,5000,1458,449,5000,4733.0,36.11824078943707,-0.2397999527703722
189,29.879,5000,1498,772,5000,4733.0,36.11923857223992,-0.23979995277037366
190,41.919,5000,1584,948,5000,4733.0,36.120236355042785,-0.2397999527703732
191,10.826,5000,1298,1235,5000,4733.0,36.12223192064852,-0.2397999527703727
192,20.695,5000,106,1802,5000,4733.0,36.1252252690571,-0.2397999527703727
193,46.383,5000,106,1802,5000,4733.0,36.12622305185997,-0.23979995277037366
194,47.478,5000,165,2011,5000,4733.0,36.12722083466283,-0.23979995277037316
195,15.769,5000,327,2064,5000,4733.0,36.12821861746569,-0.2397999527703722
196,56.713,5000,339,2052,5000,4733.0,36.12921640026856,-0.2397999527703732
197,63.749,5000,2549,702,5000,4733.0,36.110259845192225,-0.24060872340094547
198,79.187,5000,2415,569,5000,4733.0,36.11125762803152,-0.240608723400945
199,63.178,5000,2389,543,5000,4733.0,36.1122554108708,-0.24060872340094447
200,58.337,4976,2256,410,5000,4733.0,36.11325319371008,-0.24060872340094494
201,5.671,4909,2049,203,5000,4733.0,36.11425097654937,-0.24060872340094494
202,43.028,4984,1974,128,5000,4733.0,36.115248759388656,-0.24060872340094447
203,14.743,5000,1584,948,5000,4733.0,36.12023767358509,-0.240608723400945
204,42.894,5000,1425,1108,5000,4733.0,36.12123545642437,-0.24060872340094447
205,61.81,5000,1298,1235,5000,4733.0,36.122233239263664,-0.24060872340094547
206,10.176,5000,435,1856,5000,4733.0,36.12522658778152,-0.2406087234009445
207,11.014,5000,435,1856,5000,4733.0,36.12622437062081,-0.24060872340094494
208,9.082,5000,215,1986,5000,4733.0,36.127222153460096,-0.24060872340094397
209,16.727,5000,247,2093,5000,4733.0,36.128219936299374,-0.24060872340094547
210,13.614,5000,327,2064,5000,4733.0,36.129217719138666,-0.24060872340094494
211,60.486,4853,2607,761,5000,4733.0,36.11026116780875,-0.24141749404988583
212,31.854,4853,2607,761,5000,4733.0,36.111258950684594,-0.24141749404988536
213,16.437,4831,2491,644,5000,4733.0,36.11225673356042,-0.24141749404988677
214,59.747,4823,2287,441,5000,4733.0,36.11325451643625,-0.24141749404988536
215,49.691,4840,2118,272,5000,4733.0,36.11425229931208,-0.24141749404988536
216,65.248,5000,2266,444,5000,4733.0,36.118243430815404,-0.24141749404988583
217,12.793,5000,1425,1108,5000,4733.0,36.121236779442896,-0.24141749404988627
218,20.404,5000,793,1711,5000,4733.0,36.125227910946236,-0.2414174940498863
219,17.702,5000,334,1958,5000,4733.0,36.12622569382207,-0.2414174940498849
220,25.21,5000,334,1958,5000,4733.0,36.12722347669789,-0.2414174940498868
221,37.165,5000,270,2116,5000,4733.0,36.12822125957373,-0.24141749404988536
222,36.463,4826,2635,789,5000,4733.0,36.11026249486373,-0.24222626471725753
223,62.729,4806,2551,704,5000,4733.0,36.11126027777623,-0.242226264717258
224,79.656,4816,2483,637,5000,4733.0,36.11225806068873,-0.24222626471725708
225,86.165,4767,2346,500,5000,4733.0,36.11325584360123,-0.24222626471725803
226,50.187,4723,2235,389,5000,4733.0,36.11425362651373,-0.24222626471725803
227,26.403,5000,2405,559,5000,4733.0,36.117246975251234,-0.24222626471725708
228,0.924,5000,793,1711,5000,4733.0,36.12522923855124,-0.24222626471725708
229,0.906,5000,334,1958,5000,4733.0,36.12622702146374,-0.24222626471725847
230,38.738,5000,469,2035,5000,4733.0,36.12722480437623,-0.24222626471725753
231,7.303,5000,469,2035,5000,4733.0,36.12822258728874,-0.242226264717258
232,6.281,5000,4254,2408,5000,4733.0,36.10028599686424,-0.2430350354031218
233,4.935,5000,4254,2408,5000,4733.0,36.10128377981353,-0.24303503540312232
234,9.707,5000,3813,1967,5000,4733.0,36.10228156276282,-0.2430350354031223
235,0.0,5000,3685,1839,5000,4733.0,36.10327934571212,-0.2430350354031223
236,10.992,5000,3479,1632,5000,4733.0,36.104277128661415,-0.24303503540312182
237,16.457,5000,3431,1585,5000,4733.0,36.1052749116107,-0.24303503540312182
238,38.706,4939,3397,1551,5000,4733.0,36.10627269455999,-0.2430350354031223
239,14.479,4941,3252,1406,5000,4733.0,36.10727047750928,-0.24303503540312182
240,31.671,4798,2663,817,5000,4733.0,36.11026382635716,-0.2430350354031218
241,81.797,4779,2542,696,5000,4733.0,36.11126160930646,-0.24303503540312182
242,59.886,4745,2455,609,5000,4733.0,36.11225939225574,-0.24303503540312232
243,69.679,4672,2356,510,5000,4733.0,36.11325717520503,-0.2430350354031223
244,64.194,4652,2306,460,5000,4733.0,36.114254958154326,-0.24303503540312182
245,11.838,5000,2405,559,5000,4733.0,36.11724830700221,-0.24303503540312232
246,5.506,5000,4254,2408,5000,4733.0,36.10028733242699,-0.24384380610754142
247,24.186,5000,4254,2408,5000,4733.0,36.101285115413205,-0.24384380610754047
248,38.319,5000,3697,1851,5000,4733.0,36.10228289839941,-0.24384380610754045
249,8.259,5000,3685,1839,5000,4733.0,36.10328068138561,-0.24384380610754045
250,41.174,5000,3605,1758,5000,4733.0,36.10427846437182,-0.24384380610754092
251,16.58,4881,3487,1641,5000,4733.0,36.10527624735803,-0.24384380610754142
252,25.471,4923,3476,1630,5000,4733.0,36.10627403034423,-0.24384380610754092
253,17.089,4741,3348,1502,5000,4733.0,36.107271813330435,-0.2438438061075409
254,26.062,4553,2934,1088,5000,4733.0,36.10926737930285,-0.24384380610754045
255,54.348,4598,2841,995,5000,4733.0,36.11026516228905,-0.24384380610754045
256,80.165,4589,2731,885,5000,4733.0,36.11126294527526,-0.24384380610754144
257,76.776,4611,2565,719,5000,4733.0,36.11226072826146,-0.24384380610754092
258,82.834,4525,2434,588,5000,4733.0,36.11325851124768,-0.24384380610754047
259,49.257,4620,2338,492,5000,4733.0,36.11425629423388,-0.24384380610754092
260,38.488,4887,2587,741,5000,4733.0,36.11525407722009,-0.24384380610754094
261,47.026,4887,2587,741,5000,4733.0,36.1162518602063,-0.24384380610754094
262,44.578,4880,2587,741,5000,4733.0,36.1182474261787,-0.24384380610754092
263,19.006,5000,3717,1871,5000,4733.0,36.10328202149671,-0.24465257683057562
264,36.361,5000,3717,1871,5000,4733.0,36.104279804519955,-0.24465257683057565
265,20.719,4916,3523,1677,5000,4733.0,36.10527758754319,-0.2446525768305751
266,32.405,4788,3395,1549,5000,4733.0,36.10627537056643,-0.24465257683057606
267,41.602,4667,3274,1428,5000,4733.0,36.10727315358968,-0.24465257683057517
268,7.913,4604,3210,1364,5000,4733.0,36.108270936612925,-0.24465257683057565
269,26.511,4523,2964,1118,5000,4733.0,36.10926871963616,-0.2446525768305761
270,17.457,4570,2813,967,5000,4733.0,36.11026650265941,-0.2446525768305761
271,59.344,4523,2791,945,5000,4733.0,36.11126428568265,-0.24465257683057512
272,81.594,4513,2610,764,5000,4733.0,36.112262068705896,-0.24465257683057565
273,78.697,4466,2493,646,5000,4733.0,36.11325985172914,-0.24465257683057606
274,7.298,4887,2587,741,5000,4733.0,36.11525541777562,-0.24465257683057562
275,30.524,4830,2652,806,5000,4733.0,36.11625320079886,-0.2446525768305751
276,19.926,4681,2786,940,5000,4733.0,36.11924654986859,-0.24465257683057565
277,7.851,4975,3736,1890,5000,4733.0,36.10328336604542,-0.24546134757228816
278,20.617,4987,3702,1856,5000,4733.0,36.104281149105816,-0.24546134757228813
279,50.779,4988,3597,1751,5000,4733.0,36.105278932166215,-0.24546134757228863
280,46.211,4873,3480,1634,5000,4733.0,36.10627671522662,-0.2454613475722877
281,72.069,4777,3384,1538,5000,4733.0,36.10727449828702,-0.2454613475722891
282,78.962,4542,3272,1426,5000,4733.0,36.10827228134742,-0.24546134757228863
283,31.385,4525,3028,1181,5000,4733.0,36.10927006440782,-0.24546134757228769
284,25.981,4399,2992,1145,5000,4733.0,36.11026784746823,-0.24546134757228813
285,42.734,4451,2771,925,5000,4733.0,36.111265630528635,-0.24546134757228863
