,POP_2015,community_space,education,food_choices,nightlife,ID_HDC_G0,lng,lat
35,47.802,5000,2094,831,5000,4733.0,36.11523196695308,-0.2300947066138229
36,0.017,5000,1604,335,5000,4733.0,36.117227531703776,-0.23009470661382292
37,41.047,5000,1604,335,5000,4733.0,36.118225314079126,-0.2300947066138229
38,72.448,5000,1445,493,5000,4733.0,36.119223096454476,-0.23009470661382336
39,54.678,5000,1607,277,5000,4733.0,36.12121866120518,-0.2300947066138229
40,13.768,5000,1566,790,5000,4733.0,36.12421200833122,-0.23009470661382336
41,11.476,5000,1577,806,5000,4733.0,36.12520979070657,-0.23009470661382292
42,24.03,5000,1707,933,5000,4733.0,36.12620757308192,-0.2300947066138234
43,51.771,5000,1824,1045,5000,4733.0,36.12720535545727,-0.2300947066138239
44,11.801,5000,1945,1166,5000,4733.0,36.12820313783263,-0.23009470661382195
45,29.631,5000,2377,1217,5000,4733.0,36.110244319993065,-0.2309034770287824
