,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,2.666,5000,5000,5000,5000,5000,5000,230.0,-101.0032603592698,29.34298203228272
1,5.646,1150,3391,1526,1619,1616,2785,230.0,-100.98805188791886,29.342982032282723
2,3.117,1249,3897,1594,2081,2015,2405,230.0,-100.98370661039003,29.34298203228272
3,5.778,1259,3906,1603,2091,2024,2414,230.0,-100.98262029100785,29.342982032282727
4,4.824,1214,3861,1558,2046,1979,2369,230.0,-100.9815339716256,29.34298203228272
5,4.309,1224,3872,1569,2056,1990,2380,230.0,-100.9804476522434,29.342982032282723
6,4.197,1227,3874,1571,2059,1992,2382,230.0,-100.9793613328612,29.34298203228272
7,0.229,223,4296,1258,1952,2263,2210,230.0,-100.97610237471457,29.342982032282723
8,0.085,53,4466,1355,2122,2433,2380,230.0,-100.97501605533236,29.342982032282723
9,0.007,0,4520,1409,2176,2487,2433,230.0,-100.97392973595014,29.34298203228272
10,0.003,389,4380,1019,2264,2638,2585,230.0,-100.97175709718573,29.34298203228272
11,0.0,389,4380,1019,2264,2638,2585,230.0,-100.97067077780352,29.34298203228272
12,0.242,1766,3476,2396,1760,3395,3714,230.0,-100.95872126459923,29.34298203228272
13,0.735,5000,5000,5000,5000,5000,5000,230.0,-101.00382181623684,29.342129852222374
14,0.0,5000,5000,5000,5000,5000,5000,230.0,-101.00273550249963,29.342129852222374
15,3.692,1552,2368,1798,2018,2016,3187,230.0,-100.99947656128796,29.342129852222374
16,1.346,1411,2226,1655,1876,1875,3046,230.0,-100.99839024755074,29.342129852222374
17,1.283,1340,2233,1663,1805,1804,2975,230.0,-100.99730393381351,29.342129852222374
18,0.982,1275,2430,1650,1740,1739,2910,230.0,-100.99621762007631,29.342129852222378
19,1.037,1335,2543,1711,1801,1799,2971,230.0,-100.99513130633906,29.342129852222374
20,3.384,1094,2868,1470,1560,1558,2729,230.0,-100.99404499260186,29.342129852222374
21,3.054,1012,2786,1388,1478,1477,2648,230.0,-100.99295867886467,29.34212985222237
22,4.158,992,3003,1368,1457,1456,2627,230.0,-100.9918723651274,29.342129852222374
23,3.548,992,3003,1368,1457,1456,2627,230.0,-100.99078605139017,29.342129852222374
24,2.135,1188,3199,1564,1653,1652,2823,230.0,-100.98969973765297,29.342129852222374
25,6.058,1150,3391,1526,1619,1616,2785,230.0,-100.98752711017853,29.342129852222374
26,1.067,1358,3711,1705,1939,1935,2513,230.0,-100.9853544827041,29.342129852222374
27,1.378,1358,3711,1705,1939,1935,2513,230.0,-100.98426816896686,29.34212985222237
28,5.132,1207,3855,1552,2039,1973,2363,230.0,-100.98318185522963,29.342129852222374
29,160.802,1181,3828,1525,2013,1946,2336,230.0,-100.98209554149243,29.342129852222374
30,129.105,1101,3748,1445,1933,1866,2256,230.0,-100.9810092277552,29.342129852222374
31,160.13,1226,3873,1570,2058,1991,2381,230.0,-100.97992291401799,29.34212985222237
32,132.166,1230,3877,1574,2061,1995,2385,230.0,-100.97883660028076,29.342129852222378
33,2.233,1271,3918,1615,2103,2037,2427,230.0,-100.97775028654354,29.34212985222237
34,1.298,486,4116,1077,1772,2082,2029,230.0,-100.9766639728063,29.342129852222374
35,0.481,82,4603,1491,2259,2569,2516,230.0,-100.97449134533188,29.342129852222374
36,1.105,0,4520,1409,2176,2487,2433,230.0,-100.97340503159465,29.342129852222374
37,0.0,389,4380,1019,2264,2638,2585,230.0,-100.97123240412022,29.34212985222237
38,0.019,389,4380,1019,2264,2638,2585,230.0,-100.97014609038298,29.342129852222374
39,0.448,1766,3476,2396,1760,3395,3714,230.0,-100.95819663927354,29.34212985222237
40,38.22,1766,3476,2396,1760,3395,3714,230.0,-100.95711032553632,29.342129852222374
41,46.082,1992,3420,2621,1639,3598,3725,230.0,-100.9560240117991,29.342129852222374
42,24.162,2063,3350,2693,1569,3656,3655,230.0,-100.95493769806188,29.342129852222374
43,53.211,2191,3222,2596,1441,3528,3526,230.0,-100.95385138432466,29.34212985222237
44,35.129,2191,3222,2596,1441,3528,3526,230.0,-100.95276507058747,29.34212985222238
45,0.098,2482,3304,2678,1344,3235,3234,230.0,-100.95167875685021,29.34212985222237
46,0.0,5000,5000,5000,5000,5000,5000,230.0,-101.00329697671874,29.341277674858798
47,0.062,1435,2249,1679,1901,1900,3071,230.0,-100.99895174434883,29.3412776748588
48,9.232,1377,2271,1701,1843,1842,3013,230.0,-100.99786543625635,29.341277674858798
49,5.281,1429,2322,1752,1894,1893,3064,230.0,-100.99677912816388,29.341277674858805
50,0.697,1197,2450,1573,1663,1662,2833,230.0,-100.9956928200714,29.3412776748588
51,1.45,1310,2518,1686,1775,1774,2945,230.0,-100.99460651197892,29.3412776748588
52,4.015,932,2714,1308,1397,1396,2567,230.0,-100.99352020388642,29.341277674858798
53,2.376,949,2833,1325,1415,1413,2585,230.0,-100.99243389579395,29.3412776748588
54,1.943,883,2895,1259,1349,1348,2519,230.0,-100.99134758770148,29.3412776748588
55,1.24,1264,3275,1639,1729,1728,2899,230.0,-100.99026127960897,29.341277674858805
56,3.412,1212,3223,1588,1678,1676,2848,230.0,-100.9891749715165,29.3412776748588
57,2.821,995,3236,1371,1464,1460,2630,230.0,-100.98808866342401,29.341277674858798
58,1.982,1358,3711,1705,1939,1935,2513,230.0,-100.9848297391466,29.3412776748588
59,1.518,1078,3725,1422,1910,1843,2233,230.0,-100.9837434310541,29.341277674858794
60,125.819,1123,3770,1467,1954,1888,2278,230.0,-100.98265712296161,29.341277674858798
61,131.793,1073,3720,1417,1904,1838,2228,230.0,-100.98157081486914,29.3412776748588
62,106.405,1055,3702,1399,1887,1820,2210,230.0,-100.98048450677665,29.341277674858798
63,144.599,1120,3767,1464,1951,1885,2275,230.0,-100.9793981986842,29.3412776748588
64,6.874,1180,3827,1524,2012,1946,2336,230.0,-100.9783118905917,29.341277674858805
65,2.858,465,4095,1056,1751,2062,2009,230.0,-100.97722558249922,29.3412776748588
66,0.11,486,4116,1077,1772,2082,2029,230.0,-100.97613927440673,29.3412776748588
67,0.078,153,4674,1562,2330,2640,2587,230.0,-100.97505296631425,29.341277674858798
68,0.668,131,4651,1540,2307,2618,2565,230.0,-100.97396665822177,29.3412776748588
69,0.433,1602,3311,2231,1595,3230,3549,230.0,-100.95875834492703,29.341277674858798
70,49.517,1654,3363,2283,1647,3282,3601,230.0,-100.95767203683457,29.3412776748588
71,49.977,1811,3373,2441,1592,3440,3679,230.0,-100.95658572874207,29.3412776748588
72,47.045,1865,3319,2495,1538,3471,3625,230.0,-100.95549942064962,29.3412776748588
73,37.544,2078,3107,2481,1326,3413,3412,230.0,-100.9544131125571,29.341277674858798
74,57.998,2124,3153,2527,1308,3368,3366,230.0,-100.95332680446465,29.3412776748588
75,61.318,2169,3198,2572,1289,3322,3321,230.0,-100.95224049637216,29.341277674858798
76,46.082,2440,3263,2637,1303,3202,3200,230.0,-100.95115418827966,29.341277674858798
77,19.878,1401,2294,1724,1866,1865,3036,230.0,-100.99734064785684,29.340425500191884
78,10.795,1236,2409,1612,1702,1700,2872,230.0,-100.99625434540886,29.340425500191884
79,11.269,1221,2418,1597,1687,1686,2857,230.0,-100.99516804296088,29.340425500191888
80,5.404,904,2699,1280,1370,1369,2540,230.0,-100.99408174051288,29.340425500191888
81,2.111,946,2681,1322,1412,1410,2582,230.0,-100.9929954380649,29.340425500191888
82,1.457,789,2800,1164,1254,1253,2424,230.0,-100.99190913561692,29.340425500191888
83,1.6,652,2878,1028,1118,1116,2287,230.0,-100.9908228331689,29.340425500191888
84,2.78,1308,3319,1684,1774,1773,2944,230.0,-100.98973653072095,29.34042550019189
85,3.56,1343,3354,1719,1808,1807,2978,230.0,-100.98865022827295,29.340425500191888
86,4.312,1164,3517,1511,1744,1741,2319,230.0,-100.985391320929,29.340425500191888
87,2.635,1205,3557,1551,1785,1782,2360,230.0,-100.98430501848101,29.34042550019189
88,115.926,1048,3695,1392,1879,1813,2203,230.0,-100.98321871603302,29.340425500191888
89,152.626,1008,3655,1352,1840,1774,2164,230.0,-100.98213241358503,29.340425500191888
90,140.343,890,3537,1234,1722,1655,2045,230.0,-100.98104611113705,29.340425500191884
91,76.985,966,3613,1310,1797,1731,2121,230.0,-100.97995980868907,29.34042550019189
92,104.8,1076,3724,1421,1908,1842,2232,230.0,-100.97887350624107,29.340425500191888
93,1.834,1150,3797,1494,1982,1915,2305,230.0,-100.9777872037931,29.340425500191884
94,0.135,445,4075,1036,1731,2041,1988,230.0,-100.97670090134511,29.340425500191888
95,0.0,1432,3514,1064,1847,2654,2631,230.0,-100.96583787686525,29.340425500191884
96,1.162,2040,3450,1672,1758,2767,3085,230.0,-100.96257896952127,29.340425500191884
97,0.434,2087,3427,1719,1711,2814,3132,230.0,-100.9614926670733,29.34042550019189
98,1.08,2124,3390,1756,1674,2851,3169,230.0,-100.96040636462531,29.340425500191888
99,9.24,1713,3200,2200,1484,3119,3438,230.0,-100.95932006217733,29.340425500191888
100,45.838,1713,3200,2200,1484,3119,3438,230.0,-100.95823375972934,29.340425500191888
101,43.049,1950,3205,2437,1424,3357,3530,230.0,-100.95606115483335,29.34042550019189
102,65.3,2160,2995,2369,1214,3319,3320,230.0,-100.9538885499374,29.340425500191884
103,41.626,2331,2964,2338,1084,3151,3149,230.0,-100.95280224748939,29.340425500191888
104,54.174,2352,2986,2360,1065,3130,3128,230.0,-100.95171594504143,29.340425500191888
105,46.254,2369,3191,2565,1231,3122,3121,230.0,-100.95062964259343,29.34042550019189
106,8.073,1140,2312,1516,1606,1604,2775,230.0,-100.99572958554761,29.33957332822153
107,6.297,1185,2358,1561,1651,1650,2821,230.0,-100.99464328874384,29.339573328221526
108,5.41,837,2673,1213,1303,1302,2473,230.0,-100.99355699194011,29.33957332822153
109,5.47,992,2784,1368,1457,1456,2627,230.0,-100.99247069513639,29.339573328221526
110,4.945,1064,2818,1440,1529,1528,2699,230.0,-100.99138439833266,29.339573328221533
111,8.48,632,2863,1008,1100,1097,2268,230.0,-100.99029810152891,29.339573328221523
112,14.643,792,3033,1168,1261,1258,2427,230.0,-100.98921180472519,29.33957332822153
113,1.856,797,3038,1173,1266,1263,2432,230.0,-100.98812550792142,29.339573328221523
114,2.15,1074,3316,1433,1544,1540,2242,230.0,-100.98703921111769,29.339573328221526
115,2.641,1092,3384,1444,1612,1608,2253,230.0,-100.98595291431397,29.33957332822153
116,3.294,1089,3447,1436,1675,1672,2245,230.0,-100.9848666175102,29.339573328221526
117,4.816,958,3605,1304,1790,1723,2113,230.0,-100.98378032070649,29.33957332822153
118,133.174,879,3526,1223,1710,1644,2034,230.0,-100.98269402390274,29.339573328221533
119,163.789,853,3500,1197,1685,1618,2008,230.0,-100.981607727099,29.339573328221526
120,71.822,855,3502,1199,1687,1620,2010,230.0,-100.98052143029524,29.33957332822153
121,3.801,1076,3724,1421,1908,1842,2232,230.0,-100.9794351334915,29.339573328221523
122,0.17,1076,3724,1421,1908,1842,2232,230.0,-100.97834883668779,29.33957332822153
123,0.0,1354,3592,986,1925,2605,2552,230.0,-100.96639957184668,29.33957332822153
124,0.0,1432,3514,1064,1847,2654,2631,230.0,-100.96531327504292,29.339573328221523
125,7.514,1888,3414,1520,1728,2615,2933,230.0,-100.96314068143546,29.33957332822153
126,29.188,2040,3450,1672,1758,2767,3085,230.0,-100.96205438463171,29.339573328221523
127,35.916,2124,3390,1756,1674,2851,3169,230.0,-100.96096808782798,29.33957332822153
128,5.295,1932,3171,1981,1455,2900,3219,230.0,-100.95988179102423,29.339573328221526
129,33.38,1826,3087,2087,1371,3006,3325,230.0,-100.9587954942205,29.33957332822153
130,38.708,1932,3088,2192,1372,3038,3357,230.0,-100.95770919741675,29.339573328221523
131,25.025,2031,3037,2291,1315,3111,3422,230.0,-100.95662290061303,29.33957332822153
132,11.269,2031,3037,2291,1315,3111,3422,230.0,-100.95553660380929,29.339573328221526
133,32.413,2216,2911,2285,1130,3236,3237,230.0,-100.95445030700552,29.339573328221526
134,47.735,2353,2849,2223,1023,3131,3129,230.0,-100.95336401020178,29.33957332822153
135,54.304,2378,2917,2291,1037,3145,3144,230.0,-100.95227771339806,29.33957332822153
136,47.131,2485,2918,2292,935,2999,2997,230.0,-100.95119141659433,29.339573328221526
137,57.94,2693,3128,2502,1144,2789,2787,230.0,-100.9501051197906,29.339573328221526
138,6.835,1064,2237,1440,1530,1529,2700,230.0,-100.9962911397389,29.338721158947614
139,6.953,1064,2237,1440,1530,1529,2700,230.0,-100.99520484857919,29.338721158947614
140,7.357,1148,2321,1524,1614,1612,2784,230.0,-100.99411855741947,29.338721158947617
141,5.145,656,2491,1032,1122,1121,2292,230.0,-100.99194597509998,29.338721158947614
142,4.124,755,2590,1131,1220,1219,2390,230.0,-100.99085968394024,29.338721158947614
143,10.553,436,2742,877,970,967,2071,230.0,-100.98977339278052,29.338721158947614
144,25.825,436,2742,877,970,967,2071,230.0,-100.98868710162077,29.338721158947614
145,3.973,1074,3316,1433,1544,1540,2242,230.0,-100.9865145193013,29.338721158947617
146,13.161,1025,3370,1378,1598,1595,2181,230.0,-100.98542822814157,29.338721158947614
147,1.464,878,3514,1229,1710,1643,2033,230.0,-100.98434193698182,29.338721158947614
148,123.505,868,3515,1214,1700,1633,2023,230.0,-100.98325564582208,29.338721158947617
149,136.161,852,3499,1197,1684,1617,2007,230.0,-100.98216935466236,29.338721158947614
150,159.645,703,3350,1047,1535,1468,1858,230.0,-100.98108306350262,29.338721158947614
151,111.302,777,3424,1121,1609,1542,1932,230.0,-100.97999677234287,29.338721158947617
152,25.748,1546,3400,1178,1733,2540,2745,230.0,-100.96478869610658,29.338721158947614
153,32.957,1673,3346,1305,1660,2486,2805,230.0,-100.96370240494683,29.338721158947614
154,111.88,1852,3349,1484,1663,2579,2898,230.0,-100.9626161137871,29.338721158947614
155,132.573,1981,3242,1613,1556,2684,3002,230.0,-100.96152982262736,29.338721158947614
156,42.89,2137,3226,1769,1510,2864,3183,230.0,-100.96044353146762,29.338721158947614
157,43.265,2007,3096,1906,1380,2825,3144,230.0,-100.95935724030788,29.338721158947614
158,45.578,1922,2991,2063,1275,2942,3260,230.0,-100.95827094914816,29.338721158947617
159,51.371,1985,3035,2193,1318,2985,3304,230.0,-100.95718465798842,29.338721158947614
160,54.62,2074,2994,2282,1278,3067,3386,230.0,-100.95609836682868,29.338721158947614
161,51.515,2187,2842,2216,1126,3082,3246,230.0,-100.95501207566895,29.338721158947614
162,47.447,2320,2839,2213,1058,3164,3165,230.0,-100.95392578450921,29.338721158947614
163,39.24,2421,2798,2172,984,3092,3091,230.0,-100.95283949334947,29.338721158947614
164,40.433,2444,2860,2234,954,3040,3039,230.0,-100.95175320218972,29.338721158947614
165,43.797,2485,2918,2292,935,2999,2997,230.0,-100.95066691102998,29.338721158947614
166,49.891,2693,3128,2502,1144,2789,2787,230.0,-100.94958061987026,29.338721158947614
167,16.076,1576,1464,881,2038,2037,3219,230.0,-101.00228413311457,29.337868992370023
168,16.224,1475,1570,987,1937,1936,3118,230.0,-101.00119784759859,29.337868992370023
169,16.811,1391,1648,1077,1853,1851,3033,230.0,-101.00011156208261,29.337868992370023
170,9.067,1277,1750,1180,1739,1737,2919,230.0,-100.99902527656666,29.337868992370023
171,8.204,1174,1852,1282,1636,1635,2817,230.0,-100.99793899105067,29.337868992370026
172,11.433,1076,1951,1381,1538,1537,2719,230.0,-100.99685270553469,29.337868992370023
173,9.644,961,2063,1333,1423,1421,2608,230.0,-100.99576642001871,29.337868992370023
174,6.903,843,2183,1216,1306,1304,2487,230.0,-100.99468013450272,29.337868992370023
175,6.032,722,2304,1098,1187,1186,2365,230.0,-100.99359384898676,29.337868992370023
176,5.423,585,2409,959,1049,1048,2237,230.0,-100.99250756347077,29.337868992370023
177,11.617,613,2535,989,1078,1077,2256,230.0,-100.99142127795479,29.337868992370023
178,8.647,380,2612,756,848,845,2024,230.0,-100.9903349924388,29.337868992370026
179,21.542,392,2708,843,936,933,2027,230.0,-100.98924870692281,29.337868992370023
180,12.0,153,2798,813,990,923,1805,230.0,-100.98816242140684,29.337868992370026
181,16.433,153,2798,813,990,923,1805,230.0,-100.98707613589086,29.337868992370026
182,17.575,386,3033,936,1217,1151,1861,230.0,-100.98598985037488,29.337868992370023
183,31.699,392,3040,943,1224,1158,1868,230.0,-100.9849035648589,29.337868992370023
184,34.314,519,3166,1069,1351,1284,1994,230.0,-100.98381727934292,29.337868992370026
185,49.3,787,3434,1150,1619,1552,1942,230.0,-100.98273099382693,29.337868992370026
186,33.199,613,3260,967,1445,1378,1769,230.0,-100.98164470831097,29.33786899237003
187,80.644,650,3297,914,1450,1415,1707,230.0,-100.980558422795,29.337868992370023
188,73.849,851,3498,731,1287,1597,1544,230.0,-100.97947213727899,29.337868992370023
189,0.846,865,3655,616,1311,1621,1568,230.0,-100.97838585176302,29.337868992370023
190,0.009,865,3655,616,1311,1621,1568,230.0,-100.97729956624703,29.337868992370023
191,0.0,888,3881,520,1766,2139,2086,230.0,-100.97078185315115,29.337868992370023
192,0.0,888,3881,520,1766,2139,2086,230.0,-100.96969556763517,29.337868992370023
193,57.402,1622,3334,1255,1667,2475,2794,230.0,-100.96426414005529,29.337868992370026
194,133.32,1716,3302,1348,1617,2486,2804,230.0,-100.9631778545393,29.337868992370023
195,131.988,1845,3174,1477,1488,2572,2890,230.0,-100.96209156902329,29.337868992370023
196,124.192,1952,3082,1584,1381,2589,2907,230.0,-100.96100528350733,29.337868992370023
