,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,46.816,4389,2637,4297,3363,2078,1560,3017,2020.0,1.1982792844830148,6.278023228058265
1,68.178,4298,2546,4206,3272,1910,1174,2926,2020.0,1.2002822586317536,6.278023228058266
2,66.748,4298,2546,4206,3272,1910,1174,2926,2020.0,1.201283745706123,6.278023228058265
3,79.289,4210,1819,4366,2860,1025,0,2460,2020.0,1.2112986164498174,6.278023228058265
4,66.792,4272,1880,4304,2921,1086,61,2521,2020.0,1.2123001035241867,6.278023228058266
5,27.192,4432,2041,4144,3082,1247,221,2682,2020.0,1.213301590598556,6.278023228058266
6,64.878,4141,2805,4131,3267,2408,2173,3139,2020.0,1.1942721892299821,6.277212594802039
7,19.602,4141,2805,4131,3267,2408,2173,3139,2020.0,1.195273675342544,6.277212594802039
8,69.608,4466,2715,4375,3441,2155,1637,3094,2020.0,1.1972766475676675,6.277212594802039
9,112.883,4389,2637,4297,3363,2078,1560,3017,2020.0,1.1982781336802295,6.27721259480204
10,55.902,4312,2560,4221,3287,2001,1483,2940,2020.0,1.1992796197927913,6.277212594802039
11,71.412,4298,2546,4206,3272,1910,1174,2926,2020.0,1.2002811059053529,6.277212594802039
12,101.773,4223,2472,4132,3198,1835,1099,2852,2020.0,1.2012825920179149,6.277212594802039
13,99.529,4158,2344,4061,3084,1680,944,2724,2020.0,1.2022840781304767,6.277212594802039
14,111.453,4116,2302,4019,3042,1611,875,2682,2020.0,1.2032855642430387,6.277212594802039
15,56.32,4108,2289,4010,3034,1519,783,2674,2020.0,1.2042870503556007,6.27721259480204
16,16.83,4175,2187,4078,3102,1414,676,2741,2020.0,1.2052885364681625,6.27721259480204
17,25.476,4536,2123,4474,3166,1350,561,2766,2020.0,1.206290022580724,6.277212594802039
18,23.21,4195,1927,4097,2970,1154,399,2569,2020.0,1.2072915086932856,6.277212594802039
19,10.076,4336,1924,4275,2967,1151,362,2566,2020.0,1.2082929948058478,6.27721259480204
20,47.674,4221,1808,4167,2851,1035,237,2451,2020.0,1.2092944809184094,6.277212594802039
21,31.658,4186,1774,4258,2817,1001,124,2416,2020.0,1.2102959670309712,6.27721259480204
22,71.104,4096,1694,4294,2736,910,8,2335,2020.0,1.2112974531435334,6.277212594802039
23,124.015,4376,1985,4323,3026,1191,165,2626,2020.0,1.212298939256095,6.27721259480204
24,133.475,4460,2068,4171,3110,1274,249,2709,2020.0,1.213300425368657,6.277212594802039
25,73.304,4478,2087,4045,3128,1293,320,2727,2020.0,1.214301911481219,6.277212594802039
26,11.836,4413,2023,3968,3063,1228,397,2662,2020.0,1.2153033975937808,6.27721259480204
27,72.006,4161,2521,4151,3331,2758,2523,3244,2020.0,1.192268072123849,6.276401962028926
28,100.937,4267,2626,4257,3437,2652,2417,3349,2020.0,1.19326955727473,6.276401962028926
29,74.096,4164,2828,4154,3290,2431,2196,3162,2020.0,1.1942710424256109,6.276401962028927
30,91.389,4438,2686,4347,3413,2127,1609,3066,2020.0,1.197275497878254,6.276401962028926
31,63.646,4438,2686,4347,3413,2127,1609,3066,2020.0,1.198276983029135,6.276401962028926
32,66.616,4312,2560,4221,3287,2001,1483,2940,2020.0,1.1992784681800162,6.276401962028927
33,89.673,4147,2395,4055,3121,1836,1318,2775,2020.0,1.2002799533308972,6.276401962028925
34,109.781,4076,2324,3984,3050,1765,1247,2704,2020.0,1.201281438481778,6.276401962028925
35,98.671,4158,2344,4061,3084,1680,944,2724,2020.0,1.202282923632659,6.276401962028927
36,119.967,4047,2233,3950,2973,1591,985,2613,2020.0,1.2032844087835401,6.276401962028925
37,121.705,4015,2190,3917,2941,1417,840,2581,2020.0,1.2042858939344212,6.276401962028926
38,80.829,4081,2093,3983,3007,1320,727,2647,2020.0,1.2052873790853023,6.276401962028925
39,150.019,4048,1981,3951,2974,1208,561,2575,2020.0,1.2062888642361833,6.276401962028927
40,120.385,4130,1906,4033,2949,1133,476,2548,2020.0,1.2072903493870644,6.276401962028927
41,104.347,4273,1861,4212,2904,1088,298,2503,2020.0,1.2082918345379452,6.276401962028926
42,84.569,4172,1760,4216,2803,987,249,2402,2020.0,1.2092933196888265,6.276401962028926
43,103.753,4094,1682,4141,2725,909,242,2324,2020.0,1.2102948048397075,6.276401962028925
44,89.211,4053,1662,4203,2703,868,103,2303,2020.0,1.2112962899905884,6.276401962028926
45,134.553,4131,1739,4127,2781,945,181,2380,2020.0,1.2122977751414694,6.276401962028926
46,122.497,4452,2060,4247,3102,1267,241,2701,2020.0,1.2132992602923502,6.276401962028927
47,63.602,4413,2023,3968,3063,1228,397,2662,2020.0,1.2143007454432313,6.276401962028926
48,79.927,4456,2066,3925,3106,1271,476,2705,2020.0,1.2153022305941124,6.276401962028925
49,3.388,4508,2118,3806,3158,1323,560,2757,2020.0,1.2163037157449936,6.276401962028926
50,63.36,4161,2521,4151,3331,2758,2523,3244,2020.0,1.1922669273937683,6.275591329738855
51,112.421,4307,2705,4297,3433,2574,2339,3304,2020.0,1.1932684115830952,6.275591329738855
52,27.61,3910,2574,3900,3036,2177,1942,2908,2020.0,1.1952713799617491,6.275591329738855
53,19.448,3897,2561,3887,3023,2164,1930,2895,2020.0,1.196272864151076,6.275591329738855
54,64.878,4416,2665,4325,3391,2106,1588,3045,2020.0,1.1972743483404031,6.275591329738855
55,80.939,4343,2591,4251,3317,2032,1514,2971,2020.0,1.19827583252973,6.275591329738855
56,86.769,4343,2591,4251,3317,2032,1514,2971,2020.0,1.1992773167190571,6.275591329738856
57,90.795,4154,2402,4062,3128,1843,1329,2782,2020.0,1.200278800908384,6.275591329738856
58,61.842,4002,2251,3911,2977,1692,1157,2631,2020.0,1.2012802850977111,6.275591329738854
59,72.028,3921,2138,3827,2871,1579,1137,2518,2020.0,1.2022817692870382,6.275591329738854
60,111.585,3957,2143,3860,2883,1467,1002,2523,2020.0,1.203283253476365,6.275591329738854
61,115.105,3939,2125,3841,2865,1360,923,2505,2020.0,1.204284737665692,6.275591329738855
62,53.922,4034,2019,3937,2960,1246,760,2600,2020.0,1.2052862218550189,6.275591329738855
63,130.527,3886,1871,3789,2813,1098,707,2452,2020.0,1.206287706044346,6.275591329738855
64,117.789,4096,1809,3999,2852,1036,517,2451,2020.0,1.2072891902336726,6.275591329738856
65,72.71,4069,1687,3972,2730,914,531,2329,2020.0,1.208290674423,6.275591329738855
66,63.36,4060,1648,4062,2691,875,322,2290,2020.0,1.2092921586123266,6.275591329738855
67,59.224,4042,1629,4149,2672,856,249,2272,2020.0,1.2102936428016537,6.275591329738856
68,85.273,3913,1500,4113,2543,727,186,2143,2020.0,1.2112951269909809,6.275591329738855
69,92.577,4069,1678,4057,2719,884,251,2319,2020.0,1.2122966111803077,6.275591329738855
70,84.393,4340,1950,3942,2990,1155,569,2590,2020.0,1.2142995795589617,6.275591329738854
71,136.203,4364,1974,3865,3014,1179,570,2613,2020.0,1.2153010637482888,6.275591329738856
72,77.661,4531,2141,3766,3181,1346,600,2780,2020.0,1.2163025479376157,6.275591329738855
73,79.883,3854,2602,3844,3023,2506,2271,2936,2020.0,1.1932672660425148,6.274780697931769
74,53.922,3854,2602,3844,3023,2506,2271,2936,2020.0,1.1942687492704145,6.274780697931768
75,11.946,3742,2438,3732,2868,2342,2107,2772,2020.0,1.195270232498314,6.274780697931768
76,6.82,3910,2574,3900,3036,2177,1942,2908,2020.0,1.196271715726214,6.274780697931769
77,102.851,3683,2347,3673,2809,1950,1715,2681,2020.0,1.1972731989541134,6.274780697931769
78,76.297,3683,2347,3673,2809,1950,1715,2681,2020.0,1.1982746821820132,6.274780697931769
79,37.444,3714,2229,3704,2840,1798,1563,2562,2020.0,1.199276165409913,6.274780697931768
80,57.222,3815,2214,3805,2873,1670,1435,2548,2020.0,1.2002776486378128,6.274780697931769
81,75.395,3775,2091,3684,2750,1545,1311,2425,2020.0,1.2012791318657123,6.274780697931769
82,96.647,3771,2025,3679,2746,1471,1236,2405,2020.0,1.2022806150936123,6.274780697931768
83,105.293,3834,2020,3737,2760,1349,1070,2400,2020.0,1.203282098321512,6.274780697931769
84,74.272,3904,2090,3807,2830,1323,932,2470,2020.0,1.2042835815494117,6.274780697931768
85,46.2,3974,1987,3876,2900,1214,823,2540,2020.0,1.2052850647773115,6.274780697931769
86,50.424,3886,1871,3789,2813,1098,707,2452,2020.0,1.2062865480052114,6.274780697931768
