,POP_2015,active_living,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,19.419,5000,4066,4729,5000,1118,12249.0,119.97134529412394,31.973288247310297
1,6.877,5000,4066,4729,5000,1118,12249.0,119.97245016033685,31.9732882473103
2,16.601,5000,3740,4403,5000,0,12249.0,119.98721777385127,31.972427253202003
3,0.828,5000,3740,4403,5000,0,12249.0,119.98832263361375,31.972427253202003
4,19.635,5000,3589,4253,5000,642,12249.0,119.97657361092587,31.971566262143206
5,74.482,5000,3740,4403,5000,0,12249.0,119.98651729073667,31.971566262143206
6,48.974,5000,3740,4403,5000,0,12249.0,119.98762214404898,31.9715662621432
7,14.97,5000,3589,4253,5000,642,12249.0,119.97587321621027,31.970705274133792
8,54.595,5000,3577,4240,4988,1041,12249.0,119.96854380936392,31.969844289173647
9,48.436,5000,3577,4240,4988,1041,12249.0,119.96784351403566,31.968983307262647
10,58.041,5000,3577,4240,4988,1041,12249.0,119.9689483479992,31.968983307262643
11,87.295,5000,3151,3814,4726,0,12249.0,119.9822063555617,31.968983307262647
12,21.57,5000,3194,3857,4769,55,12249.0,119.98331118952525,31.968983307262643
13,80.748,5000,3039,3703,4615,0,12249.0,119.98150600673806,31.968122328400664
14,25.612,5000,3151,3814,4726,0,12249.0,119.98261083425257,31.96812232840067
15,76.467,5000,3058,3721,4633,522,12249.0,119.9730719407985,31.967261352587588
16,53.587,5000,3058,3721,4633,522,12249.0,119.97417676186427,31.967261352587588
17,46.483,5000,3027,3691,4603,11,12249.0,119.98080568825881,31.967261352587585
18,69.659,5000,3027,3691,4603,11,12249.0,119.98191050932455,31.967261352587588
19,58.081,5000,3058,3721,4633,522,12249.0,119.97237169780169,31.96640037982329
20,58.081,5000,3058,3721,4633,522,12249.0,119.97347651241898,31.966400379823277
21,52.276,4814,2530,3193,4105,0,12249.0,119.9776001131532,31.964678443440526
22,34.491,4820,2524,3188,4100,0,12249.0,119.9787049148744,31.964678443440526
23,46.662,4303,3281,3379,5000,2229,12249.0,119.99638174241312,31.96467844344053
24,12.596,4303,3281,3379,5000,2229,12249.0,119.99748654413432,31.964678443440526
25,60.434,4820,2524,3188,4100,0,12249.0,119.97689992248613,31.963817479821845
26,76.805,4820,2524,3188,4100,0,12249.0,119.97800471775965,31.963817479821838
27,79.006,5000,2270,2934,4354,253,12249.0,119.98021430830673,31.963817479821838
28,75.014,5000,2270,2934,4354,253,12249.0,119.98131910358026,31.963817479821838
29,43.177,4616,2968,3066,5000,1916,12249.0,119.99457664686268,31.96381747982184
30,56.02,5000,2270,2934,4354,253,12249.0,119.97951412863513,31.96295651925144
31,77.695,5000,2270,2934,4354,253,12249.0,119.98061891746129,31.962956519251435
32,51.84,4616,2968,3066,5000,1916,12249.0,119.99387638337544,31.962956519251435
33,45.071,5000,1919,2582,4338,605,12249.0,119.98323310881706,31.962095561729218
