,POP_2015,community_space,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,102.511,3106,106,2108,8185.0,80.18291602501499,21.476639096356088
1,107.251,3106,106,2108,8185.0,80.1839591837276,21.476639096356088
2,95.418,2999,0,2001,8185.0,80.18500234244023,21.476639096356088
3,75.298,2999,0,2001,8185.0,80.1836757155392,21.47580779382051
4,132.204,2944,54,1947,8185.0,80.18471887056403,21.475807793820508
5,125.079,2803,395,1381,8185.0,80.19202095573777,21.47580779382051
6,114.062,2875,466,1309,8185.0,80.19306411076259,21.475807793820504
7,102.951,2857,393,1199,8185.0,80.19410726578742,21.47580779382051
8,128.845,2724,309,1067,8185.0,80.19515042081224,21.47580779382051
9,172.411,2724,309,1067,8185.0,80.19619357583709,21.47580779382051
10,144.727,2630,328,972,8185.0,80.1972367308619,21.475807793820508
11,109.134,2717,415,1059,8185.0,80.19827988588672,21.47580779382051
12,115.788,2953,189,2040,8185.0,80.1844354124663,21.47497649309135
13,120.591,2813,185,1815,8185.0,80.18547856380349,21.474976493091344
14,123.761,2700,298,1703,8185.0,80.1865217151407,21.474976493091347
15,112.587,2674,469,1676,8185.0,80.18756486647789,21.474976493091347
16,56.246,2619,465,1622,8185.0,80.1886080178151,21.474976493091344
17,132.298,2925,522,1267,8185.0,80.1917374718267,21.474976493091347
18,119.178,2867,455,1210,8185.0,80.19278062316391,21.474976493091347
19,150.44,2823,374,1166,8185.0,80.19382377450111,21.474976493091347
20,140.239,2792,329,1134,8185.0,80.19486692583831,21.474976493091347
21,136.943,2670,219,1012,8185.0,80.19591007717553,21.474976493091344
22,129.316,2558,257,901,8185.0,80.19695322851274,21.47497649309135
23,39.736,2717,415,1059,8185.0,80.19799637984993,21.474976493091344
24,49.341,3034,241,1292,8185.0,80.20216898519875,21.474976493091347
25,9.824,2836,314,2151,8185.0,80.18310882049687,21.47414519416852
26,90.929,2891,259,2095,8185.0,80.18415196814664,21.47414519416852
27,103.296,2825,292,1922,8185.0,80.18519511579639,21.47414519416852
28,33.522,2700,298,1703,8185.0,80.18623826344614,21.474145194168525
29,96.987,2616,406,1618,8185.0,80.18728141109591,21.47414519416852
30,129.944,2595,440,1597,8185.0,80.18832455874569,21.474145194168525
31,85.154,2501,92,1385,8185.0,80.18936770639544,21.474145194168518
32,67.044,2835,505,1178,8185.0,80.19145400169496,21.474145194168525
33,116.698,2797,467,1140,8185.0,80.19249714934472,21.474145194168525
34,100.032,2746,347,1089,8185.0,80.19354029699448,21.47414519416852
35,168.205,2675,209,1017,8185.0,80.19458344464425,21.47414519416852
36,136.033,2574,121,917,8185.0,80.195626592294,21.474145194168525
37,137.257,2506,95,848,8185.0,80.19666973994379,21.474145194168525
38,71.72,2443,195,785,8185.0,80.19771288759354,21.47414519416852
39,105.556,2491,252,833,8185.0,80.19875603524329,21.47414519416852
40,98.431,3034,241,1292,8185.0,80.2018854781926,21.474145194168525
41,13.748,2904,111,1162,8185.0,80.20292862584235,21.47414519416852
42,69.147,3175,899,2561,8185.0,80.17865281779213,21.473313897051945
43,84.401,3118,843,2505,8185.0,80.17969596175463,21.473313897051945
44,58.726,2968,693,2355,8185.0,80.18073910571712,21.473313897051945
45,154.928,2971,696,2358,8185.0,80.18178224967963,21.473313897051945
46,29.379,2836,314,2151,8185.0,80.18282539364215,21.47331389705194
47,121.03,2836,314,2151,8185.0,80.18386853760464,21.47331389705194
48,76.46,2699,417,2044,8185.0,80.18491168156716,21.473313897051945
49,47.144,2677,440,2063,8185.0,80.18595482552963,21.473313897051945
50,53.547,2570,415,1573,8185.0,80.18699796949217,21.473313897051945
51,99.812,2479,324,1481,8185.0,80.18804111345464,21.473313897051945
52,62.9,2408,0,1390,8185.0,80.18908425741716,21.47331389705194
53,102.919,2408,0,1390,8185.0,80.19012740137966,21.473313897051945
54,136.692,2557,268,1137,8185.0,80.19117054534215,21.47331389705195
55,145.7,2595,352,1052,8185.0,80.19221368930465,21.473313897051945
56,136.473,2645,315,987,8185.0,80.19325683326716,21.47331389705195
57,113.591,2610,142,952,8185.0,80.19429997722968,21.473313897051945
58,155.964,2467,0,810,8185.0,80.19534312119218,21.47331389705195
59,131.608,2472,4,815,8185.0,80.19638626515467,21.47331389705194
60,123.321,2406,165,748,8185.0,80.19742940911716,21.473313897051945
61,106.184,2441,217,784,8185.0,80.19847255307965,21.47331389705195
62,27.087,2904,111,1162,8185.0,80.20160198496717,21.47331389705194
63,80.132,2904,111,1162,8185.0,80.20264512892969,21.473313897051945
64,48.368,3175,899,2561,8185.0,80.17836941946284,21.472482601741547
65,81.168,3097,822,2484,8185.0,80.17941255973827,21.472482601741543
66,78.626,3006,730,2393,8185.0,80.18045570001367,21.472482601741543
67,134.84,2919,644,2306,8185.0,80.18149884028908,21.472482601741547
68,81.89,2783,508,2170,8185.0,80.18254198056454,21.472482601741547
69,45.323,2713,437,2100,8185.0,80.18358512083995,21.472482601741547
70,29.975,2616,501,2003,8185.0,80.18462826111538,21.472482601741543
71,147.866,2552,565,1939,8185.0,80.18567140139078,21.472482601741543
72,89.643,2439,678,1825,8185.0,80.1867145416662,21.472482601741543
73,73.321,2281,126,1283,8185.0,80.18984396249246,21.472482601741543
74,73.07,2418,233,1171,8185.0,80.19088710276787,21.472482601741543
75,92.907,2516,341,1049,8185.0,80.19193024304329,21.472482601741547
76,106.027,2569,276,949,8185.0,80.19297338331872,21.472482601741543
77,106.027,2531,201,892,8185.0,80.19401652359413,21.472482601741547
78,86.88,2535,116,877,8185.0,80.19505966386954,21.472482601741547
79,116.322,2434,6,776,8185.0,80.19610280414497,21.472482601741547
80,73.76,2300,139,643,8185.0,80.19714594442038,21.472482601741543
81,89.266,2403,262,692,8185.0,80.19818908469581,21.472482601741543
82,57.533,2409,293,643,8185.0,80.19923222497123,21.472482601741547
83,70.308,2793,0,1051,8185.0,80.20236164579751,21.472482601741543
84,68.644,2491,301,749,8185.0,80.20549106662375,21.472482601741547
85,0.471,2559,367,817,8185.0,80.20653420689916,21.472482601741547
86,68.927,2978,703,2365,8185.0,80.18121544467509,21.47165130823723
87,50.816,2783,508,2170,8185.0,80.18225858126361,21.47165130823723
88,47.113,2516,617,1903,8185.0,80.18434485444065,21.47165130823723
89,154.928,2426,707,1813,8185.0,80.18538799102916,21.47165130823723
90,151.507,2402,739,1788,8185.0,80.18643112761768,21.47165130823723
91,49.969,2312,797,1699,8185.0,80.1874742642062,21.47165130823723
92,19.523,2190,218,1266,8185.0,80.18956053738323,21.47165130823723
