,POP_2015,community_space,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,85.988,900,900,869,1165,1443,8313.0,78.18966967241231,11.468182991392725
1,57.688,900,900,869,1165,1443,8313.0,78.19067994665238,11.468182991392725
2,16.154,536,536,536,1222,1571,8313.0,78.18103023006555,11.464922856066066
3,17.182,536,536,536,1222,1571,8313.0,78.18204049710477,11.464922856066067
4,92.434,814,814,0,907,814,8313.0,78.1921431674969,11.464922856066067
5,86.472,814,814,0,907,814,8313.0,78.19315343453611,11.464922856066066
6,34.121,536,536,536,1222,1571,8313.0,78.18089094444862,11.464107824482825
7,24.654,536,536,536,1222,1571,8313.0,78.18190120968796,11.464107824482827
8,76.763,814,814,0,907,814,8313.0,78.1920038620814,11.464107824482827
9,85.082,814,814,0,907,814,8313.0,78.19301412732075,11.464107824482825
10,95.777,468,468,442,488,837,8313.0,78.1888337769441,11.463292793798816
11,86.955,601,605,306,601,879,8313.0,78.18984404038369,11.46329279379882
12,88.264,601,605,306,601,879,8313.0,78.19085430382334,11.463292793798816
13,84.82,468,468,442,488,837,8313.0,78.1886944981213,11.462477764013972
14,60.79,468,468,442,488,837,8313.0,78.18970475976131,11.462477764013972
15,16.315,5000,5000,5000,5000,5000,8313.0,78.16936029292422,11.461662735128229
16,63.993,0,0,0,686,1035,8313.0,78.18552445037314,11.461662735128227
17,71.929,187,187,187,561,909,8313.0,78.18653471021368,11.461662735128229
18,88.143,187,187,187,561,909,8313.0,78.18754497005423,11.461662735128229
19,92.293,385,571,545,385,734,8313.0,78.1885552298948,11.461662735128229
20,109.535,385,571,545,385,734,8313.0,78.18956548973533,11.461662735128227
21,78.697,426,686,481,426,717,8313.0,78.1905757495759,11.461662735128225
22,72.311,452,452,256,613,452,8313.0,78.19259626925701,11.461662735128227
23,98.597,452,452,256,613,452,8313.0,78.19360652909758,11.461662735128229
24,33.437,5000,5000,5000,5000,5000,8313.0,78.16922106948097,11.460847707141514
