,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,24.918,899,477,1198,633,552,1331,4453.0,33.17598016294062,-12.289391487366922
1,25.322,899,477,1198,633,552,1331,4453.0,33.176992320065565,-12.289391487366922
2,16.379,899,477,1198,633,552,1331,4453.0,33.176043736593115,-12.290207463680764
3,32.046,899,477,1198,633,552,1331,4453.0,33.17705589565761,-12.290207463680762
4,42.246,789,1057,185,614,297,641,4453.0,33.16611283608006,-12.292655398430398
5,51.758,481,96,780,216,153,914,4453.0,33.17421015515197,-12.292655398430396
6,49.12,537,99,976,255,174,969,4453.0,33.17522232003596,-12.292655398430398
7,23.139,537,99,976,255,174,969,4453.0,33.17623448491994,-12.292655398430396
8,57.107,789,1057,185,614,297,641,4453.0,33.16617640857796,-12.293471378616541
9,54.273,609,876,0,434,117,455,4453.0,33.16718857540206,-12.293471378616541
10,47.228,609,876,0,434,117,455,4453.0,33.168200742226155,-12.293471378616541
11,44.583,578,759,117,404,0,560,4453.0,33.16921290905025,-12.293471378616543
12,20.241,437,602,274,262,157,641,4453.0,33.170225075874356,-12.293471378616541
13,47.299,328,236,673,63,0,760,4453.0,33.17326157634664,-12.293471378616543
14,32.983,429,147,728,164,101,862,4453.0,33.17427374317074,-12.293471378616541
15,30.053,438,0,876,156,74,870,4453.0,33.175285909994834,-12.293471378616541
16,31.94,537,99,976,255,174,969,4453.0,33.17629807681893,-12.293471378616543
17,20.613,724,286,1162,442,360,1156,4453.0,33.17731024364303,-12.293471378616543
18,43.598,609,876,0,434,117,455,4453.0,33.167252154400636,-12.294287359770932
19,25.322,565,789,87,390,30,530,4453.0,33.16826432316498,-12.294287359770934
20,12.127,578,759,117,404,0,560,4453.0,33.16927649192933,-12.294287359770934
21,15.504,437,618,258,262,141,641,4453.0,33.17028866069367,-12.294287359770935
22,36.506,328,236,673,63,0,760,4453.0,33.17332516698671,-12.294287359770934
23,25.096,281,156,752,0,0,714,4453.0,33.174337335751055,-12.294287359770935
24,34.11,363,74,834,81,0,795,4453.0,33.17534950451539,-12.294287359770935
25,25.915,724,286,1162,442,360,1156,4453.0,33.17737384204408,-12.294287359770934
26,51.011,588,998,121,413,239,333,4453.0,33.167315737959846,-12.295103341893633
27,26.911,588,998,121,413,239,333,4453.0,33.168327908664594,-12.295103341893636
28,25.832,20,417,630,0,260,453,4453.0,33.17136442077877,-12.295103341893633
29,34.81,20,417,630,0,260,453,4453.0,33.1723765914835,-12.295103341893633
30,41.902,265,173,736,0,16,697,4453.0,33.17338876218823,-12.295103341893633
31,60.535,265,173,736,0,16,697,4453.0,33.17440093289296,-12.295103341893633
32,45.294,302,741,306,128,0,250,4453.0,33.168391498725036,-12.29591932498472
33,39.462,302,741,306,128,0,250,4453.0,33.169403671370304,-12.295919324984723
34,49.402,174,612,434,0,128,378,4453.0,33.17041584401556,-12.295919324984723
35,37.455,36,474,572,57,255,395,4453.0,33.171428016660805,-12.295919324984721
36,30.339,20,417,630,0,260,453,4453.0,33.172440189306066,-12.295919324984723
37,46.101,220,337,830,34,180,653,4453.0,33.17345236195131,-12.29591932498472
38,60.191,433,371,1043,178,296,866,4453.0,33.174464534596574,-12.295919324984723
39,38.878,433,371,1043,178,296,866,4453.0,33.175476707241835,-12.295919324984723
40,38.451,659,1097,562,484,356,276,4453.0,33.16643074417457,-12.296735309044259
41,50.857,431,869,334,257,128,121,4453.0,33.16744291876049,-12.296735309044259
42,55.886,417,855,320,243,114,135,4453.0,33.168455093346424,-12.29673530904426
43,75.941,302,741,306,128,0,250,4453.0,33.16946726793234,-12.296735309044259
44,29.829,73,511,536,93,229,359,4453.0,33.17149161710418,-12.29673530904426
45,33.292,255,371,865,0,215,688,4453.0,33.17351596627602,-12.296735309044259
46,56.573,433,371,1043,178,296,866,4453.0,33.174528140861945,-12.296735309044259
