,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,4.018,911,2035,2463,1968,843,2462,6402.0,69.6636278455619,23.266586724118486
1,7.195,799,1923,2351,1856,732,2350,6402.0,69.66467934821235,23.266586724118483
2,0.258,799,1923,2351,1856,732,2350,6402.0,69.66573085086279,23.266586724118486
3,0.0,656,1780,2208,1713,588,2207,6402.0,69.66678235351321,23.266586724118483
4,9.839,799,1692,2120,1622,482,2119,6402.0,69.66783385616367,23.26658672411848
5,19.421,775,1668,2096,1598,459,2095,6402.0,69.6688853588141,23.26658672411848
6,18.888,1371,1832,2230,1546,655,2229,6402.0,69.67309136941584,23.26658672411848
7,0.189,1040,1972,2591,2097,989,2591,6402.0,69.66230568956675,23.26575134446357
8,1.511,949,2038,2501,2006,881,2500,6402.0,69.6633571881319,23.265751344463574
9,41.314,905,2029,2456,1961,837,2456,6402.0,69.66440868669702,23.26575134446357
10,49.574,919,2043,2471,1976,851,2470,6402.0,69.66546018526218,23.26575134446357
11,26.65,656,1746,2173,1675,540,2172,6402.0,69.66651168382731,23.26575134446357
12,23.885,787,1680,2108,1610,470,2107,6402.0,69.66756318239246,23.265751344463574
13,21.052,694,1587,2015,1517,378,2014,6402.0,69.6686146809576,23.265751344463574
14,10.715,702,1595,2023,1525,386,2022,6402.0,69.66966617952271,23.26575134446357
15,33.518,861,1579,2007,1509,331,2006,6402.0,69.67071767808785,23.265751344463574
16,35.905,993,1578,1995,1497,277,1994,6402.0,69.67176917665299,23.26575134446357
17,17.171,1358,1819,2217,1539,642,2216,6402.0,69.67282067521813,23.26575134446357
18,12.295,1283,1743,2141,1581,567,2140,6402.0,69.67387217378327,23.265751344463574
19,14.355,1576,2007,2348,1301,860,2141,6402.0,69.67492367234838,23.26575134446357
20,30.651,1576,2007,2348,1301,860,2141,6402.0,69.67597517091355,23.265751344463574
21,25.345,1630,1859,2196,1149,942,1984,6402.0,69.67702666947865,23.26575134446357
22,29.292,3895,3682,3773,2726,3033,99,6402.0,69.67807816804381,23.265751344463567
23,45.347,4003,3790,3881,2834,3140,8,6402.0,69.67912966660894,23.26575134446357
24,41.744,4126,3913,4004,2957,3264,131,6402.0,69.68018116517408,23.26575134446357
25,45.659,4239,4026,4117,3070,3376,244,6402.0,69.68123266373921,23.26575134446357
26,10.062,4315,4102,4193,3146,3453,320,6402.0,69.68228416230434,23.26575134446357
27,13.17,967,2091,2518,2023,916,2518,6402.0,69.66203504888543,23.264915966799975
28,42.207,901,2025,2453,1958,850,2452,6402.0,69.66308654336548,23.264915966799972
29,34.566,851,1975,2403,1908,800,2402,6402.0,69.6641380378455,23.264915966799965
30,33.879,918,2041,2469,1974,850,2468,6402.0,69.66518953232551,23.264915966799972
31,23.508,604,1728,2155,1660,553,2154,6402.0,69.66624102680555,23.26491596679997
32,27.938,502,1607,2035,1537,422,2034,6402.0,69.66729252128556,23.264915966799975
33,73.802,612,1553,1980,1482,347,1980,6402.0,69.6683440157656,23.264915966799972
34,51.961,607,1474,1902,1404,241,1901,6402.0,69.66939551024562,23.264915966799975
35,50.759,894,1479,1907,1409,232,1906,6402.0,69.67044700472563,23.264915966799975
36,49.265,986,1513,1917,1419,270,1917,6402.0,69.67149849920567,23.264915966799975
37,68.548,1086,1609,2007,1509,370,2006,6402.0,69.6725499936857,23.26491596679997
38,52.922,1272,1673,2071,1511,556,2070,6402.0,69.67360148816572,23.26491596679997
39,48.492,1353,1675,2073,1513,637,2072,6402.0,69.67465298264575,23.264915966799975
40,21.155,1570,1799,2141,1094,882,1933,6402.0,69.67675597160579,23.264915966799972
41,6.147,3995,3782,3873,2826,3132,0,6402.0,69.67780746608581,23.264915966799972
42,5.529,4061,3848,3939,2892,3198,66,6402.0,69.67885896056585,23.26491596679997
43,21.722,4194,3981,4072,3025,3332,199,6402.0,69.67991045504587,23.264915966799975
44,26.873,2015,2229,2320,1273,1327,2112,6402.0,69.6809619495259,23.264915966799972
45,12.243,4336,4123,4214,3167,3473,341,6402.0,69.6820134440059,23.264915966799975
46,14.836,1091,2123,2642,2147,1040,2642,6402.0,69.66176442086713,23.2640805911276
47,45.762,1035,2159,2587,2092,984,2586,6402.0,69.66281591126226,23.264080591127605
48,1.614,882,2006,2434,1939,832,2433,6402.0,69.66386740165734,23.264080591127602
49,0.052,760,1884,2311,1816,709,2310,6402.0,69.66491889205246,23.2640805911276
50,1.511,597,1721,2149,1654,546,2148,6402.0,69.66597038244757,23.2640805911276
51,20.674,355,1479,1907,1412,360,1906,6402.0,69.66702187284265,23.2640805911276
52,62.555,422,1499,1926,1428,315,1926,6402.0,69.66807336323778,23.264080591127602
53,57.352,516,1409,1837,1339,199,1836,6402.0,69.66912485363288,23.264080591127602
54,65.217,785,1371,1788,1290,114,1787,6402.0,69.67017634402798,23.2640805911276
55,66.59,927,1467,1869,1371,211,1868,6402.0,69.67122783442308,23.2640805911276
56,80.001,1039,1536,1934,1436,323,1933,6402.0,69.67227932481818,23.2640805911276
57,63.929,1144,1624,2021,1517,428,2021,6402.0,69.67333081521329,23.2640805911276
58,29.621,1291,1563,1961,1401,575,1960,6402.0,69.6743823056084,23.264080591127602
59,50.81,1608,1837,1996,949,863,1788,6402.0,69.6764852863986,23.2640805911276
60,16.055,1608,1837,1996,949,863,1788,6402.0,69.67753677679369,23.264080591127602
61,0.0,2128,2018,2109,1062,1440,1901,6402.0,69.67858826718879,23.2640805911276
