,POP_2015,community_space,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,1.34,1659,1109,528,1231,7386.0,79.65378215573247,29.605582356675097
1,33.318,1830,250,1402,1402,7386.0,79.65813443495117,29.605582356675093
2,4.862,1749,170,1321,1321,7386.0,79.65922250475583,29.605582356675093
3,19.823,1801,1373,654,1373,7386.0,79.64683493489906,29.604729340805438
4,0.0,1709,1280,561,1280,7386.0,79.64792299898242,29.604729340805438
5,24.498,1844,264,1415,1415,7386.0,79.65771557573278,29.604729340805434
6,39.583,1749,170,1321,1321,7386.0,79.65880363981616,29.604729340805438
7,79.104,1579,0,1151,1151,7386.0,79.6609797679829,29.604729340805438
8,4.27,1801,1373,654,1373,7386.0,79.64641615114091,29.6038763276663
9,0.0,1705,1277,558,1277,7386.0,79.64750420950325,29.603876327666292
10,38.897,1438,888,307,1010,7386.0,79.65403255967716,29.603876327666296
11,86.49,1429,489,706,1001,7386.0,79.65729673476415,29.603876327666292
12,31.355,1429,489,706,1001,7386.0,79.65838479312646,29.6038763276663
13,0.156,1269,841,138,841,7386.0,79.65252570147844,29.603023317257556
14,60.59,1292,864,214,864,7386.0,79.65361375411995,29.603023317257552
15,17.454,1540,786,409,1112,7386.0,79.65470180676147,29.603023317257552
16,26.773,1259,319,831,831,7386.0,79.65796596468606,29.603023317257556
17,25.308,1259,319,831,831,7386.0,79.65905401732755,29.603023317257552
18,39.49,1350,228,922,922,7386.0,79.66014206996908,29.603023317257552
19,11.283,1269,841,138,841,7386.0,79.65210691988932,29.6021703095791
20,93.005,1269,841,138,841,7386.0,79.65319496681029,29.6021703095791
21,81.504,1259,319,831,831,7386.0,79.65863520141514,29.6021703095791
22,64.455,1350,228,922,922,7386.0,79.65972324833609,29.602170309579098
23,82.408,333,0,333,761,7386.0,79.66407543601997,29.602170309579098
24,6.047,1143,714,3,714,7386.0,79.65168815654677,29.601317304630822
25,82.595,1139,710,7,710,7386.0,79.65277619774744,29.601317304630822
26,37.432,150,183,150,578,7386.0,79.66148052735277,29.601317304630825
27,96.308,150,183,150,578,7386.0,79.66256856855344,29.601317304630825
28,117.845,333,0,333,761,7386.0,79.6636566097541,29.601317304630825
29,41.141,773,345,345,345,7386.0,79.65453351789192,29.600464302412625
30,30.077,901,472,472,472,7386.0,79.65562155337253,29.600464302412625
31,51.271,901,472,472,472,7386.0,79.65670958885315,29.600464302412625
32,80.631,125,149,0,381,7386.0,79.65997369529497,29.60046430241262
33,77.327,0,169,0,428,7386.0,79.66106173077557,29.60046430241263
34,141.502,150,183,150,578,7386.0,79.66214976625619,29.600464302412625
35,76.673,803,375,290,375,7386.0,79.65411477388092,29.59961130292438
36,89.95,696,268,268,268,7386.0,79.65520280364173,29.599611302924384
37,37.09,113,124,4,356,7386.0,79.65955492268498,29.59961130292438
38,80.58,50,119,0,449,7386.0,79.66064295244577,29.599611302924387
39,145.865,3057,2888,2236,3046,7386.0,79.6628190119674,29.599611302924384
40,34.285,3057,2888,2236,3046,7386.0,79.66390704172821,29.599611302924387
41,2.525,3058,2630,2216,2630,7386.0,79.64063975962004,29.598758306165994
42,0.0,2737,2309,1895,2309,7386.0,79.64390383174381,29.598758306165998
43,16.737,2402,1973,1560,1973,7386.0,79.64716790386758,29.598758306166
44,24.155,2532,2104,1690,2104,7386.0,79.64825592790885,29.598758306165998
45,17.423,1018,589,421,589,7386.0,79.6536960481151,29.598758306165994
46,61.4,642,214,214,214,7386.0,79.65478407215635,29.598758306166
47,145.585,428,0,0,0,7386.0,79.65696012023885,29.598758306166
48,43.261,199,174,0,228,7386.0,79.65913616832135,29.598758306166005
49,98.303,169,0,68,402,7386.0,79.66022419236262,29.598758306166
50,78.854,3057,2888,2236,3046,7386.0,79.66240024044512,29.598758306166
51,59.406,3057,2888,2236,3046,7386.0,79.66348826448638,29.598758306166005
52,0.0,3064,2636,2222,2636,7386.0,79.64022112073032,29.597905312137353
53,0.0,2737,2309,1895,2309,7386.0,79.64348517569616,29.597905312137353
54,7.387,2402,1973,1560,1973,7386.0,79.64674923066201,29.59790531213735
55,29.204,2262,1833,1420,1833,7386.0,79.64783724898395,29.59790531213735
