,POP_2015,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,13.217,1021,1325,311,343,6839.0,73.50176657207052,21.877538770674672
1,15.479,993,1297,284,366,6839.0,73.50281152926489,21.87753877067467
2,47.439,1206,1497,583,0,6839.0,73.50490144365358,21.87753877067467
3,32.8,998,1302,289,371,6839.0,73.50150105430652,21.87670658764539
4,97.981,993,1297,284,366,6839.0,73.50254600772607,21.876706587645387
5,126.063,958,1249,335,247,6839.0,73.505415347908,21.875874406463176
6,90.71,958,1249,335,247,6839.0,73.50646029755292,21.875874406463176
7,92.455,709,1013,0,583,6839.0,73.50201500300594,21.875042227127956
8,58.653,709,1013,0,583,6839.0,73.50305994887643,21.875042227127956
9,91.679,958,1249,335,247,6839.0,73.50514984061742,21.875042227127953
10,41.687,958,1249,335,247,6839.0,73.5061947864879,21.875042227127953
11,156.31,709,1013,0,583,6839.0,73.50174951982387,21.874210049639633
12,63.597,709,1013,0,583,6839.0,73.5027944619201,21.87421004963964
13,158.605,1092,1396,382,965,6839.0,73.50017365726563,21.872545700203375
14,170.885,1092,1396,382,965,6839.0,73.49990821621067,21.871713528255256
15,107.643,478,769,0,727,6839.0,73.5072227316325,21.871713528255256
16,135.822,478,769,0,727,6839.0,73.50826766240704,21.871713528255263
17,158.831,259,563,0,1033,6839.0,73.50277756894228,21.870881358153714
18,123.316,279,583,198,926,6839.0,73.50591234994535,21.870881358153717
19,105.381,478,769,0,727,6839.0,73.50695727694634,21.870881358153714
20,119.664,460,661,17,844,6839.0,73.50800220394736,21.870881358153714
21,119.115,251,555,0,1041,6839.0,73.50251214213395,21.87004918989865
22,135.144,251,555,0,1041,6839.0,73.50355706536165,21.870049189898648
23,101.956,279,583,198,926,6839.0,73.50564691181697,21.87004918989865
24,139.571,400,604,120,892,6839.0,73.50669183504463,21.87004918989865
25,99.176,460,661,17,861,6839.0,73.50773675827229,21.870049189898648
26,109.162,580,771,76,964,6839.0,73.50878168149997,21.87004918989865
27,99.144,614,803,110,998,6839.0,73.50982660472764,21.87004918989865
28,137.696,98,402,44,1194,6839.0,73.50224672810897,21.869217023489973
29,143.029,98,402,44,1194,6839.0,73.50329164756347,21.869217023489973
30,113.007,0,304,143,1206,6839.0,73.50433656701797,21.869217023489973
31,72.484,557,446,150,1050,6839.0,73.50642640592696,21.86921702348998
32,143.772,603,506,160,1025,6839.0,73.50747132538145,21.86921702348997
33,145.937,637,562,132,1021,6839.0,73.50851624483595,21.869217023489977
34,128.487,709,648,211,1093,6839.0,73.50956116429046,21.869217023489977
35,107.934,185,489,41,1244,6839.0,73.50198132686691,21.86838485892761
36,102.86,143,447,0,1239,6839.0,73.50302624254844,21.868384858927605
37,95.299,0,304,143,1206,6839.0,73.50407115822996,21.86838485892761
38,4.815,557,446,150,1050,6839.0,73.50616098959297,21.86838485892761
39,105.639,651,540,180,1049,6839.0,73.50720590527449,21.86838485892761
40,114.074,673,587,195,1067,6839.0,73.508250820956,21.86838485892761
41,86.121,709,648,211,1093,6839.0,73.50929573663751,21.86838485892761
42,47.916,1120,1309,616,1504,6839.0,73.51347539936359,21.868384858927612
43,36.161,1120,1309,616,1504,6839.0,73.51452031504509,21.86838485892761
44,107.32,328,322,0,1424,6839.0,73.50276085031616,21.867552696211472
45,98.95,282,171,0,1476,6839.0,73.50380576222489,21.867552696211476
46,82.437,207,96,0,1400,6839.0,73.50485067413358,21.867552696211472
47,41.235,427,317,21,1197,6839.0,73.506940497951,21.867552696211476
48,125.546,489,378,82,1201,6839.0,73.50798540985971,21.867552696211472
49,78.785,576,465,28,1270,6839.0,73.50903032176842,21.867552696211472
50,12.409,1178,1067,0,1872,6839.0,73.51112014558586,21.867552696211476
51,47.918,1178,1067,0,1872,6839.0,73.51216505749456,21.86755269621148
52,90.836,1120,1309,616,1504,6839.0,73.51320996940328,21.867552696211476
53,130.296,442,496,0,1502,6839.0,73.5014505627302,21.866720535341475
54,108.548,393,387,47,1489,6839.0,73.50249547086631,21.866720535341475
55,110.551,449,353,0,1545,6839.0,73.50354037900237,21.86672053534148
56,128.422,380,269,97,1573,6839.0,73.50458528713848,21.866720535341475
57,140.896,304,0,96,1497,6839.0,73.50563019527456,21.86672053534148
58,75.069,489,378,82,1201,6839.0,73.50667510341064,21.866720535341475
59,77.59,548,437,57,1253,6839.0,73.50772001154672,21.86672053534147
60,102.085,605,494,0,1299,6839.0,73.50876491968282,21.866720535341475
61,22.621,1178,1067,0,1872,6839.0,73.51085473595501,21.86672053534148
62,94.588,1178,1067,0,1872,6839.0,73.51189964409109,21.866720535341475
63,79.399,585,579,230,1680,6839.0,73.50118519983478,21.865888376317532
64,113.072,516,510,161,1611,6839.0,73.50223010419845,21.865888376317532
65,111.489,486,311,41,1587,6839.0,73.50327500856208,21.865888376317535
66,156.504,466,213,139,1658,6839.0,73.50431991292572,21.865888376317532
67,86.315,429,125,222,1622,6839.0,73.50536481728938,21.865888376317532
68,33.285,866,755,261,1560,6839.0,73.51058933910763,21.865888376317532
69,60.365,986,875,200,1680,6839.0,73.51163424347126,21.865888376317532
70,80.757,998,887,212,1692,6839.0,73.51267914783492,21.865888376317535
71,65.669,585,579,230,1680,6839.0,73.50091984972083,21.865056219139557
72,96.016,605,599,250,1700,6839.0,73.50196475031224,21.865056219139557
73,111.004,595,341,189,1734,6839.0,73.5030096509036,21.865056219139557
74,166.393,569,316,189,1734,6839.0,73.504054551495,21.86505621913956
75,100.566,429,125,222,1622,6839.0,73.50509945208638,21.86505621913956
76,91.905,549,245,342,1605,6839.0,73.50614435267777,21.865056219139557
77,43.174,549,245,342,1605,6839.0,73.50718925326917,21.86505621913956
78,57.909,998,887,212,1692,6839.0,73.51136885563473,21.86505621913956
79,99.306,998,887,212,1692,6839.0,73.51241375622611,21.86505621913956
80,89.676,605,599,250,1700,6839.0,73.50169940920728,21.86422406380748
81,71.999,595,341,189,1734,6839.0,73.50378920284591,21.86422406380748
82,41.558,549,245,342,1605,6839.0,73.5058789964845,21.864224063807477
83,58.911,601,297,355,1553,6839.0,73.50692389330382,21.86422406380748
84,51.22,1141,1030,163,1835,6839.0,73.51214837740038,21.86422406380748
85,44.789,1259,1148,0,1953,6839.0,73.51319327421969,21.86422406380748
86,154.565,1259,1148,0,1953,6839.0,73.51423817103901,21.864224063807477
87,19.486,1259,1148,0,1953,6839.0,73.51397279745221,21.863391910321198
