,POP_2015,active_living,community_space,health_wellbeing,ID_HDC_G0,lng,lat
0,53.43,4137,4608,2885,6772.0,74.84837188004909,26.61656813918744
1,49.712,4137,4608,2885,6772.0,74.84802893596323,26.61572408489108
2,72.794,4137,4608,2885,6772.0,74.84909832337365,26.61572408489108
3,51.348,4178,5000,2005,6772.0,74.85658403524653,26.615724084891077
4,32.904,4178,5000,2005,6772.0,74.85765342265697,26.61572408489108
5,48.84,4178,5000,2005,6772.0,74.85731044975603,26.614880032958304
6,57.822,3740,4925,1567,6772.0,74.86158797979937,26.614880032958304
7,92.237,3445,4630,1272,6772.0,74.86479612733186,26.614880032958304
8,69.106,3445,4630,1272,6772.0,74.86445313541793,26.61403598338901
9,27.465,3321,3792,2252,6772.0,74.85097552079253,26.609815770991332
10,58.483,3321,3792,2252,6772.0,74.85204487391049,26.609815770991336
11,12.168,3321,3792,2252,6772.0,74.85063267445004,26.608971735600864
12,50.62,3321,3792,2252,6772.0,74.85170202266994,26.608971735600864
13,29.473,5000,5000,2998,6772.0,74.85678768931915,26.603063554020263
14,61.713,5000,5000,2998,6772.0,74.85785700325883,26.603063554020267
15,44.172,2172,3357,0,6772.0,74.86320357295715,26.603063554020267
16,60.706,2172,3357,0,6772.0,74.8642728868968,26.603063554020263
17,41.131,5000,5000,2998,6772.0,74.85644492601378,26.602219537529383
18,51.496,5000,5000,2998,6772.0,74.85751423505714,26.60221953752938
19,22.393,2172,3357,0,6772.0,74.86286078027395,26.602219537529376
20,32.844,2172,3357,0,6772.0,74.86393008931731,26.602219537529383
21,17.193,2477,2949,1408,6772.0,74.85075565724726,26.6013755234005
22,49.335,1984,3169,144,6772.0,74.8625180028673,26.6013755234005
23,79.463,2062,3246,48,6772.0,74.86358730701457,26.601375523400502
24,87.246,2618,3090,1549,6772.0,74.84399715346272,26.60053151163352
25,54.479,2629,3101,1560,6772.0,74.84506645271412,26.60053151163352
26,46.333,2569,3040,1500,6772.0,74.84613575196556,26.600531511633516
27,50.378,2291,2763,1222,6772.0,74.85148224822258,26.60053151163352
28,61.435,2800,3271,1207,6772.0,74.852551547474,26.60053151163352
29,58.249,1882,3066,143,6772.0,74.86217524073666,26.60053151163352
30,79.325,2044,3228,24,6772.0,74.86324453998807,26.60053151163352
31,82.954,2571,3043,1502,6772.0,74.84258519547785,26.59968750222835
32,96.601,2500,2972,1431,6772.0,74.84365448983361,26.599687502228345
33,120.64,2618,3090,1549,6772.0,74.84472378418936,26.59968750222835
34,116.871,2537,3008,1468,6772.0,74.84579307854511,26.599687502228353
35,76.892,2521,2993,1452,6772.0,74.84686237290087,26.599687502228353
36,11.938,2504,2976,1435,6772.0,74.84793166725665,26.599687502228353
37,56.779,2272,2743,1202,6772.0,74.85113955032392,26.59968750222835
38,38.832,2798,3269,1184,6772.0,74.8522088446797,26.59968750222835
39,89.428,2796,3267,1161,6772.0,74.85327813903544,26.599687502228345
40,52.491,1830,3014,534,6772.0,74.85862461081425,26.599687502228353
41,99.964,1886,3070,478,6772.0,74.85969390516999,26.59968750222835
42,103.645,1819,3003,364,6772.0,74.86076319952575,26.599687502228353
43,104.405,1768,2953,270,6772.0,74.86183249388152,26.599687502228345
44,106.329,1863,3048,164,6772.0,74.86290178823727,26.599687502228353
45,113.126,2467,2939,1398,6772.0,74.84331184147568,26.598843495184898
46,113.594,2496,2967,1427,6772.0,74.84438113093601,26.59884349518489
47,122.559,2443,2914,1374,6772.0,74.84545042039635,26.598843495184894
48,79.771,2431,2902,1362,6772.0,74.84651970985666,26.598843495184894
49,41.922,2408,2880,1339,6772.0,74.84758899931698,26.59884349518489
50,78.452,2641,3112,1341,6772.0,74.85079686769798,26.59884349518489
51,83.833,2206,2678,1137,6772.0,74.8518661571583,26.59884349518489
52,43.405,2098,2569,1028,6772.0,74.85293544661863,26.59884349518489
53,38.436,1800,2985,564,6772.0,74.85828189392029,26.59884349518489
54,76.207,1886,3070,478,6772.0,74.85935118338062,26.598843495184894
55,108.466,1765,2950,417,6772.0,74.86042047284093,26.598843495184894
56,144.661,1754,2939,323,6772.0,74.86148976230125,26.598843495184894
57,95.214,1863,3048,164,6772.0,74.8625590517616,26.59884349518489
58,101.008,1863,3048,164,6772.0,74.86362834122193,26.59884349518489
59,103.833,2397,2868,1327,6772.0,74.84403849295354,26.59799949050304
60,122.231,2312,2784,1243,6772.0,74.84510777751868,26.597999490503042
61,116.707,2318,2790,1249,6772.0,74.84617706208378,26.597999490503042
62,82.861,2372,2843,1303,6772.0,74.8472463466489,26.597999490503046
63,47.516,2343,2814,1273,6772.0,74.848315631214,26.59799949050304
64,47.984,2088,2559,1019,6772.0,74.84938491577914,26.59799949050304
65,111.768,2157,2628,1088,6772.0,74.85045420034426,26.59799949050304
66,82.738,2118,2590,1049,6772.0,74.85152348490936,26.597999490503035
67,31.621,2087,2558,1018,6772.0,74.85259276947447,26.59799949050304
68,47.787,2286,2757,1157,6772.0,74.85366205403959,26.597999490503042
69,102.98,1590,2775,592,6772.0,74.86007776143029,26.59799949050304
70,81.415,1876,3144,481,6772.0,74.86649346882098,26.597999490503042
71,47.595,1876,3144,481,6772.0,74.86756275338608,26.597999490503042
72,121.389,2254,2726,1185,6772.0,74.84476514991157,26.597155488182693
73,105.238,2147,2619,1078,6772.0,74.84583442958169,26.5971554881827
74,58.283,2102,2573,1032,6772.0,74.8469037092518,26.597155488182697
75,70.455,2106,2577,1037,6772.0,74.84797298892192,26.5971554881827
76,103.155,2062,2533,993,6772.0,74.84904226859204,26.597155488182697
77,118.697,2086,2558,1017,6772.0,74.85011154826218,26.597155488182697
78,107.555,2034,2506,965,6772.0,74.85118082793228,26.5971554881827
79,48.676,1945,2417,876,6772.0,74.85225010760242,26.597155488182697
80,29.847,2286,2757,1157,6772.0,74.85331938727253,26.5971554881827
81,27.063,2346,2864,1050,6772.0,74.85438866694265,26.597155488182697
82,100.461,1590,2775,592,6772.0,74.85973506529325,26.597155488182693
83,82.222,1486,2671,592,6772.0,74.86080434496338,26.597155488182704
84,34.746,1876,3144,481,6772.0,74.86722002298409,26.597155488182697
85,55.966,2102,2573,1032,6772.0,74.84549181234983,26.59631148822378
86,92.832,2086,2558,1017,6772.0,74.84656108712517,26.596311488223773
87,101.703,1988,2460,919,6772.0,74.84763036190051,26.59631148822377
88,105.027,2012,2483,942,6772.0,74.84869963667586,26.596311488223776
89,114.601,1962,2433,893,6772.0,74.8497689114512,26.596311488223773
90,112.377,1901,2372,832,6772.0,74.85083818622654,26.596311488223773
91,83.438,1814,2286,745,6772.0,74.85190746100187,26.596311488223773
92,41.566,2346,2864,1050,6772.0,74.85404601055258,26.59631148822377
93,120.911,1486,2671,592,6772.0,74.86046165920465,26.59631148822377
94,103.787,1369,2554,656,6772.0,74.86153093397999,26.596311488223773
95,94.939,2248,2719,1179,6772.0,74.84301067062609,26.595467490626163
96,45.41,2219,2691,1150,6772.0,74.8440799405069,26.595467490626163
97,88.993,2096,2567,1027,6772.0,74.84514921038766,26.59546749062616
98,130.986,2090,2562,1021,6772.0,74.84621848026846,26.59546749062616
99,120.078,1941,2413,872,6772.0,74.84728775014923,26.59546749062616
100,111.605,1883,2355,814,6772.0,74.84835702003004,26.595467490626163
101,127.755,1867,2338,797,6772.0,74.84942628991082,26.595467490626163
102,127.521,1850,2322,781,6772.0,74.85049555979161,26.595467490626163
103,116.543,1814,2286,745,6772.0,74.85156482967238,26.595467490626167
104,124.972,1368,2553,657,6772.0,74.86118825859944,26.595467490626163
105,120.935,1513,2698,928,6772.0,74.863326798361,26.59546749062616
106,66.975,1513,2698,928,6772.0,74.8643960682418,26.59546749062616
107,32.229,1577,2846,780,6772.0,74.86546533812259,26.595467490626163
108,53.485,2326,2798,1187,6772.0,74.84266809372178,26.594623495389765
109,139.342,2188,2659,1118,6772.0,74.84373735870821,26.594623495389765
110,97.186,2076,2547,1007,6772.0,74.84480662369467,26.594623495389765
111,106.923,2026,2498,957,6772.0,74.84587588868112,26.59462349538976
112,114.694,1923,2395,854,6772.0,74.84694515366756,26.59462349538977
113,119.142,1839,2311,770,6772.0,74.84801441865399,26.594623495389765
114,129.136,1806,2277,737,6772.0,74.84908368364044,26.594623495389765
115,109.755,1724,2196,655,6772.0,74.85015294862689,26.594623495389765
116,102.944,1686,2157,616,6772.0,74.85122221361334,26.594623495389765
117,100.866,1513,2698,928,6772.0,74.86405339345067,26.594623495389765
118,76.517,2730,3201,1661,6772.0,74.83911775180864,26.59377950251448
119,39.558,2507,2979,1281,6772.0,74.84018701190098,26.593779502514483
120,106.01,2396,2868,1199,6772.0,74.8412562719933,26.59377950251449
121,105.051,2270,2741,1135,6772.0,74.84232553208561,26.593779502514487
122,111.534,2124,2596,1055,6772.0,74.84339479217795,26.593779502514483
123,109.03,2033,2504,963,6772.0,74.84446405227028,26.593779502514483
124,91.24,2000,2471,931,6772.0,74.8455333123626,26.593779502514487
125,128.317,1812,2284,743,6772.0,74.84660257245491,26.59377950251448
126,104.629,1812,2284,743,6772.0,74.84767183254725,26.593779502514483
127,124.197,1681,2152,612,6772.0,74.84874109263956,26.593779502514483
128,126.772,1638,2109,568,6772.0,74.84981035273188,26.59377950251449
129,80.684,1608,2079,538,6772.0,74.85087961282423,26.593779502514487
130,129.01,1098,2283,760,6772.0,74.8605029536551,26.59377950251448
131,78.46,2730,3201,1661,6772.0,74.83877522012185,26.592935512000214
132,101.118,2507,2979,1281,6772.0,74.83984447532028,26.592935512000217
133,85.365,2429,2900,1202,6772.0,74.84091373051868,26.592935512000214
134,100.603,2257,2729,1050,6772.0,74.84198298571711,26.59293551200022
135,126.562,2150,2622,1081,6772.0,74.84305224091553,26.592935512000217
136,126.96,2093,2565,1024,6772.0,74.84412149611394,26.59293551200022
137,118.79,1996,2467,926,6772.0,74.84519075131237,26.592935512000217
138,125.204,1851,2323,782,6772.0,74.84626000651079,26.592935512000217
139,116.988,1761,2233,692,6772.0,74.84732926170919,26.59293551200022
140,129.839,1599,2071,530,6772.0,74.84839851690762,26.59293551200022
141,134.684,1569,2041,500,6772.0,74.84946777210605,26.592935512000214
142,119.68,1479,1950,410,6772.0,74.85053702730444,26.59293551200022
143,4.26,2246,2717,1019,6772.0,74.84164045461566,26.592091523846864
144,20.856,2246,2717,1019,6772.0,74.8427097049204,26.592091523846868
145,79.045,2035,2506,966,6772.0,74.84377895522513,26.59209152384687
146,103.038,1966,2438,897,6772.0,74.84484820552987,26.592091523846868
147,119.891,1847,2318,778,6772.0,74.8459174558346,26.592091523846875
148,130.471,1744,2215,674,6772.0,74.84698670613932,26.592091523846868
149,135.175,1599,2071,530,6772.0,74.84805595644409,26.592091523846868
150,138.452,1559,2030,489,6772.0,74.84912520674881,26.592091523846864
151,124.783,1415,1886,345,6772.0,74.85019445705355,26.592091523846868
