,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,22.142,1042,2745,1688,202,3738,4227,231.0,-100.49777848122174,28.738606515908845
1,12.12,874,2577,1519,34,3569,4059,231.0,-100.49669610836587,28.738606515908845
2,12.151,898,2613,1556,61,3533,4095,231.0,-100.49561373550998,28.738606515908845
3,5.079,809,2694,1637,164,3464,4176,231.0,-100.49453136265413,28.738606515908845
4,3.653,681,2789,1763,281,3312,4303,231.0,-100.49344898979824,28.738606515908845
5,0.0,318,2478,2064,644,2950,4302,231.0,-100.49020187123062,28.738606515908845
6,0.0,163,2323,1929,721,2887,4239,231.0,-100.48911949837476,28.738606515908845
7,0.0,215,2375,1981,767,2817,4169,231.0,-100.48803712551887,28.73860651590884
8,8.563,1042,2745,1688,202,3738,4227,231.0,-100.49727035862148,28.7377562233318
9,6.155,920,2530,1473,80,3585,4013,231.0,-100.49618799123813,28.7377562233318
10,1.61,898,2694,1637,182,3462,4176,231.0,-100.49510562385484,28.7377562233318
11,0.665,898,2694,1637,182,3462,4176,231.0,-100.49402325647148,28.7377562233318
12,2.093,747,2805,1748,293,3311,4287,231.0,-100.49294088908816,28.7377562233318
13,39.784,0,2159,1766,885,3000,4321,231.0,-100.49077615432151,28.737756223331804
14,5.745,0,2159,1766,885,3000,4321,231.0,-100.48969378693818,28.7377562233318
15,40.901,185,2344,1951,856,2815,4167,231.0,-100.48861141955484,28.737756223331804
16,3.304,230,2390,1996,810,2794,4146,231.0,-100.4875290521715,28.737756223331797
17,3.947,107,2049,1655,995,3038,4211,231.0,-100.49026808679716,28.736905933375027
18,34.66,107,2049,1655,995,3038,4211,231.0,-100.48918572488613,28.736905933375027
19,32.425,369,2219,1825,1109,2775,3949,231.0,-100.4881033629751,28.73690593337503
20,18.806,416,2187,1793,1062,2728,3901,231.0,-100.48702100106405,28.736905933375034
21,5.894,1404,2344,1287,565,4070,3827,231.0,-100.4951718237075,28.736055646038427
22,0.0,1404,2344,1287,565,4070,3827,231.0,-100.49408946726854,28.73605564603843
23,4.915,1529,2470,1412,690,4195,3952,231.0,-100.49300711082957,28.736055646038427
24,8.598,50,1891,1498,1152,3016,4130,231.0,-100.49084239795161,28.736055646038427
25,9.962,0,1942,1548,1102,3067,4180,231.0,-100.48976004151264,28.736055646038427
26,35.978,449,2138,1745,1190,2780,3953,231.0,-100.48759532863468,28.73605564603843
27,35.126,466,2137,1743,1111,2679,3852,231.0,-100.48651297219573,28.73605564603843
28,11.534,1248,2228,1171,408,3913,3711,231.0,-100.49574612426996,28.735205361321867
29,31.005,1404,2344,1287,565,4070,3827,231.0,-100.49466377330282,28.73520536132187
30,39.928,1449,2389,1332,609,4114,3871,231.0,-100.49358142233565,28.73520536132187
31,6.631,1529,2470,1412,690,4195,3952,231.0,-100.49249907136856,28.73520536132187
32,25.06,207,1899,1506,1310,3024,4138,231.0,-100.49141672040139,28.73520536132187
33,12.437,50,1891,1498,1152,3016,4130,231.0,-100.49033436943424,28.735205361321867
34,41.822,50,1891,1498,1152,3016,4130,231.0,-100.48925201846708,28.73520536132187
35,53.158,477,2081,1688,1247,2723,3896,231.0,-100.48816966749995,28.735205361321874
36,26.185,505,2066,1673,1222,2688,3861,231.0,-100.48708731653278,28.735205361321867
37,96.669,611,2171,1777,1257,2534,3707,231.0,-100.48600496556561,28.735205361321867
38,18.485,1255,2195,1138,416,3921,3678,231.0,-100.49523809063304,28.734355079225274
39,29.171,1616,2273,1216,777,4100,3755,231.0,-100.49415574513748,28.73435507922527
40,10.128,1619,2455,1397,779,4282,3937,231.0,-100.4930733996419,28.734355079225274
41,41.073,207,1899,1506,1310,3024,4138,231.0,-100.49090870865078,28.73435507922527
42,28.314,169,1773,1379,1271,2897,4011,231.0,-100.48982636315522,28.734355079225267
43,36.303,384,1988,1595,1340,2682,3855,231.0,-100.48766167216407,28.73435507922527
44,16.994,453,1971,1577,1278,2613,3786,231.0,-100.48657932666852,28.734355079225274
45,13.584,639,2102,1764,1363,2427,3600,231.0,-100.48549698117294,28.734355079225274
46,27.489,1616,2273,1216,777,4100,3755,231.0,-100.4947300792348,28.733504799748516
47,6.353,1707,2363,1306,867,4190,3845,231.0,-100.49364773921057,28.733504799748523
48,6.695,1707,2363,1306,867,4190,3845,231.0,-100.49256539918635,28.73350479974852
49,28.575,262,1680,1286,1364,2990,3918,231.0,-100.4904007191379,28.733504799748523
50,9.093,262,1680,1286,1364,2990,3918,231.0,-100.4893183791137,28.73350479974852
51,25.32,559,1865,1471,1384,2719,3892,231.0,-100.48715369906525,28.73350479974852
52,2.16,559,1865,1471,1384,2719,3892,231.0,-100.48607135904099,28.73350479974852
53,6.118,1644,2093,1036,828,3920,3575,231.0,-100.49422209007437,28.732654522891494
54,0.887,1761,2209,1152,944,4036,3692,231.0,-100.49313975552126,28.7326545228915
55,37.736,424,1842,1448,1526,3153,4080,231.0,-100.49097508641502,28.732654522891497
56,17.768,406,1585,1191,1508,2959,3823,231.0,-100.4898927518619,28.732654522891497
57,17.726,430,1609,1215,1533,2975,3847,231.0,-100.48881041730878,28.732654522891497
58,14.805,664,1843,1449,1488,2824,3997,231.0,-100.48772808275565,28.732654522891497
59,9.118,664,1843,1449,1488,2824,3997,231.0,-100.48664574820255,28.732654522891497
60,13.945,1659,2108,1050,843,3935,3590,231.0,-100.49371412315097,28.73180424865411
61,2.743,1761,2209,1152,944,4036,3692,231.0,-100.49263179406871,28.731804248654107
62,16.522,424,1842,1448,1526,3153,4080,231.0,-100.49046713590417,28.73180424865411
63,15.614,691,1870,1476,1605,2940,4108,231.0,-100.4872201486574,28.731804248654107
64,19.927,1066,1717,1382,1996,2304,3214,231.0,-100.48505549049288,28.731804248654107
65,16.857,1080,1661,1327,1777,2249,3159,231.0,-100.48397316141063,28.731804248654107
66,0.165,3905,4601,5000,2208,2716,5000,231.0,-100.57546277294787,28.730953977036243
67,5.754,3896,4591,5000,2198,2706,5000,231.0,-100.57438044933626,28.730953977036247
68,4.933,3845,4541,5000,2148,2656,5000,231.0,-100.5732981257246,28.730953977036243
69,0.27,3897,4611,5000,2275,2707,5000,231.0,-100.57113347850135,28.730953977036243
70,0.0,3866,4581,5000,2244,2676,5000,231.0,-100.57005115488973,28.730953977036247
71,0.0,3697,4412,5000,2075,2507,5000,231.0,-100.56896883127806,28.730953977036247
72,0.0,3629,4343,5000,2007,2439,4991,231.0,-100.56788650766644,28.730953977036243
73,0.271,3626,4341,5000,2004,2436,4992,231.0,-100.5668041840548,28.730953977036247
74,0.119,3664,4379,5000,2042,2474,5000,231.0,-100.56572186044316,28.730953977036243
75,0.06,3662,4376,5000,2040,2472,5000,231.0,-100.56463953683155,28.730953977036247
76,0.0,3686,4401,5000,2064,2496,5000,231.0,-100.5635572132199,28.730953977036247
77,4.123,1549,1998,941,1487,3825,3480,231.0,-100.50078244374508,28.730953977036243
78,11.694,1549,1998,941,1487,3825,3480,231.0,-100.49970012013345,28.730953977036247
