,POP_2015,active_living,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,214.467,1871,71,228,464,631,739.0,-72.81814407032581,19.94918454723651
1,603.169,1963,162,319,555,722,739.0,-72.81710740243857,19.949184547236513
2,558.803,1979,179,336,572,739,739.0,-72.81607073455132,19.94918454723651
3,202.834,3327,703,1684,434,2087,739.0,-72.80259405201701,19.949184547236513
4,14.181,3437,593,1793,324,2196,739.0,-72.80155738412977,19.94918454723651
5,68.477,1346,665,212,484,106,739.0,-72.82309094434659,19.948356430269083
6,218.713,1403,570,269,214,163,739.0,-72.82205427982548,19.948356430269083
7,223.721,1518,455,298,99,278,739.0,-72.82101761530441,19.948356430269083
8,271.35,1580,412,255,38,339,739.0,-72.81998095078335,19.948356430269083
9,253.931,1618,392,235,0,378,739.0,-72.81894428626228,19.948356430269083
10,297.206,1818,18,175,411,578,739.0,-72.81790762174118,19.948356430269083
11,609.544,1993,193,350,585,753,739.0,-72.8168709572201,19.948356430269083
12,597.444,2043,353,399,635,802,739.0,-72.81583429269902,19.948356430269083
13,446.652,1982,357,339,574,741,739.0,-72.81479762817796,19.94835643026908
14,596.533,2219,594,576,811,979,739.0,-72.81376096365689,19.948356430269083
15,497.913,2219,594,576,811,979,739.0,-72.8127242991358,19.948356430269083
16,225.993,2340,714,696,932,1099,739.0,-72.81168763461471,19.94835643026908
17,83.398,2476,851,833,1069,1236,739.0,-72.81065097009366,19.948356430269083
18,14.962,3698,1026,2055,757,2458,739.0,-72.80546764748826,19.948356430269083
19,30.835,3507,834,1864,565,2266,739.0,-72.8033943184461,19.94835643026908
20,495.962,3437,593,1793,324,2196,739.0,-72.80235765392504,19.948356430269083
21,260.731,3488,542,1844,273,2247,739.0,-72.80132098940396,19.948356430269083
22,111.63,3539,491,1896,222,2298,739.0,-72.8002843248829,19.948356430269083
23,438.715,3693,336,2050,67,2453,739.0,-72.79924766036181,19.948356430269083
24,457.321,3761,268,2118,0,2521,739.0,-72.79821099584073,19.948356430269083
25,218.876,1240,559,106,378,0,739.0,-72.82285449089633,19.94752831495689
26,228.674,1316,483,182,307,76,739.0,-72.82181782974125,19.947528314956887
27,239.398,1387,412,253,258,147,739.0,-72.82078116858617,19.947528314956887
28,243.48,1533,300,143,125,292,739.0,-72.8197445074311,19.947528314956887
