,POP_2015,active_living,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
80,85.374,3207,470,1062,1519,11462.0,103.42007306532446,1.0105755764858044
81,22.416,3281,544,1135,1602,11462.0,103.42107093848277,1.0105755764858053
82,23.73,3252,514,1106,1792,11462.0,103.42206881164108,1.0105755764858053
83,37.029,3260,523,1115,1843,11462.0,103.42306668479945,1.0105755764858064
84,50.892,3280,508,1134,1862,11462.0,103.42406455795778,1.0105755764858046
85,2.252,3384,423,1095,2014,11462.0,103.4250624311161,1.0105755764858055
86,22.604,3530,569,1241,2160,11462.0,103.42606030427443,1.0105755764858044
87,97.359,3353,823,1037,2317,11462.0,103.42705817743276,1.0105755764858062
88,79.394,3364,1000,1047,2332,11462.0,103.42805605059107,1.0105755764858055
89,34.857,3225,1083,1130,2414,11462.0,103.42905392374936,1.0105755764858053
90,68.83,3271,1121,1168,2453,11462.0,103.43005179690769,1.0105755764858053
91,3.003,3273,1187,1234,2519,11462.0,103.43104967006602,1.0105755764858053
92,2.252,3404,1811,1858,2838,11462.0,103.43304541638264,1.0105755764858044
93,5.765,3334,1789,1836,2769,11462.0,103.43404328954101,1.0105755764858062
94,37.646,0,1799,3268,3281,11462.0,103.39111886882192,1.009766760412562
95,1.046,5,1804,3273,3286,11462.0,103.39211674182702,1.009766760412562
96,0.134,159,1959,3108,3121,11462.0,103.39311461483213,1.0097667604125622
97,9.76,416,1967,2808,2864,11462.0,103.39511036084234,1.0097667604125629
98,66.095,560,2048,2889,2717,11462.0,103.39610823384749,1.009766760412562
99,3.378,581,2066,2886,2638,11462.0,103.39710610685256,1.0097667604125629
100,0.0,744,2062,2665,2417,11462.0,103.3981039798577,1.009766760412562
101,24.132,828,1978,2581,2333,11462.0,103.39910185286278,1.0097667604125617
102,33.677,883,1980,2584,2294,11462.0,103.40009972586789,1.009766760412561
103,4.96,1292,1839,2334,2000,11462.0,103.40109759887301,1.009766760412564
104,22.067,1322,1809,2304,1970,11462.0,103.40209547187813,1.0097667604125617
105,54.994,1381,1750,2245,1911,11462.0,103.40309334488322,1.0097667604125629
106,64.995,1501,1639,2134,1791,11462.0,103.40409121788832,1.009766760412562
107,46.119,1666,1660,2155,1610,11462.0,103.40508909089345,1.0097667604125629
108,10.645,1702,1647,2142,1539,11462.0,103.40608696389856,1.0097667604125617
109,24.025,1827,1613,2108,1379,11462.0,103.40708483690365,1.0097667604125602
110,8.205,1971,1619,2242,1112,11462.0,103.40808270990878,1.0097667604125629
111,118.81,1934,1555,2205,1056,11462.0,103.40908058291387,1.0097667604125617
112,85.937,1964,1558,2235,899,11462.0,103.41007845591899,1.0097667604125629
113,32.766,1895,1489,2166,826,11462.0,103.4110763289241,1.009766760412562
114,12.146,1809,1402,2080,524,11462.0,103.4120742019292,1.0097667604125629
115,40.059,1809,1402,2080,524,11462.0,103.41307207493432,1.009766760412562
116,22.604,3262,917,1509,1419,11462.0,103.41506782094451,1.0097667604125629
117,88.323,3223,879,1471,1381,11462.0,103.41606569394963,1.009766760412562
118,78.697,3182,837,1429,1339,11462.0,103.41706356695475,1.0097667604125626
119,23.623,2974,634,1226,1131,11462.0,103.41806143995981,1.0097667604125626
120,6.703,2973,612,1203,1131,11462.0,103.41905931296495,1.009766760412562
121,21.853,3139,402,993,1534,11462.0,103.4200571859701,1.0097667604125629
122,22.121,3280,543,1135,1611,11462.0,103.42105505897517,1.0097667604125609
123,4.183,3216,479,1071,1798,11462.0,103.42205293198028,1.009766760412562
124,71.752,3144,407,999,1726,11462.0,103.42305080498541,1.0097667604125617
125,98.807,3312,357,1029,1917,11462.0,103.42404867799051,1.0097667604125629
126,13.085,3359,398,1070,1989,11462.0,103.42504655099563,1.009766760412562
127,32.954,3481,521,1192,2111,11462.0,103.42604442400072,1.0097667604125626
128,92.72,3620,659,1331,2250,11462.0,103.42704229700587,1.009766760412562
129,60.437,3270,907,954,2239,11462.0,103.42804017001093,1.0097667604125617
130,62.475,3305,1003,1050,2335,11462.0,103.42903804301604,1.0097667604125622
131,97.574,3212,1126,1130,2414,11462.0,103.43003591602117,1.0097667604125617
132,23.81,3073,1176,1093,2346,11462.0,103.43103378902624,1.0097667604125626
133,9.47,3382,1836,1883,2816,11462.0,103.43302953503647,1.0097667604125629
134,0.161,3382,1836,1883,2816,11462.0,103.43402740804159,1.009766760412562
135,0.0,3106,1584,1796,2540,11462.0,103.4350252810467,1.0097667604125629
136,0.0,3106,1584,1796,2540,11462.0,103.43602315405181,1.009766760412561
137,50.838,199,1714,3342,3481,11462.0,103.3911030066282,1.0089579444164232
138,2.118,199,1714,3342,3481,11462.0,103.3921008794802,1.008957944416424
139,31.398,430,1748,3240,3637,11462.0,103.39309875233221,1.008957944416424
140,25.768,524,1860,2701,2875,11462.0,103.39509449803624,1.0089579444164232
141,86.097,573,1810,2651,2894,11462.0,103.39609237088828,1.0089579444164243
142,51.482,943,1863,2466,2218,11462.0,103.40008386229633,1.008957944416424
143,35.394,1149,1821,2316,2012,11462.0,103.40108173514838,1.008957944416423
144,54.806,1398,1779,2274,1970,11462.0,103.40207960800035,1.008957944416423
145,68.535,1335,1635,2130,1826,11462.0,103.40307748085239,1.0089579444164243
146,84.221,1449,1521,2016,1712,11462.0,103.4040753537044,1.008957944416423
147,74.487,1554,1588,2082,1607,11462.0,103.4050732265564,1.008957944416425
148,15.23,1659,1528,2023,1502,11462.0,103.40607109940841,1.008957944416423
149,24.105,1711,1487,1982,1252,11462.0,103.40706897226042,1.0089579444164247
150,53.224,1711,1487,1982,1252,11462.0,103.40806684511249,1.0089579444164243
151,75.104,1894,1487,2165,996,11462.0,103.40906471796447,1.008957944416423
152,109.184,1831,1424,2102,931,11462.0,103.4100625908165,1.0089579444164243
153,48.21,1824,1417,2094,702,11462.0,103.4110604636685,1.008957944416423
154,51.562,1809,1402,2080,524,11462.0,103.41205833652052,1.0089579444164243
155,22.014,1809,1402,2080,524,11462.0,103.41305620937253,1.0089579444164232
156,0.215,3262,917,1509,1419,11462.0,103.41604982792856,1.008957944416425
157,0.456,2777,696,1242,934,11462.0,103.41704770078059,1.008957944416423
158,21.075,2971,547,1139,1235,11462.0,103.41804557363261,1.008957944416423
159,15.31,2895,470,1061,1164,11462.0,103.41904344648465,1.0089579444164243
160,7.669,2918,181,772,1425,11462.0,103.42103919218864,1.008957944416425
161,101.006,3182,270,941,1765,11462.0,103.42303493789271,1.008957944416424
162,67.596,3211,258,930,1819,11462.0,103.4240328107447,1.0089579444164232
163,54.538,3171,807,854,2139,11462.0,103.42802430215278,1.008957944416424
164,59.955,3291,928,975,2260,11462.0,103.42902217500479,1.008957944416424
165,56.174,3086,1130,1047,2299,11462.0,103.43002004785681,1.008957944416424
166,98.432,3039,1210,1127,2370,11462.0,103.43101792070881,1.0089579444164223
167,54.136,271,1528,3173,3552,11462.0,103.3900892844528,1.0081491284973276
168,35.233,142,1657,3302,3424,11462.0,103.39108715715184,1.0081491284973296
169,64.003,322,1728,3219,3573,11462.0,103.39208502985086,1.0081491284973279
170,67.114,430,1748,3240,3637,11462.0,103.39308290254995,1.0081491284973296
171,29.253,573,1810,2651,2894,11462.0,103.39507864794804,1.0081491284973296
172,37.002,674,1709,2550,2796,11462.0,103.39607652064707,1.0081491284973279
173,8.714,923,1631,2472,2547,11462.0,103.39707439334613,1.0081491284973287
174,0.0,923,1631,2472,2547,11462.0,103.39807226604519,1.0081491284973287
175,33.999,1074,1782,2394,2396,11462.0,103.39907013874421,1.0081491284973287
176,65.666,979,1827,2430,2182,11462.0,103.40006801144324,1.0081491284973287
177,24.239,1149,1821,2316,2012,11462.0,103.4010658841423,1.0081491284973285
178,8.339,1149,1821,2316,2012,11462.0,103.40206375684136,1.0081491284973296
179,15.042,1413,1653,2148,1905,11462.0,103.40306162954039,1.0081491284973276
180,33.677,1486,1580,2075,1888,11462.0,103.40405950223943,1.0081491284973296
181,58.721,1545,1425,1919,1729,11462.0,103.40505737493848,1.0081491284973267
182,21.317,1588,1364,1858,1485,11462.0,103.40605524763751,1.0081491284973296
183,98.137,1622,1398,1893,1342,11462.0,103.40705312033658,1.0081491284973279
184,45.395,1708,1460,1979,1306,11462.0,103.40805099303562,1.0081491284973287
185,57.702,1791,1385,2062,1011,11462.0,103.40904886573466,1.0081491284973296
186,52.125,1761,1355,2032,879,11462.0,103.41004673843369,1.0081491284973279
187,24.052,1675,1269,1946,820,11462.0,103.41104461113277,1.0081491284973296
188,48.183,1648,1242,1919,684,11462.0,103.41204248383181,1.0081491284973279
189,4.639,1713,1307,1984,738,11462.0,103.41304035653086,1.0081491284973296
190,1.609,2551,898,1439,708,11462.0,103.41503610192893,1.0081491284973287
191,30.138,2605,844,1385,762,11462.0,103.416033974628,1.0081491284973287
192,39.094,2721,732,1273,878,11462.0,103.41703184732702,1.0081491284973276
193,23.891,2826,577,1123,1046,11462.0,103.41802972002607,1.0081491284973296
194,0.617,2878,466,1058,1147,11462.0,103.41902759272509,1.0081491284973287
195,0.0,2778,547,956,1191,11462.0,103.42002546542417,1.0081491284973287
196,30.943,2918,181,772,1425,11462.0,103.42102333812319,1.0081491284973287
197,77.759,2881,143,735,1490,11462.0,103.42202121082228,1.0081491284973287
198,88.886,3074,135,814,1685,11462.0,103.42301908352131,1.0081491284973287
199,123.261,3045,265,756,1811,11462.0,103.42401695622036,1.0081491284973296
200,45.261,3061,317,772,1827,11462.0,103.42501482891939,1.0081491284973276
201,116.45,3007,422,688,1774,11462.0,103.42601270161845,1.0081491284973287
202,45.288,3072,596,719,1928,11462.0,103.42701057431748,1.0081491284973287
203,76.525,3083,845,767,2064,11462.0,103.42800844701651,1.0081491284973287
204,85.668,3000,954,871,2124,11462.0,103.42900631971558,1.0081491284973287
205,78.456,2946,1009,926,2178,11462.0,103.43000419241464,1.0081491284973287
206,73.039,3006,1243,1161,2394,11462.0,103.43100206511367,1.0081491284973296
207,69.715,2903,1177,1213,2291,11462.0,103.4319999378127,1.0081491284973279
208,24.159,2868,1256,1293,2302,11462.0,103.43299781051174,1.0081491284973296
209,0.0,2852,1745,2033,2286,11462.0,103.4359914286089,1.0081491284973296
210,0.0,2861,1755,2042,2296,11462.0,103.43698930130793,1.0081491284973279
211,45.824,271,1528,3173,3552,11462.0,103.39007344784667,1.0073403126552158
212,93.659,398,1400,3046,3550,11462.0,103.39107132039287,1.007340312655215
213,98.673,616,1541,2935,3332,11462.0,103.39206919293905,1.0073403126552158
214,55.718,505,1698,3041,3439,11462.0,103.39306706548525,1.007340312655215
215,12.361,518,1692,3033,3430,11462.0,103.39406493803145,1.0073403126552158
216,2.279,912,1523,2707,2953,11462.0,103.39506281057764,1.007340312655215
217,3.298,715,1668,2509,2755,11462.0,103.39606068312385,1.007340312655216
218,13.568,808,1576,2417,2662,11462.0,103.39705855567003,1.007340312655215
219,0.0,923,1631,2472,2547,11462.0,103.39805642821625,1.007340312655216
220,10.135,1074,1782,2394,2396,11462.0,103.39905430076243,1.007340312655214
221,49.98,1104,1701,2305,2307,11462.0,103.40005217330862,1.007340312655216
222,0.0,1462,1514,2009,2069,11462.0,103.40204791840102,1.007340312655215
223,9.894,1533,1539,2034,1928,11462.0,103.40304579094725,1.007340312655216
224,50.892,1555,1514,2009,1882,11462.0,103.40404366349344,1.007340312655215
225,74.621,1536,1312,1807,1616,11462.0,103.40504153603963,1.007340312655216
226,65.907,1588,1364,1858,1485,11462.0,103.4060394085858,1.007340312655215
227,100.443,1653,1360,1923,1433,11462.0,103.407037281132,1.007340312655216
228,86.768,1679,1272,1950,1366,11462.0,103.40803515367826,1.007340312655214
229,54.27,1647,1241,1918,888,11462.0,103.41003089877063,1.0073403126552152
230,27.108,1670,1264,1941,821,11462.0,103.4110287713168,1.0073403126552158
231,57.836,1660,1253,1931,732,11462.0,103.41202664386302,1.0073403126552152
232,29.548,1713,1307,1984,738,11462.0,103.41302451640922,1.007340312655215
233,0.0,2551,898,1439,708,11462.0,103.41502026150164,1.007340312655216
234,17.482,2629,856,1392,786,11462.0,103.4160181340478,1.007340312655215
235,19.895,2642,807,1347,799,11462.0,103.41701600659401,1.007340312655216
236,22.175,2790,558,1098,1049,11462.0,103.4180138791402,1.007340312655215
237,77.356,2776,564,973,1173,11462.0,103.41901175168638,1.007340312655215
238,30.969,2714,611,892,1255,11462.0,103.42000962423258,1.007340312655216
239,1.689,2830,196,685,1516,11462.0,103.42100749677878,1.007340312655215
240,27.135,2812,212,667,1531,11462.0,103.42200536932499,1.007340312655216
241,86.902,2938,26,656,1633,11462.0,103.4230032418712,1.007340312655215
242,127.47,2951,240,648,1717,11462.0,103.42400111441736,1.007340312655215
243,85.615,2967,402,648,1734,11462.0,103.42499898696359,1.007340312655216
244,101.059,2949,451,596,1789,11462.0,103.42599685950981,1.007340312655214
245,74.434,3072,596,719,1928,11462.0,103.42699473205599,1.0073403126552167
246,72.503,2923,765,677,1972,11462.0,103.42799260460217,1.007340312655214
247,52.849,2844,837,768,1960,11462.0,103.4289904771484,1.007340312655216
248,61.858,2946,1009,926,2178,11462.0,103.42998834969461,1.007340312655215
249,61.268,2777,1051,1087,2165,11462.0,103.43098622224076,1.007340312655215
250,71.94,2868,1256,1293,2302,11462.0,103.43198409478698,1.007340312655216
251,76.23,2771,1174,1386,2205,11462.0,103.43298196733319,1.007340312655215
252,0.0,2717,1610,1898,2151,11462.0,103.43597558497174,1.007340312655215
253,0.0,2796,1689,1977,2230,11462.0,103.43697345751796,1.0073403126552158
254,0.0,2759,1652,1940,2193,11462.0,103.43797133006417,1.007340312655215
255,67.918,418,1381,3026,3530,11462.0,103.39005762395774,1.0065314968900216
256,78.697,398,1400,3046,3550,11462.0,103.39105549635121,1.0065314968900205
257,74.755,658,1540,2901,3298,11462.0,103.3920533687447,1.0065314968900216
258,28.797,788,1490,2794,3151,11462.0,103.39305124113818,1.0065314968900216
259,1.287,888,1395,2699,3081,11462.0,103.39404911353166,1.0065314968900216
260,0.751,912,1523,2707,2953,11462.0,103.3950469859251,1.0065314968900207
261,10.833,888,1669,2510,2775,11462.0,103.39604485831858,1.0065314968900216
262,1.528,899,1576,2417,2703,11462.0,103.39704273071206,1.0065314968900216
263,5.738,1001,1382,2223,2796,11462.0,103.39804060310553,1.0065314968900205
264,25.902,1241,1565,2168,2316,11462.0,103.4000363478925,1.0065314968900216
265,0.0,1462,1514,2009,2069,11462.0,103.4020320926794,1.0065314968900216
266,2.118,1467,1322,1817,1876,11462.0,103.40302996507289,1.0065314968900205
267,38.155,1543,1398,1893,1793,11462.0,103.40402783746639,1.0065314968900216
268,27.805,1548,1324,1819,1663,11462.0,103.40502570985984,1.0065314968900216
269,69.929,1403,1179,1674,1577,11462.0,103.40602358225333,1.0065314968900207
270,17.08,1363,1139,1634,1600,11462.0,103.40702145464678,1.0065314968900216
271,26.786,1590,1184,1861,1299,11462.0,103.40801932704028,1.0065314968900225
272,44.617,1554,1147,1825,1253,11462.0,103.40901719943372,1.0065314968900207
273,29.87,1512,1106,1783,820,11462.0,103.41101294422067,1.0065314968900207
274,73.308,1541,1134,1812,792,11462.0,103.41201081661416,1.0065314968900225
275,54.19,1734,1328,2005,879,11462.0,103.41300868900764,1.0065314968900205
276,0.295,1767,1360,2038,993,11462.0,103.41400656140112,1.0065314968900216
277,5.175,2644,918,1354,885,11462.0,103.41600230618803,1.0065314968900207
278,0.08,2732,922,1350,889,11462.0,103.41700017858155,1.0065314968900216
279,9.358,2573,766,1152,1088,11462.0,103.41799805097499,1.0065314968900207
280,44.778,2573,766,1152,1088,11462.0,103.41899592336848,1.0065314968900216
281,83.041,2675,660,824,1323,11462.0,103.41999379576195,1.0065314968900216
282,42.794,2719,518,651,1486,11462.0,103.42099166815542,1.0065314968900207
283,59.82,2758,266,612,1524,11462.0,103.42198954054889,1.0065314968900216
284,108.701,2856,108,575,1622,11462.0,103.42298741294238,1.0065314968900216
285,83.979,2836,163,519,1603,11462.0,103.42398528533583,1.0065314968900216
286,92.372,2868,306,549,1635,11462.0,103.42498315772932,1.0065314968900205
287,38.745,2789,537,436,1733,11462.0,103.4259810301228,1.0065314968900225
288,56.496,2819,555,466,1763,11462.0,103.42697890251627,1.0065314968900207
289,74.407,2831,832,770,1947,11462.0,103.42797677490972,1.0065314968900223
290,37.002,2752,754,778,1868,11462.0,103.4289746473032,1.0065314968900207
291,58.131,2924,926,920,2041,11462.0,103.42997251969666,1.0065314968900216
292,64.808,2759,1033,1069,2147,11462.0,103.43097039209015,1.0065314968900216
293,48.076,2684,1087,1300,2119,11462.0,103.43196826448363,1.0065314968900205
294,81.164,2688,1091,1304,2123,11462.0,103.43296613687713,1.0065314968900216
295,6.194,2614,1507,1795,2048,11462.0,103.43595975405752,1.0065314968900216
296,16.115,2614,1507,1795,2048,11462.0,103.43695762645098,1.0065314968900207
297,0.0,2710,1742,2030,2144,11462.0,103.43795549884447,1.0065314968900216
298,45.824,437,1362,3007,3511,11462.0,103.39004181278605,1.0057226812016853
299,31.452,719,1477,2949,3346,11462.0,103.39103968502691,1.0057226812016862
300,39.442,835,1365,2892,3299,11462.0,103.39203755726778,1.0057226812016844
301,42.821,798,1455,2770,3205,11462.0,103.39303542950863,1.0057226812016853
302,33.141,972,1279,2584,3196,11462.0,103.39403330174952,1.0057226812016853
303,5.309,1006,1231,2535,3245,11462.0,103.39503117399039,1.0057226812016853
304,19.225,1018,1756,2597,2874,11462.0,103.39602904623126,1.0057226812016853
305,8.929,983,1670,2511,2797,11462.0,103.39702691847214,1.0057226812016853
306,7.186,1001,1382,2223,2796,11462.0,103.39802479071301,1.0057226812016862
307,29.012,1254,1551,2155,2329,11462.0,103.40002053519476,1.0057226812016844
308,10.511,1552,1625,2013,2179,11462.0,103.4020162796765,1.0057226812016853
309,1.475,1467,1322,1817,1876,11462.0,103.40301415191735,1.0057226812016862
310,23.998,1461,1316,1811,1866,11462.0,103.40401202415825,1.0057226812016853
311,9.036,1330,1185,1680,1975,11462.0,103.40500989639912,1.0057226812016853
312,10.886,1399,1175,1670,1637,11462.0,103.40600776863998,1.0057226812016853
313,20.968,1300,1076,1571,1663,11462.0,103.40700564088083,1.0057226812016853
314,2.038,1554,1147,1825,1263,11462.0,103.40800351312171,1.0057226812016853
315,74.514,1514,1107,1785,1214,11462.0,103.40900138536259,1.0057226812016853
316,50.221,1355,949,1626,1064,11462.0,103.40999925760346,1.005722681201685
317,13.594,1329,922,1600,1004,11462.0,103.41099712984433,1.0057226812016853
318,85.105,1559,1152,1830,1072,11462.0,103.4119950020852,1.0057226812016844
319,72.637,1697,1279,1968,1042,11462.0,103.41299287432608,1.0057226812016862
320,16.383,1773,1366,2044,1000,11462.0,103.41399074656694,1.0057226812016853
321,42.579,2492,1069,1203,1036,11462.0,103.41698436328956,1.0057226812016842
322,65.237,2493,846,1072,1167,11462.0,103.41798223553043,1.005722681201686
323,66.926,2485,807,936,1252,11462.0,103.41898010777133,1.0057226812016853
324,65.88,2572,693,823,1339,11462.0,103.41997798001218,1.0057226812016853
325,58.265,2601,492,624,1367,11462.0,103.42097585225305,1.005722681201686
326,14.801,2655,376,503,1421,11462.0,103.42197372449392,1.0057226812016853
327,27.162,2658,306,385,1425,11462.0,103.42297159673478,1.0057226812016853
328,77.598,2780,221,461,1547,11462.0,103.42396946897567,1.0057226812016842
329,103.767,2747,310,422,1557,11462.0,103.42496734121656,1.0057226812016862
330,50.597,2720,474,373,1670,11462.0,103.42596521345742,1.0057226812016853
331,12.951,2847,610,509,1806,11462.0,103.42696308569829,1.0057226812016853
332,39.389,2725,727,680,1841,11462.0,103.42796095793915,1.0057226812016844
333,26.331,2707,709,761,1823,11462.0,103.42895883018002,1.0057226812016853
334,3.807,2893,895,931,2009,11462.0,103.4299567024209,1.0057226812016853
335,9.251,2573,831,1118,1894,11462.0,103.43095457466175,1.0057226812016853
336,67.301,2565,992,1261,1999,11462.0,103.43195244690263,1.0057226812016862
337,39.469,2530,1009,1296,1964,11462.0,103.4329503191435,1.0057226812016853
338,24.052,2599,1492,1780,2033,11462.0,103.4359439358661,1.0057226812016853
339,33.758,2614,1507,1795,2048,11462.0,103.436941808107,1.005722681201686
340,65.8,864,1329,2947,3375,11462.0,103.39102388641992,1.004913865590145
341,81.915,808,1290,2876,3382,11462.0,103.3920217585083,1.004913865590147
342,78.161,912,1389,2752,3369,11462.0,103.3930196305967,1.004913865590145
343,126.907,951,1286,2590,3290,11462.0,103.39401750268507,1.0049138655901448
344,11.959,1006,1231,2535,3245,11462.0,103.39501537477345,1.0049138655901462
345,0.831,1052,1756,2597,2882,11462.0,103.39601324686188,1.004913865590145
346,2.36,1385,1513,1846,2352,11462.0,103.40000473521545,1.0049138655901462
347,15.686,1385,1513,1846,2352,11462.0,103.40100260730387,1.004913865590145
348,10.457,1337,1430,1798,2096,11462.0,103.40200047939221,1.0049138655901448
349,0.0,1358,1431,1819,2035,11462.0,103.40299835148063,1.004913865590146
350,14.426,1222,1116,1611,1955,11462.0,103.40399622356898,1.0049138655901448
351,9.438,1345,1161,1655,1974,11462.0,103.4049940956574,1.004913865590145
352,19.413,1290,1066,1561,1905,11462.0,103.40599196774579,1.004913865590146
353,45.743,1170,946,1441,1650,11462.0,103.4069898398342,1.004913865590146
354,8.473,1615,1208,1886,1324,11462.0,103.40798771192259,1.004913865590145
355,70.144,1495,1088,1766,1204,11462.0,103.40898558401095,1.0049138655901448
