,POP_2015,health_wellbeing,ID_HDC_G0,lng,lat
0,86.141,0,6872.0,73.3576103687663,20.7764838600711
1,19.442,0,6872.0,73.35865048177548,20.7764838600711
2,65.072,0,6872.0,73.35736080470562,20.77565405077843
3,105.584,12,6872.0,73.35840091417633,20.775654050778435
4,147.246,0,6872.0,73.35944102364707,20.775654050778435
5,71.738,25,6872.0,73.35711125298947,20.774824243222174
6,64.477,16,6872.0,73.35815135892187,20.774824243222174
7,65.31,0,6872.0,73.35919146485428,20.774824243222177
8,37.258,0,6872.0,73.36023157078667,20.774824243222174
9,40.432,0,6872.0,73.36335188858385,20.774824243222177
10,33.131,0,6872.0,73.36439199451624,20.774824243222174
11,28.687,25,6872.0,73.35686171361743,20.77399443740225
12,55.51,0,6872.0,73.35790181601172,20.77399443740225
13,135.779,0,6872.0,73.35507307778188,20.77150503035962
14,5.039,0,6872.0,73.35611316956279,20.77150503035962
15,0.436,537,6872.0,73.36418438551165,20.770675231484184
16,54.478,537,6872.0,73.3639348795571,20.769845434344674
17,188.075,372,6872.0,73.35615536125258,20.76818584527307
18,81.658,372,6872.0,73.3571954388848,20.76818584527307
19,42.257,162,6872.0,73.35823551651701,20.768185845273074
20,46.027,162,6872.0,73.35927559414921,20.768185845273074
21,55.351,0,6872.0,73.36031567178145,20.768185845273074
22,93.879,372,6872.0,73.35590591708458,20.76735605334082
23,69.357,439,6872.0,73.35694599118007,20.76735605334082
24,78.761,162,6872.0,73.35798606527553,20.76735605334082
25,111.813,162,6872.0,73.35902613937101,20.76735605334082
26,141.532,0,6872.0,73.3600662134665,20.767356053340823
27,34.758,439,6872.0,73.35669655581673,20.76652626314416
28,13.372,540,6872.0,73.35773662637564,20.76652626314415
29,53.685,347,6872.0,73.35877669693456,20.766526263144158
30,102.489,347,6872.0,73.35981676749348,20.766526263144158
31,116.257,200,6872.0,73.36085683805238,20.766526263144154
32,179.266,350,6872.0,73.36189690861131,20.766526263144158
33,0.0,540,6872.0,73.35644713279446,20.76569647468299
34,0.0,540,6872.0,73.35748719981697,20.765696474682994
35,45.352,347,6872.0,73.35852726683952,20.76569647468299
36,105.425,347,6872.0,73.35956733386205,20.765696474682994
37,123.796,246,6872.0,73.36060740088458,20.765696474682994
38,114.789,350,6872.0,73.36164746790709,20.76569647468299
39,49.241,523,6872.0,73.36010856357284,20.764036902966875
40,154.547,523,6872.0,73.36114862352314,20.764036902966875
41,162.125,461,6872.0,73.36218868347342,20.764036902966883
42,119.035,582,6872.0,73.364268803374,20.76403690296688
43,62.493,582,6872.0,73.36530886332429,20.764036902966875
44,108.163,523,6872.0,73.35985916342823,20.76320711971175
45,141.215,523,6872.0,73.36089921984265,20.76320711971175
46,40.353,461,6872.0,73.36193927625709,20.763207119711755
47,90.863,358,6872.0,73.36297933267151,20.76320711971175
48,29.521,424,6872.0,73.36064982850274,20.762377338191794
49,89.197,358,6872.0,73.3616898813815,20.762377338191794
50,72.214,358,6872.0,73.36272993426023,20.762377338191794
51,130.819,365,6872.0,73.36481004001774,20.762377338191797
52,54.716,365,6872.0,73.36585009289647,20.762377338191797
53,22.22,285,6872.0,73.36040044950306,20.761547558406935
54,111.456,201,6872.0,73.36144049884629,20.76154755840694
55,130.978,204,6872.0,73.36248054818955,20.761547558406935
56,179.822,365,6872.0,73.364560646876,20.76154755840694
57,84.435,365,6872.0,73.36560069621922,20.76154755840694
58,67.453,181,6872.0,73.36119112865116,20.760717780357098
59,156.094,103,6872.0,73.36223117445904,20.760717780357098
60,174.425,92,6872.0,73.36327122026694,20.760717780357094
61,126.534,140,6872.0,73.36431126607485,20.760717780357098
62,132.009,268,6872.0,73.36535131188275,20.760717780357094
63,92.014,103,6872.0,73.36094177079572,20.75988800404219
64,154.388,0,6872.0,73.36198181306845,20.759888004042185
65,187.559,47,6872.0,73.36302185534119,20.759888004042185
66,173.235,140,6872.0,73.36406189761391,20.75988800404219
67,196.923,268,6872.0,73.36510193988666,20.759888004042185
68,2.936,376,6872.0,73.35836302169669,20.758228456616823
69,146.611,0,6872.0,73.36252316250847,20.758228456616823
70,192.558,16,6872.0,73.3635631977114,20.758228456616823
71,185.099,48,6872.0,73.36460323291433,20.758228456616823
72,3.373,359,6872.0,73.3581137079276,20.75739868550622
73,35.036,315,6872.0,73.35915373959588,20.757398685506217
74,182.718,29,6872.0,73.3612338029325,20.757398685506217
75,137.961,24,6872.0,73.3622738346008,20.757398685506217
76,137.048,0,6872.0,73.3633138662691,20.75739868550622
77,210.81,48,6872.0,73.36435389793742,20.75739868550622
78,94.632,71,6872.0,73.360984490898,20.756568916130213
79,126.891,109,6872.0,73.36202451903185,20.75656891613021
80,31.941,153,6872.0,73.36177521580123,20.755739148488725
81,92.41,0,6872.0,73.36385526500032,20.755739148488725
82,102.29,0,6872.0,73.36360596703949,20.754909382581683
