,POP_2015,active_living,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,13.625,3393,1962,1528,1196,8082.0,77.53519090558164,13.31586048134197
1,49.733,3393,1962,1528,1196,8082.0,77.53620561136424,13.31586048134197
2,13.49,3306,2381,1017,637,8082.0,77.5470439261818,13.314225989932936
3,9.101,3306,2381,1017,637,8082.0,77.54805862773206,13.314225989932936
4,50.518,3286,1855,1420,1089,8082.0,77.53336779687538,13.311774260726997
5,45.859,2774,1709,670,18,8082.0,77.54148535849814,13.311774260727
6,19.747,2796,1743,692,0,8082.0,77.54250005370098,13.311774260726997
7,21.941,3230,1799,1365,1034,8082.0,77.53320614889104,13.310957019766775
8,26.167,2813,1651,709,0,8082.0,77.54132369358962,13.310957019766771
9,14.546,2784,1736,679,0,8082.0,77.54233838667695,13.310957019766775
10,33.128,2618,1701,513,160,8082.0,77.54335307976426,13.310957019766773
11,56.64,2831,1400,606,250,8082.0,77.5391326576047,13.310139779860643
12,91.339,2831,1400,606,250,8082.0,77.54014734857661,13.310139779860641
13,25.787,2660,1430,435,421,8082.0,77.54116203954857,13.310139779860641
14,68.315,2618,1701,513,160,8082.0,77.54217673052051,13.310139779860641
15,86.626,2533,1616,428,245,8082.0,77.54319142149247,13.310139779860643
16,14.871,2782,1922,493,774,8082.0,77.5462354944083,13.310139779860643
17,19.693,2827,1966,538,907,8082.0,77.54725018538024,13.310139779860641
18,104.178,2731,1300,866,534,8082.0,77.53694164094796,13.309322541008527
19,71.592,2639,1208,774,442,8082.0,77.53795632980469,13.309322541008529
20,77.172,2629,1248,416,604,8082.0,77.53897101866139,13.309322541008529
21,114.553,2615,1385,390,466,8082.0,77.5399857075181,13.30932254100853
22,70.021,2647,1471,422,404,8082.0,77.5410003963748,13.309322541008529
23,66.066,2578,1569,474,307,8082.0,77.54201508523151,13.30932254100853
24,46.509,2511,1594,407,267,8082.0,77.54302977408823,13.30932254100853
25,17.146,2708,1847,418,699,8082.0,77.54505915180164,13.309322541008529
26,68.558,2758,1898,469,750,8082.0,77.54607384065835,13.309322541008527
27,75.222,2765,1905,476,834,8082.0,77.54708852951507,13.309322541008532
28,93.614,2832,1971,542,987,8082.0,77.54810321837176,13.309322541008527
29,24.189,2852,1992,563,1034,8082.0,77.54911790722848,13.309322541008529
30,5.038,2701,1270,836,750,8082.0,77.53475064361842,13.308505303210376
31,65.66,2672,1241,807,718,8082.0,77.53576533036005,13.308505303210374
32,31.476,2731,1300,866,534,8082.0,77.53678001710166,13.308505303210374
33,96.377,2492,1061,627,589,8082.0,77.53779470384328,13.308505303210376
34,56.179,2608,1226,395,626,8082.0,77.53880939058489,13.308505303210374
35,71.348,2568,1283,355,582,8082.0,77.5398240773265,13.308505303210376
36,94.562,2534,1369,310,508,8082.0,77.54083876406811,13.308505303210374
37,85.055,2542,1444,307,429,8082.0,77.54185345080973,13.308505303210376
38,83.131,2398,1497,309,379,8082.0,77.54286813755135,13.308505303210374
39,73.055,2499,1598,398,448,8082.0,77.54388282429296,13.308505303210374
40,47.728,2609,1748,320,601,8082.0,77.54489751103458,13.308505303210376
41,91.989,2686,1825,396,677,8082.0,77.54591219777622,13.308505303210374
42,98.219,2677,1817,388,825,8082.0,77.54692688451782,13.308505303210373
43,112.44,2765,1904,476,946,8082.0,77.54794157125941,13.308505303210374
44,54.635,2843,1983,554,1025,8082.0,77.54895625800103,13.308505303210376
45,35.241,2737,1256,896,810,8082.0,77.53458903486836,13.3076880664661
46,57.236,2660,1204,798,787,8082.0,77.53560371949501,13.307688066466103
47,95.727,2588,1157,722,749,8082.0,77.53661840412167,13.307688066466103
48,65.389,2465,1034,599,617,8082.0,77.53763308874832,13.3076880664661
