,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,17.362,1641,2661,1510,494,1395,7018.0,73.67828423117648,18.745158564562995
1,5.225,4184,4121,5000,454,22,7018.0,73.63059194741277,18.74433277329989
2,64.557,4184,4121,5000,454,22,7018.0,73.63162388916518,18.74433277329989
3,23.273,1522,2542,1391,663,1276,7018.0,73.67496544276659,18.744332773299888
4,80.844,1523,2542,1392,631,1277,7018.0,73.67599738451901,18.744332773299895
5,32.816,1641,2661,1510,494,1395,7018.0,73.67806126802384,18.744332773299895
6,94.037,1680,2700,1549,315,1435,7018.0,73.68115709328109,18.744332773299888
7,78.065,1680,2700,1549,315,1435,7018.0,73.6821890350335,18.74433277329989
8,30.74,4202,4139,5000,472,21,7018.0,73.63036913961383,18.743506983576708
9,17.14,4161,4098,5000,431,46,7018.0,73.63140107824358,18.743506983576715
10,31.834,3648,3585,4806,947,1094,7018.0,73.63965658728145,18.743506983576708
11,42.803,3648,3585,4806,947,1094,7018.0,73.64068852591119,18.743506983576715
12,67.929,3618,3555,4776,917,1064,7018.0,73.64172046454094,18.743506983576715
13,32.315,1523,2542,1392,631,1277,7018.0,73.67474250069249,18.74350698357672
14,61.222,1523,2542,1392,631,1277,7018.0,73.67577443932223,18.743506983576708
15,61.277,1396,2415,1265,429,1150,7018.0,73.67680637795196,18.743506983576715
16,94.964,1468,2487,1337,338,1222,7018.0,73.6778383165817,18.743506983576708
17,69.208,1516,2535,1385,319,1270,7018.0,73.67887025521144,18.743506983576715
18,63.149,1670,2690,1539,304,1425,7018.0,73.6809341324709,18.743506983576708
19,87.867,1680,2700,1549,315,1435,7018.0,73.68196607110065,18.743506983576715
20,1.779,3730,3667,4888,0,61,7018.0,73.63427408554647,18.742681195393377
21,50.697,3730,3667,4888,0,61,7018.0,73.6353060210537,18.74268119539338
22,41.488,3648,3585,4806,947,1094,7018.0,73.63943376308256,18.74268119539338
23,58.609,3648,3585,4806,947,1094,7018.0,73.6404656985898,18.74268119539338
24,65.465,3618,3555,4776,917,1064,7018.0,73.64149763409702,18.742681195393377
25,36.448,1577,2509,1446,1071,1244,7018.0,73.67039182829922,18.742681195393377
26,4.058,1402,2422,1271,640,1157,7018.0,73.6745195703281,18.742681195393377
27,28.647,1412,2432,1281,630,1167,7018.0,73.67555150583532,18.74268119539338
28,18.103,1386,2406,1255,420,1141,7018.0,73.67658344134253,18.74268119539338
29,103.636,1468,2487,1337,338,1222,7018.0,73.67761537684976,18.74268119539338
30,64.353,1370,2390,1239,210,1124,7018.0,73.67864731235699,18.742681195393377
31,35.669,3730,3667,4888,0,61,7018.0,73.63405128866316,18.741855408749803
32,56.83,3699,3636,4857,30,30,7018.0,73.63508322104802,18.741855408749807
33,112.048,3669,3606,4826,61,0,7018.0,73.63611515343291,18.741855408749803
34,17.251,3412,3349,4570,711,858,7018.0,73.64024288297237,18.741855408749803
35,40.32,3412,3349,4570,711,858,7018.0,73.64127481535728,18.741855408749803
36,110.343,1510,2441,1379,1003,1176,7018.0,73.67016892213363,18.741855408749803
37,83.957,1415,2347,1284,909,1082,7018.0,73.6712008545185,18.7418554087498
38,82.808,1328,2260,1197,821,994,7018.0,73.6722327869034,18.741855408749807
39,33.631,1201,2218,1070,719,953,7018.0,73.67326471928826,18.741855408749803
40,23.477,1167,2187,1036,679,922,7018.0,73.67429665167312,18.741855408749803
41,62.129,1152,2171,1021,532,906,7018.0,73.675328584058,18.741855408749807
42,24.533,1108,2128,977,489,863,7018.0,73.67636051644288,18.741855408749803
43,67.207,1295,2315,1164,241,1050,7018.0,73.67739244882775,18.741855408749803
44,60.091,1317,2336,1186,163,1071,7018.0,73.67842438121261,18.7418554087498
45,80.993,1365,2385,1234,0,1120,7018.0,73.6794563135975,18.741855408749803
46,43.581,4001,3938,5000,271,332,7018.0,73.6327965742199,18.74102962364591
47,44.86,3383,3320,4541,346,285,7018.0,73.63795622053331,18.74102962364591
48,58.201,3253,3190,4411,506,445,7018.0,73.638988149796,18.741029623645915
49,25.052,3412,3349,4570,711,858,7018.0,73.64002007905869,18.741029623645908
50,27.98,3412,3349,4570,711,858,7018.0,73.64105200832138,18.741029623645908
51,57.849,3287,3224,4445,586,733,7018.0,73.64208393758406,18.74102962364591
52,47.195,1434,2359,1303,921,1094,7018.0,73.66994602767653,18.741029623645908
53,93.796,1314,2240,1183,801,975,7018.0,73.67097795693923,18.741029623645908
54,90.091,1266,2227,1135,789,962,7018.0,73.6720098862019,18.741029623645915
55,85.847,1186,2177,1055,710,911,7018.0,73.6730418154646,18.74102962364591
56,90.257,1134,2154,1003,594,889,7018.0,73.67407374472727,18.74102962364591
57,68.43,1075,2094,943,489,829,7018.0,73.67510567398995,18.741029623645915
58,78.695,1133,2153,1002,364,888,7018.0,73.67613760325264,18.741029623645915
59,72.35,1210,2230,1079,243,964,7018.0,73.67716953251532,18.741029623645908
60,88.349,1235,2255,1104,129,990,7018.0,73.678201461778,18.741029623645908
61,45.342,1281,2301,1150,84,1036,7018.0,73.67923339104071,18.741029623645908
62,71.895,4008,3945,5000,277,339,7018.0,73.63257380386378,18.74020384008163
63,115.105,3383,3320,4541,346,285,7018.0,73.6377334345671,18.740203840081627
64,87.997,3253,3190,4411,506,445,7018.0,73.63876536070775,18.74020384008163
65,93.648,3126,3063,4284,425,572,7018.0,73.6397972868484,18.740203840081627
66,88.923,3126,3063,4284,425,572,7018.0,73.64082921298909,18.74020384008163
67,18.289,3287,3224,4445,586,733,7018.0,73.64186113912973,18.740203840081627
68,63.093,1221,2120,1089,695,855,7018.0,73.67075507106827,18.740203840081623
69,74.878,1152,2094,1021,656,829,7018.0,73.67178699720894,18.74020384008163
70,76.749,1056,2014,925,576,749,7018.0,73.67281892334958,18.740203840081627
71,78.306,987,2006,855,562,741,7018.0,73.67385084949025,18.740203840081627
72,74.674,920,1940,789,496,675,7018.0,73.67488277563093,18.740203840081627
73,67.911,922,1941,791,497,676,7018.0,73.67591470177159,18.74020384008163
74,52.753,1109,2129,978,349,864,7018.0,73.67694662791223,18.740203840081627
75,91.573,1088,2107,957,277,842,7018.0,73.67797855405291,18.740203840081623
76,39.134,4272,4209,5000,542,603,7018.0,73.63131912219086,18.73937805805688
77,94.704,3073,3010,4231,196,595,7018.0,73.63957450634126,18.73937805805687
78,86.57,3073,3010,4231,196,595,7018.0,73.64060642936008,18.73937805805687
