,POP_2015,active_living,community_space,health_wellbeing,mobility,ID_HDC_G0,lng,lat
32,57.488,4105,3634,1075,601,6824.0,76.28908336212614,29.33275604952142
33,74.202,4105,3634,1075,601,6824.0,76.29016961378477,29.33275604952142
34,97.121,3979,3508,949,475,6824.0,76.29125586544338,29.332756049521425
35,87.023,3947,3476,917,443,6824.0,76.292342117102,29.33275604952142
36,10.508,3957,3485,941,519,6824.0,76.29342836876062,29.33275604952142
37,74.905,3931,3459,994,588,6824.0,76.29451462041922,29.332756049521425
38,113.045,3736,3264,877,789,6824.0,76.29560087207784,29.33275604952142
39,62.435,3736,3264,877,789,6824.0,76.29668712373646,29.332756049521425
40,91.238,3700,3228,800,1365,6824.0,76.29777337539507,29.33275604952142
41,117.377,3587,3115,687,1252,6824.0,76.2988596270537,29.332756049521425
42,114.655,3609,3138,510,1275,6824.0,76.29994587871231,29.332756049521425
43,148.434,3729,3258,374,1410,6824.0,76.30103213037093,29.33275604952142
44,136.286,3718,3247,273,1520,6824.0,76.30211838202956,29.332756049521425
45,177.997,3647,3182,164,1635,6824.0,76.30320463368817,29.33275604952142
46,135.232,3570,3105,271,1779,6824.0,76.30429088534677,29.332756049521425
47,120.304,3443,2978,426,1860,6824.0,76.30537713700538,29.33275604952142
48,130.256,3383,2918,502,1950,6824.0,76.30646338866401,29.33275604952142
49,60.298,3299,2834,568,2003,6824.0,76.30754964032263,29.332756049521425
50,78.769,3187,2721,680,2114,6824.0,76.30863589198123,29.33275604952142
51,6.352,2920,2455,879,2313,6824.0,76.30972214363987,29.33275604952142
52,61.791,2920,2455,919,2353,6824.0,76.31080839529847,29.332756049521425
53,135.086,2821,2355,1019,2453,6824.0,76.31189464695709,29.33275604952142
54,47.361,2670,2205,1525,2975,6824.0,76.31406715027433,29.33275604952142
55,29.944,4204,3732,1174,315,6824.0,76.28868711372711,29.33190390181514
56,61.294,4204,3732,1174,315,6824.0,76.28977335974368,29.33190390181513
57,41.038,3979,3508,949,475,6824.0,76.29085960576026,29.331903901815124
58,100.049,3893,3421,862,388,6824.0,76.29194585177686,29.33190390181513
59,116.587,3893,3422,863,433,6824.0,76.29303209779343,29.33190390181513
60,156.073,3957,3485,941,519,6824.0,76.29411834381001,29.331903901815124
61,86.789,3789,3318,823,912,6824.0,76.29520458982658,29.331903901815128
62,12.499,3718,3247,752,914,6824.0,76.29629083584317,29.331903901815128
63,89.16,3536,3064,677,989,6824.0,76.29737708185976,29.33190390181513
64,143.106,3549,3077,649,1135,6824.0,76.29846332787635,29.33190390181513
65,137.838,3577,3105,550,1360,6824.0,76.29954957389293,29.33190390181513
66,110.44,3532,3060,529,1407,6824.0,76.30063581990953,29.33190390181513
67,126.129,3555,3083,476,1483,6824.0,76.3017220659261,29.33190390181513
68,169.889,3613,3141,275,1659,6824.0,76.3028083119427,29.33190390181513
69,120.011,3540,3068,331,1721,6824.0,76.30389455795927,29.33190390181513
70,145.155,3432,2966,367,1801,6824.0,76.30498080397585,29.33190390181513
71,155.517,3338,2873,461,1895,6824.0,76.30606704999246,29.33190390181513
72,93.96,3237,2772,562,1996,6824.0,76.30715329600902,29.331903901815128
73,124.285,3130,2665,669,2103,6824.0,76.30823954202562,29.33190390181513
74,99.17,2998,2532,957,2391,6824.0,76.31041203405877,29.331903901815124
75,109.152,2873,2408,1008,2442,6824.0,76.31149828007537,29.331903901815135
76,26.432,2575,2110,1223,2658,6824.0,76.31258452609192,29.33190390181513
77,53.595,2575,2110,1223,2658,6824.0,76.31367077210854,29.331903901815128
78,11.855,2464,1999,1320,2769,6824.0,76.3147570181251,29.33190390181514
79,47.653,4187,3716,1157,240,6824.0,76.2882908826152,29.331051756804293
80,58.513,4187,3716,1157,240,6824.0,76.28937712299,29.331051756804296
81,39.311,4064,3592,1033,207,6824.0,76.2904633633648,29.331051756804296
82,48.502,3806,3334,775,301,6824.0,76.2915496037396,29.331051756804293
83,132.803,3789,3317,758,334,6824.0,76.29263584411441,29.3310517568043
84,167.401,3785,3313,755,517,6824.0,76.2937220844892,29.331051756804296
85,150.161,3728,3256,762,905,6824.0,76.29480832486398,29.331051756804296
86,61.264,3627,3156,661,835,6824.0,76.2958945652388,29.331051756804296
87,82.954,3521,3049,599,942,6824.0,76.2969808056136,29.331051756804296
88,142.462,3472,3000,631,1045,6824.0,76.29806704598838,29.331051756804293
89,126.071,3409,2937,632,1147,6824.0,76.2991532863632,29.3310517568043
90,122.968,3469,2998,619,1456,6824.0,76.30023952673798,29.331051756804296
91,158.649,3454,2983,554,1530,6824.0,76.30132576711279,29.3310517568043
92,164.884,3497,3025,473,1590,6824.0,76.30241200748758,29.331051756804296
93,96.565,3457,2985,437,1696,6824.0,76.30349824786238,29.331051756804296
94,160.698,3537,3066,480,1826,6824.0,76.30458448823717,29.331051756804293
95,166.289,3497,3032,514,1948,6824.0,76.30567072861197,29.331051756804296
96,62.933,3453,2988,579,2013,6824.0,76.30675696898678,29.3310517568043
97,75.871,3365,2899,702,2136,6824.0,76.30784320936158,29.331051756804293
98,6.03,2575,2110,1223,2658,6824.0,76.31218817086076,29.331051756804296
99,93.258,2575,2110,1223,2658,6824.0,76.31327441123557,29.331051756804293
100,70.426,2464,1999,1320,2769,6824.0,76.31436065161036,29.331051756804296
101,60.064,4105,3633,1074,158,6824.0,76.28898090352305,29.33019961448881
102,65.597,4013,3542,983,66,6824.0,76.29006713825632,29.330199614488805
103,38.989,3952,3481,922,127,6824.0,76.29115337298956,29.33019961448881
104,73.412,3697,3226,667,384,6824.0,76.2922396077228,29.33019961448881
105,140.033,3685,3214,655,530,6824.0,76.29332584245607,29.3301996144888
106,184.115,3618,3147,588,598,6824.0,76.29441207718934,29.33019961448881
107,143.955,3662,3190,652,761,6824.0,76.29549831192259,29.3301996144888
108,160.406,3558,3086,592,855,6824.0,76.29658454665584,29.33019961448881
109,135.672,3440,2968,518,1010,6824.0,76.29767078138909,29.3301996144888
110,136.784,3345,2873,534,1172,6824.0,76.29875701612237,29.330199614488805
111,127.944,3281,2810,544,1238,6824.0,76.29984325085563,29.33019961448881
112,129.495,3325,2854,597,1367,6824.0,76.30092948558888,29.330199614488805
113,129.7,3441,2970,598,1661,6824.0,76.30201572032213,29.33019961448881
114,79.266,3349,2877,542,1777,6824.0,76.3031019550554,29.330199614488805
115,86.525,3621,3150,564,1910,6824.0,76.30418818978865,29.33019961448881
116,118.197,3509,3043,555,1990,6824.0,76.30527442452191,29.330199614488805
117,138.218,3470,3005,594,2028,6824.0,76.30636065925516,29.33019961448881
118,109.503,3365,2899,702,2136,6824.0,76.30744689398843,29.33019961448881
119,0.703,2330,1865,1185,2689,6824.0,76.31396430238797,29.33019961448881
120,0.117,2325,1859,1180,2684,6824.0,76.31505053712122,29.33019961448881
121,53.625,2335,1870,1423,2694,6824.0,76.318309241321,29.33019961448881
122,110.323,4019,3547,988,0,6824.0,76.2896709304341,29.329347474868566
123,40.98,3749,3277,718,317,6824.0,76.291843388618,29.329347474868566
124,70.397,3749,3277,718,317,6824.0,76.29292961770997,29.32934747486857
125,128.295,3519,3047,488,595,6824.0,76.29401584680194,29.329347474868566
126,157.947,3526,3054,495,669,6824.0,76.29510207589391,29.329347474868566
127,148.463,3555,3083,534,830,6824.0,76.29618830498586,29.329347474868566
128,147.76,3429,2957,463,965,6824.0,76.29727453407781,29.32934747486857
129,170.797,3323,2852,418,1136,6824.0,76.2983607631698,29.329347474868566
130,101.015,3307,2835,494,1238,6824.0,76.29944699226176,29.329347474868566
131,111.142,3146,2674,418,1284,6824.0,76.30053322135372,29.329347474868573
132,124.548,3205,2733,477,1478,6824.0,76.30161945044567,29.329347474868563
133,91.179,3287,2816,559,1731,6824.0,76.30270567953765,29.329347474868566
134,195.941,3310,2838,582,1754,6824.0,76.30379190862962,29.329347474868566
135,8.284,2288,1823,1144,2647,6824.0,76.31465419954925,29.329347474868566
136,18.792,2152,1686,1007,2511,6824.0,76.3157404286412,29.329347474868566
137,22.861,2052,1587,1199,2411,6824.0,76.31682665773317,29.329347474868566
138,27.281,2052,1587,1199,2411,6824.0,76.31791288682516,29.329347474868566
139,60.913,3808,3337,778,230,6824.0,76.29144718679932,29.32849533794347
140,46.512,3631,3159,600,388,6824.0,76.29253341025024,29.328495337943465
141,87.667,3436,2964,405,586,6824.0,76.29361963370116,29.32849533794347
142,130.051,3438,2966,407,692,6824.0,76.29470585715208,29.32849533794347
143,177.032,3431,2960,401,764,6824.0,76.295792080603,29.328495337943465
144,175.363,3353,2881,387,935,6824.0,76.29687830405389,29.328495337943465
145,180.603,3247,2776,294,1051,6824.0,76.29796452750483,29.328495337943465
146,170.211,3175,2703,318,1178,6824.0,76.29905075095573,29.32849533794347
147,128.412,3090,2618,348,1220,6824.0,76.30013697440663,29.328495337943465
148,120.246,3142,2670,414,1511,6824.0,76.30122319785755,29.32849533794347
149,87.989,3120,2649,393,1563,6824.0,76.30230942130848,29.328495337943465
150,0.0,2608,2138,1046,2650,6824.0,76.3109992089158,29.32849533794347
151,154.932,2160,1694,910,2519,6824.0,76.31425787926855,29.32849533794347
152,136.901,2142,1677,998,2502,6824.0,76.31534410271948,29.32849533794347
153,108.947,2065,1600,1168,2425,6824.0,76.31643032617038,29.32849533794347
154,77.422,2052,1587,1199,2411,6824.0,76.3175165496213,29.32849533794347
155,44.316,3815,3343,784,204,6824.0,76.29105100226604,29.32764320371339
156,74.261,3685,3213,654,334,6824.0,76.29213722007617,29.32764320371339
157,64.835,3631,3159,600,388,6824.0,76.29322343788628,29.32764320371339
158,49.556,3330,2858,299,691,6824.0,76.2943096556964,29.32764320371339
159,143.692,3391,2920,361,753,6824.0,76.29539587350651,29.327643203713386
160,126.597,3470,2998,457,866,6824.0,76.29648209131662,29.327643203713386
161,161.664,3194,2722,165,1063,6824.0,76.29756830912673,29.32764320371339
162,178.027,3132,2660,211,1155,6824.0,76.29865452693683,29.32764320371339
163,143.428,3032,2560,304,1278,6824.0,76.29974074474697,29.32764320371339
164,87.521,3046,2574,318,1547,6824.0,76.30082696255708,29.32764320371339
165,77.539,3046,2574,318,1548,6824.0,76.3019131803672,29.32764320371339
166,0.937,2608,2138,1046,2650,6824.0,76.31060292284809,29.327643203713393
167,110.645,2164,1699,869,2523,6824.0,76.31386157627846,29.327643203713393
168,174.485,2048,1583,1007,2407,6824.0,76.31494779408857,29.32764320371339
169,169.509,1971,1506,1058,2330,6824.0,76.31603401189868,29.32764320371339
170,87.462,1885,1420,1081,2244,6824.0,76.31712022970879,29.32764320371339
171,95.98,3191,2719,160,831,6824.0,76.29499968369574,29.326791072178235
172,117.377,3167,2696,137,851,6824.0,76.2960858958653,29.32679107217823
173,138.774,3098,2627,68,959,6824.0,76.29717210803486,29.326791072178228
174,138.335,3080,2608,155,1144,6824.0,76.29825832020444,29.326791072178235
175,95.307,2979,2507,251,1307,6824.0,76.29934453237398,29.326791072178235
176,73.266,2879,2407,151,1380,6824.0,76.30043074454355,29.326791072178228
177,79.003,2943,2471,215,1444,6824.0,76.3015169567131,29.32679107217823
178,65.86,2022,1557,727,2381,6824.0,76.31237907840868,29.326791072178235
179,138.042,1985,1519,722,2344,6824.0,76.31346529057824,29.326791072178235
180,170.241,1955,1489,848,2314,6824.0,76.3145515027478,29.326791072178235
181,88.75,1952,1487,984,2312,6824.0,76.31563771491736,29.32679107217823
182,69.87,1833,1367,1029,2192,6824.0,76.31672392708693,29.326791072178235
183,11.767,1792,1327,988,2152,6824.0,76.31781013925647,29.326791072178235
184,18.88,1850,1385,945,2210,6824.0,76.31889635142602,29.326791072178235
185,35.828,1850,1385,945,2210,6824.0,76.31998256359557,29.326791072178235
186,86.438,2031,1566,767,2390,6824.0,76.32106877576516,29.326791072178235
187,77.188,2054,1688,642,2513,6824.0,76.3221549879347,29.326791072178235
188,27.281,2014,1740,601,2565,6824.0,76.32324120010425,29.32679107217823
189,31.847,1899,1787,713,2506,6824.0,76.32432741227383,29.32679107217823
190,11.943,1902,2024,311,2609,6824.0,76.32541362444337,29.326791072178228
191,0.0,1889,2022,309,2595,6824.0,76.32649983661295,29.32679107217823
192,0.293,1997,2141,167,2703,6824.0,76.3275860487825,29.32679107217823
193,3.132,2195,2387,318,2901,6824.0,76.32975847312163,29.326791072178235
194,0.966,2241,2433,367,2947,6824.0,76.33084468529117,29.326791072178235
195,1.171,2569,2772,700,3275,6824.0,76.33301710963029,29.32679107217823
196,22.656,2569,2772,700,3275,6824.0,76.33410332179984,29.326791072178235
197,50.141,2474,2689,605,3180,6824.0,76.33518953396938,29.32679107217823
198,10.742,2549,2763,679,3255,6824.0,76.33627574613897,29.32679107217823
199,1.083,2856,3071,987,3562,6824.0,76.33844817047809,29.326791072178235
200,41.828,2904,3119,1055,3610,6824.0,76.33953438264763,29.326791072178235
201,79.617,3037,3252,1252,3743,6824.0,76.3406205948172,29.32679107217823
202,60.767,3109,3324,1356,3815,6824.0,76.34170680698675,29.326791072178235
203,93.843,3331,2859,301,697,6824.0,76.29460351117004,29.325938943337885
204,151.771,3423,2951,392,789,6824.0,76.29568971769928,29.32593894333788
205,180.837,3138,2667,108,1018,6824.0,76.29677592422853,29.32593894333789
206,174.748,2970,2499,59,1048,6824.0,76.29786213075778,29.32593894333788
207,105.434,2893,2422,104,1153,6824.0,76.29894833728702,29.32593894333788
208,41.623,2777,2306,19,1251,6824.0,76.30003454381628,29.325938943337885
209,148.99,2736,2264,95,1395,6824.0,76.30112075034553,29.32593894333788
210,103.766,2639,2168,224,1560,6824.0,76.30220695687477,29.32593894333789
211,15.894,2626,2154,210,1573,6824.0,76.30329316340404,29.32593894333789
212,0.029,2256,1787,685,2288,6824.0,76.30763798952103,29.32593894333788
213,85.969,1914,1447,628,2256,6824.0,76.31306902216726,29.32593894333789
214,103.298,1862,1396,729,2220,6824.0,76.31415522869652,29.32593894333789
215,115.065,1769,1304,698,2128,6824.0,76.31524143522576,29.32593894333789
216,11.035,1792,1327,988,2152,6824.0,76.31632764175502,29.325938943337885
217,32.989,1792,1327,988,2152,6824.0,76.31741384828426,29.32593894333789
218,10.625,1644,1179,840,2003,6824.0,76.31850005481351,29.325938943337885
219,67.763,1644,1179,840,2003,6824.0,76.31958626134276,29.325938943337885
220,76.924,1932,1467,879,2291,6824.0,76.320672467872,29.325938943337885
221,42.707,1946,1526,816,2350,6824.0,76.32175867440125,29.32593894333789
222,42.736,1926,1769,682,2533,6824.0,76.32284488093049,29.32593894333789
223,76.046,1875,1763,771,2482,6824.0,76.32393108745977,29.32593894333788
224,118.928,1909,1886,726,2573,6824.0,76.325017293989,29.32593894333789
225,0.205,1889,2022,309,2595,6824.0,76.32610350051826,29.325938943337885
226,29.622,1950,2095,71,2656,6824.0,76.32718970704751,29.32593894333789
227,103.912,1975,2119,46,2681,6824.0,76.32827591357675,29.32593894333789
228,105.786,2148,2340,271,2854,6824.0,76.329362120106,29.32593894333789
229,89.335,2265,2457,391,2971,6824.0,76.33044832663525,29.325938943337885
230,102.42,2217,2409,471,2924,6824.0,76.3315345331645,29.325938943337885
231,63.313,2373,2588,670,3079,6824.0,76.33262073969374,29.325938943337885
232,24.09,2534,2743,683,3240,6824.0,76.333706946223,29.32593894333788
233,44.112,2473,2688,604,3179,6824.0,76.33479315275224,29.32593894333788
234,63.723,2538,2752,668,3244,6824.0,76.33587935928149,29.32593894333788
235,55.41,2651,2866,782,3357,6824.0,76.33696556581074,29.325938943337885
236,0.322,2627,2842,758,3333,6824.0,76.33805177234,29.32593894333788
237,36.969,2835,3050,1072,3541,6824.0,76.33913797886923,29.32593894333789
238,79.178,2896,3110,1133,3602,6824.0,76.34022418539848,29.32593894333789
239,66.182,2985,3200,1230,3691,6824.0,76.34131039192773,29.32593894333789
240,0.059,3001,3215,1254,3707,6824.0,76.34239659845699,29.32593894333789
241,25.349,3439,2967,435,832,6824.0,76.2942073559287,29.325086817192236
242,142.082,3412,2941,411,826,6824.0,76.29529355681787,29.32508681719224
243,179.812,3203,2731,243,1054,6824.0,76.29637975770704,29.325086817192233
244,160.23,3069,2597,197,1150,6824.0,76.29746595859625,29.325086817192236
245,169.509,2948,2477,144,1228,6824.0,76.29855215948544,29.325086817192233
246,55.879,2777,2306,12,1264,6824.0,76.29963836037462,29.325086817192236
247,165.674,2671,2199,27,1348,6824.0,76.3007245612638,29.325086817192236
248,153.615,2578,2106,128,1466,6824.0,76.30181076215298,29.325086817192236
249,70.104,2577,2106,162,1580,6824.0,76.30289696304217,29.325086817192236
250,46.131,2262,1792,680,2283,6824.0,76.30724176659893,29.32508681719224
251,6.205,1845,1375,513,2167,6824.0,76.31158657015564,29.325086817192236
252,99.522,1811,1341,522,2150,6824.0,76.31267277104484,29.325086817192233
253,145.887,1810,1344,657,2168,6824.0,76.31375897193404,29.325086817192236
254,125.69,1732,1267,735,2091,6824.0,76.31484517282321,29.325086817192236
255,58.513,1647,1182,728,2006,6824.0,76.31593137371239,29.32508681719224
256,41.975,1545,1080,741,1904,6824.0,76.31810377549077,29.325086817192236
257,141.936,1624,1158,820,1983,6824.0,76.31918997637995,29.325086817192236
258,150.57,1799,1334,978,2159,6824.0,76.32027617726915,29.325086817192236
259,58.806,1875,1441,900,2266,6824.0,76.32136237815831,29.325086817192233
260,54.181,1826,1544,803,2368,6824.0,76.3224485790475,29.325086817192233
261,52.161,1784,1672,725,2391,6824.0,76.32353477993672,29.32508681719224
262,66.592,1798,1783,615,2481,6824.0,76.32462098082588,29.32508681719224
263,4.244,1685,1830,277,2391,6824.0,76.32570718171507,29.325086817192236
264,86.642,1881,2025,141,2587,6824.0,76.32679338260425,29.32508681719224
265,143.194,1962,2107,0,2668,6824.0,76.32787958349344,29.325086817192236
266,64.133,2017,2209,124,2724,6824.0,76.32896578438262,29.325086817192236
267,127.915,2217,2409,471,2924,6824.0,76.33005198527181,29.325086817192236
268,132.861,2170,2362,424,2876,6824.0,76.331138186161,29.325086817192233
269,121.416,2349,2563,645,3055,6824.0,76.33222438705019,29.32508681719224
270,124.139,2404,2618,707,3110,6824.0,76.33331058793937,29.325086817192236
271,38.931,2312,2527,443,3018,6824.0,76.33439678882854,29.325086817192236
272,93.931,2485,2700,616,3191,6824.0,76.33548298971773,29.325086817192233
273,93.258,2530,2745,661,3236,6824.0,76.33656919060692,29.325086817192236
274,49.175,2608,2823,739,3314,6824.0,76.33765539149613,29.32508681719224
275,43.35,2672,2887,909,3378,6824.0,76.33874159238529,29.325086817192236
276,65.421,2748,2962,1007,3454,6824.0,76.33982779327448,29.325086817192233
277,89.218,2948,3162,1201,3654,6824.0,76.34091399416364,29.325086817192233
278,69.577,2948,3162,1201,3654,6824.0,76.34200019505286,29.325086817192236
279,19.904,3361,2890,411,884,6824.0,76.29489741322038,29.32423469374117
280,139.213,3277,2806,327,968,6824.0,76.29598360846977,29.32423469374117
281,175.861,3171,2699,283,1079,6824.0,76.29706980371915,29.324234693741175
282,136.637,3022,2550,224,1244,6824.0,76.29815599896851,29.32423469374117
283,67.675,2912,2440,120,1352,6824.0,76.29924219421788,29.32423469374117
284,121.212,2893,2421,209,1431,6824.0,76.30032838946724,29.324234693741175
285,149.517,2612,2141,187,1529,6824.0,76.30141458471662,29.324234693741175
286,105.552,2508,2036,95,1539,6824.0,76.302500779966,29.324234693741175
287,28.773,2415,1944,0,1603,6824.0,76.30358697521534,29.32423469374117
288,41.565,1836,1334,471,2125,6824.0,76.31119034196092,29.32423469374117
289,132.247,1784,1273,487,2098,6824.0,76.31227653721028,29.324234693741175
290,145.243,1707,1237,550,2061,6824.0,76.31336273245965,29.324234693741175
291,167.021,1641,1175,591,2000,6824.0,76.31444892770902,29.32423469374117
292,114.655,1579,1114,614,1938,6824.0,76.31553512295838,29.32423469374117
293,127.3,1448,983,644,1807,6824.0,76.31770751345711,29.32423469374117
294,30.94,1545,1080,741,1904,6824.0,76.31879370870648,29.32423469374117
295,103.122,1718,1253,907,2077,6824.0,76.31987990395587,29.32423469374117
296,33.603,1765,1329,874,2154,6824.0,76.32096609920522,29.32423469374117
297,31.701,1749,1465,815,2290,6824.0,76.3220522944546,29.324234693741175
298,91.004,1690,1578,707,2297,6824.0,76.32313848970396,29.32423469374117
299,105.581,1763,1706,580,2425,6824.0,76.32422468495334,29.32423469374117
300,9.952,1693,1812,378,2399,6824.0,76.32531088020272,29.32423469374117
301,95.804,1712,1856,250,2418,6824.0,76.32639707545206,29.32423469374117
302,91.355,1832,2000,130,2538,6824.0,76.32748327070144,29.32423469374118
303,7.903,1944,2136,198,2650,6824.0,76.3285694659508,29.324234693741175
304,4.391,2014,2206,268,2720,6824.0,76.32965566120018,29.32423469374117
305,5.327,2121,2313,375,2827,6824.0,76.33074185644955,29.324234693741175
306,31.379,2175,2390,472,2881,6824.0,76.33182805169892,29.324234693741175
307,91.121,2249,2464,549,2955,6824.0,76.33291424694826,29.324234693741168
308,49.322,2312,2527,443,3018,6824.0,76.33400044219763,29.32423469374117
309,71.217,2252,2467,383,2958,6824.0,76.33508663744699,29.324234693741175
310,73.002,2424,2638,554,3130,6824.0,76.33617283269638,29.324234693741175
311,28.978,2475,2690,676,3181,6824.0,76.33725902794576,29.324234693741168
312,34.306,2525,2739,725,3231,6824.0,76.3383452231951,29.324234693741175
313,15.016,2566,2780,817,3272,6824.0,76.33943141844448,29.32423469374117
314,3.395,2618,2832,883,3324,6824.0,76.34051761369385,29.324234693741175
315,20.87,3203,2731,401,1163,6824.0,76.29558747651598,29.323382572984595
316,139.974,3203,2731,401,1163,6824.0,76.29667366612578,29.323382572984595
317,115.796,3075,2604,295,1184,6824.0,76.29775985573556,29.323382572984595
318,92.584,2995,2524,252,1264,6824.0,76.29884604534537,29.323382572984592
319,155.986,2856,2384,269,1470,6824.0,76.29993223495515,29.323382572984595
320,170.563,2729,2257,304,1576,6824.0,76.30101842456496,29.323382572984595
321,154.786,2645,2174,235,1656,6824.0,76.30210461417474,29.323382572984592
322,84.798,2663,2191,252,1716,6824.0,76.30319080378455,29.323382572984595
323,86.379,2146,1674,415,1883,6824.0,76.30536318300413,29.323382572984585
324,33.603,2045,1573,469,1974,6824.0,76.30644937261394,29.323382572984595
325,32.345,2031,1559,384,1987,6824.0,76.30753556222373,29.323382572984585
326,42.267,1782,1311,314,1968,6824.0,76.31079413105313,29.323382572984592
327,163.45,1766,1276,322,1976,6824.0,76.31188032066292,29.323382572984592
328,131.456,1606,1071,384,1895,6824.0,76.31296651027273,29.323382572984595
329,148.873,1606,1071,384,1895,6824.0,76.31405269988251,29.323382572984595
330,157.186,1499,1034,601,1858,6824.0,76.31513888949232,29.323382572984592
331,123.348,1371,905,576,1730,6824.0,76.31622507910211,29.323382572984595
332,134.559,1312,846,508,1671,6824.0,76.3173112687119,29.323382572984592
333,6.645,1794,1329,917,2153,6824.0,76.31948364793149,29.323382572984592
334,28.451,1794,1329,917,2153,6824.0,76.32056983754127,29.323382572984595
335,40.775,1659,1435,725,2255,6824.0,76.32165602715109,29.323382572984592
336,77.305,1519,1407,584,2125,6824.0,76.3227422167609,29.323382572984592
337,20.49,1690,1650,507,2369,6824.0,76.3238284063707,29.323382572984595
338,9.689,1660,1584,504,2303,6824.0,76.32491459598049,29.323382572984595
339,29.593,1578,1722,384,2284,6824.0,76.3260007855903,29.323382572984595
340,95.687,1575,1790,409,2281,6824.0,76.32708697520006,29.323382572984592
341,55.996,1728,1932,312,2434,6824.0,76.32817316480988,29.32338257298459
342,2.986,1900,2092,366,2606,6824.0,76.32925935441968,29.323382572984595
343,32.549,1964,2178,473,2670,6824.0,76.33034554402947,29.323382572984595
344,124.109,2069,2284,537,2775,6824.0,76.33143173363926,29.323382572984595
345,105.552,2186,2401,440,2892,6824.0,76.33251792324906,29.323382572984592
346,79.09,2236,2451,367,2942,6824.0,76.33360411285884,29.323382572984592
347,27.954,2185,2400,316,2891,6824.0,76.33469030246864,29.323382572984592
348,78.739,2270,2485,401,2976,6824.0,76.33577649207844,29.323382572984592
349,108.215,2390,2605,521,3096,6824.0,76.33686268168825,29.323382572984592
350,50.932,2414,2629,616,3120,6824.0,76.33794887129804,29.323382572984592
351,30.354,2618,2832,883,3324,6824.0,76.33903506090783,29.323382572984595
352,13.231,2618,2832,883,3324,6824.0,76.34012125051763,29.323382572984592
353,38.901,2680,2895,609,3386,6824.0,76.34229362973724,29.323382572984595
354,107.659,2680,2895,609,3386,6824.0,76.34337981934704,29.323382572984592
355,119.953,3001,2529,380,1392,6824.0,76.29736372978596,29.322530454922383
356,87.081,2994,2523,374,1385,6824.0,76.29844991375643,29.322530454922383
357,194.419,2869,2397,371,1395,6824.0,76.29953609772689,29.32253045492239
358,191.638,2760,2288,391,1533,6824.0,76.30062228169736,29.322530454922383
359,166.67,2724,2252,319,1602,6824.0,76.30170846566784,29.322530454922383
360,89.511,2435,1964,558,1824,6824.0,76.30279464963832,29.322530454922383
361,13.933,2435,1964,558,1824,6824.0,76.30388083360877,29.32253045492239
362,80.115,2221,1749,532,2000,6824.0,76.30496701757924,29.322530454922383
363,155.459,2160,1688,551,2019,6824.0,76.3060532015497,29.322530454922383
364,31.554,1995,1524,493,2024,6824.0,76.3071393855202,29.322530454922383
365,47.77,1782,1311,314,1968,6824.0,76.31039793743159,29.32253045492238
