,POP_2015,health_wellbeing,ID_HDC_G0,lng,lat
0,91.367,390,6779.0,73.61266805472337,23.132951249717614
1,116.285,390,6779.0,73.61371890615277,23.132951249717614
2,99.728,390,6779.0,73.6123840143098,23.132116187550437
3,64.448,390,6779.0,73.61343486168441,23.132116187550437
4,103.127,53,6779.0,73.6073286321629,23.129611012911766
5,112.393,346,6779.0,73.60837946737425,23.129611012911766
6,149.811,346,6779.0,73.60943030258561,23.129611012911763
7,105.841,39,6779.0,73.61048113779697,23.129611012911766
8,100.112,45,6779.0,73.61153197300833,23.129611012911766
9,114.449,120,6779.0,73.61258280821967,23.129611012911766
10,133.281,370,6779.0,73.61468447864239,23.129611012911766
11,91.778,370,6779.0,73.61573531385373,23.129611012911766
12,91.97,0,6779.0,73.60599383009959,23.12877595865286
13,127.908,71,6779.0,73.60704466125691,23.128775958652863
14,104.059,154,6779.0,73.60809549241424,23.12877595865286
15,105.622,359,6779.0,73.60914632357155,23.12877595865286
16,111.488,148,6779.0,73.61019715472887,23.12877595865286
17,116.724,55,6779.0,73.61124798588618,23.12877595865286
18,138.106,0,6779.0,73.61229881704351,23.128775958652856
19,117.327,0,6779.0,73.61334964820082,23.128775958652856
20,118.012,370,6779.0,73.61545131051547,23.12877595865286
21,132.623,0,6779.0,73.60570987656851,23.127940906370807
22,128.648,39,6779.0,73.60676070367198,23.127940906370807
23,126.784,126,6779.0,73.60781153077546,23.127940906370807
24,123.659,231,6779.0,73.60886235787895,23.127940906370807
25,132.349,245,6779.0,73.60991318498242,23.127940906370807
26,119.602,159,6779.0,73.6109640120859,23.127940906370807
27,135.885,131,6779.0,73.61201483918937,23.127940906370807
28,113.845,206,6779.0,73.61306566629283,23.127940906370807
29,115.326,215,6779.0,73.61411649339632,23.127940906370807
30,113.352,338,6779.0,73.6151673204998,23.127940906370807
31,94.492,0,6779.0,73.6054259363579,23.127105856065526
32,109.651,0,6779.0,73.60647675940773,23.12710585606552
33,130.622,25,6779.0,73.60752758245755,23.127105856065523
34,109.514,183,6779.0,73.60857840550737,23.12710585606552
35,117.875,296,6779.0,73.6096292285572,23.127105856065523
36,109.377,230,6779.0,73.610680051607,23.12710585606552
37,100.55,395,6779.0,73.61173087465684,23.127105856065523
38,120.178,340,6779.0,73.61278169770667,23.127105856065523
39,114.01,215,6779.0,73.61383252075649,23.12710585606552
40,116.367,338,6779.0,73.6148833438063,23.12710585606552
41,125.852,0,6779.0,73.6061928284637,23.12627080773691
42,112.009,0,6779.0,73.60724364746007,23.12627080773691
43,114.695,193,6779.0,73.60829446645643,23.12627080773691
44,118.615,290,6779.0,73.60934528545278,23.126270807736912
45,105.347,351,6779.0,73.61039610444915,23.12627080773691
46,96.932,404,6779.0,73.6114469234455,23.12627080773691
47,122.316,601,6779.0,73.61249774244187,23.12627080773691
48,96.603,564,6779.0,73.61354856143822,23.12627080773691
49,94.985,0,6779.0,73.60590891083952,23.125435761384875
50,113.434,59,6779.0,73.60695972578262,23.125435761384878
51,113.078,133,6779.0,73.6080105407257,23.125435761384878
52,120.507,290,6779.0,73.60906135566879,23.125435761384878
53,93.779,413,6779.0,73.61011217061187,23.12543576138487
54,78.62,450,6779.0,73.61116298555497,23.125435761384878
55,30.264,601,6779.0,73.61221380049804,23.125435761384875
56,19.847,600,6779.0,73.61326461544114,23.125435761384875
57,93.176,0,6779.0,73.60457419564476,23.12460071700934
58,70.78,4,6779.0,73.6056250065348,23.12460071700934
59,101.592,95,6779.0,73.60667581742479,23.124600717009343
60,123.687,150,6779.0,73.6077266283148,23.12460071700934
61,105.786,415,6779.0,73.6087774392048,23.12460071700934
62,79.442,455,6779.0,73.6098282500948,23.124600717009343
63,45.588,491,6779.0,73.6108790609848,23.12460071700934
64,95.808,0,6779.0,73.60429030871194,23.123765674610226
65,99.125,140,6779.0,73.60639192238614,23.123765674610226
66,112.584,234,6779.0,73.60744272922325,23.123765674610222
67,90.682,292,6779.0,73.60849353606037,23.123765674610226
68,54.332,0,6779.0,73.6040064350975,23.12293063418742
69,112.557,104,6779.0,73.6071588434507,23.122930634187423
70,105.347,0,6779.0,73.60582417226483,23.12209559574086
71,87.008,40,6779.0,73.60687497099674,23.122095595740856
72,56.772,0,6779.0,73.60792576972862,23.12209559574086
73,72.836,0,6779.0,73.60764190654048,23.12126055927043
74,111.351,9,6779.0,73.61051042855259,23.12042552477606
75,35.472,64,6779.0,73.61156121918002,23.120425524776056
76,56.745,0,6779.0,73.61022657984408,23.119590492257668
77,59.705,40,6779.0,73.61127736641957,23.119590492257668
78,68.45,61,6779.0,73.61232815299506,23.119590492257668
79,108.144,0,6779.0,73.61099352697697,23.118755461715153
80,111.927,0,6779.0,73.61204430950072,23.11875546171515
