,POP_2015,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
198,47.974,1929,614,721,7299.0,75.79682093822358,21.04958587199533
199,120.988,1050,508,1160,7299.0,75.77573349344142,21.04875548694734
200,104.033,1050,509,1156,7299.0,75.77677477654666,21.04875548694734
201,164.601,946,427,1067,7299.0,75.77781605965191,21.04875548694734
202,210.811,902,362,955,7299.0,75.77885734275716,21.04875548694734
203,166.463,857,288,833,7299.0,75.7798986258624,21.04875548694734
204,180.821,814,240,735,7299.0,75.78093990896767,21.04875548694734
205,176.509,713,139,634,7299.0,75.7819811920729,21.04875548694734
206,116.725,650,76,571,7299.0,75.78302247517816,21.04875548694734
207,99.133,762,251,397,7299.0,75.7840637582834,21.04875548694734
208,137.796,1064,553,95,7299.0,75.78614632449388,21.048755486947343
209,66.056,1040,648,0,7299.0,75.78718760759914,21.04875548694734
210,50.669,1040,648,0,7299.0,75.78822889070437,21.04875548694734
211,73.21,1304,612,0,7299.0,75.78927017380961,21.04875548694734
212,91.636,1317,567,45,7299.0,75.79031145691486,21.048755486947343
213,66.84,1422,429,183,7299.0,75.7913527400201,21.04875548694734
214,105.503,1551,236,376,7299.0,75.79239402312535,21.048755486947343
215,79.581,1554,297,315,7299.0,75.79343530623059,21.04875548694734
216,11.957,1929,614,721,7299.0,75.79655915554635,21.04875548694734
217,112.609,1050,510,1152,7299.0,75.77651307505491,21.047925103662926
218,114.275,1100,339,941,7299.0,75.77755435456397,21.047925103662923
219,151.223,1062,382,947,7299.0,75.77859563407308,21.04792510366293
220,195.032,983,380,861,7299.0,75.77963691358217,21.047925103662926
221,242.516,892,318,693,7299.0,75.78067819309125,21.047925103662926
222,235.263,858,279,659,7299.0,75.78171947260032,21.047925103662926
223,48.611,714,170,478,7299.0,75.78276075210943,21.047925103662926
224,83.697,762,251,397,7299.0,75.78380203161852,21.047925103662926
225,57.48,1064,553,95,7299.0,75.78588459063667,21.047925103662926
226,65.566,1040,648,0,7299.0,75.78692587014578,21.047925103662926
227,88.04,1040,648,0,7299.0,75.78796714965486,21.047925103662926
228,108.199,1304,612,0,7299.0,75.79004970867304,21.04792510366293
229,157.251,1267,352,1068,7299.0,75.77833393824406,21.047094722142003
230,165.777,1132,217,933,7299.0,75.77937521415717,21.047094722142003
231,231.833,969,262,770,7299.0,75.78041649007027,21.047094722142
232,133.239,786,212,587,7299.0,75.78145776598338,21.047094722142003
233,67.624,828,254,629,7299.0,75.78249904189647,21.047094722142003
234,192.68,1280,364,1081,7299.0,75.77807225526975,21.046264342384482
235,84.383,1214,298,1015,7299.0,75.77911352758704,21.046264342384482
236,106.042,1119,77,920,7299.0,75.78015479990435,21.046264342384486
237,101.681,1011,170,812,7299.0,75.78119607222165,21.046264342384482
238,184.692,1039,410,710,7299.0,75.78223734453896,21.04626434238448
239,164.111,961,387,610,7299.0,75.78327861685624,21.046264342384486
240,93.792,1085,511,445,7299.0,75.78431988917355,21.046264342384482
241,73.994,1101,528,445,7299.0,75.78536116149084,21.046264342384482
242,95.537,1567,832,52,7299.0,75.78848497844274,21.046264342384482
243,165.924,1567,832,52,7299.0,75.78952625076005,21.04626434238448
244,0.0,2413,430,948,7299.0,75.79681515698114,21.046264342384482
245,6.517,2413,430,948,7299.0,75.79785642929842,21.046264342384482
246,36.703,2633,210,1168,7299.0,75.79889770161573,21.046264342384486
247,34.302,2633,210,1168,7299.0,75.79993897393302,21.046264342384482
248,10.634,2844,0,1378,7299.0,75.80098024625033,21.046264342384486
249,0.196,2844,0,1378,7299.0,75.80202151856763,21.046264342384482
250,130.397,1336,421,1137,7299.0,75.7778105851498,21.04543396439029
251,112.903,1273,60,1074,7299.0,75.77885185387144,21.045433964390288
252,187.338,1144,31,945,7299.0,75.77989312259312,21.045433964390284
253,143.187,1079,118,880,7299.0,75.7809343913148,21.04543396439029
254,216.397,1145,290,816,7299.0,75.78197566003647,21.04543396439029
255,197.972,1037,460,665,7299.0,75.78301692875813,21.045433964390288
256,227.619,1102,528,591,7299.0,75.78405819747981,21.045433964390288
257,126.673,1175,601,519,7299.0,75.78509946620147,21.045433964390288
258,89.626,1362,754,354,7299.0,75.78614073492315,21.04543396439029
259,93.596,1436,701,78,7299.0,75.78718200364482,21.045433964390288
260,118.636,1462,701,80,7299.0,75.78822327236647,21.04543396439029
261,74.681,1559,772,128,7299.0,75.78926454108814,21.04543396439029
262,41.898,1669,882,204,7299.0,75.79030580980982,21.045433964390288
263,37.585,1802,1015,336,7299.0,75.79134707853149,21.045433964390288
264,42.633,1964,989,606,7299.0,75.79238834725317,21.045433964390288
265,18.768,2076,817,611,7299.0,75.79342961597484,21.04543396439029
266,51.747,2102,842,636,7299.0,75.79447088469651,21.045433964390288
267,36.605,2283,710,818,7299.0,75.79551215341817,21.04543396439029
268,60.176,2413,430,948,7299.0,75.79655342213985,21.045433964390288
269,67.183,2413,430,948,7299.0,75.79759469086149,21.045433964390288
270,86.441,2624,249,1159,7299.0,75.79863595958318,21.045433964390284
271,55.569,2624,249,1159,7299.0,75.79967722830484,21.045433964390284
272,26.266,2839,32,1374,7299.0,75.80071849702652,21.04543396439029
273,15.436,2835,65,1370,7299.0,75.8017597657482,21.045433964390288
274,3.185,2956,138,1490,7299.0,75.80280103446985,21.045433964390288
275,155.682,1352,18,1153,7299.0,75.77859019301002,21.044603588159333
276,164.601,1284,48,1085,7299.0,75.77963145813624,21.04460358815933
277,127.261,1161,163,962,7299.0,75.78067272326246,21.044603588159337
278,160.779,1209,253,879,7299.0,75.78171398838867,21.044603588159333
279,183.467,1168,403,751,7299.0,75.7827552535149,21.04460358815933
280,193.17,1180,527,659,7299.0,75.7837965186411,21.04460358815933
281,191.259,1273,632,514,7299.0,75.78483778376733,21.044603588159337
282,145.245,1391,717,444,7299.0,75.78587904889356,21.044603588159337
283,143.432,1465,684,410,7299.0,75.78692031401978,21.044603588159337
284,157.496,1508,629,149,7299.0,75.78796157914597,21.044603588159333
285,101.338,1591,702,233,7299.0,75.7890028442722,21.044603588159337
286,68.898,1733,798,375,7299.0,75.79004410939841,21.044603588159337
287,94.87,1855,950,497,7299.0,75.79108537452461,21.044603588159333
288,114.324,1933,1021,575,7299.0,75.79212663965085,21.044603588159333
289,116.186,2050,963,683,7299.0,75.79316790477706,21.044603588159333
290,32.881,2098,915,709,7299.0,75.79420916990328,21.044603588159333
291,47.876,2314,678,849,7299.0,75.7952504350295,21.044603588159337
292,34.498,2422,571,956,7299.0,75.7962917001557,21.044603588159337
293,55.275,2461,531,996,7299.0,75.79733296528194,21.044603588159333
294,84.628,2563,389,1097,7299.0,75.79837423040816,21.044603588159333
295,39.986,2665,335,1199,7299.0,75.79941549553436,21.04460358815933
296,43.809,2835,65,1370,7299.0,75.8004567606606,21.044603588159337
297,29.647,2835,65,1370,7299.0,75.8014980257868,21.044603588159333
298,22.982,2956,138,1490,7299.0,75.80253929091302,21.044603588159333
299,176.313,1686,352,1487,7299.0,75.77520476040957,21.043773213691534
300,32.048,1686,352,1487,7299.0,75.77624602194051,21.04377321369153
301,71.152,1478,144,1279,7299.0,75.77832854500238,21.04377321369153
302,147.989,1397,104,1171,7299.0,75.77936980653332,21.04377321369153
303,154.457,1280,62,1058,7299.0,75.78041106806428,21.04377321369153
304,194.199,1306,186,977,7299.0,75.78145232959521,21.04377321369153
305,216.348,1210,362,793,7299.0,75.78249359112615,21.043773213691534
306,206.303,1267,444,665,7299.0,75.7835348526571,21.04377321369153
307,233.94,1339,549,596,7299.0,75.78457611418804,21.04377321369153
308,236.831,1462,672,500,7299.0,75.78561737571899,21.04377321369153
309,226.786,1515,639,412,7299.0,75.78665863724991,21.04377321369153
310,153.526,1612,527,333,7299.0,75.78769989878087,21.04377321369153
311,215.907,1716,611,358,7299.0,75.78874116031179,21.043773213691527
312,214.045,1810,727,452,7299.0,75.78978242184274,21.04377321369153
313,211.693,1887,851,529,7299.0,75.79082368337369,21.043773213691527
314,184.643,1989,954,630,7299.0,75.79186494490462,21.043773213691534
315,190.916,2069,1022,711,7299.0,75.79290620643557,21.04377321369153
316,116.382,2152,1006,793,7299.0,75.7939474679665,21.043773213691527
317,99.966,2292,1111,905,7299.0,75.79498872949743,21.04377321369153
318,139.854,2461,531,996,7299.0,75.79602999102838,21.04377321369153
319,87.176,2461,531,996,7299.0,75.79707125255933,21.04377321369153
320,68.31,2678,382,1213,7299.0,75.79811251409028,21.04377321369153
321,75.808,2695,400,1230,7299.0,75.7991537756212,21.043773213691534
322,48.66,2798,480,1333,7299.0,75.80019503715214,21.04377321369153
323,41.31,3009,269,1544,7299.0,75.80227756021404,21.04377321369153
324,100.603,1686,352,1487,7299.0,75.7759843939765,21.04294284098681
325,133.484,1482,148,1283,7299.0,75.77806690984819,21.04294284098681
326,186.897,1544,175,1345,7299.0,75.77910816778403,21.04294284098681
327,187.289,1318,87,1072,7299.0,75.78014942571987,21.04294284098681
328,118.587,1393,162,989,7299.0,75.78119068365572,21.04294284098681
329,197.09,1364,249,901,7299.0,75.78223194159156,21.04294284098681
330,206.94,1404,322,830,7299.0,75.7832731995274,21.04294284098681
331,231.098,1396,468,704,7299.0,75.78431445746324,21.042942840986814
332,201.647,1487,593,545,7299.0,75.7853557153991,21.04294284098681
333,212.085,1545,616,477,7299.0,75.78639697333493,21.042942840986807
334,192.925,1707,430,371,7299.0,75.78743823127077,21.04294284098681
335,132.259,1752,560,394,7299.0,75.78847948920661,21.042942840986807
336,188.759,1898,707,540,7299.0,75.78952074714246,21.04294284098681
337,217.034,1964,784,605,7299.0,75.79056200507827,21.04294284098681
338,232.568,2036,882,677,7299.0,75.79160326301411,21.042942840986807
339,161.171,2115,943,757,7299.0,75.79264452094998,21.04294284098681
340,104.817,2253,1072,866,7299.0,75.79368577888582,21.04294284098681
341,86.343,2353,1172,966,7299.0,75.79472703682166,21.04294284098681
342,53.756,2420,1239,1033,7299.0,75.79576829475751,21.042942840986807
343,70.319,2885,589,1419,7299.0,75.79785081062919,21.04294284098681
344,49.542,2813,517,1347,7299.0,75.79889206856502,21.04294284098681
345,61.891,2933,638,1468,7299.0,75.79993332650086,21.042942840986814
346,136.62,2962,666,1497,7299.0,75.8009745844367,21.042942840986807
347,175.578,1804,104,1495,7299.0,75.77780528754707,21.042112470045083
348,216.299,1594,125,1353,7299.0,75.77884654188797,21.042112470045083
349,196.061,1557,142,1311,7299.0,75.77988779622892,21.042112470045083
350,135.542,1454,204,1089,7299.0,75.78092905056982,21.04211247004508
351,194.199,1476,281,1012,7299.0,75.78197030491074,21.042112470045083
352,177.979,1483,374,893,7299.0,75.78301155925165,21.04211247004508
353,199.246,1499,460,800,7299.0,75.7840528135926,21.04211247004508
354,227.913,1601,448,720,7299.0,75.7850940679335,21.042112470045083
355,240.85,1552,508,620,7299.0,75.78613532227443,21.042112470045083
356,170.236,1817,324,458,7299.0,75.78717657661535,21.04211247004508
357,105.65,2172,482,814,7299.0,75.78821783095626,21.04211247004508
358,34.4,2123,433,765,7299.0,75.78925908529718,21.042112470045083
359,161.073,2334,644,976,7299.0,75.7903003396381,21.042112470045083
360,217.818,2055,790,696,7299.0,75.79134159397901,21.042112470045083
361,197.531,2200,932,842,7299.0,75.79238284831993,21.042112470045083
362,125.35,2318,1033,946,7299.0,75.79342410266086,21.042112470045083
363,139.658,2381,1154,993,7299.0,75.79446535700177,21.042112470045083
364,172.441,2500,1263,1112,7299.0,75.79550661134267,21.04211247004508
365,129.27,2670,1407,1283,7299.0,75.7965478656836,21.04211247004508
366,118.146,2835,1056,1409,7299.0,75.79758912002453,21.042112470045083
367,94.625,2898,1593,1511,7299.0,75.79863037436544,21.04211247004508
368,93.596,3006,710,1540,7299.0,75.79967162870635,21.04211247004508
369,110.649,3059,763,1594,7299.0,75.80071288304727,21.04211247004508
370,179.792,3317,1022,1852,7299.0,75.80279539172912,21.04211247004508
371,13.182,4079,1351,2613,7299.0,75.8121666807974,21.042112470045087
372,167.541,1902,202,1593,7299.0,75.77650242735248,21.041282100866262
373,166.463,1804,104,1495,7299.0,75.77754367809867,21.041282100866265
374,152.448,1696,23,1386,7299.0,75.77858492884482,21.041282100866265
375,199.736,1664,96,1291,7299.0,75.779626179591,21.041282100866262
376,148.185,1533,132,1136,7299.0,75.78066743033719,21.041282100866265
377,167.296,1573,207,1091,7299.0,75.78170868108334,21.041282100866265
378,176.068,1600,341,1000,7299.0,75.78274993182951,21.041282100866265
379,220.464,1655,437,1053,7299.0,75.7837911825757,21.041282100866265
380,229.383,1702,444,1099,7299.0,75.78483243332188,21.041282100866265
381,193.562,1731,326,705,7299.0,75.78587368406805,21.04128210086627
382,147.499,1848,232,600,7299.0,75.78691493481423,21.041282100866265
383,114.128,1923,266,565,7299.0,75.78795618556039,21.041282100866262
384,120.939,1993,295,635,7299.0,75.78899743630656,21.041282100866265
385,139.364,2276,536,917,7299.0,75.79003868705273,21.041282100866262
386,236.586,2276,569,918,7299.0,75.79107993779891,21.041282100866265
387,243.594,2347,797,988,7299.0,75.79212118854508,21.041282100866265
388,200.03,2394,923,1036,7299.0,75.79316243929124,21.041282100866262
389,193.023,2458,1093,1080,7299.0,75.79420369003743,21.041282100866265
390,169.158,2519,1156,1132,7299.0,75.79524494078359,21.04128210086627
391,177.685,2629,1320,1241,7299.0,75.79628619152976,21.041282100866262
392,183.712,2762,1499,1375,7299.0,75.79732744227594,21.041282100866265
393,141.031,2855,1552,1468,7299.0,75.79836869302214,21.041282100866265
394,144.167,3017,1646,1630,7299.0,75.7994099437683,21.041282100866265
395,165.434,3144,1715,1757,7299.0,75.80045119451447,21.041282100866265
396,135.003,3187,1793,1800,7299.0,75.80149244526064,21.041282100866262
397,126.134,3317,1022,1852,7299.0,75.80253369600682,21.041282100866265
398,1.274,4073,1356,2608,7299.0,75.81190495272237,21.041282100866265
399,129.172,1791,58,1435,7299.0,75.77832332865421,21.040451733450265
400,177.783,1787,76,1410,7299.0,75.77936457580581,21.04045173345027
401,152.399,1665,59,1280,7299.0,75.78040582295742,21.040451733450265
402,163.474,1672,146,1167,7299.0,75.78144707010901,21.04045173345027
403,155.731,1678,269,1075,7299.0,75.7824883172606,21.04045173345027
404,194.248,1720,353,1118,7299.0,75.7835295644122,21.04045173345027
