,POP_2015,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
405,239.478,1769,363,1154,7299.0,75.78457081156382,21.04045173345027
406,231.49,1783,392,831,7299.0,75.78561205871543,21.040451733450265
407,27.05,1866,372,811,7299.0,75.78665330586703,21.04045173345027
408,173.373,1929,116,669,7299.0,75.78769455301862,21.04045173345027
409,182.34,2056,308,697,7299.0,75.78873580017023,21.04045173345027
410,140.835,2099,351,741,7299.0,75.78977704732183,21.040451733450265
411,187.681,2253,610,894,7299.0,75.79081829447344,21.040451733450265
412,206.254,2323,699,965,7299.0,75.79185954162504,21.04045173345027
413,186.799,2448,824,1089,7299.0,75.79290078877665,21.04045173345027
414,189.838,2535,972,1175,7299.0,75.79394203592827,21.04045173345027
415,196.159,2582,1017,1195,7299.0,75.79498328307986,21.040451733450265
416,229.383,2694,1170,1307,7299.0,75.79602453023146,21.04045173345027
417,204.391,2747,1329,1360,7299.0,75.79706577738305,21.04045173345027
418,162.151,2879,1478,1492,7299.0,75.79810702453467,21.04045173345027
419,151.615,2970,1498,1583,7299.0,75.79914827168628,21.04045173345027
420,181.164,3163,1642,1776,7299.0,75.80018951883787,21.04045173345027
421,223.503,3268,1771,1880,7299.0,75.80123076598947,21.04045173345027
422,139.658,3286,1808,1899,7299.0,75.80227201314106,21.04045173345027
423,182.046,2180,419,1871,7299.0,75.77493801064412,21.03962136779702
424,155.535,2180,419,1871,7299.0,75.77597925420132,21.039621367797015
425,94.674,1927,85,1553,7299.0,75.77806174131572,21.03962136779702
426,168.129,1876,63,1493,7299.0,75.77910298487296,21.03962136779702
427,182.193,1823,14,1432,7299.0,75.78014422843017,21.039621367797018
428,176.999,1755,141,1265,7299.0,75.78118547198737,21.03962136779702
429,204.293,1773,226,1176,7299.0,75.78222671554458,21.039621367797018
430,215.417,1862,254,1260,7299.0,75.78326795910178,21.03962136779702
431,206.401,1861,267,1259,7299.0,75.78430920265899,21.03962136779702
432,188.465,1875,495,934,7299.0,75.78535044621621,21.039621367797018
433,66.889,2000,85,809,7299.0,75.78639168977341,21.039621367797015
434,165.679,2027,12,779,7299.0,75.78743293333062,21.03962136779702
435,240.164,2094,130,792,7299.0,75.78847417688782,21.039621367797018
436,193.562,2170,418,811,7299.0,75.78951542044503,21.039621367797018
437,153.036,2223,479,865,7299.0,75.79055666400225,21.039621367797018
438,203.95,2532,787,1174,7299.0,75.79159790755945,21.039621367797015
439,189.642,2567,839,1209,7299.0,75.79263915111667,21.039621367797018
440,142.011,2650,980,1292,7299.0,75.7936803946739,21.03962136779702
441,163.572,2648,1058,1290,7299.0,75.7947216382311,21.03962136779702
442,213.506,2711,1135,1324,7299.0,75.7957628817883,21.039621367797018
443,140.296,2819,1239,1432,7299.0,75.79680412534553,21.039621367797015
444,199.148,2961,1385,1574,7299.0,75.79784536890273,21.03962136779702
445,130.152,3051,1525,1664,7299.0,75.79888661245994,21.03962136779702
446,188.906,3200,1674,1813,7299.0,75.79992785601716,21.03962136779702
447,165.826,3270,1744,1883,7299.0,75.80096909957436,21.039621367797018
448,72.083,3289,1763,1902,7299.0,75.80201034313157,21.03962136779702
449,0.392,3892,2060,2505,7299.0,75.80617531736041,21.039621367797018
450,181.703,2180,419,1871,7299.0,75.7746764469401,21.03879100390643
451,155.78,2180,419,1871,7299.0,75.7757176869031,21.03879100390643
452,84.53,2011,69,1621,7299.0,75.77780016682908,21.03879100390643
453,128.829,1994,51,1603,7299.0,75.77884140679208,21.03879100390643
454,195.228,1976,34,1585,7299.0,75.77988264675508,21.03879100390643
455,172.294,1854,24,1365,7299.0,75.78092388671806,21.03879100390643
456,196.796,1836,44,1320,7299.0,75.78196512668106,21.038791003906436
457,213.261,1959,123,1356,7299.0,75.78300636664403,21.03879100390643
458,185.525,1998,186,1396,7299.0,75.78404760660705,21.03879100390643
459,46.945,1998,186,1396,7299.0,75.78508884657005,21.03879100390643
460,83.795,2140,112,892,7299.0,75.787171326496,21.03879100390643
461,204.44,2169,141,864,7299.0,75.78821256645901,21.03879100390643
462,210.321,2264,479,906,7299.0,75.78925380642201,21.038791003906432
463,164.748,2295,546,937,7299.0,75.790295046385,21.03879100390643
464,168.031,2370,629,1012,7299.0,75.791336286348,21.03879100390643
465,178.91,2526,740,1167,7299.0,75.79237752631101,21.03879100390643
466,144.902,2671,893,1313,7299.0,75.79341876627399,21.03879100390643
467,150.145,2762,939,1404,7299.0,75.79446000623697,21.038791003906432
468,179.008,2808,1119,1421,7299.0,75.79550124619998,21.03879100390643
469,205.371,2913,1294,1526,7299.0,75.79654248616298,21.03879100390643
470,44.348,2914,1338,1527,7299.0,75.79758372612596,21.03879100390643
471,29.255,3243,1717,1856,7299.0,75.79966620605195,21.038791003906432
472,231.147,3351,1792,1964,7299.0,75.80070744601494,21.03879100390643
473,158.77,3379,1833,1992,7299.0,75.80174868597793,21.03879100390643
474,20.777,3451,1914,2064,7299.0,75.80278992594093,21.03879100390643
475,0.245,3892,2060,2505,7299.0,75.80591364582992,21.03879100390643
476,102.122,2125,161,1734,7299.0,75.77857984156283,21.03796064177842
477,70.809,1976,34,1585,7299.0,75.77962107793178,21.037960641778422
478,100.848,1906,55,1447,7299.0,75.78066231430074,21.037960641778422
479,194.542,1919,34,1403,7299.0,75.78170355066969,21.037960641778422
480,171.02,2028,0,1501,7299.0,75.78274478703864,21.037960641778422
481,139.315,2051,119,1448,7299.0,75.78378602340759,21.03796064177842
482,118.048,2116,198,1383,7299.0,75.78482725977655,21.037960641778422
483,23.521,2237,319,1302,7299.0,75.7858684961455,21.03796064177842
484,45.181,2261,233,1013,7299.0,75.78690973251445,21.03796064177842
485,186.358,2222,194,974,7299.0,75.7879509688834,21.03796064177842
486,187.73,2368,350,1031,7299.0,75.78899220525236,21.037960641778422
487,210.909,2378,621,1019,7299.0,75.7900334416213,21.037960641778422
488,181.85,2460,588,1101,7299.0,75.79107467799027,21.037960641778422
489,117.705,2505,669,1147,7299.0,75.79211591435924,21.037960641778422
490,92.714,2604,781,1246,7299.0,75.79315715072818,21.037960641778422
491,174.451,2779,955,1421,7299.0,75.79419838709714,21.03796064177842
492,199.246,2875,1161,1488,7299.0,75.79523962346609,21.03796064177842
493,208.214,2925,1216,1538,7299.0,75.79628085983505,21.037960641778422
494,116.382,3022,1346,1635,7299.0,75.797322096204,21.03796064177842
495,14.015,3181,1451,1794,7299.0,75.79836333257295,21.037960641778422
496,70.221,3258,1528,1871,7299.0,75.7994045689419,21.03796064177842
497,111.629,3402,1672,2015,7299.0,75.80044580531087,21.037960641778422
498,169.991,3436,1746,2049,7299.0,75.8014870416798,21.037960641778415
499,76.347,3569,2012,2182,7299.0,75.80252827804877,21.03796064177842
500,78.993,3569,2012,2182,7299.0,75.80356951441773,21.037960641778422
501,166.414,2190,47,1756,7299.0,75.77831828918482,21.037130281412907
502,143.775,2116,107,1658,7299.0,75.7793595219599,21.037130281412907
503,108.542,2116,107,1658,7299.0,75.780400754735,21.0371302814129
504,173.03,1970,0,1506,7299.0,75.78144198751008,21.037130281412903
505,172.343,2279,130,1646,7299.0,75.78248322028517,21.037130281412903
506,159.554,2116,169,1513,7299.0,75.78352445306028,21.037130281412907
507,144.51,2205,183,1535,7299.0,75.78456568583537,21.037130281412907
508,136.424,2263,345,1327,7299.0,75.78560691861045,21.0371302814129
509,106.532,2366,339,1118,7299.0,75.78664815138556,21.037130281412903
510,199.736,2398,370,1149,7299.0,75.78768938416064,21.037130281412907
511,163.082,2550,531,1209,7299.0,75.78873061693572,21.037130281412903
512,77.082,2422,404,1064,7299.0,75.7897718497108,21.0371302814129
513,213.653,2541,592,1182,7299.0,75.79081308248591,21.037130281412903
514,266.38,2605,679,1247,7299.0,75.79185431526099,21.037130281412907
515,153.036,2600,727,1242,7299.0,75.79289554803609,21.037130281412907
516,129.368,2733,906,1375,7299.0,75.79393678081118,21.037130281412907
517,108.444,2894,1070,1536,7299.0,75.79497801358629,21.037130281412903
518,107.611,2995,1197,1608,7299.0,75.79601924636138,21.037130281412907
519,188.906,3097,1333,1710,7299.0,75.79706047913646,21.037130281412903
520,127.849,3144,1414,1757,7299.0,75.79810171191154,21.037130281412903
521,152.203,3334,1604,1947,7299.0,75.79914294468664,21.037130281412903
522,95.017,3383,1653,1996,7299.0,75.80018417746173,21.0371302814129
523,17.445,3557,1777,2176,7299.0,75.80122541023682,21.037130281412907
524,171.216,2250,55,1817,7299.0,75.77805674965772,21.0362999228098
525,192.337,2201,101,1743,7299.0,75.77909797883912,21.0362999228098
526,198.413,2204,184,1746,7299.0,75.78013920802051,21.0362999228098
527,170.726,2092,181,1631,7299.0,75.78118043720193,21.0362999228098
528,160.828,2279,130,1646,7299.0,75.78222166638332,21.0362999228098
529,166.953,2307,101,1606,7299.0,75.78326289556475,21.0362999228098
530,154.114,2260,129,1495,7299.0,75.78430412474614,21.0362999228098
531,151.468,2407,277,1347,7299.0,75.78534535392754,21.0362999228098
532,127.849,2415,381,1253,7299.0,75.78638658310895,21.036299922809803
533,177.391,2434,406,1186,7299.0,75.78742781229035,21.0362999228098
534,167.835,2497,470,1218,7299.0,75.78846904147174,21.036299922809803
535,74.24,2575,547,1319,7299.0,75.78951027065314,21.0362999228098
536,125.105,2739,720,1381,7299.0,75.79055149983456,21.0362999228098
537,251.14,2729,711,1371,7299.0,75.79159272901599,21.0362999228098
538,212.477,2741,809,1383,7299.0,75.79263395819738,21.036299922809803
539,212.869,2822,901,1464,7299.0,75.79367518737877,21.036299922809803
540,117.509,2887,966,1529,7299.0,75.79471641656018,21.0362999228098
541,87.862,2928,1100,1570,7299.0,75.79575764574159,21.0362999228098
542,139.903,2990,1165,1631,7299.0,75.79679887492297,21.036299922809803
543,73.406,3130,1307,1772,7299.0,75.79784010410438,21.036299922809803
544,6.86,3424,1573,2046,7299.0,75.79888133328579,21.036299922809796
545,59.686,3481,1623,2123,7299.0,75.7999225624672,21.0362999228098
546,32.048,3567,1709,2209,7299.0,75.8009637916486,21.036299922809803
547,203.509,2291,225,1832,7299.0,75.77883644856904,21.035469565969024
548,200.471,2317,329,1859,7299.0,75.77987767415694,21.035469565969027
549,124.566,2188,308,1729,7299.0,75.78091889974483,21.035469565969024
550,172.392,2250,56,1733,7299.0,75.78196012533272,21.03546956596902
551,161.955,2307,0,1676,7299.0,75.78300135092061,21.03546956596902
552,164.454,2350,38,1574,7299.0,75.78404257650851,21.035469565969027
553,93.4,2385,236,1377,7299.0,75.78508380209641,21.035469565969024
554,10.389,2415,353,1259,7299.0,75.78612502768429,21.035469565969024
555,132.504,2550,500,1302,7299.0,75.78716625327216,21.035469565969024
556,158.035,2498,470,1250,7299.0,75.78820747886007,21.035469565969024
557,81.541,2575,547,1319,7299.0,75.78924870444797,21.035469565969027
558,68.898,2739,720,1381,7299.0,75.79028993003588,21.03546956596902
559,116.284,2819,800,1461,7299.0,75.79133115562378,21.035469565969027
560,189.838,2837,917,1479,7299.0,75.79237238121166,21.035469565969027
561,234.773,2894,974,1536,7299.0,75.79341360679955,21.035469565969024
562,159.848,2887,966,1529,7299.0,75.79445483238744,21.035469565969027
563,177.734,2994,1088,1636,7299.0,75.79549605797534,21.03546956596902
564,145.49,3046,1207,1688,7299.0,75.79653728356325,21.035469565969027
565,82.521,3199,1348,1840,7299.0,75.79757850915114,21.035469565969027
566,78.895,3348,1490,1990,7299.0,75.79861973473902,21.035469565969024
567,88.45,3493,1634,2135,7299.0,75.79966096032693,21.03546956596902
568,61.94,3574,1715,2216,7299.0,75.80070218591482,21.035469565969027
569,72.23,3580,1721,2221,7299.0,75.80174341150271,21.035469565969024
570,189.74,2408,380,1950,7299.0,75.77857493114931,21.034639210890496
571,196.649,2383,382,1924,7299.0,75.77961615314386,21.034639210890493
572,115.745,2323,422,1858,7299.0,75.78065737513842,21.034639210890496
573,167.492,2307,29,1842,7299.0,75.78169859713299,21.034639210890493
574,189.396,2473,135,1797,7299.0,75.78273981912754,21.034639210890493
575,182.095,2447,58,1671,7299.0,75.78378104112213,21.034639210890496
576,118.489,2622,232,1772,7299.0,75.78482226311665,21.034639210890496
577,64.341,2655,265,1739,7299.0,75.78586348511124,21.034639210890493
578,138.727,2736,542,1488,7299.0,75.78690470710579,21.034639210890496
579,118.783,2603,553,1355,7299.0,75.78794592910035,21.034639210890496
580,94.87,2652,625,1404,7299.0,75.7889871510949,21.034639210890493
581,166.414,2770,743,1522,7299.0,75.79002837308948,21.034639210890496
582,226.247,2834,807,1586,7299.0,75.79106959508404,21.034639210890496
583,193.807,2920,915,1562,7299.0,75.79211081707858,21.034639210890493
584,181.801,2970,1047,1612,7299.0,75.79315203907315,21.034639210890496
585,199.05,2988,1068,1630,7299.0,75.7941932610677,21.034639210890496
586,147.401,3008,1088,1650,7299.0,75.79523448306227,21.034639210890493
587,122.017,3114,1255,1755,7299.0,75.79627570505686,21.034639210890493
588,125.35,3188,1329,1829,7299.0,75.79731692705141,21.034639210890496
589,139.021,3310,1451,1952,7299.0,75.79835814904594,21.034639210890496
590,62.871,3563,1704,2205,7299.0,75.79939937104052,21.034639210890496
591,68.016,3614,1755,2256,7299.0,75.80044059303508,21.034639210890496
592,125.742,3678,1820,2320,7299.0,75.80148181502963,21.034639210890496
593,204.048,2512,478,2053,7299.0,75.77831342657956,21.033808857574126
594,195.571,2473,461,2014,7299.0,75.77935464498096,21.03380885757413
595,139.903,2421,349,1963,7299.0,75.78039586338235,21.03380885757413
596,148.626,2380,162,1915,7299.0,75.78143708178375,21.03380885757413
597,213.8,2491,155,1861,7299.0,75.78247830018518,21.03380885757413
598,165.875,2515,126,1739,7299.0,75.78351951858656,21.033808857574126
599,198.266,2596,207,1820,7299.0,75.78456073698797,21.033808857574126
600,179.547,2721,335,1702,7299.0,75.7856019553894,21.03380885757413
601,179.792,2709,427,1584,7299.0,75.78664317379078,21.03380885757413
602,172.98,2805,569,1597,7299.0,75.78768439219218,21.033808857574126
603,164.65,2763,674,1515,7299.0,75.78872561059357,21.03380885757413
604,194.591,2787,759,1539,7299.0,75.78976682899498,21.03380885757413
605,164.846,2937,909,1689,7299.0,75.79080804739638,21.033808857574126
606,69.437,2982,954,1634,7299.0,75.7918492657978,21.03380885757413
607,31.558,3173,1216,1815,7299.0,75.7928904841992,21.033808857574126
608,92.959,3147,1197,1788,7299.0,75.7939317026006,21.03380885757413
609,152.889,3387,1430,2029,7299.0,75.794972921002,21.033808857574126
610,186.897,3226,1306,1868,7299.0,75.79601413940343,21.033808857574126
611,189.348,3251,1378,1893,7299.0,75.79705535780484,21.03380885757413
612,100.554,3309,1451,1951,7299.0,75.7980965762062,21.033808857574126
613,149.998,3412,1553,2053,7299.0,75.79913779460763,21.03380885757413
614,126.967,3520,1662,2162,7299.0,75.80017901300901,21.033808857574126
615,219.435,2586,497,2127,7299.0,75.77805193485943,21.032978506019848
616,224.287,2553,454,2094,7299.0,75.77909314966786,21.03297850601985
617,151.958,2506,265,2048,7299.0,75.78013436447627,21.032978506019848
618,184.79,2447,229,1983,7299.0,75.78117557928468,21.032978506019845
619,186.75,2570,238,1967,7299.0,75.78221679409312,21.032978506019848
620,188.906,2628,239,1852,7299.0,75.78325800890154,21.032978506019848
621,260.108,2727,338,1841,7299.0,75.78429922370995,21.032978506019848
622,195.473,2806,425,1746,7299.0,75.78534043851839,21.032978506019845
623,211.987,2806,470,1701,7299.0,75.7863816533268,21.032978506019848
624,189.74,2902,620,1741,7299.0,75.78742286813525,21.032978506019848
625,177.489,2912,770,1664,7299.0,75.78846408294365,21.032978506019848
626,121.38,2843,815,1595,7299.0,75.78950529775207,21.032978506019848
627,149.704,2942,914,1694,7299.0,75.79054651256051,21.032978506019848
628,105.846,3055,1027,1807,7299.0,75.79158772736892,21.032978506019845
629,83.795,3138,1111,1890,7299.0,75.79262894217734,21.032978506019848
630,106.14,3290,1333,1932,7299.0,75.79367015698578,21.032978506019845
631,190.377,3387,1430,2029,7299.0,75.7947113717942,21.03297850601985
632,123.291,3269,1348,1910,7299.0,75.7957525866026,21.032978506019845
633,178.861,3336,1416,1978,7299.0,75.79679380141104,21.032978506019848
634,46.112,3394,1536,2036,7299.0,75.79783501621948,21.032978506019848
635,0.343,3420,1561,2061,7299.0,75.79887623102789,21.032978506019848
636,9.801,3563,1704,2205,7299.0,75.79991744583631,21.032978506019845
637,33.518,3607,1749,2249,7299.0,75.80095866064474,21.032978506019848
638,202.431,2696,398,2238,7299.0,75.77779045598855,21.03214815622756
639,210.517,2716,339,2258,7299.0,75.77883166720417,21.032148156227567
640,138.482,2595,200,2133,7299.0,75.77987287841981,21.032148156227564
641,200.226,2592,164,2128,7299.0,75.78091408963542,21.032148156227567
642,176.95,2639,228,2061,7299.0,75.78195530085105,21.032148156227567
643,162.347,2727,338,1951,7299.0,75.78299651206666,21.032148156227567
644,109.669,2770,380,1980,7299.0,75.78403772328228,21.032148156227564
645,176.117,2845,455,1861,7299.0,75.7850789344979,21.032148156227567
646,169.844,2955,567,2029,7299.0,75.78612014571353,21.032148156227567
647,114.618,2884,602,1743,7299.0,75.78716135692913,21.032148156227564
648,106.679,2940,733,1692,7299.0,75.78820256814477,21.032148156227567
649,59.392,2971,878,1723,7299.0,75.78924377936038,21.032148156227567
650,19.65,2947,919,1699,7299.0,75.790284990576,21.032148156227567
651,59.735,2966,939,1718,7299.0,75.79132620179162,21.032148156227564
652,190.475,3196,1168,1947,7299.0,75.79236741300723,21.032148156227564
653,179.792,3256,1299,1897,7299.0,75.79340862422285,21.032148156227567
654,152.154,3497,1540,2138,7299.0,75.79444983543847,21.032148156227567
655,90.606,3510,1590,2152,7299.0,75.79549104665409,21.032148156227567
656,168.815,3432,1512,2074,7299.0,75.7965322578697,21.032148156227564
657,206.45,3509,1610,2151,7299.0,75.79757346908534,21.032148156227567
658,218.994,3508,1649,2150,7299.0,75.79861468030096,21.032148156227567
659,41.653,3576,1717,2217,7299.0,75.79965589151658,21.032148156227567
660,47.729,3649,1791,2291,7299.0,75.80069710273219,21.032148156227567
661,169.746,2836,469,2378,7299.0,75.7775289899666,21.03131780819719
662,163.18,2729,348,2270,7299.0,75.7785701975896,21.031317808197194
663,105.013,2683,80,2221,7299.0,75.77961140521259,21.031317808197198
664,154.849,2734,22,2269,7299.0,75.78065261283558,21.031317808197198
665,145.931,2811,78,2286,7299.0,75.78169382045857,21.031317808197194
666,133.68,2802,391,2042,7299.0,75.78273502808156,21.031317808197198
667,180.625,2880,484,2076,7299.0,75.78377623570456,21.031317808197198
668,181.164,3002,610,2197,7299.0,75.78481744332754,21.031317808197194
669,167.541,2992,603,2082,7299.0,75.78585865095053,21.031317808197194
670,29.598,3092,810,1844,7299.0,75.78794106619652,21.031317808197198
671,0.637,3000,902,1752,7299.0,75.78898227381951,21.031317808197198
672,98.594,3240,1212,1992,7299.0,75.7921058966885,21.031317808197194
673,93.449,3332,1340,2029,7299.0,75.79314710431149,21.031317808197198
674,115.304,3480,1523,2121,7299.0,75.79418831193449,21.031317808197194
675,102.71,3535,1597,2177,7299.0,75.79522951955747,21.031317808197194
676,117.362,3460,1539,2101,7299.0,75.79627072718046,21.031317808197194
677,164.748,3575,1655,2217,7299.0,75.79731193480346,21.031317808197198
678,169.893,3596,1738,2238,7299.0,75.79835314242644,21.031317808197194
679,130.299,3684,1826,2326,7299.0,75.79939435004943,21.031317808197194
680,44.593,3662,1804,2304,7299.0,75.80043555767243,21.031317808197194
681,23.178,3742,1884,2384,7299.0,75.80147676529543,21.031317808197198
682,148.136,2836,469,2378,7299.0,75.77726753679318,21.030487461928658
683,189.642,2836,469,2378,7299.0,75.7783087408237,21.03048746192865
684,90.508,2681,75,2217,7299.0,75.77934994485426,21.030487461928658
685,136.718,2756,0,2290,7299.0,75.78039114888477,21.03048746192865
686,150.684,2875,137,2333,7299.0,75.78143235291535,21.030487461928654
687,119.175,2875,137,2333,7299.0,75.78247355694587,21.030487461928654
688,157.447,2919,514,2115,7299.0,75.7835147609764,21.03048746192865
689,115.353,3055,651,2234,7299.0,75.78455596500696,21.030487461928654
690,70.858,3054,662,2145,7299.0,75.7855971690375,21.030487461928654
691,39.349,3476,1519,2118,7299.0,75.79288559725131,21.03048746192865
692,114.275,3476,1519,2118,7299.0,75.79392680128184,21.030487461928654
693,160.338,3656,1735,2297,7299.0,75.79705041337347,21.030487461928658
694,131.867,3657,1799,2299,7299.0,75.798091617404,21.030487461928658
695,134.611,3712,1853,2353,7299.0,75.79913282143454,21.030487461928654
696,178.812,3721,1863,2363,7299.0,75.80017402546508,21.030487461928654
697,122.703,3742,1884,2384,7299.0,75.80121522949564,21.030487461928654
698,50.522,3055,651,2234,7299.0,75.78429449953579,21.029657117421866
699,123.487,3055,651,2234,7299.0,75.78533569997407,21.029657117421866
