,POP_2015,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,59.079,773,2843,6788.0,75.64658199531333,28.248419747749587
1,61.588,773,2843,6788.0,75.64620799885853,28.24757094947516
2,35.488,0,2571,6788.0,75.65015099501076,28.24672215376011
3,71.358,0,2571,6788.0,75.65123023905632,28.246722153760107
4,56.233,0,2571,6788.0,75.64977701006353,28.245873360604318
5,57.465,0,2571,6788.0,75.65085624877372,28.245873360604314
6,55.338,509,2437,6788.0,75.64400687466552,28.245024570007693
7,49.367,509,2437,6788.0,75.64508610804057,28.245024570007686
8,63.201,509,2437,6788.0,75.64363294924114,28.244175781970107
9,55.308,509,2437,6788.0,75.64471217728133,28.244175781970114
10,6.338,362,2613,6788.0,75.64687063336164,28.24417578197011
11,28.212,362,2613,6788.0,75.64794986140181,28.24417578197011
12,45.068,322,2250,6788.0,75.6443382629444,28.243326996491483
13,56.702,322,2250,6788.0,75.64541748564989,28.243326996491486
14,62.644,483,2410,6788.0,75.64649670835539,28.24332699649148
15,59.768,322,2250,6788.0,75.64396436502919,28.24247821357171
16,57.23,322,2250,6788.0,75.64504358240025,28.242478213571708
17,53.548,483,2410,6788.0,75.64612279977133,28.24247821357171
18,79.442,267,2239,6788.0,75.64682811964572,28.241629433210676
19,63.979,267,2239,6788.0,75.64790733168257,28.24162943321068
20,67.852,133,2327,6788.0,75.64898654371949,28.241629433210683
21,56.541,0,2120,6788.0,75.65330339186704,28.241629433210687
22,58.947,0,2120,6788.0,75.65438260390391,28.24162943321068
23,56.115,267,2239,6788.0,75.64645423857017,28.240780655408276
24,78.297,181,2161,6788.0,75.6475334452731,28.24078065540828
25,72.899,0,2225,6788.0,75.64861265197604,28.240780655408283
26,74.102,0,2225,6788.0,75.64969185867896,28.24078065540828
27,83.359,138,2086,6788.0,75.6507710653819,28.24078065540828
28,52.668,12,1935,6788.0,75.65185027208483,28.240780655408283
29,65.974,0,2120,6788.0,75.65292947878777,28.240780655408283
30,82.875,0,2120,6788.0,75.65400868549067,28.240780655408276
31,82.743,16,1910,6788.0,75.64392197117675,28.23993188016441
32,88.171,52,1876,6788.0,75.64500117254597,28.239931880164402
33,74.556,129,2161,6788.0,75.64715957528439,28.239931880164406
34,72.488,0,2225,6788.0,75.6482387766536,28.239931880164406
35,64.727,17,2208,6788.0,75.64931797802282,28.23993188016441
36,63.011,138,2086,6788.0,75.65039717939202,28.23993188016441
37,60.619,24,1922,6788.0,75.65147638076124,28.239931880164406
38,54.766,24,1922,6788.0,75.65255558213043,28.239931880164402
39,63.436,158,1974,6788.0,75.65363478349964,28.23993188016441
40,74.38,158,1974,6788.0,75.65471398486883,28.239931880164406
41,65.211,299,1968,6788.0,75.64138974153724,28.23908310747897
42,74.41,299,1968,6788.0,75.64246893757297,28.239083107478965
43,85.75,66,1860,6788.0,75.6435481336087,28.239083107478965
44,88.391,66,1860,6788.0,75.6446273296444,28.239083107478972
45,71.432,216,2005,6788.0,75.64678572171583,28.23908310747897
46,65.167,216,2005,6788.0,75.64786491775156,28.239083107478965
47,65.182,183,2127,6788.0,75.64894411378727,28.239083107478972
48,70.698,158,1974,6788.0,75.65326089793014,28.23908310747897
49,75.862,158,1974,6788.0,75.65434009396589,28.239083107478972
50,38.29,299,1968,6788.0,75.64101593105451,28.23823433735185
51,84.415,299,1968,6788.0,75.642095121757,28.23823433735185
52,81.54,118,1701,6788.0,75.6442535031619,28.23823433735185
53,75.305,118,1701,6788.0,75.64533269386436,28.23823433735185
54,51.538,141,1931,6788.0,75.6474910752693,28.23823433735185
55,64.507,91,1958,6788.0,75.64857026597176,28.23823433735185
56,65.431,0,1789,6788.0,75.64964945667423,28.23823433735185
57,52.066,281,1665,6788.0,75.65180783807916,28.23823433735185
58,72.341,345,1787,6788.0,75.65288702878162,28.23823433735185
59,67.837,160,1743,6788.0,75.64280050772841,28.23738556978296
60,47.841,58,1641,6788.0,75.64387969309786,28.237385569782955
61,54.516,0,1583,6788.0,75.64495887846729,28.237385569782955
62,50.599,291,1606,6788.0,75.65143399068396,28.23738556978296
63,63.627,537,2154,6788.0,75.65682991753117,28.23738556978296
64,77.021,160,1743,6788.0,75.642426719415,28.236536804772175
65,81.378,160,1743,6788.0,75.64350589945164,28.23653680477217
66,70.698,0,1583,6788.0,75.6445850794883,28.23653680477217
67,51.186,320,1469,6788.0,75.65106015970825,28.23653680477217
68,67.206,419,1554,6788.0,75.65213933974489,28.236536804772175
69,70.786,447,1582,6788.0,75.65321851978155,28.23653680477217
70,57.891,635,1742,6788.0,75.65429769981822,28.23653680477217
71,63.817,635,1742,6788.0,75.65537687985487,28.236536804772175
72,53.387,707,2058,6788.0,75.6575352399282,28.236536804772175
73,51.259,707,2058,6788.0,75.65861441996485,28.23653680477217
74,54.282,202,1380,6788.0,75.64421129692673,28.235688042319403
75,57.436,327,1462,6788.0,75.65068634515137,28.2356880423194
76,53.401,419,1554,6788.0,75.65176551985547,28.235688042319403
77,70.463,447,1582,6788.0,75.65284469455959,28.2356880423194
78,67.06,635,1742,6788.0,75.6539238692637,28.2356880423194
79,64.962,635,1742,6788.0,75.6550030439678,28.235688042319403
80,54.37,707,2058,6788.0,75.657161393376,28.235688042319403
81,60.018,707,2058,6788.0,75.6582405680801,28.2356880423194
82,71.96,202,1380,6788.0,75.64383753078201,28.234839282424534
83,64.874,840,1534,6788.0,75.65462922449989,28.234839282424534
84,58.829,606,1115,6788.0,75.65101792933139,28.23399052508746
85,62.937,704,1325,6788.0,75.6520970933711,28.23399052508746
86,81.686,693,1359,6788.0,75.6531762574108,28.23399052508746
87,71.52,840,1534,6788.0,75.65425542145051,28.233990525087457
88,14.905,606,1115,6788.0,75.64956499998763,28.233141770308087
89,42.56,606,1115,6788.0,75.65064415869551,28.233141770308087
90,58.404,732,1241,6788.0,75.65172331740335,28.23314177030809
91,64.639,704,1325,6788.0,75.6528024761112,28.233141770308087
92,44.951,519,1027,6788.0,75.65027040447622,28.23229301808631
93,52.301,0,960,6788.0,75.64450092644861,28.23144426842201
94,54.678,0,960,6788.0,75.64558007449347,28.231444268422013
95,75.759,0,235,6788.0,75.64873370061541,28.226351824137616
96,71.578,0,235,6788.0,75.64836007237686,28.225503092372804
97,69.246,235,0,6788.0,75.65014467135404,28.224654363164646
98,54.326,235,0,6788.0,75.64977106527881,28.22380563651302
