,POP_2015,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,13.584,818,948,8703.0,79.63017151259149,10.54205248784622
1,23.612,782,912,8703.0,79.63004151723204,10.541238432058421
2,122.854,779,909,8703.0,79.63104983067285,10.541238432058421
3,94.088,756,886,8703.0,79.63205814411364,10.541238432058421
4,105.834,0,318,8703.0,79.63810802475847,10.541238432058421
5,158.092,746,876,8703.0,79.6299115325042,10.540424377093988
6,104.276,694,823,8703.0,79.63091984429907,10.540424377093988
7,132.203,756,886,8703.0,79.63192815609395,10.540424377093991
8,102.438,578,708,8703.0,79.63293646788881,10.540424377093988
9,84.699,0,318,8703.0,79.6379780268632,10.540424377093988
10,19.617,5000,5000,8703.0,79.6410029622478,10.540424377093986
11,25.33,5000,5000,8703.0,79.6420112740427,10.540424377093988
12,178.468,539,669,8703.0,79.63179817870596,10.539610322952857
13,83.301,539,669,8703.0,79.63280648885504,10.539610322952859
14,99.538,150,168,8703.0,79.63784803960046,10.539610322952859
15,147.744,276,42,8703.0,79.63885634974953,10.53961032295286
16,201.6,276,42,8703.0,79.6398646598986,10.539610322952857
17,25.45,5000,5000,8703.0,79.64087297004768,10.539610322952859
18,1.199,5000,5000,8703.0,79.64188128019676,10.539610322952859
19,121.176,466,595,8703.0,79.63166821194955,10.538796269634966
20,80.185,383,513,8703.0,79.63267652045296,10.538796269634966
21,56.362,250,268,8703.0,79.63670975446666,10.538796269634966
22,57.292,242,232,8703.0,79.63771806297008,10.538796269634968
23,119.039,318,0,8703.0,79.6387263714735,10.538796269634966
24,67.44,322,4,8703.0,79.63973467997693,10.538796269634966
25,6.033,598,728,8703.0,79.63052994896667,10.537982217140243
26,78.027,691,820,8703.0,79.63153825582454,10.537982217140245
27,79.066,352,482,8703.0,79.63254656268245,10.537982217140245
28,105.155,220,0,8703.0,79.63456317639826,10.537982217140243
29,104.156,0,285,8703.0,79.63557148325616,10.537982217140245
30,58.98,159,208,8703.0,79.63758809697194,10.537982217140245
31,92.49,119,249,8703.0,79.63859640382984,10.537982217140245
32,143.749,598,728,8703.0,79.63040000511832,10.537168165468627
33,165.044,691,820,8703.0,79.63140831033083,10.537168165468627
34,154.736,217,347,8703.0,79.63241661554332,10.53716816546863
35,99.921,207,336,8703.0,79.63342492075584,10.537168165468627
36,41.99,140,79,8703.0,79.63443322596835,10.53716816546863
37,117.54,0,285,8703.0,79.63544153118086,10.537168165468627
38,120.377,119,249,8703.0,79.63745814160585,10.537168165468627
39,106.713,119,249,8703.0,79.63846644681837,10.537168165468628
40,162.327,502,632,8703.0,79.63027007190094,10.536354114620048
41,155.495,386,515,8703.0,79.6312783754682,10.536354114620044
42,124.612,217,347,8703.0,79.63228667903546,10.536354114620043
43,58.371,112,242,8703.0,79.63329498260269,10.536354114620044
44,62.645,45,219,8703.0,79.63430328616994,10.536354114620044
45,108.711,23,214,8703.0,79.6353115897372,10.536354114620044
46,95.846,64,391,8703.0,79.63631989330445,10.536354114620044
47,168.48,134,471,8703.0,79.6373281968717,10.536354114620044
48,157.573,0,376,8703.0,79.63833650043895,10.536354114620046
49,59.849,0,493,8703.0,79.6393448040062,10.536354114620044
50,123.213,639,769,8703.0,79.63014014931441,10.53554006459443
51,64.683,609,738,8703.0,79.63114845123653,10.53554006459443
52,95.646,354,484,8703.0,79.63215675315868,10.535540064594432
53,78.347,244,373,8703.0,79.63316505508078,10.53554006459443
54,45.586,62,242,8703.0,79.63417335700291,10.535540064594432
55,105.115,56,248,8703.0,79.63518165892505,10.535540064594432
56,157.732,64,391,8703.0,79.63618996084718,10.53554006459443
57,106.713,127,642,8703.0,79.63719826276932,10.535540064594432
58,116.861,36,528,8703.0,79.63820656469144,10.53554006459443
59,120.297,65,590,8703.0,79.63921486661359,10.535540064594432
60,75.191,178,703,8703.0,79.6402231685357,10.53554006459443
61,13.943,622,752,8703.0,79.63001023735852,10.534726015391724
62,10.667,609,738,8703.0,79.63101853763568,10.534726015391723
63,36.796,371,501,8703.0,79.63202683791282,10.534726015391724
64,59.369,312,442,8703.0,79.63303513818995,10.534726015391723
65,19.337,206,373,8703.0,79.6340434384671,10.534726015391726
66,138.196,256,422,8703.0,79.63505173874425,10.534726015391723
67,157.493,270,519,8703.0,79.63606003902139,10.534726015391723
68,102.318,181,642,8703.0,79.63706833929854,10.534726015391724
69,121.895,0,600,8703.0,79.63807663957569,10.534726015391724
70,154.416,90,615,8703.0,79.63908493985282,10.534726015391726
71,158.212,178,703,8703.0,79.64009324012999,10.534726015391723
72,0.599,206,373,8703.0,79.63391353056235,10.53391196701185
73,90.972,305,471,8703.0,79.63492182919467,10.53391196701185
74,184.461,243,734,8703.0,79.63593012782697,10.533911967011854
75,139.394,197,688,8703.0,79.63693842645924,10.53391196701185
76,151.819,101,703,8703.0,79.63794672509152,10.533911967011848
77,145.547,129,731,8703.0,79.63895502372382,10.53391196701185
78,119.897,117,949,8703.0,79.63996332235612,10.53391196701185
79,124.612,117,949,8703.0,79.64097162098841,10.53391196701185
80,48.263,353,905,8703.0,79.63580022726366,10.533097919454752
81,78.107,353,905,8703.0,79.63680852425124,10.533097919454752
82,42.629,129,731,8703.0,79.63781682123881,10.533097919454752
83,111.667,106,773,8703.0,79.63882511822638,10.533097919454752
84,135.679,0,831,8703.0,79.63983341521396,10.53309791945475
85,127.928,117,949,8703.0,79.64084171220154,10.533097919454752
86,43.668,0,1081,8703.0,79.6418500091891,10.53309791945475
87,15.262,510,748,8703.0,79.6356703373314,10.532283872720354
88,14.143,510,748,8703.0,79.63667863267439,10.532283872720356
89,136.358,149,880,8703.0,79.63869522336036,10.532283872720356
90,208.991,149,880,8703.0,79.63970351870339,10.532283872720356
91,162.607,0,1081,8703.0,79.64071181404637,10.532283872720354
92,67.679,44,1149,8703.0,79.64172010938938,10.532283872720356
93,76.749,103,1231,8703.0,79.64272840473237,10.532283872720354
94,4.395,510,748,8703.0,79.63554045803001,10.531469826808596
95,30.723,510,748,8703.0,79.63654875172857,10.531469826808594
96,55.694,404,889,8703.0,79.6375570454271,10.531469826808596
97,79.066,209,939,8703.0,79.63856533912565,10.531469826808596
98,141.032,209,939,8703.0,79.6395736328242,10.531469826808594
99,117.98,0,1201,8703.0,79.64159022022132,10.531469826808594
100,180.545,110,1236,8703.0,79.64259851391984,10.531469826808594
101,149.902,0,1474,8703.0,79.64360680761838,10.531469826808596
102,103.517,558,1033,8703.0,79.63641888141359,10.530655781719409
103,134.2,444,918,8703.0,79.63742717346783,10.530655781719405
104,110.668,568,1043,8703.0,79.63843546552206,10.530655781719409
105,118.619,277,1051,8703.0,79.63944375757629,10.530655781719405
