,POP_2015,community_space,education,food_choices,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
0,76.606,0,3064,2579,2538,4198,1668,8581.0,79.1817785426891,10.918235425354103
1,39.842,311,2752,2267,2226,3886,1356,8581.0,79.18480581268442,10.918235425354103
2,92.871,0,3064,2579,2538,4198,1668,8581.0,79.18164448181653,10.917420982043271
3,22.818,156,3036,2551,2510,4170,1640,8581.0,79.1826535701065,10.917420982043268
4,12.388,286,2777,2293,2252,3912,1381,8581.0,79.18366265839647,10.917420982043271
5,95.668,311,2752,2267,2226,3886,1356,8581.0,79.18467174668645,10.91742098204327
6,69.294,388,2675,2190,2149,3809,1279,8581.0,79.1856808349764,10.917420982043268
7,37.444,156,3036,2551,2510,4170,1640,8581.0,79.18151043157883,10.916606539586615
8,75.288,156,3036,2551,2510,4170,1640,8581.0,79.18251951816046,10.916606539586617
9,51.551,388,2675,2190,2149,3809,1279,8581.0,79.18453769132375,10.916606539586617
10,41.92,455,2608,2124,2083,3743,1212,8581.0,79.1855467779054,10.916606539586617
11,0.16,545,2518,2033,1992,3652,1122,8581.0,79.18541273146963,10.915792097984077
12,0.0,741,2322,1837,1796,3456,926,8581.0,79.18615375196075,10.914163217341073
13,1.598,837,2408,1923,1882,3542,1012,8581.0,79.18716283341821,10.914163217341072
14,0.44,746,2317,1832,1792,3451,921,8581.0,79.18601973572203,10.91334877830047
15,0.0,1519,2848,2363,2322,3982,1452,8581.0,79.17969727714178,10.911719902780748
16,11.029,1911,2354,1869,1828,3488,958,8581.0,79.18359960155969,10.910905466301484
17,3.437,1571,693,2168,759,1971,2320,8581.0,79.2068083179833,10.910905466301486
18,44.917,1571,693,2168,759,1971,2320,8581.0,79.2078173926104,10.910905466301484
19,75.168,1919,2362,1877,1836,3496,966,8581.0,79.1834656312736,10.910091030675867
20,46.316,1911,2354,1869,1828,3488,958,8581.0,79.18447470419348,10.91009103067587
21,9.631,1512,634,2109,700,1912,2261,8581.0,79.20667430843054,10.910091030675868
22,0.4,1517,639,2114,705,1917,2315,8581.0,79.20768338135039,10.910091030675868
23,1.159,1658,465,2419,1010,2058,3339,8581.0,79.21272874594972,10.910091030675867
24,39.802,1658,465,2419,1010,2058,3339,8581.0,79.2137378188696,10.910091030675868
25,112.692,1795,602,2556,1148,2195,3477,8581.0,79.21474689178945,10.910091030675868
26,0.0,1846,1338,1804,1404,2615,1558,8581.0,79.20048588223821,10.909276595903831
27,0.0,1846,1338,1804,1404,2615,1558,8581.0,79.20149495345096,10.90927659590383
28,0.0,1463,585,2060,652,1863,2310,8581.0,79.20654030951472,10.909276595903831
29,0.0,1463,585,2060,652,1863,2310,8581.0,79.20754938072749,10.909276595903831
30,108.975,1658,465,2419,1010,2058,3339,8581.0,79.21259473679126,10.909276595903831
31,81.762,1658,465,2419,1010,2058,3339,8581.0,79.21360380800401,10.909276595903828
32,130.515,1745,678,2592,1184,2145,3513,8581.0,79.21461287921674,10.909276595903833
33,0.0,1591,1906,1549,1508,3168,989,8581.0,79.196315626178,10.908462161985309
34,5.834,1591,1906,1549,1508,3168,989,8581.0,79.19732469568378,10.908462161985309
35,0.0,1846,1338,1804,1404,2615,1558,8581.0,79.20035190420109,10.908462161985305
36,0.0,1846,1338,1804,1404,2615,1558,8581.0,79.20136097370688,10.908462161985307
37,26.854,1296,419,1894,485,1696,2477,8581.0,79.20741539074155,10.908462161985307
38,146.979,1374,181,2135,726,1774,3055,8581.0,79.21145166876467,10.908462161985309
39,63.659,1655,769,2502,1093,2055,3422,8581.0,79.21447887728199,10.908462161985307
40,80.962,1661,775,2508,1100,2061,3429,8581.0,79.21548794678777,10.908462161985309
41,17.144,1075,1518,1033,992,2652,122,8581.0,79.18911819101157,10.907647728920224
42,83.28,1434,1750,1392,1351,3011,1146,8581.0,79.19719073340305,10.907647728920226
43,0.0,1213,801,1446,397,1973,2367,8581.0,79.20324514019669,10.907647728920228
44,24.377,1213,801,1446,397,1973,2367,8581.0,79.2042542079956,10.907647728920226
45,78.724,1240,362,1837,428,1640,2533,8581.0,79.20728141139242,10.907647728920226
46,46.515,1240,362,1837,428,1640,2533,8581.0,79.20829047919135,10.907647728920224
47,22.458,1192,0,1954,545,1592,2874,8581.0,79.20929954699028,10.907647728920228
48,134.351,1192,0,1954,545,1592,2874,8581.0,79.21030861478923,10.907647728920226
49,121.284,1374,181,2135,726,1774,3055,8581.0,79.21131768258815,10.907647728920226
50,131.674,1655,769,2502,1093,2055,3422,8581.0,79.21434488598497,10.907647728920226
51,27.094,1655,769,2502,1093,2055,3422,8581.0,79.21535395378389,10.907647728920228
52,25.256,1469,1912,1427,1386,3046,516,8581.0,79.18494798865085,10.906833296708523
53,4.156,1472,1915,1430,1389,3049,519,8581.0,79.18595705474308,10.906833296708523
54,48.953,953,1395,911,870,2530,0,8581.0,79.18898425301978,10.906833296708525
55,28.653,953,1395,911,870,2530,0,8581.0,79.18999331911199,10.906833296708525
56,4.636,1272,1715,1230,1189,2849,1000,8581.0,79.19503864957318,10.906833296708523
57,36.365,1259,1702,1217,1177,2837,987,8581.0,79.19604771566539,10.906833296708525
58,6.394,1434,1750,1392,1351,3011,1146,8581.0,79.19705678175761,10.906833296708522
59,0.2,1434,1750,1392,1351,3011,1146,8581.0,79.19806584784986,10.906833296708525
60,0.0,923,923,1143,795,2320,2063,8581.0,79.20008398003432,10.906833296708523
61,0.28,1213,801,1446,397,1973,2367,8581.0,79.203111178311,10.906833296708522
62,96.827,1220,752,1454,207,1783,2374,8581.0,79.20412024440326,10.906833296708525
63,155.011,1244,729,1477,184,1760,2398,8581.0,79.20512931049548,10.906833296708525
64,149.297,1117,239,1714,305,1517,2634,8581.0,79.20714744267993,10.906833296708525
65,114.29,1117,239,1714,305,1517,2634,8581.0,79.20815650877216,10.906833296708523
66,176.191,1035,157,1796,387,1435,2716,8581.0,79.20916557486439,10.906833296708523
67,81.734,1192,0,1954,545,1592,2874,8581.0,79.21017464095662,10.906833296708525
68,14.866,1557,1999,1515,1474,3134,603,8581.0,79.18481406811941,10.906018865350136
69,0.0,1475,1918,1433,1392,3052,522,8581.0,79.18582313250505,10.906018865350136
70,124.76,980,1423,938,897,2557,27,8581.0,79.18885032566205,10.906018865350136
71,108.216,953,1395,911,870,2530,0,8581.0,79.18985939004772,10.906018865350136
72,1.758,1096,1539,1054,1013,2673,824,8581.0,79.19389564759034,10.906018865350136
73,20.021,1096,1539,1054,1013,2673,824,8581.0,79.19490471197602,10.906018865350134
74,4.835,1247,1690,1205,1164,2824,974,8581.0,79.19591377636168,10.906018865350134
75,2.278,882,882,1075,862,2279,1995,8581.0,79.19894096951865,10.906018865350132
76,35.166,902,902,1109,829,2299,2029,8581.0,79.1999500339043,10.906018865350136
77,24.576,960,960,1193,615,2191,2114,8581.0,79.20095909828997,10.906018865350132
78,29.172,960,960,1193,615,2191,2114,8581.0,79.20196816267564,10.906018865350136
79,2.518,1121,851,1355,306,1882,2275,8581.0,79.2029772270613,10.906018865350138
80,144.661,1121,851,1355,306,1882,2275,8581.0,79.20398629144695,10.906018865350136
81,110.654,1152,711,1386,166,1741,2306,8581.0,79.20499535583261,10.906018865350134
82,146.819,1071,441,1513,104,1471,2433,8581.0,79.20600442021825,10.906018865350136
83,30.731,1071,441,1513,104,1471,2433,8581.0,79.20701348460395,10.906018865350134
84,86.037,868,324,1715,307,1268,2636,8581.0,79.20802254898959,10.906018865350136
85,116.776,910,282,1757,348,1310,2677,8581.0,79.20903161337525,10.906018865350136
86,67.455,133,1059,2376,1042,1646,3371,8581.0,79.21205880653224,10.906018865350136
87,178.868,0,1192,2509,1175,1779,3505,8581.0,79.21306787091791,10.906018865350136
88,56.266,0,1192,2509,1175,1779,3505,8581.0,79.21407693530355,10.906018865350136
89,0.0,1385,1828,1343,1302,2962,432,8581.0,79.18568922090054,10.90520443484499
90,3.996,1365,1808,1323,1282,2942,412,8581.0,79.18669828357976,10.905204434844988
91,99.385,1198,1641,1156,1116,2775,245,8581.0,79.18770734625899,10.90520443484499
92,155.011,1150,1592,1108,1067,2727,197,8581.0,79.18871640893822,10.905204434844988
93,3.197,1096,1539,1054,1013,2673,824,8581.0,79.19477078501356,10.90520443484499
94,89.954,960,960,1193,615,2191,2114,8581.0,79.20082516108891,10.90520443484499
95,91.672,923,923,1157,578,2154,2077,8581.0,79.20183422376815,10.90520443484499
96,25.336,845,845,1078,329,1905,1999,8581.0,79.20284328644738,10.905204434844988
97,141.904,1007,742,1240,197,1773,2161,8581.0,79.20385234912659,10.905204434844988
98,105.419,1101,619,1334,73,1649,2255,8581.0,79.20486141180584,10.90520443484499
99,112.292,1142,512,1441,33,1542,2362,8581.0,79.20587047448505,10.90520443484499
100,38.763,1071,441,1513,104,1471,2433,8581.0,79.20687953716428,10.90520443484499
101,39.402,868,324,1715,307,1268,2636,8581.0,79.2078885998435,10.90520443484499
102,61.221,910,282,1757,348,1310,2677,8581.0,79.20889766252273,10.905204434844988
103,43.119,225,967,2284,950,1554,3279,8581.0,79.21091578788118,10.90520443484499
104,88.915,225,967,2284,950,1554,3279,8581.0,79.2119248505604,10.90520443484499
105,28.932,133,1059,2376,1042,1646,3371,8581.0,79.21293391323962,10.90520443484499
106,0.0,1904,2347,1862,1821,3481,951,8581.0,79.18151907603762,10.904390005193017
107,0.0,1385,1828,1343,1302,2962,432,8581.0,79.18555531992932,10.904390005193013
108,13.827,1375,1818,1333,1292,2952,422,8581.0,79.18656438090227,10.904390005193019
109,55.067,1198,1641,1156,1116,2775,245,8581.0,79.1875734418752,10.904390005193013
110,21.739,1198,1641,1156,1116,2775,245,8581.0,79.1885825028481,10.904390005193017
111,4.516,802,1245,760,719,2379,529,8581.0,79.19160968576689,10.904390005193015
112,10.91,802,1245,760,719,2379,529,8581.0,79.19261874673983,10.904390005193015
113,141.584,478,478,711,626,1874,1632,8581.0,79.19766405160443,10.904390005193017
114,130.155,571,571,804,720,1968,1725,8581.0,79.19867311257737,10.904390005193015
115,136.269,571,571,804,720,1968,1725,8581.0,79.1996821735503,10.904390005193015
116,116.648,760,760,993,432,2008,1914,8581.0,79.20170029549614,10.904390005193015
117,83.48,929,885,1162,339,1915,2083,8581.0,79.20270935646909,10.904390005193017
118,78.325,1098,812,1331,267,1843,2252,8581.0,79.20371841744202,10.904390005193017
119,114.13,1098,812,1331,267,1843,2252,8581.0,79.20472747841495,10.904390005193015
120,102.462,689,503,1820,485,1089,2815,8581.0,79.20876372230664,10.904390005193015
121,125.56,442,857,2174,840,1393,3169,8581.0,79.21179090522541,10.904390005193017
122,25.695,442,857,2174,840,1393,3169,8581.0,79.21279996619835,10.904390005193013
123,26.495,747,1189,705,664,2324,530,8581.0,79.18945766665834,10.90357557639416
124,62.62,610,1053,568,527,2187,342,8581.0,79.19046672592512,10.90357557639416
125,83.0,555,998,513,472,2132,397,8581.0,79.19147578519188,10.903575576394157
126,0.0,802,1245,760,719,2379,529,8581.0,79.19248484445863,10.90357557639416
127,55.547,367,367,560,475,1764,1481,8581.0,79.19551202225892,10.903575576394157
128,67.455,351,351,544,459,1748,1464,8581.0,79.19652108152569,10.90357557639416
129,43.798,478,478,711,626,1874,1632,8581.0,79.19753014079247,10.90357557639416
130,140.305,478,478,711,626,1874,1632,8581.0,79.1985392000592,10.903575576394157
131,150.536,571,571,804,720,1968,1725,8581.0,79.19954825932601,10.903575576394163
132,128.197,568,568,801,607,1965,1722,8581.0,79.20055731859276,10.90357557639416
133,106.218,890,890,1123,580,2156,2044,8581.0,79.2015663778595,10.90357557639416
134,147.019,831,831,1064,517,2093,1985,8581.0,79.20257543712627,10.90357557639416
135,92.831,957,913,1190,367,1943,2111,8581.0,79.20358449639303,10.90357557639416
136,2.717,1103,855,1337,310,1886,2257,8581.0,79.20459355565978,10.903575576394157
137,140.345,689,503,1820,485,1089,2815,8581.0,79.20862979272687,10.90357557639416
138,153.093,415,830,2147,813,1392,3143,8581.0,79.21165697052712,10.90357557639416
139,122.642,442,857,2174,840,1393,3169,8581.0,79.2126660297939,10.90357557639416
140,0.0,1175,1617,1133,1092,2752,958,8581.0,79.1852875498863,10.902761148448347
141,0.04,747,1189,705,664,2324,530,8581.0,79.18932378012923,10.902761148448347
142,10.27,655,1098,613,572,2232,438,8581.0,79.19033283768995,10.902761148448347
143,2.917,536,979,494,453,2113,416,8581.0,79.1913418952507,10.902761148448347
144,139.067,351,351,544,459,1748,1464,8581.0,79.19537812549365,10.902761148448349
145,146.26,351,351,544,459,1748,1464,8581.0,79.19638718305437,10.902761148448347
146,100.144,146,146,379,294,1542,1300,8581.0,79.1973962406151,10.902761148448347
