,POP_2015,active_living,community_space,health_wellbeing,mobility,nightlife,ID_HDC_G0,lng,lat
351,100.143,484,242,105,131,2883,9494.0,87.03516564272779,23.242361522277523
352,132.162,366,268,183,282,2881,9494.0,87.03621702698203,23.24236152227753
353,125.222,343,343,317,416,2770,9494.0,87.03726841123628,23.242361522277523
354,159.526,146,208,545,644,2576,9494.0,87.03831979549054,23.242361522277534
355,207.445,139,219,471,713,2486,9494.0,87.03937117974478,23.24236152227753
356,149.336,222,302,382,797,2402,9494.0,87.04042256399903,23.24236152227753
357,163.786,283,335,265,872,2286,9494.0,87.04147394825324,23.242361522277523
358,198.397,93,145,75,685,2096,9494.0,87.0425253325075,23.242361522277523
359,167.256,71,76,116,594,2004,9494.0,87.04357671676173,23.24236152227753
360,189.173,181,99,242,537,1947,9494.0,87.044628101016,23.242361522277534
361,157.857,255,99,341,582,1993,9494.0,87.04567948527024,23.242361522277523
362,38.037,313,157,407,589,2000,9494.0,87.04673086952448,23.242361522277527
363,25.651,1045,394,122,394,1260,9494.0,87.0477822537787,23.24236152227753
364,151.883,1193,542,270,542,1210,9494.0,87.04883363803297,23.24236152227753
365,177.797,1151,500,228,500,970,9494.0,87.04988502228721,23.24236152227753
366,184.386,1261,610,325,610,911,9494.0,87.05093640654145,23.242361522277534
367,67.992,1277,632,310,632,892,9494.0,87.05198779079569,23.242361522277534
368,8.96,1289,734,462,734,876,9494.0,87.05303917504996,23.24236152227753
369,110.245,1141,988,315,988,728,9494.0,87.0540905593042,23.242361522277534
370,195.718,1088,935,301,975,675,9494.0,87.05514194355844,23.242361522277534
371,4.744,975,838,352,1054,556,9494.0,87.0561933278127,23.242361522277527
372,191.194,1041,971,426,1630,687,9494.0,87.05829609632116,23.24236152227753
373,187.372,979,909,364,1665,625,9494.0,87.0593474805754,23.242361522277534
374,53.805,823,935,348,1787,651,9494.0,87.06039886482965,23.242361522277534
375,30.219,379,999,288,1851,715,9494.0,87.0614502490839,23.242361522277527
376,163.742,323,1054,388,1951,814,9494.0,87.06250163333814,23.242361522277523
377,213.901,387,998,443,2039,903,9494.0,87.06355301759238,23.242361522277527
378,109.279,510,874,321,2136,1000,9494.0,87.06460440184665,23.242361522277527
379,147.14,695,847,315,2257,1120,9494.0,87.06565578610089,23.24236152227753
380,150.609,654,857,329,2329,1192,9494.0,87.06670717035513,23.242361522277534
381,218.821,683,849,413,2587,1448,9494.0,87.06775855460936,23.24236152227753
382,153.947,753,896,487,2661,1522,9494.0,87.06880993886361,23.242361522277527
383,188.47,970,826,417,2866,1727,9494.0,87.06986132311785,23.242361522277534
384,167.607,955,885,476,2863,1724,9494.0,87.07091270737212,23.242361522277534
385,81.08,1017,937,528,2925,1786,9494.0,87.07196409162636,23.242361522277527
386,0.0,1123,967,578,3031,1893,9494.0,87.07301547588058,23.242361522277534
387,30.57,2226,1760,1606,4127,2995,9494.0,87.07406686013485,23.242361522277527
388,21.654,2189,1723,1569,4090,2958,9494.0,87.07511824438909,23.242361522277534
389,158.252,869,366,490,599,3268,9494.0,87.03167377339425,23.241526200334906
390,183.156,770,240,414,473,3193,9494.0,87.03272515356872,23.241526200334903
391,177.534,690,195,383,195,3161,9494.0,87.03377653374321,23.241526200334903
392,117.887,596,136,217,96,2996,9494.0,87.03482791391768,23.241526200334906
393,145.646,486,123,305,386,2900,9494.0,87.03587929409217,23.241526200334903
394,62.457,498,107,321,371,2912,9494.0,87.03693067426664,23.241526200334906
395,89.953,261,248,432,511,2675,9494.0,87.03798205444112,23.241526200334903
396,257.999,232,312,546,709,2567,9494.0,87.03903343461562,23.241526200334903
397,177.753,258,334,451,801,2472,9494.0,87.04008481479009,23.24152620033491
398,140.376,289,322,272,876,2292,9494.0,87.04113619496458,23.241526200334903
399,205.864,188,241,171,764,2175,9494.0,87.04218757513907,23.241526200334906
400,175.338,157,209,204,709,2120,9494.0,87.04323895531353,23.241526200334903
401,151.927,77,132,208,696,2107,9494.0,87.04429033548801,23.241526200334906
402,217.898,190,54,345,636,2047,9494.0,87.04534171566252,23.241526200334903
403,198.748,301,169,421,624,2035,9494.0,87.046393095837,23.241526200334906
404,100.055,357,263,529,699,2110,9494.0,87.04744447601148,23.24152620033491
405,48.929,1333,682,409,682,1151,9494.0,87.04849585618595,23.241526200334903
406,206.654,1263,612,340,612,1082,9494.0,87.04954723636043,23.241526200334906
407,194.092,1252,627,355,627,1057,9494.0,87.05059861653493,23.241526200334906
408,197.87,1125,669,159,669,745,9494.0,87.0516499967094,23.241526200334903
409,150.609,1086,764,119,764,703,9494.0,87.0527013768839,23.241526200334906
410,191.808,1054,874,143,874,669,9494.0,87.05375275705838,23.241526200334903
411,173.405,1001,864,175,951,616,9494.0,87.05480413723284,23.24152620033491
412,108.005,975,838,352,1054,556,9494.0,87.05585551740735,23.241526200334906
413,55.913,923,733,459,1161,449,9494.0,87.05690689758183,23.241526200334906
414,97.068,1093,1023,478,1709,739,9494.0,87.0579582777563,23.2415262003349
415,138.179,979,909,364,1665,625,9494.0,87.05900965793077,23.241526200334903
416,44.889,702,842,255,1695,558,9494.0,87.06006103810526,23.241526200334906
417,34.874,483,895,184,1747,611,9494.0,87.06111241827975,23.241526200334903
418,172.219,446,950,274,1862,726,9494.0,87.06216379845422,23.241526200334906
419,205.249,486,954,320,1927,790,9494.0,87.06321517862871,23.241526200334903
420,172.307,583,855,253,2097,961,9494.0,87.06426655880318,23.241526200334903
421,214.033,654,788,256,2216,1079,9494.0,87.06531793897769,23.241526200334906
422,172.483,772,761,233,2380,1243,9494.0,87.06636931915217,23.24152620033491
423,177.666,806,862,334,2485,1347,9494.0,87.06742069932665,23.241526200334906
424,162.381,788,738,329,2671,1532,9494.0,87.06847207950112,23.241526200334903
425,240.957,960,724,315,2843,1705,9494.0,87.06952345967561,23.241526200334906
426,77.786,1040,803,395,2923,1784,9494.0,87.0705748398501,23.241526200334903
427,80.817,1123,967,578,3031,1893,9494.0,87.07162622002457,23.241526200334903
428,59.163,1137,953,591,3038,1906,9494.0,87.07267760019906,23.241526200334903
429,16.69,2226,1760,1606,4127,2995,9494.0,87.07372898037353,23.241526200334903
430,141.122,2015,1548,1394,3915,2784,9494.0,87.07478036054803,23.241526200334906
431,61.886,874,360,495,594,3274,9494.0,87.03133607263177,23.240690880381045
432,205.073,853,289,583,522,3361,9494.0,87.03238744872668,23.240690880381045
433,134.534,720,156,496,389,3274,9494.0,87.0334388248216,23.240690880381045
434,165.719,638,63,402,296,3181,9494.0,87.03449020091652,23.240690880381038
435,119.029,541,98,341,235,3119,9494.0,87.03554157701143,23.240690880381045
436,175.513,487,22,392,295,2901,9494.0,87.03659295310635,23.24069088038104
437,214.297,360,149,459,413,2774,9494.0,87.03764432920126,23.240690880381038
438,130.098,325,327,592,652,2645,9494.0,87.03869570529618,23.240690880381045
439,56.133,347,272,600,668,2620,9494.0,87.03974708139107,23.240690880381038
440,66.103,321,293,402,864,2422,9494.0,87.04079845748599,23.240690880381045
441,157.154,339,253,371,919,2330,9494.0,87.0418498335809,23.240690880381038
442,176.348,240,251,332,820,2231,9494.0,87.0429012096758,23.240690880381038
443,143.801,46,145,296,784,2195,9494.0,87.04395258577073,23.240690880381038
444,150.214,44,76,330,794,2205,9494.0,87.04500396186562,23.24069088038104
445,206.786,203,164,488,723,2134,9494.0,87.04605533796055,23.240690880381038
446,160.316,229,254,553,777,2187,9494.0,87.04710671405545,23.240690880381038
447,40.189,313,385,683,870,2281,9494.0,87.04815809015038,23.24069088038104
448,84.375,1361,710,437,710,1179,9494.0,87.04920946624529,23.240690880381045
449,189.173,1405,754,482,754,1223,9494.0,87.0502608423402,23.240690880381038
450,163.962,1146,733,365,733,951,9494.0,87.0513122184351,23.24069088038104
451,105.809,1062,729,95,729,681,9494.0,87.05236359453002,23.240690880381045
452,217.986,982,811,13,811,599,9494.0,87.05341497062493,23.24069088038104
453,139.321,860,724,109,934,476,9494.0,87.05446634671985,23.24069088038104
454,95.575,797,660,175,1000,410,9494.0,87.05551772281474,23.24069088038104
455,23.015,782,592,277,1102,308,9494.0,87.05656909890965,23.24069088038104
456,135.061,737,791,204,1644,507,9494.0,87.0586718510995,23.240690880381045
457,112.705,719,776,190,1629,492,9494.0,87.05972322719438,23.240690880381045
458,99.22,595,825,200,1678,541,9494.0,87.0607746032893,23.24069088038104
459,221.588,553,895,184,1777,640,9494.0,87.06182597938422,23.240690880381038
460,222.73,599,874,263,1881,744,9494.0,87.06287735547915,23.24069088038104
461,234.018,658,792,167,2031,895,9494.0,87.06392873157407,23.24069088038104
462,198.441,713,695,150,2199,1063,9494.0,87.06498010766897,23.240690880381045
463,171.297,763,621,89,2240,1102,9494.0,87.06603148376387,23.240690880381045
464,246.184,888,624,185,2449,1310,9494.0,87.06708285985879,23.240690880381045
465,183.595,983,612,174,2579,1440,9494.0,87.06813423595368,23.24069088038104
466,191.589,943,582,173,2709,1570,9494.0,87.06918561204859,23.240690880381045
467,126.364,1047,730,321,2857,1718,9494.0,87.07023698814349,23.24069088038104
468,173.054,1168,852,443,2978,1840,9494.0,87.07128836423843,23.24069088038104
469,82.442,1189,873,464,2999,1861,9494.0,87.07233974033335,23.240690880381045
470,33.293,1263,845,653,3163,2032,9494.0,87.07339111642824,23.240690880381045
471,154.562,884,297,656,587,3435,9494.0,87.03204975969274,23.239855562415844
472,114.637,780,199,556,450,3334,9494.0,87.03310113170829,23.239855562415848
473,148.238,571,27,403,297,3181,9494.0,87.0341525037238,23.239855562415844
474,129.0,465,118,419,312,3069,9494.0,87.03520387573934,23.239855562415844
475,80.378,431,98,451,345,3018,9494.0,87.03625524775487,23.239855562415844
476,158.823,346,181,549,443,2882,9494.0,87.03730661977039,23.239855562415848
477,46.206,328,271,664,558,2755,9494.0,87.03835799178592,23.239855562415848
478,139.805,332,183,511,757,2532,9494.0,87.03940936380147,23.239855562415848
479,162.073,304,155,540,786,2561,9494.0,87.040460735817,23.239855562415848
480,162.512,284,135,444,1012,2453,9494.0,87.04151210783252,23.239855562415844
481,185.044,311,162,526,1014,2425,9494.0,87.04256347984806,23.239855562415844
482,161.941,125,161,403,891,2302,9494.0,87.04361485186358,23.239855562415844
483,143.626,83,118,372,854,2257,9494.0,87.04466622387912,23.239855562415844
484,173.844,82,272,550,841,2236,9494.0,87.04571759589464,23.239855562415844
485,230.021,161,303,597,852,2230,9494.0,87.04676896791017,23.239855562415844
486,181.091,310,459,757,945,2210,9494.0,87.04782033992572,23.239855562415844
487,81.124,343,502,800,988,2167,9494.0,87.04887171194125,23.239855562415844
488,139.629,1527,876,604,876,1346,9494.0,87.04992308395677,23.239855562415848
489,218.645,1300,828,448,828,1112,9494.0,87.05097445597231,23.239855562415848
490,147.93,935,799,154,893,740,9494.0,87.05202582798783,23.239855562415844
491,183.946,900,763,119,890,705,9494.0,87.05307720000337,23.239855562415844
492,179.51,771,634,215,1020,616,9494.0,87.05412857201891,23.239855562415844
493,179.774,797,632,203,1028,382,9494.0,87.05517994403442,23.239855562415848
494,152.893,762,572,295,1125,288,9494.0,87.05623131604996,23.23985556241584
495,46.162,743,553,354,1263,269,9494.0,87.05728268806551,23.239855562415848
496,110.684,826,636,226,1389,352,9494.0,87.05833406008102,23.239855562415848
497,190.886,713,668,115,1521,384,9494.0,87.05938543209655,23.239855562415844
498,159.833,684,747,15,1600,463,9494.0,87.06043680411211,23.239855562415848
499,127.418,661,875,114,1727,591,9494.0,87.06148817612763,23.23985556241584
500,101.987,612,894,238,1844,708,9494.0,87.06253954814315,23.239855562415844
501,208.104,733,677,168,2051,915,9494.0,87.0635909201587,23.239855562415848
502,166.334,825,615,33,2120,983,9494.0,87.06464229217423,23.239855562415844
503,216.668,827,594,121,2272,1134,9494.0,87.06569366418975,23.239855562415848
504,204.809,950,554,137,2404,1265,9494.0,87.06674503620528,23.239855562415844
505,182.058,1009,517,82,2497,1359,9494.0,87.0677964082208,23.239855562415844
506,134.446,1047,484,44,2625,1486,9494.0,87.06884778023633,23.239855562415844
507,118.239,1079,447,38,2659,1521,9494.0,87.06989915225186,23.239855562415848
508,98.781,1351,724,532,3135,1996,9494.0,87.07200189628296,23.239855562415844
509,69.529,1342,748,556,3159,2021,9494.0,87.07305326829847,23.239855562415848
510,74.404,1458,1024,849,3358,2227,9494.0,87.074104640314,23.23985556241584
511,74.844,871,272,715,609,3493,9494.0,87.03171208646637,23.239020246439217
512,36.06,798,199,644,538,3422,9494.0,87.0327634544027,23.239020246439217
513,42.868,677,77,523,416,3301,9494.0,87.03381482233904,23.239020246439214
514,94.477,459,152,498,392,3112,9494.0,87.03486619027538,23.239020246439217
515,162.82,383,149,572,466,3049,9494.0,87.03591755821174,23.239020246439217
516,151.707,278,251,610,504,2919,9494.0,87.03696892614806,23.239020246439217
517,166.861,214,318,675,569,2805,9494.0,87.0380202940844,23.239020246439217
518,123.246,156,305,765,659,2713,9494.0,87.03907166202077,23.23902024643922
519,170.287,260,111,583,829,2604,9494.0,87.0401230299571,23.23902024643922
520,160.009,172,23,551,941,2537,9494.0,87.04117439789344,23.239020246439217
521,170.374,255,119,580,1067,2451,9494.0,87.04222576582977,23.239020246439217
522,197.255,224,59,528,1016,2353,9494.0,87.04327713376611,23.23902024643922
523,93.335,226,0,549,1037,2312,9494.0,87.04432850170247,23.23902024643921
524,104.315,50,266,519,975,2130,9494.0,87.04537986963881,23.239020246439217
525,126.628,205,374,674,959,2171,9494.0,87.04643123757516,23.23902024643922
526,165.236,320,438,789,1070,2171,9494.0,87.0474826055115,23.239020246439214
527,99.572,370,485,827,1015,2140,9494.0,87.04853397344783,23.239020246439217
528,90.041,1527,876,604,876,1346,9494.0,87.05063670932054,23.239020246439217
529,43.878,1007,870,226,993,812,9494.0,87.05168807725688,23.23902024643922
530,54.2,687,550,175,1114,702,9494.0,87.05273944519321,23.239020246439217
531,173.581,687,550,154,1108,597,9494.0,87.05379081312957,23.23902024643922
532,197.035,621,484,65,1170,515,9494.0,87.05484218106591,23.239020246439217
533,148.018,713,576,157,1245,423,9494.0,87.05589354900222,23.239020246439217
534,68.65,474,284,479,1410,0,9494.0,87.05694491693858,23.239020246439217
535,103.305,826,636,226,1389,352,9494.0,87.05799628487493,23.23902024643922
536,95.619,768,578,184,1434,294,9494.0,87.05904765281126,23.239020246439217
537,117.229,819,735,166,1590,451,9494.0,87.06009902074761,23.239020246439217
538,254.925,833,774,253,1681,544,9494.0,87.06115038868396,23.239020246439214
539,189.876,803,782,334,1953,815,9494.0,87.0622017566203,23.239020246439217
540,199.363,836,706,222,1946,807,9494.0,87.06325312455664,23.239020246439217
541,154.914,811,578,68,2082,944,9494.0,87.064304492493,23.239020246439217
542,211.574,950,487,149,2221,1083,9494.0,87.06535586042932,23.239020246439217
543,166.553,987,398,215,2384,1246,9494.0,87.06640722836566,23.239020246439217
544,208.279,1052,410,112,2521,1383,9494.0,87.06745859630202,23.239020246439217
545,115.647,1082,421,49,2591,1452,9494.0,87.06850996423834,23.23902024643922
546,202.701,1061,404,82,2703,1564,9494.0,87.06956133217469,23.239020246439217
547,146.393,1057,396,233,2807,1669,9494.0,87.07061270011104,23.239020246439217
548,159.526,1318,657,465,3068,1930,9494.0,87.07166406804738,23.239020246439217
549,88.679,1303,643,451,3054,1915,9494.0,87.07271543598372,23.239020246439217
550,57.933,1458,1024,849,3358,2227,9494.0,87.07376680392005,23.239020246439217
551,12.123,876,276,690,615,3500,9494.0,87.0324257929044,23.238184932451087
552,61.403,585,44,588,497,3252,9494.0,87.0345285206191,23.238184932451087
553,162.908,420,120,609,503,3086,9494.0,87.03557988447645,23.238184932451084
554,179.818,347,227,603,595,3014,9494.0,87.0366312483338,23.238184932451087
555,191.413,243,331,688,594,2914,9494.0,87.03768261219116,23.23818493245109
556,54.332,83,420,668,693,2863,9494.0,87.03873397604849,23.23818493245109
557,49.588,0,149,723,815,2557,9494.0,87.03978533990582,23.238184932451084
558,169.672,82,91,674,898,2516,9494.0,87.04083670376316,23.238184932451087
559,156.275,181,53,649,996,2384,9494.0,87.04188806762053,23.238184932451087
560,184.43,203,71,673,1072,2289,9494.0,87.04293943147786,23.238184932451087
561,157.813,140,45,636,1124,2225,9494.0,87.0439907953352,23.238184932451087
562,163.347,72,133,695,1150,2157,9494.0,87.04504215919255,23.238184932451087
563,155.748,137,266,606,1061,2043,9494.0,87.04609352304989,23.238184932451084
564,101.109,212,236,681,1136,1968,9494.0,87.04714488690723,23.238184932451087
565,74.492,509,300,978,1210,1945,9494.0,87.04819625076458,23.238184932451084
566,104.491,523,333,986,1176,1978,9494.0,87.04924761462193,23.23818493245109
567,204.326,596,459,143,1209,611,9494.0,87.05345307005132,23.23818493245109
568,256.55,528,391,33,1269,542,9494.0,87.05450443390866,23.238184932451087
569,179.159,687,550,131,1271,453,9494.0,87.05555579776599,23.238184932451084
570,132.118,474,284,479,1410,0,9494.0,87.05660716162333,23.238184932451087
571,53.014,474,284,479,1410,0,9494.0,87.05765852548069,23.23818493245109
572,196.903,905,985,633,2053,913,9494.0,87.058709889338,23.238184932451084
573,50.555,905,985,633,2053,913,9494.0,87.05976125319538,23.238184932451087
574,166.729,733,780,285,1707,567,9494.0,87.06081261705272,23.238184932451084
575,112.968,844,666,331,1819,680,9494.0,87.06186398091006,23.238184932451087
576,173.185,879,706,273,1878,739,9494.0,87.06291534476742,23.238184932451087
577,183.859,973,527,300,1958,819,9494.0,87.06396670862476,23.23818493245109
578,216.756,970,419,206,2241,1103,9494.0,87.06501807248209,23.238184932451087
579,138.267,983,351,273,2309,1170,9494.0,87.06606943633943,23.238184932451084
580,191.545,966,306,201,2477,1338,9494.0,87.06712080019679,23.238184932451087
581,144.943,996,335,135,2542,1404,9494.0,87.0681721640541,23.238184932451084
582,123.773,953,292,194,2702,1563,9494.0,87.06922352791148,23.23818493245109
583,131.899,1009,349,190,2760,1622,9494.0,87.0702748917688,23.238184932451087
584,199.539,1217,556,383,2968,1829,9494.0,87.07132625562616,23.238184932451087
585,59.207,1330,672,518,3083,1944,9494.0,87.07237761948352,23.238184932451087
586,136.994,1500,846,692,3258,2119,9494.0,87.07342898334085,23.238184932451087
587,99.352,1528,869,715,3280,2142,9494.0,87.07448034719819,23.23818493245109
588,10.366,1761,1195,1041,3606,2468,9494.0,87.07553171105555,23.238184932451087
589,19.282,1761,1195,1041,3606,2468,9494.0,87.07658307491288,23.238184932451084
590,163.039,1863,1371,1184,3764,2633,9494.0,87.07763443877023,23.23818493245109
591,41.375,1954,1461,1182,3854,2723,9494.0,87.07868580262758,23.238184932451084
592,0.439,1954,1461,1182,3854,2723,9494.0,87.07973716648492,23.238184932451087
593,8.609,2831,2339,967,4732,3600,9494.0,87.08394262191429,23.238184932451084
594,64.083,2830,2338,966,4731,3599,9494.0,87.08499398577165,23.23818493245109
595,47.743,567,26,591,515,3234,9494.0,87.03419086676999,23.237349620451347
596,72.164,541,0,618,542,3207,9494.0,87.03524222654853,23.237349620451354
597,164.665,442,178,539,681,3108,9494.0,87.03629358632708,23.237349620451354
598,100.494,224,392,644,673,2993,9494.0,87.0373449461056,23.237349620451347
599,125.178,109,457,587,782,2889,9494.0,87.03839630588413,23.23734962045135
600,108.839,29,344,660,806,2750,9494.0,87.03944766566268,23.237349620451354
601,153.333,102,272,626,878,2678,9494.0,87.0404990254412,23.237349620451354
602,183.375,195,192,764,1022,2576,9494.0,87.04155038521974,23.237349620451358
603,117.799,193,93,692,1180,2278,9494.0,87.04260174499828,23.23734962045135
604,142.659,111,60,724,1212,2197,9494.0,87.04365310477682,23.237349620451347
605,142.176,28,94,751,1223,2113,9494.0,87.04470446455535,23.237349620451354
606,114.813,81,199,836,1292,2007,9494.0,87.04575582433391,23.23734962045135
607,85.736,301,147,770,1225,1879,9494.0,87.04680718411244,23.237349620451347
608,157.154,353,163,822,1278,1868,9494.0,87.04785854389095,23.237349620451358
609,165.367,482,272,951,1237,1917,9494.0,87.04890990366951,23.23734962045135
610,36.675,620,191,1090,1326,1836,9494.0,87.04996126344805,23.237349620451347
611,181.926,513,490,317,1552,641,9494.0,87.05311534278367,23.237349620451354
612,172.219,443,312,139,1363,463,9494.0,87.05416670256221,23.237349620451358
613,155.66,395,206,269,1504,301,9494.0,87.05521806234074,23.237349620451354
614,199.231,374,185,290,1525,280,9494.0,87.05626942211927,23.237349620451347
615,75.195,308,117,404,1576,166,9494.0,87.05732078189781,23.237349620451358
616,13.572,733,780,287,1707,567,9494.0,87.06047486123342,23.237349620451354
617,53.19,646,726,374,1794,654,9494.0,87.06152622101196,23.237349620451354
618,138.004,973,527,300,1958,819,9494.0,87.06257758079052,23.23734962045135
619,92.939,1021,480,347,2005,867,9494.0,87.06362894056905,23.237349620451354
620,51.433,1018,386,351,2099,961,9494.0,87.06468030034756,23.237349620451347
621,152.059,897,265,365,2221,1082,9494.0,87.06573166012612,23.237349620451354
622,198.353,797,153,354,2353,1214,9494.0,87.06678301990465,23.237349620451347
623,104.096,880,220,269,2494,1356,9494.0,87.06783437968319,23.237349620451354
624,163.742,856,196,289,2607,1468,9494.0,87.06888573946172,23.23734962045135
625,137.345,935,307,362,2718,1579,9494.0,87.06993709924026,23.237349620451354
626,53.102,1093,432,279,2844,1705,9494.0,87.07098845901879,23.237349620451354
627,164.665,1267,733,584,3125,1985,9494.0,87.07203981879732,23.237349620451347
628,173.054,1422,810,656,3221,2082,9494.0,87.07309117857588,23.237349620451354
629,127.375,1472,906,752,3317,2178,9494.0,87.0741425383544,23.23734962045135
630,121.709,1761,1195,1041,3606,2468,9494.0,87.07519389813295,23.237349620451358
631,132.03,1816,1280,940,3677,2536,9494.0,87.0762452579115,23.237349620451354
632,146.656,1923,1431,1138,3824,2692,9494.0,87.07729661769002,23.237349620451347
633,194.751,2007,1480,1109,3872,2732,9494.0,87.07834797746857,23.237349620451354
634,104.886,2027,1506,1135,3898,2758,9494.0,87.0793993372471,23.237349620451347
635,57.319,2191,1698,995,4091,2960,9494.0,87.08045069702564,23.237349620451354
636,9.355,2191,1698,995,4091,2960,9494.0,87.08150205680417,23.237349620451354
637,0.0,2735,2242,870,4635,3504,9494.0,87.08360477636124,23.23734962045135
638,14.319,2735,2242,870,4635,3504,9494.0,87.0846561361398,23.237349620451354
639,73.35,453,209,408,698,3267,9494.0,87.03490458442748,23.236514310439933
640,148.457,498,176,469,698,3205,9494.0,87.03595594012738,23.23651431043993
641,39.969,464,235,436,762,3173,9494.0,87.03700729582734,23.23651431043993
642,9.619,81,456,598,837,2862,9494.0,87.03805865152724,23.23651431043994
643,124.476,120,363,535,928,2769,9494.0,87.03911000722714,23.236514310439933
644,138.75,31,335,637,994,2720,9494.0,87.04016136292707,23.236514310439933
645,184.737,72,264,670,1031,2648,9494.0,87.041212718627,23.236514310439933
646,149.863,226,348,729,1143,2520,9494.0,87.04226407432692,23.236514310439937
647,182.146,262,126,810,1298,2348,9494.0,87.04331543002684,23.236514310439933
648,124.827,160,261,914,1383,2093,9494.0,87.04436678572675,23.23651431043993
649,124.08,151,269,818,1374,1973,9494.0,87.04541814142668,23.236514310439933
650,115.559,323,125,792,1248,1857,9494.0,87.04646949712661,23.236514310439937
651,70.978,323,125,792,1248,1857,9494.0,87.04752085282652,23.236514310439937
652,154.211,507,90,988,1420,1735,9494.0,87.04857220852644,23.236514310439937
653,155.66,620,191,1090,1360,1836,9494.0,87.04962356422638,23.236514310439933
654,35.006,556,234,966,1628,1527,9494.0,87.0506749199263,23.236514310439937
655,223.433,490,467,294,1530,619,9494.0,87.05277763132612,23.23651431043993
656,234.896,340,388,215,1450,539,9494.0,87.05382898702608,23.236514310439933
657,175.382,327,138,280,1515,326,9494.0,87.05488034272595,23.23651431043994
658,179.642,323,134,285,1520,331,9494.0,87.0559316984259,23.236514310439933
659,160.799,241,50,387,1619,233,9494.0,87.05698305412582,23.236514310439933
660,110.684,280,113,493,1728,357,9494.0,87.05803440982574,23.236514310439933
661,40.892,506,586,414,1934,794,9494.0,87.06223983262541,23.23651431043993
662,108.356,506,586,414,1934,794,9494.0,87.06329118832534,23.236514310439937
663,58.636,402,482,310,2038,898,9494.0,87.06434254402527,23.236514310439933
664,67.465,742,211,425,2499,1361,9494.0,87.06539389972518,23.23651431043993
665,244.954,743,131,425,2397,1258,9494.0,87.06644525542512,23.236514310439933
666,204.195,689,28,372,2462,1323,9494.0,87.06749661112505,23.236514310439933
667,161.283,755,95,376,2506,1367,9494.0,87.06854796682495,23.236514310439933
668,115.779,935,308,374,2719,1581,9494.0,87.06959932252488,23.23651431043993
669,82.266,1132,601,716,2993,1853,9494.0,87.07065067822481,23.23651431043994
670,159.482,1196,665,680,3057,1917,9494.0,87.07170203392471,23.236514310439933
671,209.114,1320,788,650,3180,2040,9494.0,87.07275338962462,23.236514310439933
672,139.673,1480,913,760,3325,2186,9494.0,87.07380474532454,23.236514310439933
673,105.677,1625,1059,905,3470,2332,9494.0,87.07485610102448,23.236514310439933
674,141.034,1742,1211,841,3603,2463,9494.0,87.0759074567244,23.236514310439933
675,157.769,1807,1276,906,3668,2528,9494.0,87.07695881242434,23.236514310439933
676,156.671,1928,1396,1025,3788,2648,9494.0,87.07801016812425,23.236514310439933
677,207.708,2000,1469,1085,3861,2721,9494.0,87.07906152382415,23.236514310439933
678,104.008,2116,1585,980,3977,2837,9494.0,87.08011287952408,23.236514310439937
679,73.438,2191,1698,995,4091,2960,9494.0,87.081164235224,23.23651431043993
680,6.325,2421,1929,764,4322,3190,9494.0,87.08326694662384,23.236514310439933
681,0.0,2617,2124,752,4517,3386,9494.0,87.08431830232378,23.236514310439933
682,57.846,675,481,371,935,3539,9494.0,87.03351560649128,23.235679002416727
683,177.709,588,394,283,883,3451,9494.0,87.03456695811279,23.23567900241673
684,132.865,396,279,338,768,3262,9494.0,87.03561830973428,23.235679002416727
685,91.27,350,335,316,846,3210,9494.0,87.0366696613558,23.23567900241673
686,87.713,333,577,312,1081,2997,9494.0,87.03772101297727,23.23567900241673
687,98.693,298,541,357,1105,2946,9494.0,87.03877236459878,23.23567900241673
688,163.215,95,405,605,1057,2790,9494.0,87.03982371622027,23.23567900241673
689,198.968,153,372,567,1115,2714,9494.0,87.04087506784175,23.235679002416727
690,220.314,214,380,669,1173,2534,9494.0,87.04192641946327,23.23567900241673
691,152.542,326,278,733,1243,2451,9494.0,87.04297777108476,23.23567900241673
692,39.925,190,308,957,1413,2099,9494.0,87.04402912270626,23.235679002416727
693,114.286,250,254,710,1473,2052,9494.0,87.04508047432776,23.235679002416727
694,79.719,347,201,771,1570,1859,9494.0,87.04613182594923,23.235679002416724
695,118.81,286,141,832,1509,1798,9494.0,87.04718317757074,23.235679002416738
696,156.231,351,70,917,1450,1654,9494.0,87.04823452919223,23.23567900241673
697,162.029,503,151,994,1516,1639,9494.0,87.04928588081374,23.23567900241673
698,148.94,489,167,921,1695,1481,9494.0,87.05033723243524,23.235679002416735
699,58.768,489,167,900,1695,1460,9494.0,87.05138858405672,23.235679002416727
700,263.27,321,490,324,1559,648,9494.0,87.05349128729974,23.23567900241673
701,171.736,268,458,378,1613,702,9494.0,87.0545426389212,23.23567900241673
702,187.855,227,138,380,1615,423,9494.0,87.0555939905427,23.235679002416727
703,129.131,164,65,480,1716,346,9494.0,87.05664534216423,23.235679002416735
704,40.716,280,113,493,1728,357,9494.0,87.05769669378572,23.235679002416738
705,12.869,402,482,310,2038,898,9494.0,87.0629534518932,23.235679002416735
706,119.644,330,410,238,2110,970,9494.0,87.06400480351468,23.23567900241673
707,135.588,383,357,291,2163,1023,9494.0,87.06505615513616,23.235679002416735
708,190.886,655,123,338,2463,1324,9494.0,87.06610750675767,23.235679002416735
709,233.974,595,64,279,2456,1316,9494.0,87.06715885837917,23.235679002416727
710,191.457,720,189,403,2580,1440,9494.0,87.06821021000067,23.235679002416727
