,POP_2015,community_space,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,236.235,2499,2684,1786,2380,6494.0,74.26696520054323,31.818358319751248
1,194.562,2601,2785,1887,2482,6494.0,74.26806891016969,31.818358319751244
2,102.924,1649,1834,0,1530,6494.0,74.25218639090005,31.817497872606676
3,109.87,1762,1947,113,1643,6494.0,74.25329009412619,31.817497872606676
4,100.493,1940,2125,291,1821,6494.0,74.25439379735235,31.817497872606676
5,54.088,1956,2140,306,1836,6494.0,74.2554975005785,31.81749787260668
6,60.86,2005,2189,355,1885,6494.0,74.25660120380466,31.81749787260668
7,24.266,2275,2460,1220,2156,6494.0,74.26432712638771,31.81749787260668
8,122.893,2275,2460,1220,2156,6494.0,74.26543082961386,31.81749787260668
9,146.334,2434,2618,1720,2314,6494.0,74.26653453284001,31.81749787260668
10,157.62,2533,2717,1819,2413,6494.0,74.26763823606616,31.81749787260668
11,154.842,1816,2000,166,1696,6494.0,74.25285952188433,31.816637428489884
12,152.672,1816,2000,166,1696,6494.0,74.25396321871047,31.816637428489887
13,67.762,1898,2082,465,1779,6494.0,74.2572743091888,31.816637428489887
14,98.887,2330,2514,1616,2211,6494.0,74.26500018697159,31.816637428489887
15,180.454,2271,2455,1557,2151,6494.0,74.26610388379768,31.816637428489887
16,193.216,2354,2538,1640,2234,6494.0,74.26720758062379,31.816637428489887
17,167.865,308,1015,1349,308,6494.0,74.25132527787292,31.815776987400735
18,103.402,870,1316,681,810,6494.0,74.25242896829927,31.81577698740073
19,152.324,1881,2066,481,1762,6494.0,74.25684373000466,31.815776987400735
20,119.637,2330,2514,1616,2211,6494.0,74.26456956298912,31.815776987400735
21,171.772,2315,2499,1601,2195,6494.0,74.26567325341547,31.81577698740074
22,167.04,2354,2538,1640,2234,6494.0,74.2667769438418,31.815776987400735
23,185.88,1432,1617,33,1313,6494.0,74.25199843337015,31.814916549339117
24,121.59,2009,2193,1295,1889,6494.0,74.26524264169251,31.814916549339117
25,130.88,2095,2280,1395,1976,6494.0,74.26634632571938,31.814916549339117
26,191.002,2180,2364,1484,2061,6494.0,74.26745000974624,31.814916549339117
27,69.238,1893,2077,1179,1773,6494.0,74.2637083710004,31.81405611430492
28,133.05,1888,2073,1184,1769,6494.0,74.26481204862807,31.814056114304915
29,208.627,2312,2497,1616,2193,6494.0,74.26591572625571,31.814056114304915
30,209.061,2180,2364,1484,2061,6494.0,74.2670194038834,31.81405611430492
31,160.355,454,1120,1451,454,6494.0,74.2478264057904,31.813195682298005
32,203.721,0,707,1041,0,6494.0,74.2522410907053,31.813195682298
33,187.269,1154,1339,281,1035,6494.0,74.25334476193404,31.813195682298005
34,178.934,2312,2497,1616,2193,6494.0,74.26438147422131,31.813195682298
35,189.266,2344,2528,1648,2225,6494.0,74.26548514545004,31.813195682298
36,179.455,2270,2455,1574,2151,6494.0,74.26658881667878,31.813195682298005
37,210.537,2323,2508,1627,2204,6494.0,74.2676924879075,31.813195682298005
38,27.001,2063,2247,1366,1943,6494.0,74.26395091847145,31.812335253318253
39,161.397,2235,2419,1539,2116,6494.0,74.26505458330155,31.81233525331826
40,195.083,2206,2391,1510,2087,6494.0,74.2661582481316,31.812335253318256
41,186.531,2288,2472,1591,2168,6494.0,74.26726191296169,31.81233525331826
42,189.049,949,1133,75,829,6494.0,74.25248379706069,31.81147482736556
43,186.878,949,1133,75,829,6494.0,74.25358745549241,31.811474827365565
