,POP_2015,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,0.113,2599,1874,877,2009,6806.0,72.98049914764786,20.781462752296363
1,32.151,2599,1874,877,2009,6806.0,72.98153928189166,20.781462752296367
2,109.842,2480,1298,1153,1408,6806.0,72.9649441411546,20.778143483866007
3,77.719,2447,1265,1186,1375,6806.0,72.9659842612413,20.778143483866007
4,35.245,2420,1238,1221,1348,6806.0,72.96702438132797,20.77814348386601
5,53.388,2447,1265,1186,1375,6806.0,72.96469589008373,20.777313671100263
6,52.656,2366,1185,1167,1294,6806.0,72.96573600663159,20.777313671100263
7,67.283,2511,1329,1312,1439,6806.0,72.96677612317946,20.777313671100266
8,80.363,2019,971,281,1139,6806.0,72.9719767059187,20.777313671100263
9,0.309,2211,1029,1012,1139,6806.0,72.96548776430107,20.776483860071096
10,27.566,2179,997,980,1107,6806.0,72.96652787731027,20.7764838600711
11,112.486,2179,997,980,1107,6806.0,72.96756799031947,20.7764838600711
12,30.857,2019,971,281,1139,6806.0,72.97172844235624,20.776483860071096
13,39.042,2019,971,281,1139,6806.0,72.97276855536542,20.7764838600711
14,40.055,1930,977,82,1050,6806.0,72.97380866837462,20.7764838600711
15,59.52,1995,1043,16,1116,6806.0,72.97484878138378,20.7764838600711
16,0.0,2211,1029,1012,1139,6806.0,72.96523953424938,20.775654050778435
17,3.91,2179,997,980,1107,6806.0,72.9662796437201,20.775654050778435
18,8.832,2179,997,980,1107,6806.0,72.9673197531908,20.77565405077844
19,36.004,1751,799,260,872,6806.0,72.97252030054433,20.775654050778435
20,36.37,1894,942,117,1014,6806.0,72.97356041001503,20.775654050778435
21,116.677,2003,1157,141,1123,6806.0,72.97460051948575,20.775654050778435
22,39.717,1989,1172,133,1109,6806.0,72.97564062895644,20.775654050778435
23,27.932,1973,791,774,900,6806.0,72.96707152834098,20.774824243222177
24,7.313,1973,791,774,900,6806.0,72.9681116342734,20.774824243222174
25,49.42,1817,733,326,928,6806.0,72.97227205800297,20.774824243222177
26,92.177,1751,799,260,872,6806.0,72.97331216393538,20.774824243222174
27,155.55,2017,1143,149,1138,6806.0,72.97435226986777,20.774824243222177
28,38.058,1989,1172,133,1109,6806.0,72.97539237580014,20.774824243222174
29,21.406,1973,791,774,900,6806.0,72.96682331576969,20.773994437402248
30,37.017,1973,791,774,900,6806.0,72.96786341816396,20.77399443740225
31,70.735,1911,607,452,839,6806.0,72.97098372534673,20.773994437402255
32,87.367,1930,683,439,914,6806.0,72.972023827741,20.77399443740225
33,126.156,1643,886,369,763,6806.0,72.97306393013524,20.77399443740225
34,107.535,1767,1044,332,887,6806.0,72.97410403252951,20.77399443740225
35,117.324,1811,1088,327,931,6806.0,72.97514413492377,20.773994437402248
36,22.053,1797,1074,691,917,6806.0,72.97618423731802,20.77399443740225
37,0.253,1534,1203,443,1134,6806.0,72.97722433971231,20.77399443740225
38,8.41,1534,1203,443,1134,6806.0,72.97826444210656,20.773994437402248
39,6.976,1595,1071,647,1338,6806.0,72.97930454450082,20.77399443740225
