,POP_2015,active_living,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,46.363,3321,1068,4325,6579.0,75.38656719131436,32.05940307896219
1,4.877,3321,1068,4325,6579.0,75.38767270398368,32.059403078962184
2,1.336,2399,1388,3471,6579.0,75.39872783067709,32.05940307896219
3,15.744,2399,1388,3471,6579.0,75.39983334334643,32.05940307896219
4,31.408,2102,1278,3173,6579.0,75.40204436868508,32.059403078962184
5,0.0,2102,1278,3173,6579.0,75.40314988135445,32.059403078962184
6,0.02,1901,898,2813,6579.0,75.40646641936246,32.05940307896219
7,2.125,1741,738,2653,6579.0,75.4075719320318,32.059403078962184
8,3.663,1741,738,2653,6579.0,75.40867744470113,32.059403078962184
9,78.135,3321,1068,4325,6579.0,75.38612541683993,32.058541779290834
10,31.914,3321,1068,4325,6579.0,75.38723092303084,32.05854177929084
11,84.166,3149,896,4153,6579.0,75.39165294779444,32.058541779290834
12,52.03,3273,1020,4277,6579.0,75.39275845398534,32.058541779290834
13,11.211,2191,1175,3262,6579.0,75.39939149113074,32.058541779290834
14,3.643,1806,985,2718,6579.0,75.40602452827615,32.058541779290834
15,14.834,1806,985,2718,6579.0,75.40713003446706,32.05854177929084
16,14.611,1696,784,2608,6579.0,75.40823554065794,32.05854177929084
17,50.228,1626,468,2538,6579.0,75.41044655303975,32.05854177929084
18,2.833,1626,468,2538,6579.0,75.41155205923066,32.058541779290834
19,92.564,1471,57,2383,6579.0,75.41486857780336,32.058541779290834
20,52.03,1471,57,2383,6579.0,75.41597408399426,32.058541779290834
21,54.883,3048,795,4052,6579.0,75.39121116006991,32.05768048268112
22,144.675,3227,974,4231,6579.0,75.39231665978267,32.05768048268112
23,51.706,3370,1117,4374,6579.0,75.3934221594954,32.057680482681114
24,54.337,2191,1175,3262,6579.0,75.39894965805911,32.05768048268112
25,50.127,2130,1114,3202,6579.0,75.40005515777186,32.05768048268112
26,0.0,1806,985,2718,6579.0,75.40558265633555,32.05768048268112
27,2.287,1806,985,2718,6579.0,75.40668815604832,32.05768048268112
28,1.477,1604,857,2516,6579.0,75.40779365576105,32.05768048268112
29,73.015,1693,731,2605,6579.0,75.4088991554738,32.05768048268112
30,41.405,1589,631,2500,6579.0,75.41000465518655,32.057680482681114
31,50.471,1518,576,2430,6579.0,75.41111015489928,32.05768048268112
32,55.146,1389,338,2301,6579.0,75.41332115432478,32.05768048268112
33,67.147,1471,57,2383,6579.0,75.4144266540375,32.05768048268112
34,55.369,1413,0,2325,6579.0,75.41553215375025,32.05768048268113
35,25.964,3048,795,4052,6579.0,75.39076939148664,32.05681918913294
36,56.866,2983,730,3987,6579.0,75.3918748847215,32.05681918913293
37,29.0,2983,730,3987,6579.0,75.39298037795638,32.05681918913294
38,22.767,2130,1114,3202,6579.0,75.3985078441307,32.05681918913294
39,37.742,2026,1001,3097,6579.0,75.39961333736557,32.05681918913293
40,34.747,2026,1001,3097,6579.0,75.40071883060043,32.056819189132945
41,11.009,1836,1189,2907,6579.0,75.40182432383529,32.05681918913293
42,9.208,1822,1189,2893,6579.0,75.40292981707016,32.05681918913293
43,12.972,1696,1271,2767,6579.0,75.40403531030502,32.05681918913294
44,5.666,1525,1068,2437,6579.0,75.40624629677475,32.05681918913293
45,7.123,1587,1006,2499,6579.0,75.4073517900096,32.05681918913293
46,40.818,1479,942,2391,6579.0,75.40845728324447,32.05681918913294
47,7.67,1545,650,2457,6579.0,75.40956277647936,32.056819189132945
48,49.156,1434,709,2346,6579.0,75.41066826971422,32.05681918913293
49,72.327,1282,576,2194,6579.0,75.41177376294908,32.05681918913294
50,118.407,1279,410,2191,6579.0,75.41287925618394,32.05681918913293
51,94.406,1292,397,2204,6579.0,75.41398474941882,32.05681918913294
52,32.966,1275,138,2187,6579.0,75.41509024265368,32.05681918913293
53,18.395,2019,994,3090,6579.0,75.39917153610193,32.05595789864615
54,44.825,2012,987,3083,6579.0,75.40027702285921,32.05595789864615
55,0.931,1777,1140,2848,6579.0,75.40248799637375,32.05595789864615
56,14.733,1672,1248,2744,6579.0,75.403593483131,32.05595789864615
57,13.316,1649,1226,2720,6579.0,75.40469896988829,32.05595789864615
58,80.098,1525,1068,2437,6579.0,75.40580445664554,32.05595789864615
59,75.221,1496,1097,2408,6579.0,75.40690994340282,32.05595789864615
60,38.835,1397,962,2309,6579.0,75.40801543016008,32.05595789864615
61,22.18,1306,841,2218,6579.0,75.40912091691736,32.05595789864615
62,54.62,1218,775,2130,6579.0,75.41022640367461,32.05595789864615
63,101.995,1295,603,2207,6579.0,75.41133189043191,32.05595789864615
64,143.926,1202,485,2114,6579.0,75.41243737718915,32.05595789864615
65,121.686,1184,347,2096,6579.0,75.41354286394642,32.05595789864615
66,42.579,1141,272,2053,6579.0,75.4146483507037,32.05595789864615
67,52.799,1251,382,2163,6579.0,75.41575383746095,32.05595789864615
68,22.018,1901,876,2972,6579.0,75.3998352342601,32.055096611220634
69,73.38,1834,809,2905,6579.0,75.40094071454006,32.055096611220634
70,62.087,1871,1004,2943,6579.0,75.40204619482002,32.055096611220634
71,43.024,1560,1315,2631,6579.0,75.40425715537992,32.055096611220634
72,68.948,1474,1293,2545,6579.0,75.40536263565986,32.055096611220634
73,102.622,1367,1255,2438,6579.0,75.4064681159398,32.055096611220634
74,118.954,1333,1009,2245,6579.0,75.40757359621976,32.055096611220634
75,86.696,1333,1009,2245,6579.0,75.40867907649972,32.055096611220634
76,70.445,1119,795,2031,6579.0,75.40978455677966,32.055096611220634
77,111.85,1094,747,2006,6579.0,75.41089003705962,32.055096611220634
78,134.84,1076,607,1988,6579.0,75.41199551733956,32.05509661122063
79,124.316,1074,489,1986,6579.0,75.41310099761952,32.05509661122064
80,73.744,1054,359,1966,6579.0,75.41420647789948,32.055096611220634
81,75.403,1275,406,2187,6579.0,75.41531195817942,32.055096611220634
82,106.993,2694,441,3698,6579.0,75.38944420057604,32.05423532685627
83,45.311,2688,435,3692,6579.0,75.39054967437896,32.05423532685627
84,0.0,1970,919,3041,6579.0,75.39828799099936,32.05423532685627
85,10.22,1883,858,2954,6579.0,75.39939346480227,32.05423532685627
86,51.665,1807,782,2878,6579.0,75.40049893860521,32.05423532685627
87,50.411,1385,1378,2457,6579.0,75.40492083381687,32.05423532685627
88,84.611,1324,1348,2396,6579.0,75.40602630761978,32.05423532685628
89,138.664,1237,1294,2287,6579.0,75.40713178142269,32.054235326856265
90,112.579,1283,1093,2195,6579.0,75.40823725522563,32.05423532685627
91,95.64,1099,905,2011,6579.0,75.40934272902854,32.05423532685628
