,POP_2015,active_living,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,47.907,2764,2016,1043,1701,6594.0,73.47482290259588,27.568496700898297
1,41.58,2738,2053,1016,1738,6594.0,73.47589795249532,27.568496700898297
2,60.527,2369,1920,470,1604,6594.0,73.47734398384533,27.566803145422384
3,69.091,2369,1920,470,1604,6594.0,73.47841902344364,27.566803145422387
4,60.247,2384,1636,663,1320,6594.0,73.47484190403982,27.56595637139911
5,77.917,2328,1643,606,1327,6594.0,73.47591693848786,27.565956371399118
6,70.349,2292,1887,411,1571,6594.0,73.47806700738398,27.56595637139911
7,59.932,2266,1861,405,1545,6594.0,73.47914204183203,27.565956371399118
8,85.398,2384,1636,663,1320,6594.0,73.47448991897303,27.565109599852164
9,83.073,2302,1671,578,1355,6594.0,73.47556494827109,27.565109599852168
10,85.485,2192,1697,467,1382,6594.0,73.47663997756912,27.565109599852168
11,72.149,2148,1697,384,1381,6594.0,73.47771500686716,27.565109599852168
12,59.967,2214,1818,330,1503,6594.0,73.47879003616522,27.565109599852168
13,83.965,2213,1819,224,1504,6594.0,73.48094009476131,27.565109599852168
14,71.118,2213,1819,224,1504,6594.0,73.48201512405934,27.565109599852168
15,60.09,2702,573,571,1163,6594.0,73.46876282870647,27.564262830781445
16,48.432,2702,573,571,1163,6594.0,73.46983785285474,27.56426283078144
17,78.546,2163,1712,438,1396,6594.0,73.47628799774434,27.56426283078144
18,83.79,2110,1705,330,1390,6594.0,73.4773630218926,27.564262830781445
19,79.508,2123,1719,273,1403,6594.0,73.47843804604086,27.564262830781445
20,76.204,2108,1712,181,1397,6594.0,73.47951307018913,27.564262830781445
21,97.475,2090,1696,101,1380,6594.0,73.48058809433739,27.56426283078144
22,63.358,2213,1819,224,1504,6594.0,73.48166311848567,27.56426283078144
23,83.161,2265,1902,436,1587,6594.0,73.4838131667822,27.56426283078144
24,69.248,2265,1902,436,1587,6594.0,73.48488819093043,27.564262830781438
25,58.569,2928,468,688,1392,6594.0,73.4673358814713,27.563416064186846
26,72.359,2928,468,688,1392,6594.0,73.46841090047,27.563416064186836
27,63.498,2194,1265,626,949,6594.0,73.47271097646487,27.563416064186843
28,78.721,1939,1487,411,1172,6594.0,73.4770110524597,27.563416064186843
29,74.649,1903,1498,359,1183,6594.0,73.47808607145843,27.563416064186843
30,72.01,2121,1726,151,1410,6594.0,73.47916109045715,27.563416064186843
31,67.395,2058,1667,0,1351,6594.0,73.48023610945584,27.563416064186843
32,83.86,2058,1667,0,1351,6594.0,73.48131112845456,27.563416064186846
33,72.412,2197,1835,331,1519,6594.0,73.48238614745328,27.563416064186843
34,75.558,2231,1869,384,1553,6594.0,73.48346116645199,27.563416064186846
35,79.578,2265,1902,436,1587,6594.0,73.4845361854507,27.563416064186843
36,54.759,3060,613,833,1555,6594.0,73.46590896007409,27.56256930006825
37,61.785,2992,544,763,1480,6594.0,73.46698397392346,27.562569300068247
38,38.941,2928,468,688,1392,6594.0,73.46805898777284,27.56256930006825
39,47.4,2382,254,251,843,6594.0,73.47128402932101,27.56256930006825
40,75.453,2300,772,450,909,6594.0,73.47235904317039,27.56256930006825
41,79.63,2069,1321,506,1005,6594.0,73.47343405701977,27.56256930006825
42,54.427,2069,1316,501,1000,6594.0,73.47450907086917,27.56256930006825
43,83.44,1915,1362,427,1047,6594.0,73.47558408471856,27.56256930006825
44,75.365,1939,1487,411,1172,6594.0,73.47665909856792,27.562569300068255
45,73.775,1911,1506,359,1190,6594.0,73.47773411241732,27.562569300068255
46,86.167,1900,1505,273,1189,6594.0,73.4788091262667,27.56256930006825
47,64.092,1876,1482,192,1166,6594.0,73.4798841401161,27.56256930006825
48,73.635,2013,1621,116,1305,6594.0,73.48095915396546,27.56256930006825
49,92.704,2073,1701,249,1385,6594.0,73.48203416781486,27.562569300068255
50,65.123,2141,1778,379,1463,6594.0,73.48310918166425,27.562569300068247
51,67.36,2084,1724,367,1408,6594.0,73.48418419551362,27.56256930006825
52,91.061,3127,685,905,1627,6594.0,73.4655570732138,27.56172253842558
53,65.997,3060,613,833,1555,6594.0,73.4666320819141,27.56172253842558
54,26.462,2382,254,251,843,6594.0,73.47093211671526,27.56172253842558
55,60.666,2352,223,221,813,6594.0,73.47200712541554,27.56172253842558
56,77.148,2193,1140,500,824,6594.0,73.47308213411581,27.56172253842558
57,73.897,2045,1232,411,916,6594.0,73.47415714281611,27.56172253842558
58,72.814,1906,1316,413,1000,6594.0,73.47523215151638,27.56172253842558
59,62.309,1837,1365,330,1050,6594.0,73.47630716021666,27.561722538425578
60,71.153,1800,1395,255,1080,6594.0,73.47738216891698,27.56172253842558
61,80.731,1781,1386,212,1070,6594.0,73.47845717761726,27.561722538425578
62,94.399,1921,1529,137,1214,6594.0,73.47953218631754,27.56172253842558
63,74.474,1921,1529,137,1214,6594.0,73.48060719501781,27.56172253842558
64,72.971,1928,1536,158,1221,6594.0,73.4816822037181,27.56172253842558
65,66.137,1976,1610,252,1294,6594.0,73.48275721241839,27.561722538425578
66,66.294,2071,1710,353,1394,6594.0,73.48383222111869,27.56172253842558
67,53.028,3127,685,905,1627,6594.0,73.46520520189124,27.56087577925872
68,27.301,2528,53,273,1006,6594.0,73.4695052160969,27.56087577925872
69,50.267,2437,54,166,899,6594.0,73.47058021964833,27.560875779258716
70,66.766,2390,111,109,852,6594.0,73.47165522319975,27.56087577925872
71,55.982,2213,302,82,675,6594.0,73.47273022675115,27.560875779258723
72,88.946,2111,1032,392,716,6594.0,73.47380523030256,27.560875779258716
73,90.379,1960,1124,302,808,6594.0,73.47488023385397,27.56087577925872
74,72.988,1788,1198,295,882,6594.0,73.4759552374054,27.560875779258723
75,60.684,1692,1240,251,925,6594.0,73.47703024095681,27.56087577925872
76,94.382,1804,1409,174,1093,6594.0,73.47810524450823,27.56087577925872
77,88.579,1765,1371,113,1055,6594.0,73.47918024805963,27.560875779258723
78,60.125,1748,1357,61,1041,6594.0,73.48025525161104,27.560875779258723
79,77.847,1896,1504,147,1188,6594.0,73.48133025516245,27.560875779258716
80,67.885,1930,1558,201,1242,6594.0,73.48240525871387,27.56087577925872
81,77.568,1786,1677,440,1482,6594.0,73.48348026226527,27.560875779258716
82,61.138,1895,1785,551,1592,6594.0,73.48455526581671,27.56087577925872
83,31.828,1939,1829,595,1636,6594.0,73.48563026936812,27.56087577925872
84,67.063,2780,336,556,1277,6594.0,73.46700334291133,27.560029022567573
85,81.378,2699,252,471,1194,6594.0,73.46807834131408,27.560029022567573
86,64.896,2593,139,359,1084,6594.0,73.46915333971687,27.560029022567566
87,74.194,2418,162,164,897,6594.0,73.47022833811964,27.560029022567566
88,72.796,2327,164,56,789,6594.0,73.47130333652241,27.56002902256757
89,66.452,2110,405,0,571,6594.0,73.47237833492517,27.56002902256757
90,61.593,2082,695,172,620,6594.0,73.47345333332794,27.560029022567566
91,81.762,1954,963,273,648,6594.0,73.47452833173072,27.560029022567573
92,55.056,1842,1023,178,708,6594.0,73.4756033301335,27.560029022567573
93,77.043,1672,1081,179,766,6594.0,73.47667832853624,27.56002902256757
94,82.444,1515,1065,74,749,6594.0,73.47775332693902,27.56002902256757
95,54.759,1577,1177,37,861,6594.0,73.4788283253418,27.560029022567573
96,68.444,1678,1284,73,968,6594.0,73.47990332374457,27.56002902256757
97,71.38,1668,1559,318,1359,6594.0,73.48205332055011,27.560029022567573
98,82.077,1742,1633,389,1430,6594.0,73.48312831895288,27.560029022567573
99,87.181,1840,1731,495,1536,6594.0,73.48420331735566,27.56002902256757
100,71.782,2939,504,724,1446,6594.0,73.46557649911121,27.559182268352032
101,72.412,2835,394,613,1335,6594.0,73.46665149236557,27.559182268352032
102,69.947,2726,279,499,1221,6594.0,73.46772648561992,27.559182268352036
103,81.116,2535,304,308,1030,6594.0,73.46880147887427,27.559182268352032
104,62.589,2462,217,222,948,6594.0,73.46987647212863,27.559182268352036
105,81.553,2296,240,82,768,6594.0,73.47095146538298,27.559182268352036
106,75.261,2201,296,0,662,6594.0,73.47202645863733,27.559182268352036
107,71.905,1995,925,286,610,6594.0,73.47310145189168,27.559182268352036
108,64.686,1936,847,207,531,6594.0,73.47417644514603,27.55918226835203
109,72.726,1794,884,146,568,6594.0,73.4752514384004,27.559182268352036
110,66.434,1695,934,32,619,6594.0,73.47632643165474,27.559182268352032
111,65.822,1516,1053,87,737,6594.0,73.47740142490909,27.559182268352036
112,49.166,1544,1139,0,824,6594.0,73.47847641816345,27.559182268352036
113,74.876,1421,1399,262,1083,6594.0,73.47955141141782,27.559182268352036
114,60.492,1488,1471,261,1156,6594.0,73.48062640467215,27.559182268352036
115,73.95,1591,1502,224,1265,6594.0,73.4817013979265,27.559182268352036
116,88.491,1668,1559,318,1359,6594.0,73.48277639118086,27.559182268352036
117,72.674,1613,1504,710,1751,6594.0,73.48492637768956,27.559182268352036
118,63.41,1694,1585,794,1835,6594.0,73.48600137094392,27.559182268352036
119,63.096,2940,519,738,1447,6594.0,73.46522466925006,27.558335516612004
120,63.236,2776,558,562,1281,6594.0,73.46629965735623,27.558335516612
121,80.469,2697,473,477,1196,6594.0,73.46737464546237,27.558335516612004
122,93.298,2615,387,391,1110,6594.0,73.46844963356855,27.558335516612008
123,81.063,2429,409,251,924,6594.0,73.46952462167471,27.558335516611997
124,87.897,2355,323,165,841,6594.0,73.47059960978088,27.558335516612
125,70.594,1959,542,97,421,6594.0,73.47274958599318,27.558335516611997
126,53.972,1890,611,27,351,6594.0,73.47382457409937,27.558335516612
127,67.535,1806,735,87,419,6594.0,73.47489956220554,27.558335516612004
128,69.335,1664,884,148,568,6594.0,73.47597455031169,27.558335516612
129,86.377,1568,995,95,679,6594.0,73.47704953841784,27.558335516612004
130,95.885,1457,1109,210,794,6594.0,73.47812452652403,27.558335516612004
131,80.102,1340,1288,225,973,6594.0,73.47919951463018,27.558335516612004
132,84.174,1421,1399,262,1083,6594.0,73.48027450273634,27.558335516612008
133,74.649,1411,1302,471,1505,6594.0,73.48242447894866,27.558335516612004
134,68.007,1453,1344,532,1574,6594.0,73.48349946705483,27.558335516612004
135,72.377,1543,1433,634,1676,6594.0,73.484574455161,27.558335516612
136,66.085,1562,1453,815,1856,6594.0,73.48564944326715,27.558335516612004
137,77.9,2829,627,631,1337,6594.0,73.46594783788272,27.557488767347383
138,79.333,2776,558,562,1281,6594.0,73.46702282084091,27.557488767347376
139,63.795,2536,522,364,1033,6594.0,73.46809780379914,27.557488767347383
140,90.519,2402,600,272,897,6594.0,73.46917278675733,27.55748876734738
141,84.314,2292,491,162,787,6594.0,73.47024776971554,27.55748876734738
142,90.903,2097,483,53,578,6594.0,73.47132275267374,27.557488767347376
143,63.935,2063,483,53,525,6594.0,73.47239773563193,27.557488767347383
144,59.705,1911,590,48,372,6594.0,73.47347271859013,27.55748876734738
145,55.423,1740,794,154,478,6594.0,73.47454770154833,27.55748876734738
