,POP_2015,community_space,education,food_choices,health_wellbeing,nightlife,ID_HDC_G0,lng,lat
0,39.281,663,987,3271,2942,3108,3538.0,23.437036276284033,-6.985897432463683
1,70.621,663,987,3271,2942,3108,3538.0,23.438038651507018,-6.985897432463683
2,105.902,265,880,3230,2901,3066,3538.0,23.44104577717598,-6.985897432463682
3,101.27,265,880,3230,2901,3066,3538.0,23.442048152398968,-6.985897432463683
4,89.721,646,650,3001,2672,2837,3538.0,23.44407799972951,-6.986708512248695
5,74.11,560,732,3017,2688,2853,3538.0,23.43808883538757,-6.987519592572466
6,69.569,311,608,2958,2629,2795,3538.0,23.442098344864387,-6.9875195925724665
7,108.399,551,623,2974,2645,2810,3538.0,23.443100722233588,-6.987519592572466
8,48.665,646,650,3001,2672,2837,3538.0,23.44410309960279,-6.9875195925724665
9,88.668,636,551,2902,2573,2738,3538.0,23.445105476971992,-6.9875195925724665
10,47.312,560,732,3017,2688,2853,3538.0,23.43811393180979,-6.988330673435052
11,111.887,560,732,3017,2688,2853,3538.0,23.439116310252295,-6.988330673435052
12,88.908,0,614,2965,2636,2801,3538.0,23.440118688694803,-6.988330673435052
13,46.68,0,614,2965,2636,2801,3538.0,23.441121067137303,-6.988330673435051
14,81.509,280,577,2927,2598,2764,3538.0,23.442123445579806,-6.988330673435051
15,122.024,465,498,2849,2520,2685,3538.0,23.443125824022307,-6.988330673435051
16,61.267,596,551,2902,2573,2738,3538.0,23.44412820246481,-6.988330673435052
17,68.636,658,472,2909,2580,2746,3538.0,23.445130580907314,-6.988330673435051
18,94.352,704,876,2849,2520,2685,3538.0,23.438139031220018,-6.989141754836521
19,112.218,341,513,2847,2518,2683,3538.0,23.439141410735946,-6.9891417548365204
20,132.19,341,513,2847,2518,2683,3538.0,23.440143790251874,-6.9891417548365204
21,95.495,159,514,2853,2524,2689,3538.0,23.441146169767805,-6.989141754836521
22,118.595,194,490,2841,2512,2677,3538.0,23.442148549283733,-6.9891417548365204
23,122.204,409,440,2791,2461,2627,3538.0,23.44315092879966,-6.9891417548365204
