,POP_2015,community_space,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,41.44,2742,3467,8,3525,6680.0,75.88118228272081,30.545577991674573
1,20.328,2738,3472,4,3530,6680.0,75.88076619687588,30.54472190474594
2,62.226,2319,3017,104,3075,6680.0,75.88019652058097,30.541297585569065
3,34.134,2319,3017,104,3075,6680.0,75.88129100700482,30.541297585569065
4,58.911,3158,3574,1186,3165,6680.0,75.86993019525124,30.540441512908696
5,85.978,3158,3574,1186,3165,6680.0,75.87102467567472,30.540441512908693
6,62.161,2897,3313,925,3037,6680.0,75.87321363652167,30.540441512908696
7,41.135,2334,2975,63,3034,6680.0,75.87978051906249,30.5404415129087
8,9.422,2319,3017,98,3075,6680.0,75.88087499948597,30.540441512908693
9,7.743,2206,2955,0,3013,6680.0,75.88196947990944,30.5404415129087
10,35.312,2271,3350,875,3538,6680.0,75.88853636245027,30.540441512908696
11,101.006,2271,3350,875,3538,6680.0,75.88963084287374,30.540441512908696
12,21.702,3158,3574,1186,3165,6680.0,75.86951426579698,30.53958544310164
13,33.632,3158,3574,1186,3165,6680.0,75.87060874022038,30.53958544310164
14,88.595,2877,3293,905,3017,6680.0,75.87279768906713,30.539585443101636
15,75.182,2857,3273,885,2998,6680.0,75.8738921634905,30.53958544310164
16,123.689,2572,3058,600,2944,6680.0,75.87608111233726,30.539585443101636
17,57.711,2261,2911,10,2969,6680.0,75.88045901003078,30.539585443101636
18,67.57,2206,2955,0,3013,6680.0,75.88155348445416,30.53958544310164
19,32.912,2271,3350,875,3538,6680.0,75.8881203309944,30.539585443101636
20,62.313,2271,3350,875,3538,6680.0,75.88921480541781,30.53958544310164
21,64.255,2572,3058,600,2944,6680.0,75.8756651649443,30.538729376147778
22,103.143,2458,2944,486,2830,6680.0,75.87675963336784,30.53872937614778
23,101.704,2458,2944,486,2830,6680.0,75.87785410179139,30.538729376147778
24,8.812,3225,3340,988,2898,6680.0,75.86977692349258,30.537873312046994
